#     Step;   Iter;    t_Ener;    t_Grad;       Temp;             E_Pot;        Delta E;      RMS(Grad);      Max(Grad);    Max(Step)
        27;     11;     87.13;     41.93;           ;    -1076.03356593;    -0.00643790;        17.3913;       243.2063;     0.022606
        28;      9;     80.24;     43.79;           ;    -1076.05399241;    -0.02042648;        12.1401;        91.5937;     0.022255
        29;      9;     81.36;     43.89;           ;    -1076.06171005;    -0.00771765;        16.8838;       196.9271;     0.024542
        30;     11;     91.81;     47.71;           ;    -1076.08103073;    -0.01932068;        11.1638;        59.3073;     0.024515
        31;      9;     81.82;     45.22;           ;    -1076.08513456;    -0.00410383;        14.7468;       121.2134;     0.017695
        32;     11;     91.07;     43.85;           ;    -1076.10050570;    -0.01537114;        10.2715;        53.0675;     0.023529
        33;     11;     83.89;     50.41;           ;    -1076.10571444;    -0.00520874;        14.0365;       127.0343;     0.024064
        34;     11;     83.95;     43.47;           ;    -1076.11961470;    -0.01390026;        10.8992;        55.1595;     0.016633
        35;      9;     73.26;     45.45;           ;    -1076.12134621;    -0.00173151;        13.9572;        76.5675;     0.008332
        36;     11;     88.96;     43.71;           ;    -1076.13451108;    -0.01316488;        13.1208;       105.5235;     0.047971
        37;     11;     80.47;     45.33;           ;    -1076.14941914;    -0.01490806;        10.1890;        46.8697;     0.027353
        38;      9;     77.36;     49.61;           ;    -1076.15142258;    -0.00200343;        13.3692;       109.2148;     0.014382
        39;     10;     87.20;     44.53;           ;    -1076.16487299;    -0.01345042;         9.3749;        64.6674;     0.031938
        40;     10;     81.73;     43.81;           ;    -1076.16808939;    -0.00321640;        12.7380;        99.6170;     0.025271
        41;     10;     84.63;     50.24;           ;    -1076.18001537;    -0.01192598;         9.0193;        53.6322;     0.018964
        42;     10;     89.76;     50.01;           ;    -1076.18325099;    -0.00323562;        12.6204;       121.1639;     0.016334
        43;     10;     75.59;     44.23;           ;    -1076.19443473;    -0.01118374;         8.7965;        46.6723;     0.033717
        44;      8;     73.68;     50.97;           ;    -1076.19700080;    -0.00256608;        12.0856;       141.5703;     0.025917
        45;     10;     78.04;     45.63;           ;    -1076.20700618;    -0.01000538;         8.2132;        47.4977;     0.021883
        46;     10;     83.69;     47.96;           ;    -1076.20994717;    -0.00294099;        10.9420;        75.3498;     0.019954
        47;      9;     83.09;     45.85;           ;    -1076.21879527;    -0.00884810;         7.6569;        35.8239;     0.027667
        48;      9;     80.83;     45.86;           ;    -1076.22106765;    -0.00227238;        10.5147;        70.9732;     0.023168
        49;      9;     82.06;     45.21;           ;    -1076.22898946;    -0.00792181;         7.7410;        39.0160;     0.010667
        50;      9;     72.83;     47.89;           ;    -1076.23042124;    -0.00143178;        10.2114;        71.9819;     0.006902
        51;      7;     73.86;     44.39;           ;    -1076.23841181;    -0.00799057;         8.2839;        47.2554;     0.046714
        52;      7;     69.85;     44.90;           ;    -1076.23912584;    -0.00071403;        10.4177;        65.0303;     0.019741
        53;      9;     85.36;     46.67;           ;    -1076.24726998;    -0.00814414;         7.4376;        47.6603;     0.018014
        54;      9;     82.88;     43.89;           ;    -1076.24872227;    -0.00145229;         9.9480;        62.6893;     0.011476
        55;     10;     84.28;     44.91;           ;    -1076.25601999;    -0.00729772;         7.1125;        35.2696;     0.027262
        56;     10;     84.57;     44.38;           ;    -1076.25818709;    -0.00216711;        10.0199;        78.8095;     0.025293
        57;     10;     85.16;     42.92;           ;    -1076.26545790;    -0.00727080;         7.0142;        33.4911;     0.018841
        58;     10;     82.27;     46.35;           ;    -1076.26769901;    -0.00224111;         9.7177;        72.1575;     0.017829
        59;     10;     85.01;     42.72;           ;    -1076.27477885;    -0.00707984;         6.7517;        26.3117;     0.029249
        60;     10;     74.01;     45.79;           ;    -1076.27686555;    -0.00208670;         9.3649;        67.9481;     0.027127
        61;      9;     68.79;     45.94;           ;    -1076.28334541;    -0.00647987;         6.4546;        28.3749;     0.018349
        62;      9;     68.12;     44.28;           ;    -1076.28500007;    -0.00165466;         8.6914;        59.8557;     0.015071
        63;      9;     60.72;     46.92;           ;    -1076.29077563;    -0.00577556;         6.6843;        40.5688;     0.039399
        64;      7;     55.57;     41.13;           ;    -1076.29157317;    -0.00079754;         8.8717;        95.7478;     0.021957
        65;     10;     66.18;     41.11;           ;    -1076.29715093;    -0.00557776;         6.6178;        27.9203;     0.014629
        66;      9;     62.50;     43.95;           ;    -1076.29790466;    -0.00075373;         8.4030;        60.7632;     0.007719
        67;      7;     54.38;     43.14;           ;    -1076.30345838;    -0.00555372;         6.3514;        40.5594;     0.044732
        68;      7;     60.57;     41.02;           ;    -1076.30429419;    -0.00083581;         8.4625;        62.2969;     0.026731
        69;      9;     56.08;     46.10;           ;    -1076.30956701;    -0.00527281;         5.9678;        27.5308;     0.016736
        70;      9;     57.49;     35.87;           ;    -1076.31057344;    -0.00100643;         8.0190;        57.0902;     0.011229
        71;      9;     50.54;     28.19;           ;    -1076.31538093;    -0.00480750;         5.6912;        28.1579;     0.032946
        72;      9;     39.95;     27.52;           ;    -1076.31686410;    -0.00148317;         8.0027;        67.7887;     0.031698
        73;      7;     35.73;     26.52;           ;    -1076.32153303;    -0.00466893;         5.6034;        30.7319;     0.019574
        74;      7;     35.80;     25.93;           ;    -1076.32273541;    -0.00120238;         7.7856;        76.5365;     0.016216
        75;      9;     37.51;     25.96;           ;    -1076.32692055;    -0.00418514;         5.3125;        22.5159;     0.029106
        76;      9;     36.71;     24.64;           ;    -1076.32789028;    -0.00096974;         7.2327;        53.7558;     0.022467
        77;      9;     35.93;     24.99;           ;    -1076.33159417;    -0.00370389;         5.1601;        27.0756;     0.015630
        78;      9;     36.06;     26.41;           ;    -1076.33310335;    -0.00150919;         7.2276;        46.7173;     0.018148
        79;      9;     35.48;     24.35;           ;    -1076.33713682;    -0.00403346;         5.3905;        23.1491;     0.034551
        80;      9;     35.38;     25.69;           ;    -1076.33828903;    -0.00115221;         7.6860;        76.0565;     0.031657
        81;      9;     35.46;     24.13;           ;    -1076.34231881;    -0.00402978;         5.7877;        37.3337;     0.016914
        82;      7;     32.02;     24.51;           ;    -1076.34271089;    -0.00039207;         7.0369;        85.0598;     0.007220
        83;     10;     38.94;     24.50;           ;    -1076.34666593;    -0.00395504;         6.4269;        45.7855;     0.061214
        84;      5;     28.75;     24.53;           ;    -1076.34673790;    -0.00007197;         7.2477;        64.0389;     0.010135
        85;      9;     36.26;     24.55;           ;    -1076.35054738;    -0.00380947;         5.2493;        30.3592;     0.014292
        86;      7;     33.53;     24.10;           ;    -1076.35145239;    -0.00090501;         7.0834;        67.9590;     0.011187
        87;     10;     38.77;     24.98;           ;    -1076.35503434;    -0.00358196;         4.9629;        20.7769;     0.035675
        88;      9;     36.75;     24.64;           ;    -1076.35558128;    -0.00054693;         6.5991;        65.2871;     0.020756
        89;      9;     36.30;     24.17;           ;    -1076.35853559;    -0.00295431;         4.4840;        25.5390;     0.010958
        90;      9;     36.04;     24.26;           ;    -1076.35946667;    -0.00093108;         5.9903;        63.7501;     0.010466
        91;      9;     34.80;     24.33;           ;    -1076.36215118;    -0.00268451;         4.3554;        25.4033;     0.025595
        92;      9;     38.54;     24.84;           ;    -1076.36280382;    -0.00065264;         6.1343;        58.7043;     0.020533
        93;      8;     35.32;     24.76;           ;    -1076.36536209;    -0.00255827;         4.2034;        17.1001;     0.010763
        94;      8;     34.10;     24.36;           ;    -1076.36605718;    -0.00069509;         5.7047;        41.7608;     0.009317
        95;      7;     33.80;     24.69;           ;    -1076.36845807;    -0.00240089;         4.1364;        20.2532;     0.024220
        96;      9;     38.03;     24.60;           ;    -1076.36926764;    -0.00080957;         5.7333;        45.9961;     0.025046
        97;      9;     36.59;     24.75;           ;    -1076.37168298;    -0.00241533;         4.4796;        29.7669;     0.015726
        98;      7;     33.88;     26.55;           ;    -1076.37188665;    -0.00020367;         5.5446;        57.8097;     0.006124
        99;      9;     36.17;     24.71;           ;    -1076.37419891;    -0.00231226;         4.3597;        22.1213;     0.035905
       100;      7;     32.95;     24.33;           ;    -1076.37444933;    -0.00025042;         5.5497;        43.5493;     0.017207
       101;      9;     36.60;     24.73;           ;    -1076.37685204;    -0.00240271;         4.1005;        19.2030;     0.013317
       102;      7;     33.48;     24.73;           ;    -1076.37739924;    -0.00054720;         5.5462;        51.2619;     0.010013
       103;     10;     39.05;     24.73;           ;    -1076.37974210;    -0.00234286;         3.9853;        17.7768;     0.024757
       104;      9;     35.77;     24.32;           ;    -1076.38010326;    -0.00036115;         5.3676;        50.9913;     0.014550
       105;      8;     36.37;     27.31;           ;    -1076.38208342;    -0.00198017;         3.8283;        16.8256;     0.010709
       106;      7;     33.58;     25.42;           ;    -1076.38264838;    -0.00056496;         5.2682;        53.8105;     0.009559
       107;      3;     26.58;     25.22;           ;    -1076.38464303;    -0.00199465;         3.7729;        18.6105;     0.022897
       108;      7;     33.41;     24.53;           ;    -1076.38517971;    -0.00053668;         5.2057;        42.2172;     0.019776
       109;      9;     35.39;     25.07;           ;    -1076.38710625;    -0.00192655;         3.6770;        20.1025;     0.011660
       110;      8;     34.86;     24.41;           ;    -1076.38764071;    -0.00053446;         5.0490;        41.2029;     0.010297
       111;      9;     35.91;     24.76;           ;    -1076.38951367;    -0.00187296;         3.6866;        23.3560;     0.029477
       112;      7;     33.22;     25.00;           ;    -1076.38982084;    -0.00030717;         4.9170;        48.7025;     0.018566
       113;      9;     36.31;     24.49;           ;    -1076.39154142;    -0.00172059;         3.5849;        19.0941;     0.009977
       114;      7;     36.92;     24.20;           ;    -1076.39180206;    -0.00026063;         4.5727;        36.6873;     0.005687
       115;      7;     32.89;     24.36;           ;    -1076.39346331;    -0.00166126;         3.7569;        27.0593;     0.033143
       116;      7;     32.52;     25.66;           ;    -1076.39365249;    -0.00018918;         4.9909;        58.8103;     0.016652
       117;      8;     34.05;     24.87;           ;    -1076.39537382;    -0.00172132;         3.5180;        18.7900;     0.012048
       118;      7;     32.32;     25.27;           ;    -1076.39577411;    -0.00040030;         4.6054;        38.0324;     0.009216
       119;      7;     35.67;     24.64;           ;    -1076.39745078;    -0.00167666;         3.3711;        17.7095;     0.029474
       120;      7;     34.81;     24.54;           ;    -1076.39781134;    -0.00036056;         4.6907;        43.7621;     0.022395
       121;      9;     37.85;     25.19;           ;    -1076.39938996;    -0.00157862;         3.3003;        16.9481;     0.012065
       122;      9;     37.44;     24.94;           ;    -1076.39977277;    -0.00038282;         4.4609;        28.3813;     0.009544
       123;      7;     34.01;     24.40;           ;    -1076.40132614;    -0.00155337;         3.4057;        23.9094;     0.031658
       124;      3;     25.37;     25.09;           ;    -1076.40161145;    -0.00028531;         4.7253;        55.7746;     0.022206
       125;      7;     32.93;     27.01;           ;    -1076.40315162;    -0.00154017;         3.3326;        14.8435;     0.011144
       126;      7;     33.75;     24.88;           ;    -1076.40339180;    -0.00024018;         4.2195;        37.6103;     0.006458
       127;      8;     33.93;     24.54;           ;    -1076.40483088;    -0.00143908;         3.5178;        27.4358;     0.036552
       128;      7;     37.64;     24.92;           ;    -1076.40494540;    -0.00011452;         4.5135;        49.5385;     0.014936
       129;      7;     33.55;     25.28;           ;    -1076.40629741;    -0.00135201;         3.2045;        18.1842;     0.011688
       130;      7;     33.61;     24.61;           ;    -1076.40648925;    -0.00019184;         4.0220;        25.8035;     0.006404
       131;      7;     34.21;     24.57;           ;    -1076.40781274;    -0.00132349;         3.1003;        19.3502;     0.032184
       132;      7;     34.93;     26.33;           ;    -1076.40809708;    -0.00028434;         4.3859;        45.9718;     0.024816
       133;      7;     34.78;     24.32;           ;    -1076.40936542;    -0.00126834;         3.0044;        19.2617;     0.012871
       134;      7;     32.70;     24.24;           ;    -1076.40955280;    -0.00018738;         3.8572;        33.2844;     0.007242
       135;      7;     84.53;     43.09;           ;    -1076.41067229;    -0.00111949;         2.9421;        24.5007;     0.032936
       136;      7;     65.92;     44.03;           ;    -1076.41089352;    -0.00022123;         4.0680;        50.2851;     0.024041
       137;      5;     68.20;     52.69;           ;    -1076.41197828;    -0.00108476;         3.0764;        16.8341;     0.011474
       138;      5;     55.53;     42.99;           ;    -1076.41209337;    -0.00011509;         3.8403;        37.4453;     0.005155
       139;      7;     68.02;     46.11;           ;    -1076.41320152;    -0.00110815;         2.9547;        21.9007;     0.040678
       140;      7;     76.28;     43.56;           ;    -1076.41331122;    -0.00010970;         3.8065;        49.0231;     0.019005
       141;      7;     65.21;     46.53;           ;    -1076.41429282;    -0.00098159;         2.6701;        19.5750;     0.010878
       142;      7;     76.29;     48.36;           ;    -1076.41445712;    -0.00016431;         3.4565;        41.9523;     0.006642
       143;      7;     69.15;     42.07;           ;    -1076.41537480;    -0.00091768;         2.6526;        13.9879;     0.033484
       144;      7;     71.81;     52.33;           ;    -1076.41555607;    -0.00018127;         3.7126;        38.2755;     0.024259
       145;      7;     69.48;     41.24;           ;    -1076.41646778;    -0.00091171;         2.5102;        11.1548;     0.010299
       146;      7;     69.91;     48.67;           ;    -1076.41665880;    -0.00019101;         3.2416;        22.3631;     0.007326
       147;      7;     72.72;     43.22;           ;    -1076.41750416;    -0.00084537;         2.4477;        12.8344;     0.030918
       148;      7;     72.86;     47.68;           ;    -1076.41772254;    -0.00021838;         3.4843;        38.4687;     0.026921
       149;      7;     74.49;     43.09;           ;    -1076.41857381;    -0.00085127;         2.4909;        10.6599;     0.010852
       150;      7;     66.18;     43.86;           ;    -1076.41871666;    -0.00014284;         3.2892;        24.7865;     0.006673
       151;      8;     80.52;     50.17;           ;    -1076.41953793;    -0.00082127;         2.4876;        13.9427;     0.033117
       152;      8;     79.46;     45.14;           ;    -1076.41971899;    -0.00018107;         3.4688;        39.3583;     0.025789
       153;      7;     82.78;     48.64;           ;    -1076.42053074;    -0.00081174;         2.5287;        18.2187;     0.008725
       154;      5;     62.19;     44.90;           ;    -1076.42063895;    -0.00010822;         3.2125;        33.9805;     0.004537
       155;      7;     72.15;     49.88;           ;    -1076.42140040;    -0.00076145;         2.5736;        14.8199;     0.040202
       156;      7;     69.51;     46.61;           ;    -1076.42146103;    -0.00006063;         3.2470;        31.9299;     0.015939
       157;      7;     65.38;     45.87;           ;    -1076.42217329;    -0.00071226;         2.3003;        12.3819;     0.008159
       158;      7;     73.82;     42.38;           ;    -1076.42231859;    -0.00014530;         3.0198;        25.2201;     0.005800
       159;      6;     69.43;     47.24;           ;    -1076.42301425;    -0.00069565;         2.2775;        11.2323;     0.029603
       160;      8;     73.21;     47.49;           ;    -1076.42318138;    -0.00016714;         3.2385;        36.2213;     0.024142
       161;      7;     68.72;     42.51;           ;    -1076.42389149;    -0.00071010;         2.2489;         9.5876;     0.009714
       162;      7;     68.48;     47.96;           ;    -1076.42405181;    -0.00016032;         3.0439;        30.0988;     0.007397
       163;      8;     72.26;     43.74;           ;    -1076.42471809;    -0.00066629;         2.2024;        12.4015;     0.028339
       164;      8;     68.45;     44.54;           ;    -1076.42489548;    -0.00017739;         3.0729;        30.0572;     0.024915
       165;      7;     65.70;     43.83;           ;    -1076.42555635;    -0.00066087;         2.1973;        11.7120;     0.008285
       166;      7;     68.82;     44.79;           ;    -1076.42569216;    -0.00013581;         2.9153;        23.8801;     0.005802
       167;      7;     65.00;     46.08;           ;    -1076.42633626;    -0.00064410;         2.2518;        15.5648;     0.033449
       168;      7;     66.85;     45.36;           ;    -1076.42643560;    -0.00009934;         3.0421;        31.3841;     0.020393
       169;      5;     62.40;     44.71;           ;    -1076.42706923;    -0.00063363;         2.2188;        12.8869;     0.009047
       170;      5;     60.89;     43.73;           ;    -1076.42717248;    -0.00010325;         2.8823;        24.2543;     0.005384
       171;      7;     69.95;     46.71;           ;    -1076.42780202;    -0.00062955;         2.1724;        12.2879;     0.027868
       172;      7;     67.09;     42.88;           ;    -1076.42793820;    -0.00013617;         3.0304;        29.8651;     0.021113
       173;      7;     65.36;     42.98;           ;    -1076.42858012;    -0.00064193;         2.1231;        11.5621;     0.013138
       174;      7;     72.47;     47.45;           ;    -1076.42875106;    -0.00017094;         2.9081;        21.5324;     0.011147
       175;      7;     66.55;     43.51;           ;    -1076.42937929;    -0.00062823;         2.1338;        12.7438;     0.028651
       176;      7;     69.22;     47.26;           ;    -1076.42955622;    -0.00017692;         2.9877;        30.5721;     0.026184
       177;      7;     66.66;     43.52;           ;    -1076.43020533;    -0.00064911;         2.2413;        14.6071;     0.012743
       178;      5;     57.93;     44.35;           ;    -1076.43030434;    -0.00009901;         2.9934;        29.5912;     0.007305
       179;      5;     66.38;     43.17;           ;    -1076.43093204;    -0.00062770;         2.2054;        14.8865;     0.033228
       180;      7;     71.10;     45.82;           ;    -1076.43108731;    -0.00015527;         3.0186;        39.7463;     0.028169
       181;      7;     72.96;     44.14;           ;    -1076.43175639;    -0.00066908;         2.2703;        16.0619;     0.011142
       182;      7;     69.95;     43.04;           ;    -1076.43187161;    -0.00011522;         3.0117;        39.1202;     0.007003
       183;      7;     70.96;     43.21;           ;    -1076.43254190;    -0.00067030;         2.3023;        16.6921;     0.039546
       184;      7;     70.76;     48.33;           ;    -1076.43263617;    -0.00009427;         3.1095;        40.3999;     0.022683
       185;      7;     69.92;     49.50;           ;    -1076.43330168;    -0.00066550;         2.2506;        17.0060;     0.014479
       186;      7;     72.51;     43.95;           ;    -1076.43352507;    -0.00022340;         3.1271;        26.0299;     0.014788
       187;      7;     69.81;     43.72;           ;    -1076.43425936;    -0.00073429;         2.3072;        17.3577;     0.040251
       188;      7;     71.86;     43.36;           ;    -1076.43443051;    -0.00017115;         3.2567;        40.4801;     0.032296
       189;      7;     68.28;     43.56;           ;    -1076.43516380;    -0.00073329;         2.3406;        13.0894;     0.015786
       190;      7;     71.42;     44.80;           ;    -1076.43534701;    -0.00018322;         3.1782;        31.1242;     0.012752
       191;      7;     67.55;     44.10;           ;    -1076.43609517;    -0.00074816;         2.4413;        22.8798;     0.050244
       192;      7;     72.07;     42.80;           ;    -1076.43620900;    -0.00011383;         3.2948;        48.6754;     0.030870
       193;      7;     71.47;     47.54;           ;    -1076.43692904;    -0.00072004;         2.5154;        17.3308;     0.017706
       194;      3;     56.54;     45.06;           ;    -1076.43699638;    -0.00006734;         3.0964;        33.2991;     0.007326
       195;      7;     69.37;     42.48;           ;    -1076.43772946;    -0.00073307;         2.4186;        19.2360;     0.052161
       196;      5;     62.34;     47.24;           ;    -1076.43782704;    -0.00009758;         3.2180;        41.3952;     0.029182
       197;      7;     72.39;     43.28;           ;    -1076.43853215;    -0.00070512;         2.2558;        13.9721;     0.013974
       198;      7;     66.92;     44.88;           ;    -1076.43866853;    -0.00013637;         2.9508;        29.8296;     0.009437
       199;      8;     77.09;     47.82;           ;    -1076.43932192;    -0.00065339;         2.2035;        16.7787;     0.044140
       200;      7;     70.19;     46.69;           ;    -1076.43943946;    -0.00011754;         3.0215;        34.5642;     0.029454
       201;      7;     65.60;     47.01;           ;    -1076.44005493;    -0.00061547;         2.0449;        11.9327;     0.012844
       202;      7;     72.47;     44.77;           ;    -1076.44021914;    -0.00016421;         2.7228;        22.2761;     0.011142
       203;      7;     65.53;     50.30;           ;    -1076.44076930;    -0.00055016;         1.9685;        12.3624;     0.038224
       204;      7;     71.27;     45.33;           ;    -1076.44088171;    -0.00011240;         2.6585;        29.3096;     0.027684
       205;      7;     66.98;     41.90;           ;    -1076.44138640;    -0.00050469;         1.9712;        15.9352;     0.014596
       206;      5;     56.51;     48.19;           ;    -1076.44145125;    -0.00006485;         2.5343;        29.9935;     0.007431
       207;      7;     72.76;     44.23;           ;    -1076.44189781;    -0.00044656;         1.8628;        11.5627;     0.038022
       208;      5;     66.55;     43.52;           ;    -1076.44195114;    -0.00005333;         2.3504;        26.1584;     0.019064
       209;      7;     73.53;     48.56;           ;    -1076.44235158;    -0.00040044;         1.7365;         8.0611;     0.013098
       210;      5;     63.67;     45.14;           ;    -1076.44239994;    -0.00004836;         2.2152;        18.6678;     0.006395
       211;      7;     72.64;     43.89;           ;    -1076.44274955;    -0.00034961;         1.5596;         8.6723;     0.023503
       212;      7;     73.63;     45.44;           ;    -1076.44281879;    -0.00006924;         2.0603;        21.5742;     0.016274
       213;      7;     79.33;     42.73;           ;    -1076.44313127;    -0.00031249;         1.4449;         7.0153;     0.010633
       214;      7;     73.32;     43.08;           ;    -1076.44320166;    -0.00007039;         1.9349;        20.7198;     0.007942
       215;      5;     65.22;     46.53;           ;    -1076.44347385;    -0.00027219;         1.3913;         7.2384;     0.017599
       216;      5;     67.11;     41.44;           ;    -1076.44352218;    -0.00004833;         1.8704;        22.2269;     0.011242
       217;      3;     54.31;     45.08;           ;    -1076.44376161;    -0.00023943;         1.3016;         4.8615;     0.007146
       218;      5;     58.26;     46.80;           ;    -1076.44381444;    -0.00005283;         1.6961;        18.8511;     0.005181
       219;      7;     73.41;     43.47;           ;    -1076.44402614;    -0.00021169;         1.2192;         6.7154;     0.015210
       220;      5;     60.14;     46.86;           ;    -1076.44406500;    -0.00003886;         1.6209;        15.8182;     0.009980
       221;      6;     68.96;     42.71;           ;    -1076.44424815;    -0.00018315;         1.2035;         8.9023;     0.003478
       222;      3;     56.15;     44.50;           ;    -1076.44427821;    -0.00003006;         1.5739;        20.1503;     0.002097
       223;      5;     63.69;     46.13;           ;    -1076.44444892;    -0.00017071;         1.1543;         6.7328;     0.011547
       224;      5;     62.32;     44.77;           ;    -1076.44447714;    -0.00002822;         1.5229;        17.6689;     0.007041
       225;      8;     73.35;     44.05;           ;    -1076.44463810;    -0.00016095;         1.0967;         8.0383;     0.006826
       226;      5;     63.73;     42.82;           ;    -1076.44467288;    -0.00003479;         1.4685;        13.6917;     0.005131
       227;      5;     63.54;     47.31;           ;    -1076.44482228;    -0.00014939;         1.0533;         5.0109;     0.006217
       228;      5;     60.20;     44.27;           ;    -1076.44485556;    -0.00003328;         1.4614;        13.4358;     0.004754
       229;      7;     71.28;     47.57;           ;    -1076.44500195;    -0.00014639;         1.0489;         5.9794;     0.012095
       230;      6;     67.68;     43.04;           ;    -1076.44504651;    -0.00004456;         1.4087;        13.2634;     0.011402
       231;      7;     68.38;     44.50;           ;    -1076.44520398;    -0.00015748;         1.0226;         5.6143;     0.006556
       232;      7;     72.79;     47.87;           ;    -1076.44524987;    -0.00004589;         1.4156;        10.8344;     0.005924
       233;      6;     67.40;     44.59;           ;    -1076.44541544;    -0.00016557;         1.0575;         5.5685;     0.012113
       234;      6;     63.67;     46.92;           ;    -1076.44546142;    -0.00004598;         1.5074;        12.2003;     0.010635
       235;      5;     58.12;     43.72;           ;    -1076.44563313;    -0.00017171;         1.0671;         5.8428;     0.006607
       236;      5;     62.63;     43.46;           ;    -1076.44567072;    -0.00003759;         1.4574;        10.7122;     0.004858
       237;      5;     64.06;     43.40;           ;    -1076.44582996;    -0.00015924;         1.0408;         6.3375;     0.007708
       238;      7;     75.58;     44.06;           ;    -1076.44588629;    -0.00005633;         1.4723;        10.3754;     0.008089
       239;      5;     63.54;     44.64;           ;    -1076.44605101;    -0.00016472;         1.0625;         5.7957;     0.006578
       240;      5;     62.31;     43.63;           ;    -1076.44610121;    -0.00005020;         1.4982;        12.2398;     0.006148
       241;      5;     63.84;     42.98;           ;    -1076.44627080;    -0.00016959;         1.0753;         7.0887;     0.010526
       242;      5;     60.72;     50.56;           ;    -1076.44632056;    -0.00004976;         1.5118;        12.6021;     0.009615
       243;      6;     72.55;     43.27;           ;    -1076.44648977;    -0.00016922;         1.0944;         7.5457;     0.007232
       244;      6;     64.57;     42.29;           ;    -1076.44654098;    -0.00005120;         1.5636;        16.2230;     0.006917
       245;      5;     54.46;     44.07;           ;    -1076.44671338;    -0.00017241;         1.0885;         6.4127;     0.010782
       246;      5;     46.07;     41.25;           ;    -1076.44676253;    -0.00004915;         1.5529;        16.5641;     0.009985
       247;      6;     49.27;     46.00;           ;    -1076.44692905;    -0.00016652;         1.1000;         7.6571;     0.009177
       248;      7;     51.72;     41.79;           ;    -1076.44700203;    -0.00007298;         1.5978;        16.8426;     0.011753
       249;      7;     48.14;     46.10;           ;    -1076.44717943;    -0.00017739;         1.1149;         7.6007;     0.010262
       250;      7;     48.06;     33.09;           ;    -1076.44723257;    -0.00005314;         1.5998;        17.4071;     0.009793
       251;      7;     39.56;     26.84;           ;    -1076.44740515;    -0.00017258;         1.1327;         7.2323;     0.012664
       252;      7;     33.68;     25.35;           ;    -1076.44746644;    -0.00006129;         1.6025;        16.6350;     0.013352
       253;      7;     33.33;     24.67;           ;    -1076.44764277;    -0.00017633;         1.1632;         8.0142;     0.008167
       254;      5;     28.84;     24.79;           ;    -1076.44768819;    -0.00004542;         1.5901;        16.8976;     0.006708
       255;      5;     29.27;     24.32;           ;    -1076.44786686;    -0.00017867;         1.1786;         7.0406;     0.020399
       256;      5;     30.09;     23.54;           ;    -1076.44789775;    -0.00003089;         1.5410;        18.6451;     0.012977
       257;      5;     27.70;     23.33;           ;    -1076.44807160;    -0.00017385;         1.1787;         6.9992;     0.009585
