idx	x	y	z	shell	standoff	V_R_Eh	V_TS_Eh	dv_Eh	dv_kcal_per_e
87	64.1685	28.8439	48.3609	5.0	4.997	-0.113897473	-0.110675940	0.003221532	2.0215
88	60.3485	27.1333	49.3109	5.0	4.999	-0.118525664	-0.115608038	0.002917626	1.8308
89	57.2658	32.2116	63.0849	4.0	3.998	-0.127118315	-0.130919035	-0.003800720	-2.3850
90	53.6297	33.0902	62.3791	5.0	5.000	-0.116966078	-0.119549887	-0.002583809	-1.6214
91	61.9700	27.4039	59.0633	4.0	4.000	-0.134445658	-0.135002258	-0.000556600	-0.3493
92	59.8123	26.3225	60.2892	5.0	4.996	-0.112826012	-0.113941425	-0.001115413	-0.6999
93	63.8944	35.3043	48.1838	5.0	4.998	-0.120763537	-0.118888694	0.001874843	1.1765
94	65.0797	28.6426	55.9869	3.0	2.998	-0.154032841	-0.151147167	0.002885675	1.8108
95	64.8206	33.2191	47.8311	5.0	4.998	-0.116169353	-0.113671337	0.002498016	1.5675
96	51.5142	27.6742	52.7046	5.0	4.998	-0.095126031	-0.095453408	-0.000327377	-0.2054
97	56.1314	41.9557	59.5630	5.0	4.998	-0.122035588	-0.122668043	-0.000632455	-0.3969
98	54.3191	41.8594	57.0833	5.0	4.998	-0.121267175	-0.121852625	-0.000585450	-0.3674
99	62.9061	39.1703	51.5693	5.0	4.997	-0.132985002	-0.132715430	0.000269572	0.1692
100	63.9850	36.8013	51.5082	4.0	3.998	-0.148120442	-0.147013895	0.001106546	0.6944
101	60.9103	26.9533	60.7132	5.0	4.997	-0.116050633	-0.117232785	-0.001182152	-0.7418
102	51.4515	36.0601	55.0573	4.0	3.996	-0.129187430	-0.130342251	-0.001154821	-0.7247
103	53.7676	39.1572	57.1292	3.0	2.996	-0.153971417	-0.154818421	-0.000847004	-0.5315
104	53.6318	38.6985	61.9136	5.0	4.996	-0.116264074	-0.117476493	-0.001212419	-0.7608
105	52.5921	31.0305	59.5624	4.0	4.013	-0.116690375	-0.118752307	-0.002061932	-1.2939
106	53.0241	30.7974	58.5114	3.0	2.995	-0.122827917	-0.124791840	-0.001963924	-1.2324
107	55.3805	34.5179	48.2944	4.0	3.995	-0.119379564	-0.118743506	0.000636059	0.3991
108	55.0985	38.5262	61.5085	4.0	3.997	-0.134472239	-0.135856224	-0.001383985	-0.8685
109	58.4633	30.4160	50.3875	3.0	2.997	-0.165790570	-0.161385685	0.004404885	2.7641
110	57.7092	38.9708	52.7513	3.0	2.995	-0.169564731	-0.170484503	-0.000919771	-0.5772
111	55.1124	31.3822	47.9472	5.0	4.997	-0.111936105	-0.111011353	0.000924752	0.5803
112	63.6358	33.6146	48.4759	4.0	3.998	-0.132453600	-0.129475683	0.002977917	1.8687
113	61.6737	37.8143	52.6620	3.0	2.995	-0.173313028	-0.173375243	-0.000062215	-0.0390
114	53.6324	34.9373	62.6110	5.0	4.999	-0.118515251	-0.120730657	-0.002215406	-1.3902
115	48.9165	31.2849	55.4008	5.0	4.999	-0.092755324	-0.093369086	-0.000613762	-0.3851
116	61.3146	40.0668	52.8019	4.0	3.996	-0.144288773	-0.144572972	-0.000284199	-0.1783
117	52.1503	32.4725	48.8346	5.0	4.997	-0.101538857	-0.101560191	-0.000021334	-0.0134
118	61.4534	41.4878	55.1464	4.0	3.997	-0.136510630	-0.137027257	-0.000516627	-0.3242
119	52.5245	37.0366	57.6232	3.0	2.997	-0.148657713	-0.149912170	-0.001254457	-0.7872
120	61.1717	42.5302	58.6469	5.0	4.997	-0.118583449	-0.119184596	-0.000601146	-0.3772
121	53.0127	38.8889	52.1416	5.0	4.998	-0.120099827	-0.120779013	-0.000679186	-0.4262
122	64.0137	34.6246	59.8133	3.0	2.997	-0.156615631	-0.158418106	-0.001802475	-1.1311
123	60.3483	36.4162	63.5894	5.0	4.999	-0.124414221	-0.126394933	-0.001980712	-1.2429
124	57.4575	37.7757	62.2100	4.0	3.995	-0.142193127	-0.144127824	-0.001934697	-1.2140
125	52.6506	37.2822	53.6812	4.0	4.011	-0.137292440	-0.138496337	-0.001203897	-0.7555
126	64.7924	34.2817	62.0012	5.0	4.999	-0.121635666	-0.122873952	-0.001238286	-0.7770
127	55.5352	25.1664	56.6904	5.0	4.998	-0.102458486	-0.102921320	-0.000462834	-0.2904
128	57.3327	31.7043	49.7421	3.0	2.998	-0.153698451	-0.150957145	0.002741305	1.7202
129	55.3255	38.5116	53.6534	3.0	2.997	-0.168874793	-0.170286650	-0.001411857	-0.8860
130	56.5545	33.6885	62.0375	3.0	2.996	-0.148269171	-0.153270749	-0.005001577	-3.1385
131	57.6251	42.3677	53.3721	5.0	4.998	-0.122096975	-0.122502149	-0.000405174	-0.2543
132	62.3083	42.1939	55.2233	5.0	4.996	-0.121152075	-0.121544988	-0.000392913	-0.2466
133	65.5468	34.1447	53.9930	3.0	2.995	-0.172384929	-0.169721741	0.002663188	1.6712
134	53.9355	38.1687	59.5738	3.0	2.996	-0.151197673	-0.152332519	-0.001134846	-0.7121
135	57.1791	40.8000	57.9418	3.0	2.994	-0.160459516	-0.160871714	-0.000412198	-0.2587
136	50.7628	30.9992	57.8092	4.0	3.999	-0.104630467	-0.105637592	-0.001007125	-0.6320
137	51.6774	28.5633	58.8338	5.0	4.997	-0.097952717	-0.099146121	-0.001193404	-0.7489
138	60.5659	30.6667	61.8892	4.0	3.996	-0.137101103	-0.140597350	-0.003496248	-2.1939
139	61.2135	37.8338	62.8444	5.0	4.998	-0.125443296	-0.127008475	-0.001565178	-0.9822
140	66.7429	30.1324	53.7001	4.0	3.998	-0.140732961	-0.137136046	0.003596915	2.2571
141	56.3069	28.4464	52.2792	3.0	2.994	-0.142150450	-0.140913354	0.001237095	0.7763
142	61.7522	38.7866	49.7444	5.0	4.998	-0.125042227	-0.124533488	0.000508739	0.3192
143	54.4492	29.3876	51.3406	3.0	2.993	-0.127486022	-0.127396004	0.000090018	0.0565
144	57.2384	28.0273	53.1182	3.0	2.996	-0.148952917	-0.147334433	0.001618485	1.0156
145	53.0037	30.8393	61.4067	5.0	4.997	-0.109273221	-0.111500870	-0.002227649	-1.3979
146	50.8501	33.9507	57.6333	4.0	3.995	-0.117891056	-0.119017195	-0.001126139	-0.7067
147	62.0581	42.4965	56.5143	5.0	4.997	-0.119613411	-0.120092814	-0.000479403	-0.3008
148	60.0731	29.9420	62.8979	5.0	4.998	-0.119556402	-0.122202925	-0.002646523	-1.6607
149	54.3473	30.5257	62.2034	5.0	4.998	-0.111391414	-0.114022527	-0.002631113	-1.6510
150	66.2632	29.1153	59.5241	5.0	4.996	-0.117818355	-0.117540872	0.000277483	0.1741
151	63.8954	27.8933	56.7384	3.0	2.996	-0.152603120	-0.150682326	0.001920795	1.2053
152	54.2863	28.2380	57.5752	3.0	2.996	-0.117489389	-0.119150853	-0.001661464	-1.0426
153	56.7649	42.6832	54.6070	5.0	4.998	-0.121271083	-0.121722911	-0.000451828	-0.2835
154	62.5103	35.2791	63.3989	5.0	4.997	-0.120307531	-0.122063049	-0.001755518	-1.1016
155	63.9944	36.1353	61.0110	4.0	4.001	-0.135573258	-0.137113804	-0.001540546	-0.9667
156	57.6802	34.8175	49.0264	3.0	2.996	-0.141315204	-0.139958200	0.001357003	0.8515
157	65.2680	34.2643	56.9966	3.0	2.995	-0.170422180	-0.169951713	0.000470467	0.2952
158	52.3617	33.4902	51.3844	3.0	2.994	-0.123099380	-0.124064466	-0.000965086	-0.6056
159	66.6758	33.1498	49.4764	5.0	4.998	-0.117317142	-0.114820755	0.002496387	1.5665
160	49.4960	32.7125	57.8309	5.0	4.998	-0.099736160	-0.100648987	-0.000912827	-0.5728
161	58.1179	29.9198	60.4100	3.0	3.037	-0.147653508	-0.152981533	-0.005328025	-3.3434
162	56.6593	35.1405	47.0460	5.0	4.997	-0.110924995	-0.110111780	0.000813215	0.5103
163	65.3011	28.0773	57.7628	4.0	3.996	-0.131666646	-0.130539447	0.001127199	0.7073
164	50.9778	31.6743	56.0228	3.0	2.998	-0.111151033	-0.111744548	-0.000593515	-0.3724
165	61.0448	42.8042	55.1921	5.0	4.997	-0.119600071	-0.119995600	-0.000395529	-0.2482
166	63.3341	31.1212	61.1590	4.0	3.997	-0.138229448	-0.140061082	-0.001831634	-1.1494
167	50.4871	32.7922	52.3809	4.0	3.998	-0.105770483	-0.106475422	-0.000704939	-0.4424
168	62.1652	28.6181	50.5505	3.0	2.998	-0.151703425	-0.145729252	0.005974173	3.7489
169	55.5158	40.2283	61.6519	5.0	4.998	-0.120407689	-0.121397526	-0.000989837	-0.6211
170	51.3046	28.9039	53.5640	4.0	3.998	-0.100855922	-0.101439785	-0.000583862	-0.3664
171	57.4918	37.5863	50.4125	3.0	2.995	-0.144533146	-0.144513100	0.000020045	0.0126
172	59.7183	30.8044	49.4296	3.0	2.998	-0.157677119	-0.152916525	0.004760594	2.9873
173	56.8884	28.0001	49.7137	5.0	4.998	-0.119737449	-0.117965558	0.001771890	1.1119
174	54.2819	39.6481	60.0838	4.0	3.996	-0.133040341	-0.133966218	-0.000925877	-0.5810
175	65.9150	30.5008	56.9235	3.0	2.997	-0.155343618	-0.153334479	0.002009139	1.2608
176	58.0747	42.9515	54.5002	5.0	4.998	-0.120156002	-0.120562835	-0.000406833	-0.2553
177	63.4658	35.5847	62.8813	5.0	4.997	-0.120162411	-0.121681834	-0.001519422	-0.9535
178	50.5838	34.9186	50.9815	5.0	4.998	-0.102427309	-0.102959977	-0.000532668	-0.3343
179	60.3697	33.2939	47.9874	4.0	4.003	-0.135915634	-0.133287830	0.002627805	1.6490
180	61.1060	31.0710	60.8189	3.0	2.996	-0.156861329	-0.161072571	-0.004211242	-2.6426
181	58.9206	41.7714	59.0082	4.0	3.998	-0.134569536	-0.135187055	-0.000617520	-0.3875
182	55.2912	30.1718	61.3968	4.0	3.998	-0.121891953	-0.125252636	-0.003360683	-2.1089
183	59.4261	37.5563	48.1112	5.0	4.998	-0.119370618	-0.118673947	0.000696672	0.4372
184	55.5119	30.3053	48.2181	5.0	4.998	-0.113136232	-0.111994035	0.001142197	0.7167
185	60.9373	42.0389	59.8525	5.0	4.998	-0.119076192	-0.119782912	-0.000706720	-0.4435
186	60.4929	28.0367	51.7018	3.0	2.995	-0.158599894	-0.153359561	0.005240333	3.2884
187	52.9424	35.3721	60.8827	4.0	3.995	-0.130805418	-0.132897244	-0.002091826	-1.3126
188	59.3731	26.0422	57.4794	4.0	3.998	-0.125156781	-0.125352038	-0.000195257	-0.1225
189	59.3191	42.8878	54.2414	5.0	4.997	-0.120090438	-0.120464543	-0.000374104	-0.2348
190	66.2269	31.9321	54.7501	3.0	2.998	-0.164854286	-0.161240433	0.003613853	2.2677
191	55.2643	38.0434	48.6366	5.0	4.996	-0.110857593	-0.110806346	0.000051247	0.0322
192	56.6759	35.8873	61.5392	3.0	3.013	-0.163379276	-0.167060180	-0.003680903	-2.3098
193	52.8016	40.5806	55.0638	5.0	4.998	-0.119627555	-0.120320265	-0.000692709	-0.4347
194	59.8541	30.2901	60.5473	3.0	3.015	-0.155149846	-0.160187809	-0.005037963	-3.1614
195	52.7594	32.8618	59.7359	4.0	3.999	-0.129821565	-0.132287187	-0.002465621	-1.5472
196	62.9610	29.7504	61.7924	5.0	5.005	-0.123767682	-0.125328301	-0.001560619	-0.9793
197	66.9059	32.9400	59.4549	5.0	4.997	-0.124371264	-0.124415441	-0.000044177	-0.0277
198	55.5912	32.5511	49.6667	3.0	2.997	-0.139729970	-0.138597728	0.001132242	0.7105
199	51.8352	36.1445	61.1752	5.0	4.998	-0.114312012	-0.115797364	-0.001485353	-0.9321
200	57.6396	27.0348	51.1138	5.0	5.007	-0.124597280	-0.122636032	0.001961248	1.2307
201	67.6634	29.8668	53.3127	5.0	4.999	-0.122856162	-0.120110932	0.002745230	1.7227
202	60.7630	34.0412	47.0060	5.0	4.998	-0.119828003	-0.117898094	0.001929909	1.2110
203	65.8503	35.2744	51.9676	4.0	3.996	-0.142436411	-0.140444871	0.001991540	1.2497
204	64.9551	37.5376	54.6978	4.0	3.997	-0.148167264	-0.148011527	0.000155737	0.0977
205	62.0751	26.8464	51.7741	4.0	3.998	-0.135642575	-0.131702859	0.003939717	2.4722
206	66.3476	35.5933	50.6655	5.0	4.998	-0.123501875	-0.121775802	0.001726073	1.0831
207	59.7195	31.4984	47.1242	5.0	4.998	-0.120521519	-0.118066529	0.002454990	1.5405
208	67.8240	32.5794	57.8866	5.0	4.998	-0.122663318	-0.121981554	0.000681764	0.4278
209	58.4320	36.6565	49.8689	3.0	2.994	-0.146884207	-0.146258771	0.000625436	0.3925
210	53.6584	34.8657	50.9230	3.0	3.028	-0.133962509	-0.134589889	-0.000627380	-0.3937
211	63.4981	39.5919	55.3360	4.0	3.995	-0.144934599	-0.145482788	-0.000548189	-0.3440
212	54.1026	36.1445	48.1306	5.0	4.998	-0.107044379	-0.106899498	0.000144881	0.0909
213	65.0890	30.1277	48.2545	5.0	4.999	-0.113858408	-0.110758547	0.003099861	1.9452
214	56.7312	27.0418	59.3383	4.0	3.999	-0.116429949	-0.118149640	-0.001719691	-1.0791
215	58.4516	41.0359	55.0082	3.0	2.995	-0.158099563	-0.158677519	-0.000577956	-0.3627
216	66.6518	29.7518	50.0643	5.0	4.998	-0.115667030	-0.112561841	0.003105189	1.9485
217	62.0920	29.8356	48.3535	4.0	3.998	-0.129872047	-0.125849433	0.004022615	2.5242
218	62.1605	28.9049	60.3551	4.0	3.998	-0.137896210	-0.139551811	-0.001655601	-1.0389
219	64.2325	29.8247	58.8751	3.0	2.999	-0.154178485	-0.154266912	-0.000088426	-0.0555
220	62.8214	39.0233	56.4477	3.0	2.994	-0.164390425	-0.165584099	-0.001193674	-0.7490
221	51.6727	32.8513	52.2017	3.0	2.997	-0.118233835	-0.119259821	-0.001025986	-0.6438
222	60.7855	29.0593	59.7877	3.0	2.993	-0.150926955	-0.153700601	-0.002773646	-1.7405
223	59.8297	43.2550	56.5173	5.0	4.997	-0.118229079	-0.118675783	-0.000446704	-0.2803
224	53.4334	33.8264	59.1774	3.0	2.996	-0.152847897	-0.155859391	-0.003011493	-1.8897
225	58.4312	26.6955	60.6315	5.0	4.995	-0.111735274	-0.113296195	-0.001560920	-0.9795
226	63.1990	26.8662	49.8524	5.0	4.996	-0.115966806	-0.112758998	0.003207808	2.0129
227	56.5612	32.3234	61.8036	3.0	2.995	-0.144020367	-0.149445495	-0.005425128	-3.4043
228	60.6134	40.8817	55.6422	3.0	2.997	-0.156211121	-0.156898509	-0.000687388	-0.4313
229	62.0097	32.8049	48.9149	3.0	2.997	-0.152689686	-0.148477043	0.004212643	2.6435
230	50.1104	29.6739	52.2491	5.0	4.996	-0.093217956	-0.093630673	-0.000412717	-0.2590
231	60.0004	24.9756	56.8008	5.0	4.998	-0.115053074	-0.114671859	0.000381215	0.2392
232	63.2391	28.3184	51.5738	3.0	2.996	-0.154017356	-0.147971491	0.006045865	3.7938
233	56.7909	39.0399	50.7083	4.0	3.996	-0.133043779	-0.133331260	-0.000287480	-0.1804
234	60.0082	37.8211	51.2645	3.0	2.997	-0.159963038	-0.159826165	0.000136873	0.0859
235	58.6443	32.3806	47.1989	5.0	4.996	-0.120957555	-0.118963702	0.001993853	1.2512
236	54.8578	41.2889	60.0009	5.0	4.997	-0.119959619	-0.120686376	-0.000726757	-0.4560
237	66.0746	32.9683	54.9259	3.0	2.995	-0.168080699	-0.165112608	0.002968092	1.8625
238	51.8759	29.6545	58.3508	4.0	3.996	-0.105971677	-0.107280030	-0.001308353	-0.8210
239	60.2280	42.7394	58.9039	5.0	4.997	-0.118164853	-0.118750674	-0.000585822	-0.3676
240	60.5244	29.7133	47.3776	5.0	4.996	-0.117402499	-0.114572114	0.002830385	1.7761
241	64.7013	29.7025	61.0650	5.0	4.997	-0.120904153	-0.121602357	-0.000698204	-0.4381
242	58.7344	26.3794	54.2881	4.0	3.999	-0.134404090	-0.132995670	0.001408420	0.8838
243	62.1080	39.9066	51.7861	5.0	4.998	-0.132051783	-0.132006407	0.000045377	0.0285
244	65.7050	27.8931	56.2983	4.0	3.998	-0.132439272	-0.130414151	0.002025121	1.2708
245	63.7300	26.0353	52.4437	5.0	4.997	-0.120577781	-0.117650406	0.002927374	1.8370
246	63.1487	32.6912	47.0648	5.0	4.997	-0.116250579	-0.113708694	0.002541885	1.5951
247	63.8535	33.5944	61.4488	4.0	4.004	-0.136569193	-0.138327756	-0.001758563	-1.1035
248	57.9280	38.9664	48.9976	5.0	4.997	-0.118301045	-0.118121746	0.000179298	0.1125
249	60.6077	41.0569	61.1921	5.0	4.997	-0.120746618	-0.121641697	-0.000895079	-0.5617
250	54.6696	29.8651	59.7637	3.0	2.996	-0.126258667	-0.129373035	-0.003114368	-1.9543
251	64.2032	37.6466	50.9004	5.0	5.001	-0.131753719	-0.130857812	0.000895907	0.5622
252	53.7698	29.5955	61.6188	5.0	4.997	-0.106309959	-0.108498061	-0.002188102	-1.3731
253	52.4573	35.7189	58.0975	3.0	2.997	-0.148306721	-0.149884106	-0.001577386	-0.9898
254	63.4467	26.7491	57.3120	4.0	3.996	-0.132281522	-0.131223275	0.001058247	0.6641
255	62.2019	27.5582	57.3164	3.0	2.995	-0.153723783	-0.152962302	0.000761482	0.4778
256	56.9535	26.3043	52.1257	5.0	4.998	-0.118036769	-0.116827851	0.001208918	0.7586
257	64.7296	31.2672	50.2673	3.0	2.996	-0.150493172	-0.145013997	0.005479174	3.4382
258	60.6572	25.1926	55.1726	5.0	4.998	-0.121223659	-0.119934382	0.001289278	0.8090
259	58.1488	42.6988	59.3118	5.0	4.998	-0.118901129	-0.119479698	-0.000578569	-0.3631
260	67.0190	30.9231	50.0255	5.0	4.998	-0.116175531	-0.113247743	0.002927788	1.8372
261	58.1289	37.4985	47.9367	5.0	4.997	-0.116237286	-0.115680254	0.000557032	0.3495
262	54.8634	40.1165	51.9801	5.0	4.996	-0.124764419	-0.125325625	-0.000561207	-0.3522
263	59.6991	41.6739	52.2797	5.0	4.996	-0.124128404	-0.124391248	-0.000262844	-0.1649
264	58.6307	27.9301	61.6606	5.0	4.996	-0.115313048	-0.117541875	-0.002228827	-1.3986
265	53.7845	31.2249	48.2317	5.0	4.997	-0.105806648	-0.105328216	0.000478432	0.3002
266	62.7643	37.4315	50.7128	4.0	3.996	-0.143143506	-0.142309992	0.000833514	0.5230
267	53.7260	29.0047	52.2789	3.0	2.998	-0.121301079	-0.121825316	-0.000524237	-0.3290
268	53.6037	38.5988	60.5309	4.0	3.997	-0.130842465	-0.132006793	-0.001164327	-0.7306
269	51.6134	33.4151	58.8257	4.0	3.998	-0.122322303	-0.123906410	-0.001584107	-0.9940
270	62.8562	40.1319	60.4866	5.0	4.997	-0.123489926	-0.124474212	-0.000984286	-0.6176
271	64.0380	30.3673	50.0150	3.0	2.997	-0.149448167	-0.143588929	0.005859238	3.6767
272	63.5594	37.4718	54.3759	3.0	2.993	-0.169811684	-0.169925202	-0.000113519	-0.0712
273	56.2334	25.1781	54.8470	5.0	4.997	-0.107417631	-0.107303684	0.000113948	0.0715
274	65.2482	37.3670	60.7401	5.0	4.997	-0.120285821	-0.121236537	-0.000950716	-0.5966
275	58.6278	40.9813	52.9404	4.0	3.997	-0.140211279	-0.140684840	-0.000473560	-0.2972
276	60.0426	35.6417	49.3064	3.0	2.996	-0.148103758	-0.146664335	0.001439424	0.9033
277	58.6468	40.0874	53.4448	3.0	2.995	-0.162530856	-0.163239971	-0.000709115	-0.4450
278	57.3878	41.5454	59.0428	4.0	3.998	-0.136862672	-0.137446955	-0.000584283	-0.3666
279	65.7894	33.4572	60.7851	5.0	4.998	-0.125124559	-0.125889612	-0.000765053	-0.4801
280	57.7711	29.7818	61.7202	4.0	3.997	-0.128647004	-0.132476454	-0.003829450	-2.4030
281	57.3905	40.4070	54.2336	3.0	2.997	-0.162457130	-0.163187459	-0.000730329	-0.4583
282	51.1825	27.9016	57.3497	5.0	4.995	-0.094279521	-0.095142674	-0.000863153	-0.5416
283	56.7572	43.0009	56.3886	5.0	4.998	-0.120050168	-0.120515842	-0.000465674	-0.2922
284	60.1422	27.5330	61.3904	5.0	4.997	-0.115889639	-0.117602961	-0.001713322	-1.0751
285	56.4069	27.0216	56.1578	3.0	2.996	-0.126866301	-0.127595999	-0.000729698	-0.4579
286	56.5963	25.7207	53.2975	5.0	4.997	-0.113278573	-0.112610984	0.000667589	0.4189
287	60.2086	32.1968	47.9998	4.0	3.997	-0.136038180	-0.132952571	0.003085609	1.9362
288	67.6228	28.9781	54.5547	5.0	4.998	-0.120033416	-0.117725615	0.002307802	1.4482
289	66.8102	33.7237	53.6372	4.0	3.999	-0.145272835	-0.142834270	0.002438565	1.5302
290	65.1676	36.4018	53.7313	4.0	4.008	-0.154047092	-0.153122650	0.000924442	0.5801
291	57.2988	27.5386	52.0686	4.0	4.010	-0.135588127	-0.133735304	0.001852822	1.1627
292	54.4511	38.5474	49.5446	5.0	4.996	-0.112059220	-0.112247718	-0.000188498	-0.1183
293	58.7014	27.6731	51.7086	4.0	3.996	-0.143874617	-0.140724064	0.003150552	1.9770
294	59.8387	40.4003	61.9246	5.0	4.996	-0.122225706	-0.123261211	-0.001035505	-0.6498
295	48.9262	32.9298	55.8086	5.0	4.998	-0.096731761	-0.097425941	-0.000694180	-0.4356
296	64.2503	37.9172	53.7311	4.0	3.998	-0.150012617	-0.149809245	0.000203372	0.1276
297	51.5694	37.6272	53.5993	5.0	5.004	-0.120137340	-0.121037366	-0.000900026	-0.5648
298	59.3053	39.2839	61.4877	4.0	3.995	-0.140641872	-0.141942708	-0.001300836	-0.8163
299	67.0099	30.1076	56.3274	4.0	3.999	-0.134764212	-0.132783546	0.001980666	1.2429
300	61.9336	28.6794	47.8238	5.0	4.997	-0.115181852	-0.112094625	0.003087227	1.9373
301	58.2263	28.6518	59.6004	3.0	2.999	-0.140434950	-0.143814704	-0.003379755	-2.1208
302	64.1773	29.8374	60.2000	4.0	3.999	-0.135928944	-0.136704400	-0.000775456	-0.4866
303	65.9996	26.7988	54.7248	5.0	4.998	-0.118456336	-0.116222638	0.002233698	1.4017
304	61.2480	26.5535	53.0822	4.0	3.998	-0.140188721	-0.136880985	0.003307736	2.0756
305	61.3590	37.4501	51.3146	3.0	2.994	-0.160088946	-0.159647175	0.000441771	0.2772
306	54.8597	40.2373	54.3077	4.0	3.996	-0.143019614	-0.143823138	-0.000803524	-0.5042
307	66.7842	31.4099	57.8865	4.0	3.996	-0.136080849	-0.135147764	0.000933084	0.5855
308	63.7954	37.9514	56.0590	3.0	2.996	-0.163059801	-0.163915540	-0.000855739	-0.5370
309	52.7336	29.1952	51.0582	4.0	3.996	-0.107819161	-0.108008873	-0.000189713	-0.1190
310	51.3788	33.4840	56.7046	3.0	2.995	-0.124218725	-0.125104220	-0.000885495	-0.5557
311	67.1227	32.0962	49.9882	5.0	4.997	-0.116975881	-0.114270685	0.002705195	1.6975
312	53.9102	39.9949	59.1665	4.0	3.996	-0.132837414	-0.133642353	-0.000804939	-0.5051
313	65.2750	31.1028	49.4171	4.0	3.997	-0.129727066	-0.125791309	0.003935758	2.4697
314	63.9879	39.2846	60.4725	5.0	4.997	-0.121685849	-0.122677525	-0.000991677	-0.6223
315	63.6647	27.0313	52.9362	4.0	3.997	-0.138362270	-0.134438554	0.003923716	2.4622
316	65.7227	29.4705	58.7113	4.0	3.999	-0.132984630	-0.132418351	0.000566279	0.3553
317	58.5808	28.0859	49.1635	5.0	4.998	-0.122766749	-0.120160638	0.002606111	1.6354
318	64.9955	27.7617	53.3907	4.0	4.000	-0.139260720	-0.135345318	0.003915402	2.4570
319	54.7091	27.4723	52.2649	4.0	3.996	-0.116041901	-0.115835467	0.000206434	0.1295
320	56.4806	29.0488	48.8679	5.0	4.997	-0.118005826	-0.116379768	0.001626058	1.0204
321	65.7240	32.3723	57.7115	3.0	2.996	-0.159859223	-0.159024555	0.000834668	0.5238
322	51.2757	30.5758	51.5996	4.0	3.996	-0.103952511	-0.104470341	-0.000517830	-0.3249
323	62.8768	35.9903	60.6458	3.0	2.993	-0.153634140	-0.155814215	-0.002180075	-1.3680
324	53.4805	32.2791	50.3804	3.0	2.997	-0.125786437	-0.126119349	-0.000332912	-0.2089
325	60.5595	40.8618	57.5904	3.0	2.997	-0.155122207	-0.155870537	-0.000748330	-0.4696
326	59.5683	37.9949	49.8081	4.0	3.995	-0.136843531	-0.136434348	0.000409183	0.2568
327	64.6770	36.2473	58.0748	3.0	2.996	-0.156337941	-0.157448599	-0.001110658	-0.6969
328	52.5690	39.0941	55.7096	4.0	3.999	-0.132846924	-0.133760786	-0.000913862	-0.5735
329	65.0633	35.3484	59.9194	4.0	3.997	-0.138489696	-0.139608781	-0.001119085	-0.7022
330	58.0489	43.2851	56.2956	5.0	4.998	-0.118786294	-0.119226360	-0.000440066	-0.2761
331	59.6392	28.2222	59.4154	3.0	2.994	-0.142101364	-0.144500701	-0.002399337	-1.5056
332	62.9559	27.8052	53.4287	3.0	3.009	-0.163492292	-0.158185781	0.005306512	3.3299
333	53.1578	26.4601	53.7071	5.0	4.999	-0.099876708	-0.100159324	-0.000282616	-0.1773
334	52.5501	33.2468	49.8227	4.0	3.997	-0.112754136	-0.113032215	-0.000278079	-0.1745
335	59.7482	35.8274	47.2174	5.0	4.999	-0.117437122	-0.116230472	0.001206650	0.7572
336	52.7444	29.6250	57.4972	3.0	2.995	-0.114121895	-0.115486668	-0.001364773	-0.8564
337	59.6142	26.8542	52.7879	4.0	3.996	-0.141594301	-0.138673312	0.002920989	1.8329
338	62.1632	41.0438	57.8485	4.0	3.998	-0.135985655	-0.136771572	-0.000785917	-0.4932
339	57.1901	39.9005	60.8602	4.0	3.999	-0.141672622	-0.142669897	-0.000997275	-0.6258
340	50.4281	35.5627	58.1510	5.0	4.999	-0.113714868	-0.114824116	-0.001109247	-0.6961
341	62.9624	25.3246	54.9004	5.0	4.997	-0.119641745	-0.117802161	0.001839584	1.1544
342	52.7886	28.3335	59.9525	5.0	4.999	-0.100564087	-0.102084937	-0.001520850	-0.9543
343	60.2652	32.9279	64.0430	5.0	4.997	-0.118783496	-0.121316611	-0.002533115	-1.5896
344	52.4145	39.4046	53.8084	5.0	4.997	-0.120642753	-0.121415321	-0.000772568	-0.4848
345	61.7986	31.9849	61.1405	3.0	2.997	-0.154211084	-0.157750139	-0.003539055	-2.2208
346	53.6211	27.2247	54.5451	4.0	3.998	-0.108895653	-0.109516690	-0.000621037	-0.3897
347	59.5627	31.5944	61.6669	3.0	2.996	-0.149477069	-0.154672944	-0.005195875	-3.2605
348	55.1104	27.9615	54.0434	3.0	3.014	-0.128826345	-0.129418247	-0.000591902	-0.3714
349	53.5416	35.3742	49.6385	4.0	3.995	-0.118439423	-0.118596670	-0.000157247	-0.0987
350	55.5901	26.9876	50.8212	5.0	4.997	-0.111032344	-0.110126952	0.000905392	0.5681
351	51.9325	35.0839	54.7948	3.0	2.998	-0.136502742	-0.137826389	-0.001323647	-0.8306
352	53.6474	31.8415	62.1092	5.0	4.996	-0.114286095	-0.116904722	-0.002618627	-1.6432
353	53.8050	38.8396	55.5114	3.0	2.996	-0.156787867	-0.157880813	-0.001092946	-0.6858
354	54.6750	37.9309	50.3769	4.0	3.998	-0.124503704	-0.124841044	-0.000337340	-0.2117
355	57.8322	36.2661	47.3315	5.0	4.997	-0.114369342	-0.113569625	0.000799718	0.5018
356	58.9081	34.9540	48.0829	4.0	3.997	-0.130881734	-0.129405654	0.001476080	0.9263
357	67.9678	33.1880	53.4052	5.0	4.997	-0.125900735	-0.123825462	0.002075273	1.3023
358	68.0171	30.8667	53.8320	5.0	4.997	-0.123628180	-0.121191338	0.002436842	1.5291
