idx	x	y	z	shell	standoff	V_R_Eh	V_TS_Eh	dv_Eh	dv_kcal_per_e
868	52.3889	34.0273	61.4110	5.0	4.999	-0.116599653	-0.118898618	-0.002298964	-1.4426
869	62.7325	40.5688	60.2110	5.0	4.999	-0.122471348	-0.123716714	-0.001245366	-0.7815
870	57.6325	28.5120	62.0110	5.0	4.999	-0.112976248	-0.115862124	-0.002885876	-1.8109
871	63.3325	37.3057	49.4110	5.0	5.000	-0.126025570	-0.124758441	0.001267129	0.7951
872	67.8325	30.7273	52.3471	5.0	4.999	-0.122111614	-0.119105239	0.003006375	1.8865
873	59.3442	31.0273	47.3110	5.0	4.999	-0.121466220	-0.118613199	0.002853020	1.7903
874	50.7325	31.6273	50.1468	5.0	4.999	-0.096618667	-0.096753957	-0.000135290	-0.0849
875	63.0325	26.1247	58.7110	5.0	5.000	-0.117063374	-0.116850533	0.000212842	0.1336
876	64.8325	27.1273	50.7325	5.0	4.999	-0.117734397	-0.114185495	0.003548902	2.2270
877	65.9818	38.5273	56.6110	5.0	5.000	-0.125381422	-0.125768999	-0.000387577	-0.2432
878	51.9479	39.1273	54.2110	5.0	5.000	-0.119633414	-0.120438033	-0.000804620	-0.5049
879	53.2855	26.2273	56.9110	5.0	4.999	-0.097052084	-0.097777473	-0.000725390	-0.4552
880	55.8325	37.9273	48.3438	5.0	4.999	-0.110944884	-0.110579890	0.000364994	0.2290
881	50.2221	32.2273	59.0110	5.0	4.999	-0.101580848	-0.102788692	-0.001207844	-0.7579
882	66.3325	32.5523	60.2110	5.0	4.999	-0.123936733	-0.124496381	-0.000559648	-0.3512
883	53.4854	40.6273	59.9110	5.0	4.999	-0.117776103	-0.118713066	-0.000936963	-0.5880
884	63.0325	33.1273	63.1073	5.0	5.000	-0.119732156	-0.122027116	-0.002294960	-1.4401
885	52.5325	28.4672	50.3110	5.0	4.999	-0.098856640	-0.098619968	0.000236672	0.1485
886	60.0325	42.4273	53.4422	5.0	4.999	-0.122115824	-0.122440576	-0.000324752	-0.2038
887	59.4325	41.5273	61.0445	5.0	4.999	-0.120721336	-0.121795843	-0.001074507	-0.6743
888	63.0325	33.4273	47.1447	5.0	5.000	-0.117982707	-0.115354210	0.002628496	1.6494
889	56.1325	34.0273	47.0506	5.0	5.000	-0.110257669	-0.109075651	0.001182018	0.7417
890	60.0325	39.2015	49.7110	5.0	5.000	-0.124989921	-0.124553533	0.000436388	0.2738
891	58.8325	26.0902	52.4110	5.0	5.000	-0.124773616	-0.122458689	0.002314927	1.4526
892	56.4325	28.0273	49.6201	5.0	4.999	-0.116743193	-0.114903230	0.001839963	1.1546
893	55.8325	36.4273	63.4253	5.0	5.000	-0.122135892	-0.124693031	-0.002557139	-1.6046
894	63.0325	41.8230	56.9110	5.0	5.000	-0.121481695	-0.122173521	-0.000691826	-0.4341
895	50.7325	28.3273	57.3142	5.0	4.999	-0.092600553	-0.093405010	-0.000804457	-0.5048
896	54.3325	31.3273	62.4934	5.0	4.999	-0.112233630	-0.115324393	-0.003090763	-1.9395
897	60.1237	30.4273	63.2110	5.0	4.999	-0.117454506	-0.120595465	-0.003140960	-1.9710
898	65.7325	28.4677	59.6110	5.0	4.999	-0.117377897	-0.117215434	0.000162463	0.1019
899	65.4325	34.6999	48.8110	5.0	4.999	-0.119831901	-0.117518073	0.002313828	1.4519
900	54.1050	39.1273	50.6110	5.0	4.999	-0.115459557	-0.115734090	-0.000274533	-0.1723
901	54.9325	26.8273	60.1310	5.0	5.000	-0.100824734	-0.102383181	-0.001558447	-0.9779
902	56.1958	42.1273	59.3110	5.0	4.999	-0.122875604	-0.123633756	-0.000758152	-0.4757
903	53.7325	33.4273	48.0782	5.0	4.999	-0.107299718	-0.106710760	0.000588958	0.3696
904	57.0325	42.8360	54.8110	5.0	5.000	-0.121808360	-0.122287983	-0.000479623	-0.3010
905	61.8325	28.9273	47.6682	5.0	5.000	-0.116069883	-0.112666288	0.003403595	2.1358
906	60.6325	27.1273	60.9652	5.0	4.999	-0.114465502	-0.116009606	-0.001544104	-0.9689
907	53.0550	37.6273	62.0110	5.0	4.999	-0.115865862	-0.117485028	-0.001619167	-1.0160
908	49.8163	34.0273	51.8110	5.0	5.000	-0.099037451	-0.099510062	-0.000472611	-0.2966
909	60.0325	33.7273	64.1629	5.0	5.000	-0.117991913	-0.121008961	-0.003017048	-1.8932
910	52.1849	26.8273	53.9110	5.0	4.999	-0.095639544	-0.095938291	-0.000298747	-0.1875
911	65.5392	37.6273	53.3110	5.0	4.999	-0.134656351	-0.133989089	0.000667263	0.4187
912	60.0325	38.9664	62.6110	5.0	4.998	-0.125611294	-0.127409783	-0.001798489	-1.1286
913	66.8725	35.8273	55.7110	5.0	5.005	-0.134694225	-0.134045859	0.000648367	0.4069
914	63.8360	37.3273	62.0110	5.0	4.999	-0.120367987	-0.122089758	-0.001721771	-1.0804
915	49.1415	31.0273	56.6110	5.0	5.000	-0.092814094	-0.093486882	-0.000672788	-0.4222
916	54.6325	40.5227	53.0110	5.0	4.999	-0.127897942	-0.128517564	-0.000619623	-0.3888
917	50.1325	34.8538	57.8110	5.0	4.999	-0.110251646	-0.111337867	-0.001086220	-0.6816
918	65.0252	39.1273	59.3110	5.0	4.999	-0.120817247	-0.121916461	-0.001099214	-0.6898
919	51.8510	40.0273	56.6110	5.0	4.999	-0.116922819	-0.117732378	-0.000809560	-0.5080
920	65.2461	26.5273	53.6110	5.0	4.999	-0.121601231	-0.118666362	0.002934869	1.8417
921	49.5325	31.6273	52.2170	5.0	5.002	-0.094271200	-0.094657766	-0.000386566	-0.2426
922	56.4325	25.1020	55.1110	5.0	5.000	-0.106699552	-0.106463946	0.000235606	0.1478
923	59.7325	24.9773	55.7110	5.0	5.000	-0.116167167	-0.115253364	0.000913803	0.5734
924	67.4136	30.7273	58.7110	5.0	5.000	-0.119579102	-0.119018743	0.000560359	0.3516
925	67.1378	32.2273	50.0110	5.0	5.000	-0.118307754	-0.115376910	0.002930844	1.8391
926	57.9325	36.9707	63.5110	5.0	5.006	-0.125609625	-0.128150463	-0.002540839	-1.5944
927	67.8325	33.7273	53.8986	5.0	5.000	-0.129215919	-0.127215409	0.002000510	1.2553
928	50.4325	36.3976	53.6110	5.0	5.000	-0.110352123	-0.111132427	-0.000780304	-0.4896
929	64.5325	25.9500	56.9110	5.0	5.000	-0.116907165	-0.115601785	0.001305380	0.8191
930	61.2325	40.6273	51.7973	5.0	5.000	-0.128564247	-0.128560173	0.000004074	0.0026
931	66.5739	34.6273	59.0110	5.0	5.000	-0.129192317	-0.129645728	-0.000453411	-0.2845
932	55.2325	28.6273	61.8517	5.0	4.999	-0.105546451	-0.108018281	-0.002471830	-1.5511
933	66.8346	28.6273	51.8110	5.0	4.999	-0.119992516	-0.116613121	0.003379395	2.1206
934	68.1325	30.2954	56.0110	5.0	4.998	-0.120668814	-0.118880919	0.001787895	1.1219
935	61.5325	25.7715	51.8110	5.0	5.000	-0.121379919	-0.118319540	0.003060379	1.9204
936	52.0228	31.6273	60.5110	5.0	5.012	-0.109273169	-0.111330613	-0.002057444	-1.2911
937	58.5325	28.9422	48.5110	5.0	5.000	-0.123015540	-0.120040814	0.002974725	1.8667
938	61.2325	42.3620	59.0110	5.0	5.000	-0.119353077	-0.120199992	-0.000846915	-0.5314
939	58.5325	26.3055	60.2110	5.0	4.999	-0.109597351	-0.111009554	-0.001412202	-0.8862
940	62.7325	35.4935	47.9110	5.0	4.999	-0.122687045	-0.120717073	0.001969973	1.2362
941	57.1945	30.1273	63.2110	5.0	4.998	-0.112203888	-0.115508984	-0.003305095	-2.0740
942	58.2325	37.9273	48.2017	5.0	5.000	-0.116657792	-0.115975111	0.000682681	0.4284
943	51.0074	36.1273	59.9110	5.0	5.000	-0.113521775	-0.114926114	-0.001404338	-0.8812
944	65.0684	34.6273	61.7110	5.0	4.999	-0.120970036	-0.122494148	-0.001524112	-0.9564
945	64.5325	28.6273	48.7216	5.0	4.999	-0.115175618	-0.111598685	0.003576933	2.2446
946	54.0325	35.8273	48.0625	5.0	4.999	-0.106548241	-0.106147112	0.000401128	0.2517
947	60.0325	25.6273	59.1818	5.0	4.999	-0.111591974	-0.112188029	-0.000596055	-0.3740
948	55.5325	25.3273	57.6658	5.0	4.998	-0.100669615	-0.101322506	-0.000652891	-0.4097
949	52.5325	30.1961	49.1110	5.0	4.999	-0.100265529	-0.099924273	0.000341257	0.2141
950	58.8325	33.4273	46.9909	5.0	5.000	-0.118927526	-0.116888268	0.002039257	1.2797
951	50.7325	29.5273	51.2871	5.0	4.999	-0.094456357	-0.094629097	-0.000172740	-0.1084
952	61.8325	25.2705	56.6110	5.0	5.000	-0.118945455	-0.117934102	0.001011353	0.6346
953	56.7361	32.2273	47.3110	5.0	5.000	-0.115322030	-0.113601827	0.001720203	1.0794
954	65.4325	36.7273	50.8083	5.0	4.999	-0.127448398	-0.125998236	0.001450162	0.9100
955	63.4776	27.4273	60.2110	5.0	4.998	-0.117832314	-0.118353305	-0.000520991	-0.3269
956	50.5052	37.0273	56.0110	5.0	5.000	-0.115326393	-0.116281606	-0.000955214	-0.5994
957	51.8315	38.5273	60.2110	5.0	4.999	-0.114351809	-0.115525128	-0.001173319	-0.7363
958	56.7325	39.4273	49.5111	5.0	4.999	-0.116900484	-0.116792096	0.000108388	0.0680
959	64.2325	40.5396	56.6110	5.0	4.999	-0.125691591	-0.126380464	-0.000688873	-0.4323
960	51.2037	33.7273	49.7110	5.0	4.999	-0.100780350	-0.100918181	-0.000137831	-0.0865
961	55.2325	33.4273	63.6176	5.0	5.000	-0.114994354	-0.118145718	-0.003151364	-1.9775
962	57.9325	35.2273	64.2032	5.0	5.000	-0.118864021	-0.121795748	-0.002931726	-1.8397
963	66.6233	37.0273	57.8110	5.0	5.000	-0.124692649	-0.125110922	-0.000418273	-0.2625
964	63.4388	35.5273	62.9110	5.0	4.999	-0.119162521	-0.121159866	-0.001997345	-1.2534
965	62.7325	26.8313	49.7110	5.0	5.000	-0.116989810	-0.113477992	0.003511818	2.2037
966	63.0325	39.1273	51.6823	5.0	4.998	-0.133445645	-0.133053961	0.000391684	0.2458
967	65.1325	30.1273	60.9618	5.0	4.999	-0.120443131	-0.121231004	-0.000787873	-0.4944
968	53.1325	26.9836	58.7110	5.0	4.999	-0.097191402	-0.098349536	-0.001158134	-0.7267
969	61.8325	42.3601	54.8110	5.0	5.000	-0.121439292	-0.121864585	-0.000425293	-0.2669
970	62.1325	31.6273	63.1171	5.0	5.000	-0.119841290	-0.122459905	-0.002618616	-1.6432
971	63.0325	31.3273	47.0537	5.0	5.000	-0.115801697	-0.112678990	0.003122707	1.9595
972	66.7772	30.1273	50.0110	5.0	4.999	-0.117068212	-0.113716109	0.003352102	2.1035
973	56.2223	42.7273	57.5110	5.0	4.999	-0.122046512	-0.122654462	-0.000607950	-0.3815
974	51.0325	29.8273	59.2012	5.0	4.999	-0.097695359	-0.098958443	-0.001263084	-0.7926
975	52.6433	40.3273	54.8110	5.0	4.999	-0.120380593	-0.121121221	-0.000740628	-0.4648
976	61.6468	37.9273	48.8110	5.0	4.998	-0.122066186	-0.121085964	0.000980222	0.6151
977	51.9325	37.5480	52.1110	5.0	4.999	-0.116102524	-0.116756162	-0.000653638	-0.4102
978	55.5325	40.9818	60.8110	5.0	5.000	-0.122049442	-0.123062139	-0.001012696	-0.6355
979	60.3501	28.6273	62.0110	5.0	5.000	-0.117826727	-0.120358329	-0.002531602	-1.5886
980	64.5325	31.9273	61.9416	5.0	4.999	-0.121284110	-0.122851945	-0.001567835	-0.9838
981	54.0325	25.9273	54.6762	5.0	4.998	-0.101107018	-0.101309287	-0.000202270	-0.1269
982	57.9325	42.6722	59.3110	5.0	5.000	-0.120135704	-0.120879307	-0.000743604	-0.4666
983	54.9325	28.7134	49.1110	5.0	4.999	-0.108937409	-0.107783262	0.001154148	0.7242
984	67.9278	32.5273	52.1110	5.0	5.000	-0.122749573	-0.120111301	0.002638272	1.6555
985	63.3325	25.9273	52.3049	5.0	4.998	-0.121298326	-0.118103400	0.003194926	2.0048
986	51.0862	27.4273	55.1110	5.0	4.999	-0.092254810	-0.092754784	-0.000499974	-0.3137
987	60.3325	32.8273	46.9864	5.0	5.000	-0.121090876	-0.118518439	0.002572437	1.6142
988	59.1325	41.2927	51.8110	5.0	4.999	-0.125894496	-0.126075673	-0.000181176	-0.1137
989	67.1867	28.6273	57.5110	5.0	5.000	-0.117617016	-0.116374414	0.001242601	0.7797
990	53.6347	34.9273	62.6110	5.0	4.999	-0.118324568	-0.120885649	-0.002561081	-1.6071
991	53.1325	27.0599	51.8110	5.0	5.000	-0.099849172	-0.099688046	0.000161127	0.1011
992	65.1325	26.7320	58.1110	5.0	4.999	-0.116404487	-0.115563641	0.000840846	0.5276
993	50.7434	33.7273	59.3110	5.0	5.000	-0.110478422	-0.111923480	-0.001445058	-0.9068
994	57.6325	36.1273	47.2634	5.0	5.000	-0.113328955	-0.112273533	0.001055421	0.6623
995	54.0325	37.7298	49.1110	5.0	4.999	-0.109507794	-0.109443601	0.000064193	0.0403
996	49.2325	32.7146	57.2110	5.0	4.998	-0.097740275	-0.098551761	-0.000811486	-0.5092
997	57.0325	25.6273	53.4578	5.0	4.999	-0.114122408	-0.113124883	0.000997525	0.6260
998	53.4325	41.2284	58.4110	5.0	5.000	-0.118926667	-0.119708891	-0.000782225	-0.4909
999	51.3325	27.9858	52.4110	5.0	5.000	-0.094550081	-0.094750929	-0.000200849	-0.1260
1000	49.6100	29.2273	55.4110	5.0	5.000	-0.090477028	-0.091010393	-0.000533364	-0.3347
1001	56.8527	29.8273	48.5110	5.0	4.998	-0.121379155	-0.119171721	0.002207434	1.3852
1002	55.2325	39.1273	62.4109	5.0	5.000	-0.119984985	-0.121503532	-0.001518547	-0.9529
1003	61.8325	34.3273	63.6851	5.0	5.000	-0.119452065	-0.122009340	-0.002557275	-1.6047
1004	59.4325	26.4410	50.9110	5.0	5.000	-0.122827494	-0.119915356	0.002912138	1.8274
1005	56.1325	26.5727	51.5110	5.0	5.000	-0.113432398	-0.112185422	0.001246976	0.7825
1006	66.9325	34.6273	50.6931	5.0	4.999	-0.122267723	-0.120054341	0.002213382	1.3889
1007	65.4325	33.1273	48.2220	5.0	5.000	-0.117050503	-0.114265120	0.002785383	1.7479
1008	54.9325	33.1273	47.4923	5.0	5.000	-0.109012489	-0.108018799	0.000993690	0.6235
1009	67.7276	29.2273	54.5110	5.0	5.000	-0.121587274	-0.119063827	0.002523446	1.5835
1010	57.9325	40.3146	62.0110	5.0	5.000	-0.124025065	-0.125373177	-0.001348112	-0.8460
1011	60.6325	25.3880	54.2110	5.0	5.000	-0.123559482	-0.121564137	0.001995345	1.2521
1012	67.1407	31.9273	59.3110	5.0	5.000	-0.121644695	-0.121549261	0.000095434	0.0599
1013	58.5325	39.7273	50.0821	5.0	4.999	-0.124503028	-0.124353329	0.000149698	0.0939
1014	67.0780	35.5273	54.2110	5.0	5.000	-0.133255678	-0.131962821	0.001292856	0.8113
1015	68.2997	31.9273	55.4110	5.0	5.000	-0.123820598	-0.122002065	0.001818533	1.1411
1016	60.9325	41.2273	60.8877	5.0	4.999	-0.120806681	-0.121964637	-0.001157956	-0.7266
1017	51.9325	39.7273	58.8452	5.0	4.998	-0.115359280	-0.116294029	-0.000934749	-0.5866
1018	61.8325	39.4717	61.7110	5.0	4.999	-0.124396169	-0.125994184	-0.001598015	-1.0028
1019	53.4588	39.4273	52.7110	5.0	5.000	-0.125057473	-0.125743716	-0.000686243	-0.4306
1020	63.9239	40.3273	58.7110	5.0	5.000	-0.124308742	-0.125393497	-0.001084755	-0.6807
1021	58.8325	43.2802	55.7110	5.0	5.000	-0.119733307	-0.120222364	-0.000489056	-0.3069
1022	60.6325	34.9273	47.0671	5.0	5.000	-0.118629621	-0.116761557	0.001868065	1.1722
1023	64.2325	39.1273	60.4143	5.0	4.999	-0.120830927	-0.122177865	-0.001346938	-0.8452
1024	49.2325	30.3361	53.9110	5.0	4.999	-0.091146866	-0.091582874	-0.000436008	-0.2736
1025	56.7325	41.6364	52.7110	5.0	4.999	-0.125254899	-0.125672139	-0.000417240	-0.2618
1026	55.2325	40.0273	51.2115	5.0	5.000	-0.121464096	-0.121801806	-0.000337710	-0.2119
1027	59.1325	32.2273	64.1724	5.0	5.000	-0.114868736	-0.118101017	-0.003232281	-2.0283
1028	53.4325	33.1273	62.1907	5.0	4.999	-0.116600304	-0.119471827	-0.002871524	-1.8019
1029	51.0325	38.5273	55.7419	5.0	4.999	-0.116238075	-0.117117504	-0.000879429	-0.5519
1030	51.5197	27.4273	56.9110	5.0	4.999	-0.093612938	-0.094377951	-0.000765013	-0.4801
1031	61.5325	31.3273	46.8795	5.0	5.000	-0.117307356	-0.114292455	0.003014901	1.8919
1032	64.2325	37.9273	51.4310	5.0	4.999	-0.133560355	-0.132698724	0.000861630	0.5407
1033	53.6276	30.1273	61.7110	5.0	4.999	-0.106666199	-0.109173180	-0.002506981	-1.5732
1034	64.5325	25.8805	54.5110	5.0	5.000	-0.119794089	-0.117384497	0.002409592	1.5120
1035	64.6983	39.1273	53.9110	5.0	4.999	-0.132092634	-0.132032950	0.000059685	0.0375
1036	60.8071	43.0273	56.3110	5.0	4.998	-0.119379216	-0.119931300	-0.000552084	-0.3464
1037	58.8325	42.7273	53.8167	5.0	4.999	-0.121598383	-0.121983332	-0.000384949	-0.2416
1038	60.3325	28.9273	47.7907	5.0	5.000	-0.118224063	-0.114975607	0.003248456	2.0384
1039	61.2325	39.3680	50.3110	5.0	5.000	-0.127321200	-0.126895341	0.000425858	0.2672
1040	49.5325	30.6773	57.5110	5.0	4.999	-0.093648204	-0.094448932	-0.000800727	-0.5025
1041	55.8325	31.6273	63.5390	5.0	5.000	-0.112061740	-0.115364155	-0.003302415	-2.0723
1042	56.1325	25.6273	58.8294	5.0	4.999	-0.102199375	-0.103174892	-0.000975517	-0.6121
1043	58.2325	29.5620	62.9110	5.0	5.000	-0.113987320	-0.117213473	-0.003226153	-2.0244
1044	53.9808	28.0273	60.8110	5.0	4.999	-0.100928762	-0.102803524	-0.001874762	-1.1764
1045	63.9325	34.6273	47.8362	5.0	5.000	-0.119555419	-0.117235742	0.002319677	1.4556
1046	55.0808	27.4273	50.3110	5.0	4.998	-0.108709565	-0.107671980	0.001037585	0.6511
1047	59.7325	35.2273	64.0521	5.0	5.000	-0.120576356	-0.123408259	-0.002831903	-1.7770
1048	55.5325	35.4762	47.3110	5.0	4.999	-0.108111492	-0.107320635	0.000790857	0.4963
1049	64.5325	36.3633	49.4110	5.0	4.999	-0.124779653	-0.123090459	0.001689194	1.0600
1050	57.0325	41.4466	60.8110	5.0	4.999	-0.122912341	-0.123898695	-0.000986353	-0.6189
1051	66.2429	34.3273	59.9110	5.0	5.000	-0.126633645	-0.127428387	-0.000794743	-0.4987
1052	54.6325	38.8273	49.7095	5.0	5.000	-0.112850718	-0.112911541	-0.000060823	-0.0382
1053	66.3827	37.0273	54.8110	5.0	5.000	-0.133042761	-0.132534366	0.000508395	0.3190
1054	58.2325	39.1273	62.7261	5.0	5.000	-0.125309049	-0.127046980	-0.001737931	-1.0906
1055	49.6280	34.6273	56.9110	5.0	5.000	-0.105517884	-0.106422404	-0.000904520	-0.5676
1056	54.9325	37.3273	63.0664	5.0	5.000	-0.119469182	-0.121524213	-0.002055030	-1.2896
1057	60.0325	25.0273	57.2768	5.0	4.999	-0.113469367	-0.113192325	0.000277042	0.1738
1058	65.7325	26.5273	55.1837	5.0	4.999	-0.118657325	-0.116450742	0.002206583	1.3847
1059	51.7455	32.5273	49.1110	5.0	4.999	-0.100339053	-0.100260397	0.000078656	0.0494
1060	62.4325	27.8332	48.5110	5.0	4.999	-0.115955240	-0.112431432	0.003523808	2.2112
1061	57.6325	25.0422	55.7110	5.0	5.000	-0.110684356	-0.110344289	0.000340067	0.2134
1062	56.4325	37.3273	63.3467	5.0	5.000	-0.123165628	-0.125450709	-0.002285080	-1.4339
1063	50.7325	35.5273	51.2543	5.0	4.999	-0.104468122	-0.104938655	-0.000470533	-0.2953
1064	52.7810	37.6273	50.3110	5.0	4.999	-0.110851153	-0.111111561	-0.000260408	-0.1634
1065	49.3534	34.0273	53.3110	5.0	5.000	-0.099174213	-0.099755837	-0.000581624	-0.3650
1066	55.5325	41.8273	54.0008	5.0	4.999	-0.125293615	-0.125839363	-0.000545748	-0.3425
1067	61.8325	41.5273	53.1366	5.0	4.999	-0.124790595	-0.125000999	-0.000210405	-0.1320
1068	56.1325	27.0313	60.8110	5.0	4.999	-0.104343347	-0.106207685	-0.001864338	-1.1699
1069	59.7325	37.0273	47.7554	5.0	5.000	-0.118094709	-0.116989412	0.001105297	0.6936
1070	64.9422	37.3273	61.1110	5.0	4.999	-0.119550195	-0.120978108	-0.001427913	-0.8960
1071	63.6325	30.1273	47.5034	5.0	5.000	-0.114967802	-0.111598837	0.003368965	2.1141
1072	52.2325	36.1273	61.6138	5.0	4.999	-0.115016642	-0.116814081	-0.001797440	-1.1279
1073	51.6325	28.4790	58.7110	5.0	4.999	-0.096424314	-0.097589480	-0.001165166	-0.7312
1074	57.9325	43.2785	56.6110	5.0	5.000	-0.119862921	-0.120399743	-0.000536822	-0.3369
1075	66.1195	27.1273	57.2110	5.0	4.999	-0.116807698	-0.115467608	0.001340090	0.8409
1076	53.4325	31.0273	48.3943	5.0	5.000	-0.104186720	-0.103560019	0.000626700	0.3933
1077	61.3540	28.0273	61.4110	5.0	4.998	-0.118021263	-0.119853545	-0.001832282	-1.1498
1078	63.1525	41.5273	55.1110	5.0	4.999	-0.123615333	-0.124061305	-0.000445972	-0.2799
1079	61.5325	30.2277	62.6110	5.0	4.999	-0.120946526	-0.123665014	-0.002718488	-1.7059
1080	65.7325	28.3965	50.0110	5.0	4.999	-0.116586709	-0.113023323	0.003563385	2.2361
1081	61.5325	37.9273	62.7156	5.0	5.000	-0.124529478	-0.126529485	-0.002000008	-1.2550
1082	48.8856	32.2273	54.2110	5.0	5.000	-0.093761927	-0.094279646	-0.000517719	-0.3249
1083	66.8187	30.7273	59.6110	5.0	4.999	-0.119717111	-0.119621961	0.000095150	0.0597
1084	52.8325	38.8273	61.2016	5.0	4.999	-0.115612840	-0.116893185	-0.001280344	-0.8034
1085	58.5325	28.0273	49.2534	5.0	4.999	-0.123300253	-0.120328549	0.002971704	1.8648
1086	64.8325	39.9122	57.2110	5.0	4.999	-0.124801154	-0.125559121	-0.000757967	-0.4756
1087	66.3325	27.5995	53.3110	5.0	4.999	-0.122724675	-0.119574717	0.003149958	1.9766
1088	59.7325	37.9273	63.0428	5.0	5.000	-0.127031221	-0.129187607	-0.002156385	-1.3532
1089	66.0723	38.2273	58.1110	5.0	5.000	-0.122205060	-0.122908849	-0.000703789	-0.4416
1090	66.3857	33.1273	49.1110	5.0	5.000	-0.117872610	-0.115110687	0.002761923	1.7331
1091	68.0510	32.2273	53.0110	5.0	5.000	-0.124853467	-0.122274080	0.002579387	1.6186
1092	53.7325	26.2273	58.0953	5.0	5.000	-0.097261141	-0.098207820	-0.000946679	-0.5940
1093	61.5325	32.8273	63.5699	5.0	5.000	-0.120073029	-0.122922599	-0.002849571	-1.7881
1094	52.7529	40.9273	56.9110	5.0	4.999	-0.118636980	-0.119387433	-0.000750453	-0.4709
1095	67.8325	34.1485	55.7110	5.0	4.999	-0.128411917	-0.127197137	0.001214780	0.7623
1096	67.3208	34.9273	56.9110	5.0	5.000	-0.129910218	-0.129424876	0.000485342	0.3046
1097	56.4325	29.2273	62.3844	5.0	5.000	-0.111032529	-0.114086630	-0.003054101	-1.9165
1098	68.1325	31.0273	56.8672	5.0	4.999	-0.120858785	-0.119510069	0.001348715	0.8463
1099	57.8448	30.7273	47.9110	5.0	4.999	-0.123495856	-0.120935862	0.002559994	1.6064
1100	63.3325	25.3860	56.0110	5.0	5.000	-0.118202154	-0.116654621	0.001547533	0.9711
1101	50.1325	32.8273	50.8623	5.0	4.999	-0.097031258	-0.097343227	-0.000311969	-0.1958
1102	66.3325	35.3137	50.3110	5.0	4.999	-0.122901095	-0.120875692	0.002025403	1.2710
1103	50.0507	31.3273	51.2110	5.0	5.000	-0.094784773	-0.095063728	-0.000278955	-0.1750
1104	65.5463	37.9273	59.9110	5.0	4.999	-0.119870841	-0.121002040	-0.001131198	-0.7098
1105	54.0325	41.4185	55.1110	5.0	5.000	-0.123716704	-0.124372633	-0.000655929	-0.4116
1106	59.1325	33.4273	64.3370	5.0	5.000	-0.116080392	-0.119209432	-0.003129040	-1.9635
1107	59.4325	28.0273	61.7718	5.0	5.000	-0.114796334	-0.117216108	-0.002419774	-1.5184
1108	65.9069	27.4273	52.1110	5.0	4.999	-0.120451983	-0.117047077	0.003404906	2.1366
1109	51.0325	37.4382	54.5110	5.0	4.998	-0.117992452	-0.118901386	-0.000908934	-0.5704
1110	50.3646	36.4273	57.5110	5.0	5.000	-0.113836751	-0.114899074	-0.001062323	-0.6666
1111	52.2325	34.6273	49.1859	5.0	5.000	-0.105173946	-0.105150536	0.000023410	0.0147
1112	67.4268	30.7273	50.9110	5.0	5.000	-0.118927309	-0.115755049	0.003172260	1.9906
1113	58.2325	39.0289	49.1110	5.0	4.999	-0.119335620	-0.118965404	0.000370217	0.2323
1114	51.0325	27.6165	53.9110	5.0	4.999	-0.092577758	-0.092945382	-0.000367624	-0.2307
1115	65.5677	29.2273	49.1110	5.0	4.999	-0.115558822	-0.112036236	0.003522586	2.2105
1116	58.5325	25.3273	54.3617	5.0	5.004	-0.117928568	-0.116729549	0.001199019	0.7524
1117	54.9325	42.0635	57.5110	5.0	5.000	-0.123909714	-0.124570536	-0.000660822	-0.4147
1118	59.7325	42.9104	58.7110	5.0	5.000	-0.118878404	-0.119605406	-0.000727001	-0.4562
1119	64.2325	28.9273	60.9595	5.0	4.999	-0.119377482	-0.120245120	-0.000867638	-0.5445
1120	59.4325	40.6273	61.8333	5.0	4.999	-0.122267999	-0.123574877	-0.001306879	-0.8201
1121	66.1288	36.7273	52.4110	5.0	4.999	-0.130887374	-0.129662779	0.001224595	0.7684
1122	60.9325	25.2127	55.4110	5.0	5.000	-0.121071338	-0.119644640	0.001426698	0.8953
1123	62.4325	37.0306	62.9110	5.0	5.000	-0.121243182	-0.123268149	-0.002024966	-1.2707
1124	60.6325	26.1299	50.9110	5.0	5.000	-0.120775225	-0.117668630	0.003106595	1.9494
1125	66.1932	31.6273	48.8110	5.0	4.999	-0.116253512	-0.113121551	0.003131960	1.9653
1126	51.2265	39.1273	57.5110	5.0	5.000	-0.115010179	-0.115915536	-0.000905357	-0.5681
1127	54.3325	39.9529	61.4110	5.0	4.999	-0.118522449	-0.119714115	-0.001191666	-0.7478
1128	56.4325	34.9273	63.9983	5.0	5.000	-0.118046605	-0.121040239	-0.002993634	-1.8785
1129	60.0325	39.7273	50.5767	5.0	4.999	-0.129553891	-0.129345390	0.000208501	0.1308
1130	67.6370	33.1273	58.1110	5.0	5.000	-0.124093751	-0.123643449	0.000450302	0.2826
1131	51.0325	30.7273	59.6058	5.0	5.000	-0.100554937	-0.101974120	-0.001419183	-0.8906
1132	57.3325	43.0991	57.5110	5.0	5.000	-0.120338062	-0.120927519	-0.000589457	-0.3699
1133	58.5325	34.9273	47.1089	5.0	5.000	-0.117242774	-0.115698949	0.001543825	0.9688
1134	58.5325	25.5638	59.0110	5.0	5.000	-0.109053639	-0.109849326	-0.000795687	-0.4993
1135	61.9514	42.1273	58.7110	5.0	4.999	-0.119843123	-0.120704586	-0.000861464	-0.5406
1136	66.7616	28.9273	58.7110	5.0	4.999	-0.117563641	-0.116893659	0.000669982	0.4204
