row	idx	x	y	z	shell	standoff
514	514	53.9802	26.1127	54.1628	5.0	5.013
515	515	51.6853	34.1664	60.6240	5.0	4.996
516	516	63.3994	28.2195	60.8648	5.0	4.997
517	517	51.3138	39.2130	57.8116	5.0	4.999
518	518	65.3670	33.2008	49.5330	4.0	3.996
519	519	65.1302	36.5068	59.5235	4.0	3.997
520	520	62.2602	27.2287	55.9317	3.0	2.996
521	521	60.6119	31.0203	63.3519	5.0	4.999
522	522	51.7693	28.6632	50.8141	5.0	4.996
523	523	63.7164	35.6861	59.9802	3.0	3.002
524	524	56.4920	32.4307	47.2715	5.0	4.997
525	525	56.2781	39.8814	54.4410	3.0	2.994
526	526	56.0619	36.6566	47.5592	5.0	4.997
527	527	53.7453	36.2845	51.7278	3.0	2.995
528	528	62.9660	31.3046	49.1416	3.0	2.997
529	529	61.6459	25.4139	53.7690	5.0	5.012
530	530	50.2357	33.7438	50.8972	5.0	4.999
531	531	65.8225	38.1707	54.7510	5.0	4.997
532	532	51.3110	27.4132	53.8157	5.0	4.998
533	533	56.8373	36.8483	62.4344	4.0	3.996
534	534	51.0547	32.4004	53.6996	3.0	2.995
535	535	62.9141	35.5831	49.2758	4.0	4.008
536	536	52.6624	29.0685	56.5678	3.0	2.994
537	537	59.3648	33.9840	62.2576	3.0	2.997
538	538	56.4877	35.5886	48.1840	4.0	3.997
539	539	64.8450	28.4799	49.0620	5.0	4.998
540	540	50.0699	30.7355	55.4997	4.0	3.998
541	541	64.8648	27.8284	52.3130	4.0	3.996
542	542	54.9462	38.8172	59.8413	3.0	2.998
543	543	68.0017	29.7953	56.0033	5.0	4.999
544	544	62.0693	40.7050	52.3888	5.0	4.997
545	545	52.6887	27.1155	52.2051	5.0	4.997
546	546	67.9676	31.2187	57.5523	5.0	4.998
547	547	52.2593	36.6721	52.9372	4.0	3.997
548	548	58.4582	39.8606	50.2762	5.0	4.997
549	549	51.6920	29.9615	59.8192	5.0	4.996
550	550	62.0847	26.4465	53.8684	4.0	4.004
551	551	54.9034	25.9117	58.7490	5.0	4.999
552	552	52.9358	38.1073	57.2377	3.0	2.996
553	553	57.2524	33.0933	47.0656	5.0	4.998
554	554	53.8651	32.3060	48.0727	5.0	4.997
555	555	63.3681	25.5533	57.0132	5.0	4.997
556	556	62.1829	34.4678	62.5162	4.0	3.997
557	557	51.5170	32.8543	50.6873	4.0	3.996
558	558	63.2856	32.7122	49.2318	3.0	2.996
559	559	54.5678	26.1680	53.0898	5.0	4.997
560	560	58.9510	40.6228	60.5721	4.0	3.997
561	561	65.8934	30.0947	54.5757	3.0	2.997
562	562	60.3223	39.2705	61.2842	4.0	3.997
563	563	51.6862	30.6330	49.5239	5.0	4.997
564	564	50.6351	32.5311	59.4565	5.0	4.997
565	565	51.9630	38.0752	55.7032	4.0	3.998
566	566	63.6413	34.1909	62.8996	5.0	4.998
567	567	65.3390	29.7914	52.5742	3.0	2.996
568	568	51.0214	34.0795	59.4759	5.0	5.024
569	569	54.6992	25.5234	55.0460	5.0	4.997
570	570	60.0418	32.8022	49.0661	3.0	3.006
571	571	52.3657	35.1959	56.9495	3.0	3.002
572	572	53.4530	32.5007	60.4957	4.0	4.002
573	573	59.0261	25.5822	53.5056	5.0	4.997
574	574	59.1493	35.1435	62.0727	3.0	2.997
575	575	61.1858	34.2646	62.8043	4.0	3.998
576	576	54.7477	39.4224	58.8106	3.0	2.995
577	577	51.7497	35.5788	59.1193	4.0	3.996
578	578	57.5808	42.0054	55.1585	4.0	3.997
579	579	67.4056	34.1063	57.9010	5.0	4.997
580	580	50.9956	36.5997	52.2319	5.0	4.996
581	581	53.2642	27.3918	51.1253	5.0	4.997
582	582	59.6303	40.8935	58.3440	3.0	2.996
583	583	56.3116	35.8394	62.5608	4.0	4.003
584	584	53.1640	32.1388	58.8643	3.0	2.996
585	585	51.6529	35.1513	60.8938	5.0	4.997
586	586	58.6577	26.3491	58.3188	4.0	3.996
587	587	52.5621	29.6954	52.6629	3.0	2.996
588	588	54.8358	36.1388	61.0470	3.0	2.997
589	589	55.4045	39.5434	50.1540	5.0	4.996
590	590	67.3855	29.4051	52.3485	5.0	4.996
591	591	52.6466	34.6000	51.6569	3.0	2.995
592	592	55.5096	28.9738	51.5213	3.0	2.998
593	593	64.0034	39.4176	53.3307	5.0	4.998
594	594	49.1011	30.8161	53.8981	5.0	4.998
595	595	61.3633	30.2859	49.2256	3.0	2.994
596	596	63.7130	28.5216	58.1227	3.0	2.996
597	597	54.8331	26.8539	54.2497	4.0	3.997
598	598	50.7331	28.4279	52.6660	5.0	4.998
599	599	57.6481	30.8919	62.5774	4.0	3.997
600	600	53.1820	36.2601	53.5987	3.0	2.997
601	601	53.3378	29.9662	51.4350	3.0	2.994
602	602	59.9108	39.3427	49.9103	5.0	4.996
603	603	54.9620	30.7792	49.1543	4.0	3.998
604	604	66.0454	38.2384	58.2024	5.0	4.998
605	605	55.0539	29.7381	49.6258	4.0	3.996
606	606	58.4022	29.5033	51.3094	3.0	3.041
607	607	63.1899	40.2598	56.5756	4.0	3.997
608	608	57.5597	28.1974	60.5664	4.0	3.996
609	609	56.8355	41.3408	54.1169	4.0	3.996
610	610	57.0698	30.3945	49.3784	4.0	4.003
611	611	60.2614	34.0783	64.0819	5.0	4.998
612	612	60.3927	38.6340	50.7487	4.0	3.996
613	613	58.9185	30.4717	60.9701	3.0	2.995
614	614	60.4086	42.2759	53.3358	5.0	4.998
615	615	55.3471	31.9167	48.8484	4.0	4.013
616	616	63.9298	38.4141	61.3325	5.0	4.997
617	617	58.8625	27.5416	53.9787	3.0	2.997
618	618	50.5448	30.5053	53.0392	4.0	3.997
619	619	50.1257	35.9978	53.9720	5.0	4.998
620	620	56.9488	26.1344	57.4310	4.0	3.996
621	621	52.2420	26.9266	56.7714	5.0	4.997
622	622	62.0363	29.1589	61.7020	5.0	5.000
623	623	67.5160	34.2371	51.8558	5.0	4.998
624	624	52.0761	40.2576	56.4336	5.0	4.996
625	625	65.6509	34.4103	50.4860	4.0	3.995
626	626	55.7442	34.7080	62.6554	4.0	3.996
627	627	58.1221	33.9582	63.3829	4.0	3.997
628	628	57.8521	30.1784	63.3385	5.0	4.997
629	629	64.1477	35.6795	52.1446	3.0	2.995
630	630	59.6754	25.1897	54.6579	5.0	4.997
631	631	62.1258	27.8749	48.4306	5.0	4.997
632	632	65.6454	33.8791	52.7098	3.0	2.997
633	633	58.5849	38.4802	50.1325	4.0	3.996
634	634	61.7133	30.5057	60.1822	3.0	2.995
635	635	50.4584	34.4310	53.9065	4.0	4.001
636	636	60.6919	39.4689	59.7148	3.0	2.996
637	637	50.3687	36.4996	57.4343	5.0	4.997
638	638	60.3074	32.0346	62.7388	4.0	3.997
639	639	52.2055	39.2801	60.0449	5.0	4.996
640	640	63.6220	36.7526	53.6410	3.0	2.998
641	641	65.5000	37.2548	56.5413	4.0	3.997
642	642	52.9234	37.8700	50.3820	5.0	4.997
643	643	63.3655	37.5836	59.3600	3.0	2.997
644	644	58.9687	38.8109	62.8288	5.0	4.998
645	645	58.3821	33.5144	49.1240	3.0	3.018
646	646	64.7290	39.2207	59.6597	5.0	4.996
647	647	52.0117	35.5073	51.4262	4.0	3.997
648	648	56.1974	40.4070	51.5026	5.0	4.998
649	649	65.0444	36.4301	52.7001	4.0	3.999
650	650	63.3061	28.9819	50.6074	3.0	2.998
651	651	60.9034	38.9806	51.7437	4.0	3.997
652	652	63.4295	34.6917	48.8605	4.0	3.996
653	653	57.9611	32.8231	64.3257	5.0	4.999
654	654	64.0211	40.2747	54.4998	5.0	4.998
655	655	60.3042	27.1056	57.1456	3.0	2.997
656	656	49.2887	29.8962	55.1640	5.0	4.998
657	657	65.3810	33.3568	59.5198	4.0	4.027
658	658	58.2375	41.5360	53.7731	4.0	3.999
659	659	54.2889	31.6942	49.0569	4.0	3.997
660	660	66.0472	27.7994	58.5557	5.0	4.997
661	661	64.7576	38.4247	60.5514	5.0	4.997
662	662	61.9263	34.3466	47.2440	5.0	4.998
663	663	51.9635	37.4485	59.0357	4.0	3.997
664	664	53.1536	35.8834	52.5795	3.0	3.000
665	665	56.3808	39.4255	49.5824	5.0	4.998
666	666	65.9650	38.5786	57.1778	5.0	4.998
667	667	55.8062	34.2062	61.6011	3.0	2.996
668	668	52.0350	34.6378	59.4357	4.0	3.997
669	669	49.6145	30.1478	57.2893	5.0	4.998
670	670	55.8416	31.2390	50.0178	3.0	2.998
671	671	63.4128	33.3645	60.5051	3.0	2.997
672	672	52.6327	33.2537	58.3807	3.0	2.995
673	673	65.7467	31.5911	51.7840	3.0	2.998
674	674	64.2734	40.4741	56.3421	5.0	4.998
675	675	66.6442	36.1226	54.5116	5.0	5.000
676	676	60.6266	35.2611	61.7975	3.0	2.999
677	677	55.5623	28.7721	59.4740	3.0	2.994
678	678	66.5375	29.6943	57.4972	4.0	3.997
679	679	64.9513	29.1117	57.4522	3.0	2.995
680	680	57.9512	41.3691	51.9794	5.0	4.996
681	681	61.6565	32.1322	46.8370	5.0	4.997
682	682	51.8534	28.3646	56.5701	4.0	3.997
683	683	67.4292	29.2346	57.6719	5.0	4.998
684	684	60.2752	35.9197	62.6937	4.0	3.997
685	685	56.2665	40.7619	59.5124	4.0	4.015
686	686	49.9896	33.4300	55.3942	4.0	3.999
687	687	60.5221	27.3739	54.8611	3.0	3.021
688	688	60.5229	29.5866	49.7463	3.0	2.996
689	689	59.6661	34.4049	63.1760	4.0	3.997
690	690	61.9221	39.3196	50.6925	5.0	4.996
691	691	56.2798	27.3672	52.1944	4.0	3.996
692	692	51.4477	35.9812	53.3229	4.0	3.996
693	693	57.1142	41.1410	61.1505	5.0	4.997
694	694	51.5201	32.2613	58.9317	4.0	3.996
695	695	55.2054	41.0561	56.2018	4.0	3.997
696	696	54.3277	41.0171	53.9252	5.0	4.999
697	697	59.9990	41.7688	58.7098	4.0	3.999
698	698	61.9016	32.5126	63.3909	5.0	5.001
699	699	66.8488	35.4975	57.9828	5.0	4.997
700	700	66.7201	31.9098	59.8574	5.0	4.998
701	701	64.4051	32.5541	48.6595	4.0	3.996
702	702	65.9602	33.7835	48.8656	5.0	4.997
703	703	61.8071	27.0219	49.2851	5.0	4.997
704	704	64.0905	27.6810	58.5471	4.0	3.995
705	705	64.8738	35.2221	53.9854	3.0	2.997
706	706	59.2988	26.9684	56.9562	3.0	2.996
707	707	62.6964	42.0173	57.4172	5.0	4.997
708	708	54.3153	26.7465	51.5942	5.0	4.998
709	709	63.9293	38.7931	52.3938	5.0	4.999
710	710	67.1977	35.0201	57.1680	5.0	4.997
711	711	59.1150	25.1157	57.8919	5.0	4.998
712	712	50.9113	35.1325	59.6223	5.0	4.998
713	713	61.8355	26.2803	56.5720	4.0	3.999
714	714	66.0608	29.1340	52.2733	4.0	3.996
715	715	58.2506	31.2875	61.6934	3.0	2.998
716	716	64.0201	26.3370	58.4973	5.0	4.996
717	717	62.6326	30.0438	47.2680	5.0	4.997
718	718	60.9369	39.9477	51.1731	5.0	5.020
719	719	68.2984	31.7935	55.3445	5.0	4.997
720	720	54.4420	38.0094	62.6710	5.0	4.997
721	721	50.9873	29.3609	56.6904	4.0	3.996
722	722	62.8376	37.0897	48.8175	5.0	4.998
723	723	64.8253	27.4022	59.4024	5.0	4.998
724	724	56.9010	35.6105	63.9451	5.0	4.996
725	725	63.9454	39.3502	56.9351	4.0	3.998
726	726	64.1085	27.6695	60.1432	5.0	4.996
727	727	67.3276	35.1228	53.2565	5.0	4.998
728	728	61.6326	33.1924	47.9447	4.0	3.997
729	729	55.7037	38.6020	50.4692	4.0	3.995
730	730	67.0277	33.9929	50.3838	5.0	4.997
731	731	63.2195	38.2601	58.6225	3.0	2.995
732	732	54.2053	34.2699	50.2131	3.0	2.994
733	733	54.7888	35.6039	63.1906	5.0	4.997
734	734	58.0005	29.8170	48.3596	5.0	5.015
735	735	53.5475	40.2688	53.5237	5.0	4.996
736	736	51.5942	34.4761	55.8533	3.0	2.996
737	737	60.7493	27.9231	60.2510	4.0	3.996
738	738	68.1102	32.9552	54.5996	5.0	4.997
739	739	56.1866	41.6256	57.2392	4.0	3.997
740	740	59.2640	33.1873	63.2839	4.0	3.997
741	741	58.9373	35.6201	49.3601	3.0	2.995
742	742	51.7724	30.3264	53.1850	3.0	2.994
743	743	61.1019	28.4037	50.8084	3.0	2.994
744	744	58.4507	35.4730	47.2090	5.0	5.000
745	745	52.8771	28.7337	54.1278	3.0	2.996
746	746	56.8119	27.6793	61.4869	5.0	4.997
747	747	63.8114	37.2982	62.0368	5.0	4.998
748	748	53.3805	28.8702	60.9689	5.0	4.996
749	749	57.4058	26.7945	53.2540	4.0	3.997
750	750	55.7442	39.9990	60.4762	4.0	3.997
751	751	63.5823	31.5671	62.4919	5.0	4.997
752	752	64.0922	40.5334	57.7653	5.0	4.999
753	753	61.4233	34.5748	63.7751	5.0	4.997
754	754	65.4613	34.8576	48.9328	5.0	4.997
755	755	58.2364	41.1146	59.9913	4.0	3.997
756	756	61.9798	36.9635	63.1011	5.0	4.997
757	757	58.6407	35.5468	64.1180	5.0	4.998
758	758	64.2047	36.8292	54.8715	3.0	3.003
759	759	65.1503	33.2068	61.5936	5.0	4.997
760	760	62.8928	32.5798	63.0812	5.0	4.997
761	761	57.0737	32.9861	48.1149	4.0	3.997
762	762	63.2337	36.5056	50.2906	4.0	4.014
763	763	52.5439	28.0023	53.2769	4.0	3.999
764	764	55.0764	28.3081	61.5980	5.0	4.997
765	765	63.6814	40.1951	59.4370	5.0	5.016
766	766	57.0036	37.3758	63.3445	5.0	4.998
767	767	51.2079	28.7352	55.6377	4.0	3.995
768	768	59.7763	40.1642	59.4518	3.0	2.994
769	769	57.4791	34.9711	62.1292	3.0	2.996
770	770	58.2399	38.8729	61.7125	4.0	3.999
771	771	57.8288	33.4156	62.3580	3.0	2.997
772	772	62.8514	25.7442	52.8329	5.0	4.997
773	773	65.6618	28.6008	49.7168	5.0	4.998
774	774	65.6451	33.0087	51.7014	3.0	2.995
775	775	49.5401	33.8333	57.4506	5.0	4.997
776	776	66.1085	27.1519	53.7910	5.0	4.997
777	777	66.8409	32.8205	51.9939	4.0	3.998
778	778	52.6030	30.0253	59.1774	4.0	4.016
779	779	49.1655	33.8419	53.8571	5.0	4.997
780	780	62.3307	38.4407	59.2912	3.0	2.996
781	781	50.3592	32.7023	50.5243	5.0	4.997
782	782	54.2046	34.5885	47.7385	5.0	4.997
783	783	60.6398	36.8181	62.3352	4.0	3.998
784	784	53.8894	29.4486	48.8778	5.0	4.996
785	785	53.8555	39.6475	61.3839	5.0	4.997
786	786	59.4382	36.0032	61.6003	3.0	3.002
787	787	60.5117	26.4522	53.7599	4.0	3.996
788	788	56.8061	35.3717	49.1321	3.0	2.995
789	789	50.2661	33.6936	56.5147	4.0	3.997
790	790	54.2359	38.3817	51.5903	4.0	3.995
791	791	53.3268	38.4063	53.5957	4.0	3.996
792	792	62.7924	30.2144	49.4477	3.0	2.996
793	793	54.5460	40.8643	57.1263	4.0	3.996
794	794	53.7802	36.7389	50.1184	4.0	3.997
795	795	55.9638	26.0798	56.3001	4.0	3.997
796	796	50.0266	31.1938	51.3190	5.0	4.996
797	797	61.4437	31.4471	62.1132	4.0	3.995
798	798	65.5239	35.7665	60.9537	5.0	5.000
799	799	57.5725	42.0434	57.8451	4.0	3.998
800	800	59.1867	28.6445	51.6602	3.0	2.996
801	801	61.6709	39.2598	60.6141	4.0	3.995
802	802	61.8272	30.3001	61.3500	4.0	3.997
803	803	52.0067	30.7987	52.3047	3.0	2.995
804	804	63.3417	37.4880	60.9631	4.0	3.996
805	805	61.6498	40.3728	56.3326	3.0	2.997
806	806	60.1741	42.1583	56.2490	4.0	3.997
807	807	58.1766	31.8889	48.4955	4.0	3.998
808	808	62.3080	26.7104	57.8660	4.0	3.996
809	809	52.0259	39.8293	58.8631	5.0	4.995
810	810	61.6172	34.8355	48.3713	4.0	3.996
811	811	57.5242	42.9477	58.3813	5.0	4.998
812	812	53.0137	29.9860	50.2184	4.0	3.995
813	813	65.5282	26.4637	56.5517	5.0	4.997
814	814	60.0272	43.0903	57.8738	5.0	4.999
815	815	64.7760	35.2672	50.1941	4.0	3.996
816	816	62.0618	38.7124	62.0368	5.0	4.997
817	817	65.1564	35.9443	51.6081	4.0	3.996
818	818	54.5394	36.3288	62.0008	4.0	3.997
819	819	67.0391	32.5826	53.3121	4.0	3.999
820	820	52.6114	35.9256	54.9226	3.0	3.015
821	821	51.0851	27.4723	55.7470	5.0	4.998
822	822	53.5301	29.7126	58.2768	3.0	2.995
823	823	61.2827	37.8159	61.6029	4.0	3.996
824	824	55.4653	32.5222	62.4548	4.0	3.997
825	825	61.5882	36.7482	47.9366	5.0	4.998
826	826	54.5525	28.2163	51.0906	4.0	3.996
827	827	60.7363	26.4215	58.1272	4.0	3.997
828	828	54.4414	34.2950	63.0877	5.0	4.997
829	829	58.6979	36.9301	62.4521	4.0	3.998
830	830	57.2069	25.9120	59.4496	5.0	4.997
831	831	66.2656	31.5039	56.0710	3.0	2.996
832	832	50.3427	33.5379	58.9225	5.0	4.996
833	833	61.5000	30.0456	62.4983	5.0	4.997
834	834	61.2255	34.9374	49.3367	3.0	2.999
835	835	60.5346	35.2737	63.8399	5.0	5.003
836	836	54.6085	37.4818	61.7837	4.0	3.997
837	837	57.0463	24.9989	56.6173	5.0	5.000
838	838	55.4793	25.5565	54.0591	5.0	4.997
839	839	60.1956	39.2785	52.9869	3.0	2.995
840	840	64.5349	34.8147	51.3227	3.0	2.999
841	841	50.6585	37.5994	58.1183	5.0	4.999
842	842	53.5894	30.9933	49.4573	4.0	3.997
843	843	65.0542	26.0654	55.4998	5.0	4.996
844	844	63.5893	36.1349	48.6541	5.0	4.999
845	845	57.6937	28.3362	61.8970	5.0	4.998
846	846	53.7128	27.1655	56.8796	4.0	3.998
847	847	63.9489	37.8035	57.9497	3.0	2.995
848	848	51.4885	34.0111	53.3258	3.0	2.999
849	849	54.4403	27.2152	53.2122	4.0	3.996
850	850	65.0000	30.4522	59.8979	4.0	3.998
851	851	49.3064	32.6181	52.6811	5.0	4.998
852	852	64.7976	36.1256	61.6718	5.0	5.000
853	853	53.5098	33.9586	60.9799	4.0	3.996
854	854	54.4356	29.6717	60.8110	4.0	3.996
855	855	65.2146	27.6624	50.3128	5.0	4.998
856	856	51.2382	28.5547	51.6616	5.0	4.996
857	857	50.7302	31.4927	50.1840	5.0	4.997
858	858	64.7042	32.1433	47.6553	5.0	4.997
859	859	51.2401	30.6956	56.0585	3.0	2.997
860	860	62.5751	37.6870	53.4532	3.0	2.994
861	861	58.2525	41.5982	60.9734	5.0	4.997
862	862	48.8682	32.4158	54.4175	5.0	4.997
863	863	52.6360	38.1430	54.2725	4.0	3.996
864	864	61.5998	28.1445	61.3838	5.0	4.997
865	865	52.2248	26.8145	53.8734	5.0	4.999
866	866	65.4897	34.3225	55.6038	3.0	2.997
867	867	56.3787	37.9123	48.2027	5.0	4.999
868	868	55.5542	28.0101	49.6311	5.0	4.999
869	869	56.2038	28.0324	60.4023	4.0	3.997
870	870	59.0535	39.3585	52.8119	3.0	2.995
871	871	52.9666	35.0636	59.1917	3.0	2.994
872	872	55.5928	39.4407	52.6026	4.0	3.997
873	873	52.8248	27.0448	58.2858	5.0	4.997
874	874	59.2246	40.4584	51.1466	5.0	4.996
875	875	58.8542	37.7854	63.2551	5.0	4.998
876	876	55.1296	37.1988	48.1144	5.0	4.996
877	877	64.7231	34.0887	49.3070	4.0	3.996
878	878	67.5399	34.5594	54.0871	5.0	4.998
879	879	55.9808	36.2040	63.4686	5.0	5.006
880	880	60.2586	25.3222	58.3804	5.0	4.998
881	881	63.3147	38.3918	50.6058	5.0	4.998
882	882	61.1625	25.6817	58.7503	5.0	4.998
883	883	50.6335	28.6785	57.6715	5.0	4.996
884	884	52.3359	38.0956	51.9978	5.0	4.996
885	885	60.8293	41.1726	52.1004	5.0	4.998
886	886	65.8020	29.6082	50.8947	4.0	3.997
887	887	56.3415	38.7410	53.2400	3.0	3.057
888	888	57.6190	28.3843	51.0304	4.0	3.997
889	889	58.4696	28.3026	52.7661	3.0	2.997
890	890	58.9630	28.3084	50.2916	4.0	3.997
891	891	57.6445	38.0902	49.5176	4.0	3.996
892	892	52.1442	34.2191	57.3730	3.0	2.993
893	893	60.0466	34.6263	48.9884	3.0	2.999
894	894	56.3413	33.9227	49.0603	3.0	2.995
895	895	55.3212	37.2706	61.0177	3.0	2.996
896	896	50.5671	29.6103	54.5139	4.0	3.997
897	897	53.6617	38.9096	50.8316	5.0	4.997
898	898	62.3936	31.1848	46.9574	5.0	4.997
899	899	58.8809	42.2451	52.9480	5.0	4.997
900	900	55.9140	41.3425	55.3312	4.0	3.996
901	901	52.7375	36.8104	51.9674	4.0	3.995
902	902	62.2826	34.1582	49.3994	3.0	2.995
903	903	50.9930	31.1038	54.7943	3.0	2.997
904	904	51.4099	38.5985	54.6808	5.0	4.996
905	905	62.9957	32.5946	48.0529	4.0	3.998
906	906	58.7449	42.0303	54.7712	4.0	3.997
907	907	65.0886	37.0698	50.9071	5.0	4.998
908	908	61.5767	39.5456	58.9044	3.0	2.995
909	909	65.8651	32.0449	60.6815	5.0	4.995
910	910	67.0864	32.8810	56.5673	4.0	3.998
911	911	56.5463	38.2595	63.0577	5.0	4.997
912	912	67.7328	30.4603	52.1526	5.0	4.998
913	913	55.5919	41.8243	53.9211	5.0	4.999
914	914	62.8163	29.1737	59.1946	3.0	2.995
915	915	65.8152	30.6108	53.6923	3.0	3.021
916	916	56.9128	41.2693	52.2151	5.0	4.996
917	917	55.6698	26.3543	54.7674	4.0	3.996
918	918	55.2828	32.1491	60.9015	3.0	2.995
919	919	56.1272	40.4059	55.9985	3.0	2.999
920	920	54.6640	38.8050	54.3615	3.0	2.997
921	921	63.2425	38.4352	53.1419	4.0	3.995
922	922	57.2618	36.3212	48.3918	4.0	3.996
923	923	59.0832	25.9112	59.7387	5.0	4.997
924	924	58.4039	39.3803	51.5803	4.0	4.009
925	925	52.3920	38.4821	60.9772	5.0	4.996
926	926	66.2053	32.2723	48.8027	5.0	4.998
927	927	50.8039	35.2340	54.7603	4.0	3.999
928	928	49.4493	33.6926	52.6550	5.0	4.998
929	929	66.8311	28.6521	51.7515	5.0	4.998
930	930	61.0106	31.2610	47.9268	4.0	3.997
931	931	67.1627	30.7279	54.7753	4.0	3.999
932	932	50.7562	29.3018	58.5222	5.0	4.997
933	933	66.4280	30.4539	51.3981	4.0	3.997
934	934	58.6831	24.9688	56.5141	5.0	4.997
935	935	50.1206	28.7659	53.4922	5.0	4.997
936	936	54.0087	37.3024	60.2177	3.0	2.999
937	937	57.5236	27.4740	54.2401	3.0	2.997
938	938	55.5419	25.4348	58.0510	5.0	4.998
939	939	63.2996	38.5331	60.1832	4.0	3.999
940	940	64.2152	26.0416	53.4156	5.0	4.997
941	941	64.1380	25.6575	56.1692	5.0	4.997
942	942	64.5546	29.2075	49.7522	4.0	3.998
943	943	64.7715	30.1903	50.8459	3.0	2.996
944	944	60.5781	38.8311	62.5221	5.0	4.999
945	945	58.7247	37.5195	49.2901	4.0	3.995
946	946	53.2312	37.7428	52.5216	4.0	3.995
947	947	54.0684	37.1313	52.4248	3.0	2.997
948	948	52.9130	40.1784	59.8921	5.0	4.997
949	949	65.9338	31.1999	52.8374	3.0	2.995
950	950	60.3238	38.3592	48.8035	5.0	4.999
951	951	66.5056	30.3369	59.8624	5.0	4.997
952	952	64.8667	34.9543	57.6530	3.0	2.996
953	953	52.4788	36.6622	56.1648	3.0	2.996
954	954	63.9615	34.6712	61.4018	4.0	3.998
955	955	52.4040	38.3631	59.1125	4.0	3.995
956	956	65.4786	27.1363	51.8414	5.0	4.999
957	957	63.4044	34.0233	49.7100	3.0	2.998
958	958	61.9170	37.6095	60.3334	3.0	2.996
959	959	50.1006	35.2929	52.2839	5.0	4.997
960	960	62.5796	34.4375	61.2030	3.0	2.994
961	961	55.6289	27.3114	57.1444	3.0	2.995
962	962	52.6483	40.7342	58.0186	5.0	4.995
963	963	57.9093	25.6406	53.4474	5.0	4.998
964	964	63.8408	27.5804	51.1936	4.0	3.997
965	965	50.7867	36.1990	59.3993	5.0	4.997
966	966	52.3623	31.2903	51.4947	3.0	2.997
967	967	57.2752	35.7518	62.8925	4.0	3.997
968	968	59.2648	34.6805	46.9782	5.0	4.997
969	969	58.2415	27.0816	56.3867	3.0	2.998
970	970	65.9003	33.2574	53.6242	3.0	2.997
971	971	59.0035	26.7232	50.6990	5.0	4.996
972	972	56.0357	26.9814	53.2118	4.0	4.033
973	973	58.3130	32.3499	62.1832	3.0	2.995
974	974	55.2529	26.4492	51.8661	5.0	4.998
975	975	52.3983	31.7553	60.8900	5.0	4.996
976	976	52.9063	27.4699	55.3863	4.0	3.998
977	977	62.9480	26.3149	55.7817	4.0	3.997
978	978	60.1673	41.7726	54.5062	4.0	3.997
979	979	62.9196	29.2776	48.8212	4.0	3.997
980	980	52.8403	34.3550	58.4860	3.0	2.997
981	981	54.5876	33.4416	61.9417	4.0	3.997
982	982	50.0459	32.4580	53.5745	4.0	3.997
983	983	62.5727	25.7237	58.0386	5.0	4.997
984	984	56.2051	40.1326	58.3449	3.0	3.012
985	985	61.9560	39.7124	54.9391	3.0	2.995
986	986	64.7281	26.1759	57.3491	5.0	4.996
987	987	62.6071	32.8065	61.0199	3.0	2.996
988	988	51.7333	29.2043	52.3346	4.0	3.997
989	989	65.8582	26.9551	57.3668	5.0	4.996
990	990	58.9853	38.9262	49.2391	5.0	4.995
991	991	61.8775	27.8145	51.9893	3.0	2.996
992	992	55.4134	37.0127	62.2108	4.0	3.997
993	993	62.6567	40.2552	58.6079	4.0	3.996
994	994	67.2763	30.4176	58.8336	5.0	4.998
995	995	55.9528	26.7363	58.7047	4.0	3.997
996	996	57.7848	36.2342	61.6160	3.0	3.027
997	997	52.0370	37.2937	54.7114	4.0	3.997
998	998	59.5387	26.5195	58.7992	4.0	3.997
999	999	49.8709	29.2402	56.8181	5.0	4.998
1000	1000	58.7821	27.7376	58.8088	3.0	2.997
1001	1001	59.4548	36.9772	50.2146	3.0	2.996
1002	1002	56.6291	39.8756	52.5421	4.0	3.994
1003	1003	65.4772	37.6652	53.2393	5.0	4.998
1004	1004	52.1173	37.1095	61.3185	5.0	4.996
1005	1005	65.0695	37.8443	55.7081	4.0	3.998
1006	1006	64.8304	31.9652	60.2114	4.0	4.000
1007	1007	51.6132	31.2560	57.3381	3.0	2.996
1008	1008	52.4640	31.4167	48.7605	5.0	4.997
1009	1009	50.4655	34.5232	55.9387	4.0	3.996
1010	1010	54.7775	37.1616	49.5964	4.0	3.997
1011	1011	59.6354	41.2532	56.3364	3.0	2.997
1012	1012	54.4873	28.8958	58.7821	3.0	2.995
1013	1013	64.3139	37.4414	57.0132	3.0	2.994
1014	1014	68.1689	32.0878	56.7997	5.0	4.998
1015	1015	54.8789	26.6222	59.8568	5.0	4.997
1016	1016	50.2902	36.0263	56.5562	5.0	5.047
1017	1017	53.6922	25.9069	56.0393	5.0	4.999
1018	1018	55.8426	33.1179	48.2631	4.0	3.999
1019	1019	59.2601	41.3636	61.2253	5.0	4.995
1020	1020	52.9406	30.0654	48.9500	5.0	4.997
1021	1021	54.7037	39.5940	55.6655	3.0	2.996
1022	1022	59.2132	35.4911	63.0153	4.0	3.997
1023	1023	53.4642	32.6537	49.2702	4.0	3.997
1024	1024	64.6941	32.2948	50.1280	3.0	2.994
1025	1025	64.7093	38.5474	56.4295	4.0	3.996
1026	1026	60.9127	40.3271	54.5547	3.0	2.998
1027	1027	51.4892	36.8637	57.8877	4.0	3.996
1028	1028	57.0913	40.9573	56.0153	3.0	2.998
