row	idx	x	y	z	shell	standoff
1029	1029	52.1346	38.7139	56.7411	4.0	3.995
1030	1030	62.2816	32.2303	62.1562	4.0	3.997
1031	1031	56.3868	27.5884	54.1141	3.0	2.995
1032	1032	62.0257	36.7496	50.9972	3.0	2.995
1033	1033	51.8747	29.4986	49.9756	5.0	4.998
1034	1034	56.5615	30.8927	47.9762	5.0	5.002
1035	1035	58.4645	28.9274	48.5660	5.0	4.998
1036	1036	53.7549	30.6533	60.6784	4.0	3.997
1037	1037	61.1532	36.6316	61.1987	3.0	2.995
1038	1038	67.9796	30.0354	54.3978	5.0	4.996
1039	1039	68.1841	30.8947	56.4731	5.0	4.997
1040	1040	65.7633	31.2640	57.6637	3.0	2.996
1041	1041	49.9108	35.1059	57.0152	5.0	4.996
1042	1042	61.7001	31.7794	48.8524	3.0	2.995
1043	1043	61.0497	40.9648	53.6226	4.0	3.997
1044	1044	56.7679	26.0454	55.4344	4.0	3.998
1045	1045	60.9559	33.6069	61.7647	3.0	2.997
1046	1046	53.8292	40.9047	59.8107	5.0	4.997
1047	1047	61.5228	33.3811	46.9598	5.0	4.999
1048	1048	62.3456	35.8226	62.2507	4.0	3.998
1049	1049	66.4393	34.5834	52.7956	4.0	3.997
1050	1050	66.0667	35.3117	53.8945	4.0	3.998
1051	1051	66.8638	28.9931	58.5978	5.0	4.996
1052	1052	62.1973	42.0568	58.5062	5.0	4.996
1053	1053	53.1402	39.9417	57.0528	4.0	3.997
1054	1054	63.8866	30.5932	47.4640	5.0	4.997
1055	1055	51.5989	31.7366	49.2900	5.0	4.997
1056	1056	65.2134	31.9982	58.5310	3.0	2.995
1057	1057	63.1373	28.2315	49.7666	4.0	3.996
1058	1058	56.5404	40.0250	50.4637	5.0	4.997
1059	1059	61.0468	33.9109	49.1314	3.0	3.001
1060	1060	64.7896	36.2888	56.8497	3.0	2.995
1061	1061	58.6767	26.1172	52.3695	5.0	5.000
1062	1062	62.8962	27.3568	50.8947	4.0	3.997
1063	1063	55.3598	30.6954	60.4585	3.0	2.996
1064	1064	58.6862	29.8657	49.1991	4.0	3.996
1065	1065	53.3268	41.2200	55.8768	5.0	4.997
1066	1066	55.1444	29.5689	62.2535	5.0	4.997
1067	1067	52.0570	30.0924	50.9337	4.0	3.997
1068	1068	57.0931	25.0196	55.5842	5.0	4.997
1069	1069	55.8965	42.5412	55.4766	5.0	4.997
1070	1070	58.6255	37.4859	61.2558	3.0	2.995
1071	1071	56.9213	31.2830	48.8751	4.0	4.001
1072	1072	62.8785	34.0335	47.2715	5.0	4.998
1073	1073	61.6755	39.6357	61.7107	5.0	4.997
1074	1074	61.1253	33.0604	62.6622	4.0	4.001
1075	1075	52.0085	40.1988	57.4668	5.0	4.997
1076	1076	56.4303	37.6851	49.2704	4.0	3.998
1077	1077	62.0271	36.4435	49.2184	4.0	3.996
1078	1078	66.3629	30.4146	49.3061	5.0	4.998
1079	1079	55.4647	33.5641	49.3942	3.0	2.996
1080	1080	63.1815	26.5163	54.2838	4.0	3.996
1081	1081	62.3183	26.2468	54.9269	4.0	3.996
1082	1082	64.6806	29.1616	51.9931	3.0	2.994
1083	1083	50.1073	32.6733	56.6707	4.0	3.996
1084	1084	61.5418	40.5296	61.1885	5.0	4.997
1085	1085	62.6161	38.2318	60.8891	4.0	3.997
1086	1086	57.5523	32.6221	49.3039	3.0	2.995
1087	1087	54.5815	39.4979	50.7367	5.0	4.996
1088	1088	59.4428	38.1794	52.0523	3.0	2.998
1089	1089	62.9483	36.5335	52.1752	3.0	2.994
1090	1090	56.2852	39.3900	61.2025	4.0	3.996
1091	1091	59.0521	42.9704	58.7192	5.0	4.998
1092	1092	62.2984	41.2448	59.8645	5.0	4.997
1093	1093	53.8631	39.6165	52.2577	5.0	4.995
1094	1094	49.8507	32.3752	55.3890	4.0	3.997
1095	1095	61.2232	33.5353	63.7612	5.0	4.999
1096	1096	58.9931	37.8330	51.2273	3.0	3.011
1097	1097	58.7245	33.7539	64.3796	5.0	4.998
1098	1098	51.5704	37.1323	55.9941	4.0	3.997
1099	1099	60.4282	26.9858	51.6321	4.0	3.996
1100	1100	49.8490	28.8184	55.1645	5.0	4.997
1101	1101	60.7113	38.3985	60.3576	3.0	2.995
1102	1102	50.8013	35.8055	51.4366	5.0	4.997
1103	1103	54.3015	26.8259	55.1722	4.0	3.998
1104	1104	55.0541	35.1705	47.4138	5.0	4.997
1105	1105	49.6475	33.0368	51.8235	5.0	4.998
1106	1106	65.0443	28.6131	50.9080	4.0	3.998
1107	1107	56.9884	30.7825	61.0617	3.0	2.999
1108	1108	56.5889	32.1621	63.9698	5.0	4.997
1109	1109	57.4825	29.0490	49.0285	5.0	5.018
1110	1110	56.6799	42.0416	53.3144	5.0	4.998
1111	1111	54.4635	41.6511	58.7856	5.0	4.997
1112	1112	55.5330	33.1116	61.3933	3.0	2.999
1113	1113	65.8612	36.4782	60.3084	5.0	4.996
1114	1114	59.2865	32.6982	62.1664	3.0	2.994
1115	1115	55.5535	40.9513	58.6722	4.0	3.998
1116	1116	62.9285	40.2050	52.7084	5.0	4.997
1117	1117	50.4868	28.2037	56.4040	5.0	4.996
1118	1118	62.2072	39.4751	53.0206	4.0	3.998
1119	1119	52.0819	35.2716	53.8067	3.0	2.995
1120	1120	62.5491	31.1894	48.0081	4.0	3.996
1121	1121	60.5814	27.1241	56.0985	3.0	2.996
1122	1122	63.2564	25.6148	53.7409	5.0	4.997
1123	1123	67.0045	35.3631	51.9305	5.0	4.997
1124	1124	58.6806	30.9695	48.7378	4.0	4.027
1125	1125	48.9876	31.8345	56.3828	5.0	4.997
1126	1126	65.7914	36.2928	56.3541	4.0	3.999
1127	1127	54.9946	27.2243	58.9487	4.0	3.996
1128	1128	60.2633	28.5094	49.3703	4.0	3.997
1129	1129	57.9411	39.3679	60.2060	3.0	2.999
1130	1130	50.2009	34.3725	58.3135	5.0	4.997
1131	1131	53.8412	28.2408	55.9229	3.0	3.016
1132	1132	64.2986	37.8165	59.8426	4.0	3.996
1133	1133	57.9196	41.1867	57.3032	3.0	2.997
1134	1134	63.4218	27.5367	54.9496	3.0	2.995
1135	1135	55.2480	31.5720	61.9474	4.0	4.001
1136	1136	56.5959	29.9883	48.4109	5.0	4.999
1137	1137	49.2429	30.2896	56.1680	5.0	4.996
1138	1138	54.0600	37.4743	48.8940	5.0	4.997
1139	1139	64.3934	36.8840	60.3641	4.0	3.994
1140	1140	53.5551	27.1278	59.4417	5.0	4.996
1141	1141	55.8572	25.8551	59.1760	5.0	4.997
1142	1142	62.3037	38.5977	54.1773	3.0	2.996
1143	1143	52.4577	34.0514	61.4872	5.0	4.998
1144	1144	54.8704	34.9045	49.7223	3.0	2.998
1145	1145	57.1712	29.2929	50.0378	4.0	3.997
1146	1146	58.1656	25.4603	58.6072	5.0	4.997
1147	1147	53.1572	37.6345	58.9229	3.0	2.998
1148	1148	62.9156	37.9590	62.1953	5.0	4.997
1149	1149	50.4279	33.6565	52.9152	4.0	3.997
1150	1150	60.5223	25.4363	53.7712	5.0	4.997
1151	1151	56.3427	37.5209	61.1744	3.0	2.995
1152	1152	50.0465	33.3813	54.1249	4.0	3.997
1153	1153	57.1942	34.0968	46.9598	5.0	4.997
1154	1154	55.9606	38.3085	51.9514	3.0	2.994
1155	1155	55.1311	27.4202	60.9018	5.0	4.997
1156	1156	55.4726	33.6563	62.6086	4.0	3.998
1157	1157	63.4874	26.8186	59.5471	5.0	4.997
1158	1158	64.9478	35.0806	56.2289	3.0	3.016
1159	1159	63.1325	41.4165	58.3092	5.0	4.996
1160	1160	53.0980	39.1018	59.4298	4.0	3.997
1161	1161	53.4883	36.6095	48.7870	5.0	4.997
1162	1162	54.1615	40.4337	60.7879	5.0	4.997
1163	1163	58.8326	30.4364	63.4937	5.0	5.000
1164	1164	57.2728	39.4834	51.5734	4.0	3.997
1165	1165	54.5315	35.7210	50.2692	3.0	2.995
1166	1166	57.3915	26.6228	58.6530	4.0	3.997
1167	1167	61.7492	41.5007	56.1044	4.0	3.997
1168	1168	59.8519	39.5952	51.8719	4.0	3.995
1169	1169	65.5867	37.1839	52.2013	5.0	4.996
1170	1170	62.2134	35.7766	47.7638	5.0	4.997
1171	1171	50.6676	29.8239	51.1200	5.0	4.998
1172	1172	63.5740	31.6780	48.2413	4.0	3.998
1173	1173	60.0153	40.3956	52.4982	4.0	3.997
1174	1174	61.4619	38.7193	59.7068	3.0	2.994
1175	1175	51.0103	34.9679	52.5720	4.0	3.997
1176	1176	56.2237	37.4237	50.4590	3.0	2.993
1177	1177	52.6026	31.6576	49.8192	4.0	3.997
1178	1178	64.1497	30.9093	61.7985	5.0	4.996
1179	1179	65.7184	36.5790	57.6498	4.0	3.996
1180	1180	54.4948	34.1976	60.5008	3.0	2.998
1181	1181	63.1192	41.6088	55.3116	5.0	4.996
1182	1182	59.1898	27.9283	60.4956	4.0	3.997
1183	1183	54.4551	31.7167	62.7432	5.0	4.998
1184	1184	61.8245	29.1990	59.3808	3.0	3.001
1185	1185	52.3857	31.7308	58.3228	3.0	2.993
1186	1186	55.2454	28.3475	52.5677	3.0	2.997
1187	1187	59.7124	35.9508	48.3341	4.0	3.997
1188	1188	51.7256	26.9704	54.9223	5.0	4.996
1189	1189	55.5846	29.7268	60.1871	3.0	2.996
1190	1190	64.7427	35.7989	55.4435	3.0	2.998
1191	1191	60.2819	33.4869	63.0226	4.0	3.997
1192	1192	54.8135	40.6548	53.0710	5.0	5.000
1193	1193	60.1052	26.1666	51.0891	5.0	4.997
1194	1194	60.0031	36.8271	47.6543	5.0	4.997
1195	1195	50.8473	32.3915	55.2434	3.0	2.995
1196	1196	54.0139	32.3808	59.5754	3.0	2.996
1197	1197	57.0443	29.1055	60.0579	3.0	2.995
1198	1198	52.7126	35.3958	50.6271	4.0	4.001
1199	1199	66.3209	34.2020	51.5645	4.0	3.997
1200	1200	65.3359	29.4676	53.8716	3.0	2.996
1201	1201	50.3725	30.4895	56.6241	4.0	3.998
1202	1202	52.1844	36.4001	59.9220	4.0	3.999
1203	1203	51.7810	30.9917	60.2433	5.0	4.999
1204	1204	63.2286	39.0530	53.9392	4.0	4.010
1205	1205	64.1527	37.0610	49.9297	5.0	4.997
1206	1206	55.0736	35.5076	62.2253	4.0	3.997
1207	1207	52.6734	34.1898	60.2225	4.0	3.997
1208	1208	61.8133	27.2134	55.0371	3.0	2.997
1209	1209	61.9351	29.5573	49.6459	3.0	2.996
1210	1210	53.6743	34.1275	49.3336	4.0	3.997
1211	1211	65.4956	29.3302	48.9808	5.0	4.996
1212	1212	61.1359	41.6198	57.9975	4.0	3.995
1213	1213	52.6708	28.8199	49.8925	5.0	4.995
1214	1214	66.7017	36.4656	55.5190	5.0	4.997
1215	1215	54.5221	33.2695	63.1614	5.0	4.996
1216	1216	53.4652	27.6294	52.9367	4.0	3.997
1217	1217	58.6211	29.0927	61.1291	4.0	3.998
1218	1218	55.5584	42.4645	56.4913	5.0	4.997
1219	1219	55.6507	35.1815	61.3166	3.0	2.998
1220	1220	56.0807	38.3521	61.8658	4.0	3.996
1221	1221	61.8975	38.1747	50.8583	4.0	3.997
1222	1222	60.6922	27.7108	52.7357	3.0	2.999
1223	1223	53.8465	28.2264	54.4540	3.0	2.999
1224	1224	64.6801	39.4837	54.6279	5.0	4.996
1225	1225	64.0293	27.6997	49.2473	5.0	4.997
1226	1226	57.0449	29.0577	51.5941	3.0	2.996
1227	1227	58.9804	43.3007	55.9310	5.0	4.997
1228	1228	64.2304	33.4702	62.4207	5.0	5.004
1229	1229	66.5452	28.8235	50.7774	5.0	4.996
1230	1230	66.1958	32.6188	55.8654	3.0	2.997
1231	1231	58.3188	27.0212	52.8606	4.0	3.995
1232	1232	57.1347	34.7662	63.1591	4.0	3.996
1233	1233	51.7761	30.2943	56.9287	3.0	2.995
1234	1234	67.3956	30.2124	51.2031	5.0	4.998
1235	1235	66.4454	37.3929	55.7978	5.0	4.997
1236	1236	65.4024	28.4232	59.8821	5.0	4.998
1237	1237	62.4741	36.9900	61.6931	4.0	3.998
1238	1238	56.7580	26.3019	54.4300	4.0	3.997
1239	1239	53.5454	41.3883	57.9695	5.0	4.996
1240	1240	55.5905	34.6830	63.7177	5.0	4.998
1241	1241	63.4178	35.6648	51.1835	3.0	2.996
1242	1242	66.7920	27.6479	54.5647	5.0	4.997
1243	1243	58.8747	33.5276	46.9806	5.0	4.997
1244	1244	64.9430	31.3627	61.3318	5.0	5.017
1245	1245	58.4095	25.0759	55.4648	5.0	4.997
1246	1246	61.5953	42.1754	54.0245	5.0	4.997
1247	1247	54.2213	28.2855	53.4863	3.0	2.995
1248	1248	59.1746	42.2844	57.2422	4.0	3.998
1249	1249	58.2747	31.8179	63.0601	4.0	3.997
1250	1250	60.6568	29.0628	62.1375	5.0	4.997
1251	1251	54.7296	27.4924	50.3139	5.0	4.999
1252	1252	59.8023	27.2915	58.0446	3.0	2.995
1253	1253	63.5166	38.4001	57.1051	3.0	2.993
1254	1254	65.9056	35.6366	57.2451	4.0	3.997
1255	1255	64.5640	26.5516	51.7738	5.0	4.998
1256	1256	59.3811	29.1301	60.0923	3.0	2.995
1257	1257	54.1031	27.7041	60.5985	5.0	4.997
1258	1258	64.1464	33.4654	59.6400	3.0	2.997
1259	1259	56.5747	26.8853	51.0138	5.0	4.996
1260	1260	63.7947	28.2397	59.3743	4.0	3.996
1261	1261	66.5742	34.4694	55.6774	4.0	3.997
1262	1262	59.5855	28.2713	48.4603	5.0	4.997
1263	1263	60.6740	31.8448	48.9278	3.0	2.997
1264	1264	62.3275	33.8181	63.5048	5.0	4.997
1265	1265	68.0496	33.4992	55.5994	5.0	4.998
1266	1266	58.0412	27.6575	50.1255	5.0	4.996
1267	1267	61.7134	33.0363	61.4214	3.0	3.003
1268	1268	64.8572	28.3904	58.7198	4.0	3.998
1269	1269	60.8079	40.1637	60.4839	4.0	3.996
1270	1270	64.7030	34.1258	58.3719	3.0	2.997
1271	1271	64.7376	37.7099	51.8819	5.0	4.997
1272	1272	64.4693	34.1406	50.5817	3.0	2.996
1273	1273	65.0203	34.9910	52.7899	3.0	2.995
1274	1274	54.6044	26.5658	56.6830	4.0	3.997
1275	1275	62.9193	38.9453	61.5392	5.0	4.995
1276	1276	58.4921	27.3235	57.9455	3.0	2.995
1277	1277	49.4616	30.4873	52.9311	5.0	4.997
1278	1278	61.7277	25.1859	55.5556	5.0	4.997
1279	1279	61.6288	40.1564	57.8126	3.0	2.996
1280	1280	59.7913	38.1366	62.9487	5.0	4.997
1281	1281	64.7387	39.9927	57.1151	5.0	4.997
1282	1282	56.0939	28.5347	62.0043	5.0	4.998
1283	1283	56.7827	38.7427	48.7782	5.0	4.997
1284	1284	51.2125	28.7206	54.6342	4.0	3.996
1285	1285	68.0933	31.9476	53.9162	5.0	4.999
1286	1286	53.2634	28.7359	59.0172	4.0	3.996
1287	1287	51.4435	35.0592	57.8447	4.0	3.997
1288	1288	57.1404	40.7736	60.0386	4.0	3.995
1289	1289	62.5342	39.0519	58.0213	3.0	3.014
1290	1290	61.9512	35.2779	61.4378	3.0	2.996
1291	1291	61.2181	28.0646	49.6108	4.0	3.998
1292	1292	53.5849	26.5131	52.7573	5.0	4.997
1293	1293	57.8842	27.1632	55.4557	3.0	2.997
1294	1294	60.9036	28.8705	60.8553	4.0	3.998
1295	1295	57.5172	37.2039	61.3474	3.0	2.995
1296	1296	60.7052	30.3436	48.1924	4.0	3.997
1297	1297	49.9775	34.3465	51.6638	5.0	4.997
1298	1298	49.6695	35.3243	55.1282	5.0	4.997
1299	1299	54.4682	34.7786	48.7648	4.0	3.995
1300	1300	58.1430	40.4448	51.1513	5.0	5.020
1301	1301	56.6526	40.3056	61.7616	5.0	4.998
1302	1302	64.0519	34.2312	47.7274	5.0	4.996
1303	1303	51.8749	36.9743	51.2536	5.0	5.014
1304	1304	65.7654	35.7043	52.9130	4.0	3.996
1305	1305	51.2894	31.2588	53.3868	3.0	2.996
1306	1306	49.6074	34.6342	53.0214	5.0	4.999
1307	1307	57.4324	30.8172	50.2875	3.0	2.996
1308	1308	62.9513	36.5584	62.8719	5.0	4.997
1309	1309	57.3779	39.9343	59.5147	3.0	2.995
1310	1310	51.5240	31.1490	58.7875	4.0	3.995
1311	1311	58.9897	26.0501	55.3603	4.0	3.996
1312	1312	59.0872	41.2451	57.4319	3.0	2.997
1313	1313	65.1608	29.9735	58.0015	3.0	2.996
1314	1314	53.2246	33.3774	50.6140	3.0	2.997
1315	1315	62.6024	38.2251	49.6645	5.0	4.998
1316	1316	59.7213	27.8017	53.1406	3.0	2.997
1317	1317	67.3298	28.5506	56.8854	5.0	4.998
1318	1318	51.2937	34.0152	54.3771	3.0	2.997
1319	1319	58.2396	43.2135	57.7007	5.0	4.998
1320	1320	60.9825	36.4235	50.0056	3.0	2.998
1321	1321	64.6436	34.6645	60.6495	4.0	3.996
1322	1322	64.9762	34.9413	54.9674	3.0	2.997
1323	1323	53.6875	41.1575	54.9226	5.0	4.997
1324	1324	51.3018	35.0546	50.1749	5.0	4.996
1325	1325	58.7272	34.5806	49.0861	3.0	2.996
1326	1326	60.7089	31.9003	61.3080	3.0	3.012
1327	1327	62.6140	27.4396	54.3061	3.0	2.995
1328	1328	50.9660	37.4314	59.3490	5.0	4.997
1329	1329	59.5606	24.9771	55.6671	5.0	4.997
1330	1330	54.4894	32.2294	49.9815	3.0	2.997
1331	1331	64.0380	38.5602	54.4724	4.0	4.001
1332	1332	55.0666	40.4308	59.5162	4.0	3.995
1333	1333	57.9865	26.2146	55.0581	4.0	4.006
1334	1334	59.3830	29.0857	49.2739	4.0	3.995
1335	1335	52.1249	34.7704	52.5895	3.0	2.994
1336	1336	58.0705	40.8562	58.4588	3.0	2.996
1337	1337	55.3778	38.8225	49.2613	5.0	4.997
1338	1338	66.4389	37.6537	56.7752	5.0	4.997
1339	1339	61.1433	25.3434	57.7344	5.0	4.997
1340	1340	64.3232	33.2870	49.9974	3.0	2.996
1341	1341	55.8824	38.8681	60.2309	3.0	2.998
1342	1342	52.0368	28.7798	57.6130	4.0	3.995
1343	1343	58.5673	36.5038	48.6656	4.0	4.009
1344	1344	55.5974	40.1876	56.8396	3.0	2.996
1345	1345	62.3469	26.1401	50.8573	5.0	4.997
1346	1346	54.1192	28.4964	59.7702	4.0	3.995
1347	1347	64.5401	35.0564	58.7909	3.0	2.996
1348	1348	64.2620	35.8392	53.1833	3.0	2.997
1349	1349	51.0168	32.6868	56.1878	3.0	2.995
1350	1350	66.3844	36.2457	51.8482	5.0	4.997
1351	1351	52.7248	27.7766	56.5467	4.0	3.996
1352	1352	65.1076	30.0653	49.6708	4.0	3.998
1353	1353	53.2533	37.4078	49.5459	5.0	4.996
1354	1354	55.9951	30.1203	49.3940	4.0	3.998
1355	1355	60.9721	38.5577	52.9242	3.0	2.997
1356	1356	57.6375	40.9928	53.1678	4.0	3.997
1357	1357	66.4403	34.4919	54.5357	4.0	4.000
1358	1358	61.0496	26.1679	59.7114	5.0	4.996
1359	1359	51.8331	34.3733	50.7915	4.0	3.996
1360	1360	57.5185	34.7805	47.9968	4.0	3.996
1361	1361	64.2011	29.2441	51.0876	3.0	2.997
1362	1362	66.5322	27.9335	52.9781	5.0	4.997
1363	1363	63.8293	31.6825	47.2653	5.0	4.997
1364	1364	55.9766	26.1517	52.5655	5.0	5.000
1365	1365	49.5896	29.6592	53.5336	5.0	4.997
1366	1366	66.1837	35.0073	49.8192	5.0	4.996
1367	1367	65.9203	38.4394	55.8665	5.0	5.001
1368	1368	63.1706	27.0158	51.9918	4.0	3.996
1369	1369	50.5933	37.7094	56.9050	5.0	4.998
1370	1370	62.9743	27.3912	58.8138	4.0	3.997
1371	1371	59.5251	31.2231	63.7778	5.0	4.997
1372	1372	64.1557	36.0476	50.4588	4.0	3.995
1373	1373	50.9552	37.2121	54.5396	5.0	5.006
1374	1374	65.5376	34.7270	61.1223	5.0	4.998
1375	1375	65.5767	36.6254	55.3820	4.0	3.997
1376	1376	56.9512	41.7835	60.3667	5.0	4.997
1377	1377	66.7458	29.2915	55.6748	4.0	3.997
1378	1378	54.1004	39.1815	53.5509	4.0	3.996
1379	1379	57.1126	38.6755	61.7518	4.0	4.007
1380	1380	53.2516	26.2503	56.8880	5.0	4.998
1381	1381	50.0030	31.6815	56.2764	4.0	3.998
1382	1382	62.5824	28.0410	58.1074	3.0	2.997
1383	1383	64.4044	25.8290	54.4864	5.0	4.997
1384	1384	56.9342	33.4871	64.2426	5.0	4.997
1385	1385	63.5149	39.6112	57.8455	4.0	4.019
1386	1386	58.8664	36.6095	47.5978	5.0	4.998
1387	1387	59.9869	34.9202	48.0205	4.0	3.999
1388	1388	59.5591	34.8728	64.1632	5.0	4.997
1389	1389	65.5365	29.4105	56.5740	3.0	2.995
1390	1390	52.7836	40.9509	56.9902	5.0	4.998
1391	1391	62.3260	27.7137	60.7516	5.0	5.011
1392	1392	66.2438	26.9592	55.8224	5.0	4.996
1393	1393	62.1128	26.2335	59.1383	5.0	5.003
1394	1394	56.1112	28.8110	50.2451	4.0	3.997
1395	1395	50.1191	31.0123	53.8303	4.0	3.998
1396	1396	60.7085	27.8708	58.6796	3.0	2.996
1397	1397	55.0635	34.1419	47.3375	5.0	4.996
1398	1398	59.7542	41.9171	60.5294	5.0	4.999
1399	1399	66.0548	32.2391	53.2226	3.0	2.998
1400	1400	66.3370	28.7878	56.6509	4.0	3.997
1401	1401	54.5067	35.8810	49.0204	4.0	3.995
1402	1402	53.3401	39.1778	54.3465	4.0	3.995
1403	1403	55.3265	27.9844	58.3872	3.0	2.996
1404	1404	54.2077	33.2007	50.1075	3.0	2.995
1405	1405	51.9092	38.1946	57.8145	4.0	3.999
1406	1406	65.7511	33.9633	58.7452	4.0	3.998
1407	1407	62.5079	33.7454	48.1733	4.0	3.998
1408	1408	57.7896	25.1517	57.3593	5.0	5.000
1409	1409	57.7727	27.3737	61.1515	5.0	5.001
1410	1410	59.2070	39.5999	60.1124	3.0	2.994
1411	1411	58.2741	41.2859	56.1947	3.0	2.996
1412	1412	61.3140	35.5683	62.6518	4.0	3.997
1413	1413	61.2473	42.8102	57.4353	5.0	4.998
1414	1414	66.8770	31.4318	52.1207	4.0	3.998
1415	1415	58.7292	42.3154	56.1290	4.0	3.996
1416	1416	62.8174	37.1646	60.1629	3.0	2.995
1417	1417	57.4101	39.6488	49.7605	5.0	4.997
1418	1418	63.1727	32.1471	60.4445	3.0	2.994
1419	1419	57.2349	31.5339	61.6883	3.0	2.996
1420	1420	59.7815	27.3326	59.9299	4.0	3.998
1421	1421	53.0137	36.8985	54.8531	3.0	2.995
1422	1422	54.7334	41.9581	56.1363	5.0	5.001
1423	1423	61.0427	42.9464	56.2594	5.0	4.997
1424	1424	63.2892	41.0741	54.3220	5.0	4.996
1425	1425	52.6611	32.2335	50.9573	3.0	2.997
1426	1426	51.1741	32.8807	49.6058	5.0	4.996
1427	1427	57.2125	28.9748	61.1580	4.0	3.996
1428	1428	66.9759	32.2516	57.3727	4.0	3.997
1429	1429	66.4671	35.8204	59.3292	5.0	4.999
1430	1430	49.9906	30.4423	58.2417	5.0	4.997
1431	1431	61.0021	25.5885	52.8229	5.0	4.997
1432	1432	59.2245	30.5736	47.4581	5.0	4.996
1433	1433	55.0586	28.8994	50.2377	4.0	3.997
1434	1434	67.4642	31.6725	58.7857	5.0	4.997
1435	1435	62.9047	33.0364	62.0286	4.0	3.996
1436	1436	51.9586	29.5876	53.9060	3.0	2.998
1437	1437	53.7925	35.1015	61.5462	4.0	3.996
1438	1438	54.1586	32.6872	61.4270	4.0	3.996
1439	1439	65.3696	30.4583	51.6146	3.0	2.996
1440	1440	57.8731	35.7960	49.3140	3.0	2.997
1441	1441	53.2006	40.9088	58.9150	5.0	4.997
1442	1442	63.2270	36.0908	61.6643	4.0	3.997
1443	1443	55.0583	39.3751	60.8598	4.0	3.996
1444	1444	57.4161	43.0736	55.3930	5.0	4.998
1445	1445	60.9612	26.1990	55.8894	4.0	4.007
1446	1446	57.0992	43.0591	57.3449	5.0	4.997
1447	1447	62.5650	40.8023	55.5751	4.0	3.994
