idx	x	y	z	shell	standoff	V_R_Eh	V_TS_Eh	dv_Eh	dv_kcal_per_e
112	63.6358	33.6146	48.4759	4.0	3.998	-0.133412554	-0.130129971	0.003282583	2.0599
113	61.6737	37.8143	52.6620	3.0	2.995	-0.172596041	-0.172368708	0.000227333	0.1427
114	53.6324	34.9373	62.6110	5.0	4.999	-0.118314276	-0.120871466	-0.002557189	-1.6047
115	48.9165	31.2849	55.4008	5.0	4.999	-0.092275578	-0.092835063	-0.000559485	-0.3511
116	61.3146	40.0668	52.8019	4.0	3.996	-0.144581680	-0.144773264	-0.000191584	-0.1202
117	52.1503	32.4725	48.8346	5.0	4.997	-0.101443902	-0.101255285	0.000188617	0.1184
118	61.4534	41.4878	55.1464	4.0	3.997	-0.137292454	-0.137885335	-0.000592881	-0.3720
119	52.5245	37.0366	57.6232	3.0	2.997	-0.149611783	-0.150973660	-0.001361877	-0.8546
120	61.1717	42.5302	58.6469	5.0	4.997	-0.119247318	-0.120043735	-0.000796417	-0.4998
121	53.0127	38.8889	52.1416	5.0	4.998	-0.120245138	-0.120856838	-0.000611700	-0.3838
122	64.0137	34.6246	59.8133	3.0	2.997	-0.154671235	-0.157121078	-0.002449843	-1.5373
123	60.3483	36.4162	63.5894	5.0	4.999	-0.123680800	-0.126191913	-0.002511113	-1.5757
124	57.4575	37.7757	62.2100	4.0	3.995	-0.142357228	-0.144783387	-0.002426159	-1.5224
125	52.6506	37.2822	53.6812	4.0	4.011	-0.137343543	-0.138526337	-0.001182794	-0.7422
126	64.7924	34.2817	62.0012	5.0	4.999	-0.120661820	-0.122295749	-0.001633929	-1.0253
127	55.5352	25.1664	56.6904	5.0	4.998	-0.101383173	-0.101766116	-0.000382943	-0.2403
