idx	x	y	z	shell	standoff	V_R_Eh	V_TS_Eh	dv_Eh	dv_kcal_per_e
269	51.6134	33.4151	58.8257	4.0	3.998	-0.121602920	-0.123260719	-0.001657800	-1.0403
270	62.8562	40.1319	60.4866	5.0	4.997	-0.123446485	-0.124799776	-0.001353291	-0.8492
271	64.0380	30.3673	50.0150	3.0	2.997	-0.151827613	-0.145415292	0.006412321	4.0238
272	63.5594	37.4718	54.3759	3.0	2.993	-0.168944728	-0.168950175	-0.000005448	-0.0034
273	56.2334	25.1781	54.8470	5.0	4.997	-0.106573852	-0.106309863	0.000263989	0.1657
274	65.2482	37.3670	60.7401	5.0	4.997	-0.119622930	-0.120943803	-0.001320872	-0.8289
275	58.6278	40.9813	52.9404	4.0	3.997	-0.141086835	-0.141509662	-0.000422827	-0.2653
276	60.0426	35.6417	49.3064	3.0	2.996	-0.147365577	-0.145614861	0.001750716	1.0986
277	58.6468	40.0874	53.4448	3.0	2.995	-0.163830230	-0.164474367	-0.000644138	-0.4042
278	57.3878	41.5454	59.0428	4.0	3.998	-0.138469466	-0.139238295	-0.000768829	-0.4824
279	65.7894	33.4572	60.7851	5.0	4.998	-0.124369986	-0.125427329	-0.001057343	-0.6635
280	57.7711	29.7818	61.7202	4.0	3.997	-0.126605618	-0.130952167	-0.004346549	-2.7275
281	57.3905	40.4070	54.2336	3.0	2.997	-0.164440454	-0.165176377	-0.000735923	-0.4618
282	51.1825	27.9016	57.3497	5.0	4.995	-0.093338234	-0.094169328	-0.000831094	-0.5215
283	56.7572	43.0009	56.3886	5.0	4.998	-0.121292461	-0.121834484	-0.000542023	-0.3401
284	60.1422	27.5330	61.3904	5.0	4.997	-0.114451138	-0.116393227	-0.001942089	-1.2187
285	56.4069	27.0216	56.1578	3.0	2.996	-0.124995237	-0.125554504	-0.000559267	-0.3509
286	56.5963	25.7207	53.2975	5.0	4.997	-0.112680515	-0.111796089	0.000884427	0.5550
287	60.2086	32.1968	47.9998	4.0	3.997	-0.136558434	-0.133059443	0.003498990	2.1956
288	67.6228	28.9781	54.5547	5.0	4.998	-0.121291083	-0.118770461	0.002520622	1.5817
289	66.8102	33.7237	53.6372	4.0	3.999	-0.146566027	-0.143907847	0.002658180	1.6680
290	65.1676	36.4018	53.7313	4.0	4.008	-0.153990429	-0.152957352	0.001033077	0.6483
291	57.2988	27.5386	52.0686	4.0	4.010	-0.135250420	-0.133011339	0.002239081	1.4050
292	54.4511	38.5474	49.5446	5.0	4.996	-0.111886233	-0.111915607	-0.000029374	-0.0184
293	58.7014	27.6731	51.7086	4.0	3.996	-0.143854550	-0.140246510	0.003608040	2.2641
294	59.8387	40.4003	61.9246	5.0	4.996	-0.122554197	-0.123927878	-0.001373681	-0.8620
295	48.9262	32.9298	55.8086	5.0	4.998	-0.096334557	-0.096994119	-0.000659562	-0.4139
296	64.2503	37.9172	53.7311	4.0	3.998	-0.149665730	-0.149385872	0.000279858	0.1756
297	51.5694	37.6272	53.5993	5.0	5.004	-0.120257540	-0.121133292	-0.000875752	-0.5495
298	59.3053	39.2839	61.4877	4.0	3.995	-0.141014664	-0.142757682	-0.001743018	-1.0938
299	67.0099	30.1076	56.3274	4.0	3.999	-0.136035716	-0.133885425	0.002150291	1.3493
300	61.9336	28.6794	47.8238	5.0	4.997	-0.116037814	-0.112600231	0.003437584	2.1571
301	58.2263	28.6518	59.6004	3.0	2.999	-0.137378337	-0.141022386	-0.003644049	-2.2867
302	64.1773	29.8374	60.2000	4.0	3.999	-0.135217767	-0.136205338	-0.000987571	-0.6197
303	65.9996	26.7988	54.7248	5.0	4.998	-0.119467021	-0.117027638	0.002439384	1.5307
304	61.2480	26.5535	53.0822	4.0	3.998	-0.140593472	-0.136948733	0.003644739	2.2871
305	61.3590	37.4501	51.3146	3.0	2.994	-0.159300577	-0.158592839	0.000707738	0.4441
306	54.8597	40.2373	54.3077	4.0	3.996	-0.144369327	-0.145200620	-0.000831293	-0.5216
307	66.7842	31.4099	57.8865	4.0	3.996	-0.136620085	-0.135669194	0.000950891	0.5967
308	63.7954	37.9514	56.0590	3.0	2.996	-0.162120427	-0.163193310	-0.001072883	-0.6732
309	52.7336	29.1952	51.0582	4.0	3.996	-0.107642616	-0.107642949	-0.000000333	-0.0002
310	51.3788	33.4840	56.7046	3.0	2.995	-0.123376854	-0.124213096	-0.000836243	-0.5248
311	67.1227	32.0962	49.9882	5.0	4.997	-0.118200135	-0.115235114	0.002965021	1.8606
312	53.9102	39.9949	59.1665	4.0	3.996	-0.134315782	-0.135269873	-0.000954091	-0.5987
313	65.2750	31.1028	49.4171	4.0	3.997	-0.131379945	-0.127065544	0.004314402	2.7073
314	63.9879	39.2846	60.4725	5.0	4.997	-0.121348271	-0.122718814	-0.001370542	-0.8600
315	63.6647	27.0313	52.9362	4.0	3.997	-0.139764090	-0.135481706	0.004282384	2.6872
316	65.7227	29.4705	58.7113	4.0	3.999	-0.133278488	-0.132726182	0.000552306	0.3466
317	58.5808	28.0859	49.1635	5.0	4.998	-0.123102606	-0.120115307	0.002987299	1.8746
318	64.9955	27.7617	53.3907	4.0	4.000	-0.141081226	-0.136802415	0.004278811	2.6850
319	54.7091	27.4723	52.2649	4.0	3.996	-0.115642667	-0.115226115	0.000416552	0.2614
320	56.4806	29.0488	48.8679	5.0	4.997	-0.118094613	-0.116125396	0.001969218	1.2357
321	65.7240	32.3723	57.7115	3.0	2.996	-0.160287641	-0.159470090	0.000817551	0.5130
322	51.2757	30.5758	51.5996	4.0	3.996	-0.103733181	-0.104090404	-0.000357223	-0.2242
323	62.8768	35.9903	60.6458	3.0	2.993	-0.151850452	-0.154852824	-0.003002372	-1.8840
324	53.4805	32.2791	50.3804	3.0	2.997	-0.125824679	-0.125819090	0.000005589	0.0035
325	60.5595	40.8618	57.5904	3.0	2.997	-0.156595044	-0.157601695	-0.001006651	-0.6317
326	59.5683	37.9949	49.8081	4.0	3.995	-0.136298461	-0.135647287	0.000651174	0.4086
327	64.6770	36.2473	58.0748	3.0	2.996	-0.154865079	-0.156443661	-0.001578582	-0.9906
328	52.5690	39.0941	55.7096	4.0	3.999	-0.133850904	-0.134822260	-0.000971356	-0.6095
329	65.0633	35.3484	59.9194	4.0	3.997	-0.137332089	-0.138893945	-0.001561856	-0.9801
330	58.0489	43.2851	56.2956	5.0	4.998	-0.119910616	-0.120431201	-0.000520585	-0.3267
331	59.6392	28.2222	59.4154	3.0	2.994	-0.139501200	-0.142119311	-0.002618111	-1.6429
332	62.9559	27.8052	53.4287	3.0	3.009	-0.165350022	-0.159612201	0.005737821	3.6005
333	53.1578	26.4601	53.7071	5.0	4.999	-0.099245660	-0.099409889	-0.000164229	-0.1031
334	52.5501	33.2468	49.8227	4.0	3.997	-0.112643224	-0.112672925	-0.000029701	-0.0186
335	59.7482	35.8274	47.2174	5.0	4.999	-0.117297826	-0.115840787	0.001457040	0.9143
336	52.7444	29.6250	57.4972	3.0	2.995	-0.112313642	-0.113611811	-0.001298168	-0.8146
337	59.6142	26.8542	52.7879	4.0	3.996	-0.141452071	-0.138151903	0.003300168	2.0709
338	62.1632	41.0438	57.8485	4.0	3.998	-0.136536153	-0.137587375	-0.001051221	-0.6597
339	57.1901	39.9005	60.8602	4.0	3.999	-0.142813617	-0.144117548	-0.001303930	-0.8182
340	50.4281	35.5627	58.1510	5.0	4.999	-0.113658209	-0.114829750	-0.001171542	-0.7352
341	62.9624	25.3246	54.9004	5.0	4.997	-0.119963857	-0.117939430	0.002024427	1.2703
342	52.7886	28.3335	59.9525	5.0	4.999	-0.099300022	-0.100882713	-0.001582691	-0.9932
343	60.2652	32.9279	64.0430	5.0	4.997	-0.117593864	-0.120668721	-0.003074858	-1.9295
344	52.4145	39.4046	53.8084	5.0	4.997	-0.121147687	-0.121918501	-0.000770814	-0.4837
345	61.7986	31.9849	61.1405	3.0	2.997	-0.151706793	-0.156019768	-0.004312975	-2.7064
346	53.6211	27.2247	54.5451	4.0	3.998	-0.107972294	-0.108480552	-0.000508257	-0.3189
347	59.5627	31.5944	61.6669	3.0	2.996	-0.147042132	-0.153206960	-0.006164828	-3.8685
348	55.1104	27.9615	54.0434	3.0	3.014	-0.127865243	-0.128279909	-0.000414666	-0.2602
349	53.5416	35.3742	49.6385	4.0	3.995	-0.118104595	-0.117989770	0.000114826	0.0721
350	55.5901	26.9876	50.8212	5.0	4.997	-0.110852608	-0.109695726	0.001156883	0.7260
351	51.9325	35.0839	54.7948	3.0	2.998	-0.136072714	-0.137393455	-0.001320741	-0.8288
352	53.6474	31.8415	62.1092	5.0	4.996	-0.113318371	-0.116251204	-0.002932833	-1.8404
353	53.8050	38.8396	55.5114	3.0	2.996	-0.158491755	-0.159671260	-0.001179505	-0.7402
354	54.6750	37.9309	50.3769	4.0	3.998	-0.124152582	-0.124294055	-0.000141472	-0.0888
355	57.8322	36.2661	47.3315	5.0	4.997	-0.114074597	-0.113018651	0.001055946	0.6626
356	58.9081	34.9540	48.0829	4.0	3.997	-0.130507541	-0.128697855	0.001809686	1.1356
357	67.9678	33.1880	53.4052	5.0	4.997	-0.126979530	-0.124720406	0.002259123	1.4176
358	68.0171	30.8667	53.8320	5.0	4.997	-0.124981599	-0.122318751	0.002662848	1.6710
359	59.8197	25.7130	52.8511	5.0	4.997	-0.124072690	-0.121667915	0.002404775	1.5090
360	64.1773	31.0301	60.5342	4.0	3.999	-0.138394265	-0.139903820	-0.001509555	-0.9473
361	57.8474	40.1444	62.0985	5.0	4.996	-0.124514155	-0.125908893	-0.001394737	-0.8752
362	66.8644	36.0168	56.5494	5.0	4.998	-0.131915333	-0.131662803	0.000252530	0.1585
363	54.8254	32.9519	47.5777	5.0	4.996	-0.109150741	-0.108168428	0.000982313	0.6164
364	65.6726	38.1814	59.3950	5.0	4.997	-0.120326918	-0.121350607	-0.001023689	-0.6424
365	67.2032	31.8347	54.5069	4.0	3.998	-0.143249942	-0.140252105	0.002997837	1.8812
366	65.0987	33.1365	58.3502	3.0	2.998	-0.163424278	-0.163819296	-0.000395018	-0.2479
367	58.9562	29.1264	62.4680	5.0	4.995	-0.116368055	-0.119471625	-0.003103570	-1.9475
368	61.3293	41.6598	52.9363	5.0	4.996	-0.124459987	-0.124671262	-0.000211275	-0.1326
369	59.7929	36.8749	48.8483	4.0	3.996	-0.132069968	-0.130912479	0.001157489	0.7263
370	57.0086	38.3600	60.7595	3.0	2.996	-0.165523747	-0.167422229	-0.001898482	-1.1913
371	64.4190	28.5937	53.5371	3.0	3.022	-0.166532630	-0.160443206	0.006089423	3.8212
372	56.3436	32.1365	48.4831	4.0	3.996	-0.127501164	-0.125594085	0.001907079	1.1967
373	61.0187	41.8838	56.7823	4.0	3.996	-0.135358984	-0.136106374	-0.000747390	-0.4690
374	52.3048	27.8546	54.3164	4.0	3.996	-0.102443829	-0.102987837	-0.000544008	-0.3414
375	60.7564	40.3946	58.5328	3.0	2.995	-0.157278469	-0.158554613	-0.001276144	-0.8008
376	61.0039	27.5862	48.6908	5.0	4.996	-0.117621194	-0.114231187	0.003390007	2.1273
377	66.4185	34.8289	59.4659	5.0	4.997	-0.127044102	-0.127723067	-0.000678965	-0.4261
378	51.5876	32.1137	60.2566	5.0	4.997	-0.108894489	-0.110759227	-0.001864738	-1.1701
379	49.5619	31.5942	52.1634	5.0	5.003	-0.094296139	-0.094677537	-0.000381397	-0.2393
380	55.7124	38.7472	62.7359	5.0	4.996	-0.121075263	-0.122764867	-0.001689604	-1.0602
381	60.9533	35.4934	47.2514	5.0	4.999	-0.118723983	-0.117000432	0.001723551	1.0815
382	55.8905	39.2433	51.5116	4.0	3.998	-0.135686854	-0.136107300	-0.000420447	-0.2638
383	55.7629	42.4250	57.8988	5.0	4.998	-0.123098292	-0.123744562	-0.000646270	-0.4055
384	57.4301	27.1779	57.3477	3.0	2.995	-0.129572975	-0.130575507	-0.001002533	-0.6291
385	51.2017	33.9557	49.7816	5.0	4.996	-0.101222830	-0.101382725	-0.000159895	-0.1003
386	64.8277	38.3961	57.6977	4.0	3.996	-0.136991569	-0.138107714	-0.001116145	-0.7004
387	61.5709	39.2314	53.8259	3.0	2.995	-0.166821287	-0.167325157	-0.000503870	-0.3162
388	65.2445	39.3043	55.7562	5.0	4.996	-0.127746345	-0.128108281	-0.000361936	-0.2271
389	64.3440	26.9090	56.4901	4.0	3.996	-0.132937759	-0.131057292	0.001880467	1.1800
390	53.8933	39.0488	58.2165	3.0	2.994	-0.155024128	-0.155983936	-0.000959807	-0.6023
391	61.8671	35.6022	49.9426	3.0	2.996	-0.156070752	-0.154087307	0.001983445	1.2446
392	56.9537	39.5958	53.5442	3.0	2.994	-0.168695945	-0.169615390	-0.000919445	-0.5770
393	50.7894	32.7866	58.0416	4.0	3.997	-0.111367549	-0.112508080	-0.001140531	-0.7157
394	55.0358	27.9705	59.8996	4.0	3.997	-0.110379379	-0.112520646	-0.002141267	-1.3437
395	53.9628	27.6950	58.6464	4.0	3.997	-0.106521993	-0.108052354	-0.001530361	-0.9603
396	56.7478	33.4420	63.1630	4.0	3.999	-0.128146622	-0.132419659	-0.004273037	-2.6814
397	62.4270	26.9799	60.0465	5.0	4.997	-0.118421513	-0.119112376	-0.000690863	-0.4335
398	56.7618	27.6519	58.4639	3.0	2.997	-0.124986764	-0.126931141	-0.001944377	-1.2201
399	52.2393	36.5280	50.1871	5.0	4.997	-0.109185885	-0.109434478	-0.000248594	-0.1560
400	59.6366	30.2833	48.5073	4.0	3.996	-0.136567414	-0.132573786	0.003993628	2.5060
401	65.3525	31.3247	48.1238	5.0	4.998	-0.115481850	-0.112275885	0.003205965	2.0118
402	62.1365	28.3609	49.3445	4.0	3.998	-0.131758366	-0.127091338	0.004667028	2.9286
403	53.9557	37.7539	54.0876	3.0	2.994	-0.160990772	-0.162548638	-0.001557866	-0.9776
404	67.2323	28.1250	55.6435	5.0	4.998	-0.118910642	-0.116843449	0.002067193	1.2972
405	59.8639	41.2224	53.3769	4.0	3.997	-0.139607938	-0.140011624	-0.000403686	-0.2533
406	49.1356	34.0541	55.5431	5.0	4.997	-0.100061419	-0.100772188	-0.000710770	-0.4460
407	64.0081	36.6838	59.2572	3.0	2.996	-0.150686711	-0.153032526	-0.002345815	-1.4720
408	51.0301	31.6956	51.4287	4.0	3.997	-0.104691124	-0.105105095	-0.000413972	-0.2598
409	51.2370	34.4222	51.5989	4.0	3.996	-0.111738528	-0.112354414	-0.000615885	-0.3865
410	59.9897	26.1882	54.9145	4.0	3.997	-0.135383205	-0.133558191	0.001825015	1.1452
411	55.9753	28.0754	51.0078	4.0	3.996	-0.125121454	-0.123573383	0.001548070	0.9714
412	55.4728	32.1795	63.5435	5.0	4.998	-0.112760893	-0.116025312	-0.003264420	-2.0485
413	63.8364	32.2967	61.2935	4.0	3.995	-0.135546025	-0.137704766	-0.002158741	-1.3546
414	51.8809	33.5369	49.1078	5.0	4.998	-0.102190108	-0.102144824	0.000045283	0.0284
415	53.5874	29.4846	60.0529	4.0	3.995	-0.111083888	-0.113408316	-0.002324428	-1.4586
416	63.6198	39.0941	59.0656	4.0	3.998	-0.137302647	-0.138913816	-0.001611169	-1.0110
417	59.9761	25.9666	56.3634	4.0	3.997	-0.128836131	-0.128063052	0.000773080	0.4851
418	54.6254	41.6500	55.0276	5.0	4.998	-0.125645641	-0.126272452	-0.000626811	-0.3933
419	65.9816	27.8524	51.1931	5.0	4.998	-0.118559679	-0.115054907	0.003504772	2.1993
420	58.2942	40.3714	59.3203	3.0	2.998	-0.160669406	-0.161579307	-0.000909901	-0.5710
421	67.0054	31.3411	53.3997	4.0	3.998	-0.143205989	-0.139467321	0.003738668	2.3460
422	66.5155	31.7053	51.0033	4.0	3.996	-0.135168902	-0.131168160	0.004000741	2.5105
423	67.0395	33.3872	55.5329	4.0	3.998	-0.144726775	-0.142847705	0.001879071	1.1791
424	64.4966	31.4410	48.7426	4.0	3.996	-0.130788286	-0.126587647	0.004200639	2.6359
425	52.3809	35.4561	55.9262	3.0	3.009	-0.149004159	-0.150508502	-0.001504342	-0.9440
426	67.7798	32.6527	51.5481	5.0	4.997	-0.121599017	-0.118919403	0.002679614	1.6815
427	56.0932	40.8891	61.0751	5.0	4.998	-0.123373587	-0.124444159	-0.001070572	-0.6718
428	51.1472	38.5611	58.6595	5.0	4.998	-0.114107835	-0.115124924	-0.001017089	-0.6382
429	66.0237	31.3383	59.1090	4.0	3.998	-0.136284501	-0.136234427	0.000050074	0.0314
430	54.6490	33.0969	48.7708	4.0	3.998	-0.120319277	-0.119394174	0.000925103	0.5805
431	62.4908	35.8818	50.6785	3.0	2.995	-0.162057739	-0.160328785	0.001728954	1.0849
432	65.7893	29.6176	55.6033	3.0	2.995	-0.158673892	-0.155048961	0.003624931	2.2747
433	67.5630	34.7430	55.7331	5.0	4.998	-0.130236109	-0.129205444	0.001030664	0.6468
434	56.6307	41.8791	56.3067	4.0	3.998	-0.139547213	-0.140133009	-0.000585796	-0.3676
435	66.4244	36.8764	58.8826	5.0	4.996	-0.122611732	-0.123335351	-0.000723619	-0.4541
436	66.6757	30.2550	52.5579	4.0	3.996	-0.139251360	-0.135017722	0.004233639	2.6566
437	64.8374	38.0174	58.6590	4.0	3.997	-0.134858276	-0.136216312	-0.001358036	-0.8522
438	66.3326	34.4715	57.1280	4.0	3.997	-0.146603266	-0.146169981	0.000433286	0.2719
439	60.7708	38.9590	49.5444	5.0	4.995	-0.124108901	-0.123533537	0.000575364	0.3610
440	58.2550	26.0579	56.0975	4.0	3.997	-0.124572924	-0.124244611	0.000328313	0.2060
441	63.8867	26.6757	50.6154	5.0	4.998	-0.117771033	-0.114255031	0.003516001	2.2063
442	58.8166	32.2345	49.3603	3.0	3.000	-0.158484414	-0.154496087	0.003988327	2.5027
443	57.4003	39.0247	62.7402	5.0	4.996	-0.124943053	-0.126682639	-0.001739586	-1.0916
444	57.3294	31.2255	63.8251	5.0	4.998	-0.112321770	-0.115670134	-0.003348364	-2.1011
445	64.6899	30.8049	58.9271	3.0	2.994	-0.155883586	-0.156161894	-0.000278309	-0.1746
446	55.7298	40.0969	53.3896	4.0	3.996	-0.146690385	-0.147461008	-0.000770623	-0.4836
447	59.1821	38.5792	60.7215	3.0	2.997	-0.164425405	-0.166453002	-0.002027597	-1.2723
448	49.8797	31.8389	54.4626	4.0	3.997	-0.101067205	-0.101607596	-0.000540391	-0.3391
449	53.4335	37.4509	51.3153	4.0	3.996	-0.125405811	-0.125904633	-0.000498822	-0.3130
450	59.5256	29.4226	47.7672	5.0	4.996	-0.120101958	-0.117001082	0.003100876	1.9458
451	61.9689	25.7763	51.8630	5.0	4.997	-0.121149060	-0.118035296	0.003113765	1.9539
452	58.2957	32.8468	63.3267	4.0	3.998	-0.127570526	-0.131892279	-0.004321753	-2.7119
453	59.6906	29.0077	50.6371	3.0	2.997	-0.159484325	-0.153689136	0.005795188	3.6365
454	60.1693	27.7359	50.2775	4.0	3.997	-0.136192977	-0.131917314	0.004275663	2.6830
455	51.0099	38.5924	56.0189	5.0	4.999	-0.115928122	-0.116811543	-0.000883421	-0.5544
456	58.8134	31.9390	64.1312	5.0	4.999	-0.114230828	-0.117502444	-0.003271616	-2.0530
457	67.6920	31.1923	51.4056	5.0	4.996	-0.120235721	-0.117202866	0.003032855	1.9031
458	66.2970	36.6745	53.5456	5.0	4.998	-0.134258997	-0.133255690	0.001003307	0.6296
459	63.7651	37.5183	52.7103	4.0	3.996	-0.153610215	-0.152966837	0.000643378	0.4037
460	50.3536	31.8292	52.7955	4.0	3.996	-0.102955805	-0.103480429	-0.000524624	-0.3292
461	56.1884	27.0331	60.8213	5.0	4.998	-0.104524456	-0.106396832	-0.001872376	-1.1749
462	62.6343	31.3480	62.8588	5.0	4.998	-0.119825581	-0.122199223	-0.002373643	-1.4895
463	65.9085	28.4324	53.8901	4.0	3.996	-0.139863937	-0.135944428	0.003919509	2.4595
464	64.4044	28.0364	55.2422	3.0	2.996	-0.157615993	-0.153811635	0.003804358	2.3873
465	65.2717	26.7912	52.8073	5.0	4.997	-0.122176374	-0.118901820	0.003274554	2.0548
466	52.9488	34.6388	49.9993	4.0	3.999	-0.117491648	-0.117563643	-0.000071996	-0.0452
467	54.1787	33.3062	59.9250	3.0	2.996	-0.152861385	-0.157551171	-0.004689786	-2.9429
468	54.9956	30.6647	50.2820	3.0	2.997	-0.133950339	-0.132812929	0.001137410	0.7137
469	57.1022	38.4759	51.7598	3.0	2.996	-0.154778781	-0.155222299	-0.000443518	-0.2783
470	62.6829	39.3382	59.6718	4.0	4.015	-0.140157464	-0.141909948	-0.001752484	-1.0997
471	56.4803	39.5052	62.3928	5.0	4.997	-0.123244484	-0.124760492	-0.001516008	-0.9513
472	65.3099	32.1445	49.3263	4.0	3.995	-0.132048301	-0.128088771	0.003959530	2.4846
473	61.5910	28.3703	58.7064	3.0	3.021	-0.153419780	-0.154670647	-0.001250867	-0.7849
474	65.1348	39.5301	57.9668	5.0	4.997	-0.122823746	-0.123680960	-0.000857214	-0.5379
475	64.9160	38.6959	53.5520	5.0	4.996	-0.132636440	-0.132379377	0.000257062	0.1613
476	51.4410	37.4482	60.2897	5.0	4.996	-0.113822591	-0.115129186	-0.001306595	-0.8199
477	60.0842	40.8087	60.1697	4.0	3.997	-0.136681036	-0.137893020	-0.001211984	-0.7605
478	60.8290	27.4160	53.9056	3.0	2.998	-0.162468889	-0.158326948	0.004141942	2.5991
479	55.7138	30.8988	63.1551	5.0	4.996	-0.111620259	-0.114903698	-0.003283439	-2.0604
480	56.4152	27.1674	55.0979	3.0	2.999	-0.129143819	-0.129181858	-0.000038039	-0.0239
481	53.6064	40.1062	55.6506	4.0	3.996	-0.137493236	-0.138348093	-0.000854857	-0.5364
482	53.7809	34.8876	60.1923	3.0	2.998	-0.152782916	-0.156076986	-0.003294070	-2.0671
483	55.7298	35.3619	49.3860	3.0	2.995	-0.131976113	-0.131042624	0.000933489	0.5858
484	59.0254	40.3089	52.2741	4.0	3.997	-0.143569566	-0.143873150	-0.000303583	-0.1905
485	52.8358	28.5264	51.7983	4.0	3.999	-0.107216474	-0.107315433	-0.000098960	-0.0621
486	65.8829	30.5681	50.3167	4.0	3.997	-0.132798003	-0.128369494	0.004428509	2.7789
487	57.1605	29.4662	62.6927	5.0	4.997	-0.112648214	-0.115870047	-0.003221834	-2.0217
488	53.1461	36.1756	59.5912	3.0	2.998	-0.149971203	-0.152007056	-0.002035853	-1.2775
489	58.1148	42.2773	56.9627	4.0	3.997	-0.136393755	-0.136988987	-0.000595233	-0.3735
490	62.2875	41.4928	53.5412	5.0	4.997	-0.124740876	-0.124986708	-0.000245832	-0.1543
491	68.0047	31.5392	52.7319	5.0	4.998	-0.123604033	-0.120818944	0.002785089	1.7477
492	51.3159	35.6149	56.4327	4.0	4.024	-0.129211676	-0.130398447	-0.001186771	-0.7447
493	50.3744	36.1413	52.9887	5.0	4.999	-0.107890757	-0.108594193	-0.000703436	-0.4414
494	56.0550	33.5898	47.0995	5.0	4.997	-0.110663928	-0.109422454	0.001241475	0.7790
495	51.6655	32.3533	57.5965	3.0	2.995	-0.119360186	-0.120367680	-0.001007494	-0.6322
496	63.2663	31.1766	59.8430	3.0	2.995	-0.159924194	-0.162296105	-0.002371911	-1.4884
497	60.0735	29.3985	61.2799	4.0	3.996	-0.132447095	-0.136113485	-0.003666390	-2.3007
498	58.2823	34.0300	48.0612	4.0	4.013	-0.131101484	-0.129042179	0.002059305	1.2922
499	54.6837	39.7644	57.6525	3.0	2.996	-0.160246942	-0.161034522	-0.000787579	-0.4942
500	62.8681	28.3267	59.8267	4.0	3.997	-0.133810250	-0.134798324	-0.000988073	-0.6200
501	65.6966	35.1684	58.5660	4.0	3.996	-0.142424771	-0.143237757	-0.000812987	-0.5102
502	54.7940	28.7527	49.1054	5.0	4.997	-0.108291876	-0.107195507	0.001096368	0.6880
503	66.5682	33.0412	58.0201	4.0	3.996	-0.140642301	-0.140215464	0.000426837	0.2678
504	62.2022	39.8256	57.0581	3.0	2.995	-0.159531349	-0.160977298	-0.001445949	-0.9073
505	62.4851	40.4539	54.4833	4.0	3.997	-0.141576118	-0.142064370	-0.000488252	-0.3064
506	65.2778	27.4455	55.2083	4.0	3.997	-0.135301990	-0.132418121	0.002883869	1.8097
507	52.0423	39.7963	55.0429	5.0	4.996	-0.118846665	-0.119631606	-0.000784941	-0.4926
508	53.5205	28.0225	50.1502	5.0	4.997	-0.102163196	-0.101650492	0.000512705	0.3217
509	54.0922	31.2312	59.7382	3.0	2.994	-0.131347699	-0.135048765	-0.003701066	-2.3225
510	61.0113	35.8918	48.4909	4.0	3.997	-0.132890579	-0.131162654	0.001727925	1.0843
511	61.4342	25.2586	56.6316	5.0	5.024	-0.119078080	-0.118159882	0.000918198	0.5762
512	65.8714	35.4139	55.0498	4.0	4.002	-0.155026728	-0.153889860	0.001136868	0.7134
513	63.2572	30.1811	60.7000	4.0	3.997	-0.137947155	-0.139858787	-0.001911632	-1.1996
514	53.9802	26.1127	54.1628	5.0	5.013	-0.102078105	-0.102198040	-0.000119934	-0.0753
515	51.6853	34.1664	60.6240	5.0	4.996	-0.115288844	-0.117225248	-0.001936404	-1.2151
516	63.3994	28.2195	60.8648	5.0	4.997	-0.119205808	-0.120183645	-0.000977837	-0.6136
517	51.3138	39.2130	57.8116	5.0	4.999	-0.114950889	-0.115864964	-0.000914075	-0.5736
518	65.3670	33.2008	49.5330	4.0	3.996	-0.133524837	-0.130010802	0.003514035	2.2051
519	65.1302	36.5068	59.5235	4.0	3.997	-0.134842940	-0.136313999	-0.001471059	-0.9231
520	62.2602	27.2287	55.9317	3.0	2.996	-0.155790205	-0.153439232	0.002350973	1.4753
521	60.6119	31.0203	63.3519	5.0	4.999	-0.118419702	-0.121515966	-0.003096264	-1.9429
522	51.7693	28.6632	50.8141	5.0	4.996	-0.096586308	-0.096558955	0.000027353	0.0172
523	63.7164	35.6861	59.9802	3.0	3.002	-0.152038010	-0.154712951	-0.002674940	-1.6786
524	56.4920	32.4307	47.2715	5.0	4.997	-0.114038345	-0.112445262	0.001593083	0.9997
525	56.2781	39.8814	54.4410	3.0	2.994	-0.169662732	-0.170610022	-0.000947290	-0.5944
526	56.0619	36.6566	47.5592	5.0	4.997	-0.109469286	-0.108796923	0.000672364	0.4219
527	53.7453	36.2845	51.7278	3.0	2.995	-0.138281205	-0.138965105	-0.000683900	-0.4292
528	62.9660	31.3046	49.1416	3.0	2.997	-0.151158513	-0.145328354	0.005830158	3.6585
529	61.6459	25.4139	53.7690	5.0	5.012	-0.123250382	-0.120838323	0.002412059	1.5136
530	50.2357	33.7438	50.8972	5.0	4.999	-0.098887377	-0.099243991	-0.000356614	-0.2238
531	65.8225	38.1707	54.7510	5.0	4.997	-0.130528444	-0.130370838	0.000157607	0.0989
532	51.3110	27.4132	53.8157	5.0	4.998	-0.093275974	-0.093620370	-0.000344396	-0.2161
533	56.8373	36.8483	62.4344	4.0	3.996	-0.141335647	-0.144283083	-0.002947436	-1.8495
534	51.0547	32.4004	53.6996	3.0	2.995	-0.113587603	-0.114250843	-0.000663241	-0.4162
535	62.9141	35.5831	49.2758	4.0	4.008	-0.139870889	-0.137717361	0.002153528	1.3514
536	52.6624	29.0685	56.5678	3.0	2.994	-0.109880904	-0.110938805	-0.001057901	-0.6638
537	59.3648	33.9840	62.2576	3.0	2.997	-0.149718413	-0.155044305	-0.005325892	-3.3420
538	56.4877	35.5886	48.1840	4.0	3.997	-0.121042984	-0.120009206	0.001033778	0.6487
539	64.8450	28.4799	49.0620	5.0	4.998	-0.115470094	-0.111880118	0.003589976	2.2527
540	50.0699	30.7355	55.4997	4.0	3.998	-0.099056628	-0.099621696	-0.000565068	-0.3546
