#     Step;   Iter;    t_Ener;    t_Grad;       Temp;             E_Pot;        Delta E;      RMS(Grad);      Max(Grad);    Max(Step)
        27;     10;     53.83;     33.37;           ;    -1075.29368949;    -0.00287231;        17.0665;       114.5875;     0.009847
        28;      9;     43.28;     26.43;           ;    -1075.31386050;    -0.02017101;        12.0681;        69.3035;     0.026104
        29;      8;     37.26;     26.44;           ;    -1075.31804624;    -0.00418574;        16.4910;       114.4062;     0.018961
        30;     10;     39.99;     25.29;           ;    -1075.33649154;    -0.01844530;        11.9973;       108.6934;     0.014058
        31;      9;     38.19;     24.85;           ;    -1075.33865856;    -0.00216703;        14.4380;       126.5126;     0.006781
        32;     11;     38.96;     24.58;           ;    -1075.35527034;    -0.01661178;        12.0905;        77.2843;     0.028202
        33;      9;     36.22;     24.79;           ;    -1075.35593710;    -0.00066676;        14.4853;        91.9849;     0.007082
        34;     10;     37.99;     24.40;           ;    -1075.37023469;    -0.01429760;         9.9973;        72.9532;     0.015000
        35;     11;     39.48;     23.93;           ;    -1075.37530943;    -0.00507474;        13.5820;       131.1633;     0.015781
        36;      9;     35.24;     24.65;           ;    -1075.38919164;    -0.01388221;         9.4507;        66.2825;     0.021354
        37;      9;     35.66;     23.98;           ;    -1075.39389343;    -0.00470179;        12.9182;       154.6320;     0.021730
        38;     11;     38.81;     24.68;           ;    -1075.40679869;    -0.01290526;         9.5513;        88.5873;     0.016502
        39;     10;     39.32;     25.31;           ;    -1075.40907002;    -0.00227134;        13.3048;       198.8038;     0.010412
        40;     10;     40.25;     24.49;           ;    -1075.42092299;    -0.01185297;         9.0656;        70.5652;     0.018997
        41;     10;     40.34;     24.47;           ;    -1075.42497339;    -0.00405039;        12.0312;       147.7527;     0.019463
        42;     10;     40.98;     24.75;           ;    -1075.43566421;    -0.01069082;         8.5410;        57.4129;     0.013531
        43;     10;     39.25;     24.22;           ;    -1075.43810406;    -0.00243986;        11.9070;       108.1744;     0.010270
        44;     10;     39.28;     24.97;           ;    -1075.44846008;    -0.01035602;         8.4563;        74.3514;     0.018959
        45;     10;     39.45;     24.52;           ;    -1075.45263235;    -0.00417227;        11.4829;        75.5826;     0.022113
        46;     10;     39.12;     24.48;           ;    -1075.46286211;    -0.01022976;         8.2449;        45.0390;     0.013713
        47;      9;     35.72;     24.74;           ;    -1075.46452601;    -0.00166390;        11.0289;        64.6049;     0.008213
        48;      9;     34.67;     24.45;           ;    -1075.47333633;    -0.00881032;         8.3988;        41.9205;     0.030829
        49;      8;     33.66;     24.62;           ;    -1075.47430036;    -0.00096403;        10.5312;        83.8868;     0.014657
        50;      9;     36.44;     23.90;           ;    -1075.48264986;    -0.00834951;         8.2848;        53.0180;     0.013379
        51;      9;     35.13;     24.67;           ;    -1075.48334416;    -0.00069430;        10.2995;        80.8171;     0.005134
        52;      9;     35.30;     24.34;           ;    -1075.49132050;    -0.00797634;         7.3762;        36.0120;     0.024863
        53;      9;     35.70;     24.73;           ;    -1075.49343531;    -0.00211481;        10.1564;        73.7613;     0.021312
        54;      9;     35.44;     24.97;           ;    -1075.50102163;    -0.00758632;         7.0887;        41.8000;     0.013155
        55;      9;     35.04;     24.49;           ;    -1075.50281994;    -0.00179831;         9.6650;        79.6186;     0.010286
        56;      9;     36.23;     24.29;           ;    -1075.50978839;    -0.00696845;         6.7958;        34.4035;     0.015776
        57;      9;     36.16;     24.01;           ;    -1075.51229469;    -0.00250631;         9.6062;        77.9386;     0.016689
        58;      9;     37.19;     24.09;           ;    -1075.51896487;    -0.00667018;         6.6625;        34.8271;     0.015719
        59;      9;     36.08;     23.99;           ;    -1075.52068357;    -0.00171870;         9.0579;        86.2475;     0.013005
        60;      9;     34.96;     24.18;           ;    -1075.52640022;    -0.00571664;         6.2783;        38.3296;     0.017218
        61;      9;     35.27;     24.33;           ;    -1075.52768295;    -0.00128273;         8.7245;        83.4299;     0.012929
        62;      9;     36.16;     24.09;           ;    -1075.53267813;    -0.00499518;         5.9812;        38.6321;     0.011999
        63;      9;     38.95;     24.53;           ;    -1075.53427986;    -0.00160173;         7.9003;        79.1755;     0.011626
        64;      7;     33.05;     24.04;           ;    -1075.53885090;    -0.00457104;         5.5470;        29.9031;     0.018748
        65;      7;     32.14;     24.15;           ;    -1075.53997062;    -0.00111972;         7.6914;        74.4506;     0.015023
        66;      9;     34.98;     24.18;           ;    -1075.54420017;    -0.00422955;         5.5922;        25.8945;     0.011972
        67;      9;     35.10;     24.63;           ;    -1075.54560115;    -0.00140098;         7.8857;        67.3414;     0.011900
        68;      6;     31.17;     24.66;           ;    -1075.54995840;    -0.00435725;         5.4873;        34.1683;     0.021853
        69;      8;     33.27;     24.62;           ;    -1075.55092877;    -0.00097037;         7.2996;        48.7852;     0.016396
        70;      8;     34.03;     24.83;           ;    -1075.55501402;    -0.00408525;         5.5034;        32.0062;     0.012213
        71;      8;     43.99;     25.80;           ;    -1075.55608091;    -0.00106688;         7.6060;        53.2587;     0.010271
        72;      7;     37.54;     25.37;           ;    -1075.56008782;    -0.00400691;         5.4884;        41.9022;     0.025346
        73;      7;     37.17;     25.61;           ;    -1075.56060286;    -0.00051504;         7.0515;        60.0982;     0.013052
        74;      8;     35.50;     24.73;           ;    -1075.56415213;    -0.00354928;         5.0776;        36.4349;     0.011237
        75;      7;     31.22;     24.04;           ;    -1075.56485171;    -0.00069957;         6.6321;        56.0965;     0.007670
        76;      9;     35.29;     24.47;           ;    -1075.56837430;    -0.00352259;         4.7109;        32.0482;     0.020421
        77;      9;     35.98;     24.58;           ;    -1075.56946969;    -0.00109539;         6.5399;        50.5734;     0.019506
        78;      9;     35.10;     24.34;           ;    -1075.57274214;    -0.00327245;         4.7537;        26.9296;     0.015039
        79;      8;     32.98;     24.58;           ;    -1075.57339221;    -0.00065007;         6.6475;        50.9342;     0.010350
        80;      9;     35.61;     24.25;           ;    -1075.57642143;    -0.00302922;         4.5776;        36.1051;     0.017785
        81;      9;     34.85;     24.33;           ;    -1075.57748809;    -0.00106666;         6.2023;        63.1609;     0.018589
        82;      9;     34.89;     24.35;           ;    -1075.58040838;    -0.00292029;         4.3998;        19.1052;     0.012363
        83;      9;     35.34;     24.19;           ;    -1075.58136050;    -0.00095212;         6.1485;        46.5983;     0.012188
        84;      9;     35.09;     24.36;           ;    -1075.58421922;    -0.00285872;         4.3302;        24.6694;     0.021174
        85;      9;     35.00;     24.38;           ;    -1075.58490946;    -0.00069024;         5.9840;        39.2908;     0.016848
        86;      9;     35.05;     23.93;           ;    -1075.58748501;    -0.00257555;         4.2113;        38.5373;     0.010282
        87;      8;     34.37;     24.55;           ;    -1075.58806981;    -0.00058480;         5.6692;        51.3490;     0.007806
        88;      7;     34.30;     54.09;           ;    -1075.59050186;    -0.00243205;         4.1350;        20.6281;     0.024787
        89;      7;     68.21;     42.60;           ;    -1075.59107991;    -0.00057805;         5.5685;        39.9686;     0.019639
        90;      9;     71.44;     41.56;           ;    -1075.59341837;    -0.00233846;         4.0825;        26.1466;     0.010363
        91;      7;     85.97;     42.38;           ;    -1075.59370785;    -0.00028949;         5.2769;        40.3612;     0.005132
        92;      9;     74.73;     41.53;           ;    -1075.59576551;    -0.00205766;         3.8164;        16.9123;     0.022119
        93;      9;     81.77;     46.93;           ;    -1075.59629712;    -0.00053161;         5.2449;        33.1411;     0.018539
        94;      9;     75.01;     41.73;           ;    -1075.59836912;    -0.00207200;         3.7669;        17.8319;     0.009765
        95;      9;     81.59;     48.34;           ;    -1075.59893447;    -0.00056535;         5.2227;        35.2835;     0.008484
        96;      9;     76.57;     42.42;           ;    -1075.60096383;    -0.00202936;         3.7050;        17.6198;     0.020015
        97;      9;     74.45;     48.34;           ;    -1075.60147796;    -0.00051414;         5.1637;        46.0477;     0.016450
        98;      9;     90.03;     41.86;           ;    -1075.60342084;    -0.00194288;         3.6941;        20.1089;     0.012234
        99;      9;     80.84;     43.76;           ;    -1075.60411774;    -0.00069689;         5.2476;        55.2173;     0.012898
       100;      7;     80.69;     41.12;           ;    -1075.60605363;    -0.00193590;         3.6537;        16.5682;     0.019214
       101;      7;     69.47;     43.64;           ;    -1075.60646370;    -0.00041007;         4.9985;        55.2878;     0.013842
       102;      7;     78.73;     46.03;           ;    -1075.60820455;    -0.00174085;         3.5100;        19.2777;     0.011717
       103;      9;     74.72;     42.63;           ;    -1075.60893163;    -0.00072707;         4.8510;        47.2620;     0.013985
       104;      9;     84.59;     46.19;           ;    -1075.61068257;    -0.00175094;         3.3675;        14.0252;     0.018875
       105;      9;     75.69;     41.11;           ;    -1075.61111363;    -0.00043106;         4.6469;        27.9633;     0.015168
       106;      7;     73.06;     54.60;           ;    -1075.61268152;    -0.00156790;         3.2467;        14.8826;     0.011306
       107;      9;     83.04;     46.76;           ;    -1075.61319278;    -0.00051126;         4.5220;        31.8531;     0.011144
       108;      8;     74.62;     49.80;           ;    -1075.61471348;    -0.00152070;         3.1856;        10.4835;     0.016205
       109;      7;     71.53;     42.25;           ;    -1075.61518606;    -0.00047257;         4.4855;        33.7922;     0.015432
       110;      8;     74.05;     48.31;           ;    -1075.61665919;    -0.00147313;         3.1632;        15.2071;     0.011283
       111;      8;     78.20;     43.16;           ;    -1075.61710471;    -0.00044552;         4.4429;        34.5135;     0.010580
       112;      7;     71.95;     44.92;           ;    -1075.61847830;    -0.00137359;         3.1501;        14.2225;     0.020289
       113;      7;     74.13;     43.48;           ;    -1075.61875644;    -0.00027814;         4.2602;        31.3993;     0.014224
       114;      7;     72.00;     41.88;           ;    -1075.62005136;    -0.00129492;         3.2070;        15.3206;     0.009536
       115;      7;     70.34;     50.61;           ;    -1075.62035446;    -0.00030310;         4.1148;        46.7151;     0.007338
       116;      9;     82.22;     47.35;           ;    -1075.62176856;    -0.00141410;         3.4639;        23.2435;     0.034378
       117;      5;     65.08;     41.51;           ;    -1075.62184304;    -0.00007448;         4.1836;        42.1030;     0.010182
       118;      7;     76.19;     45.46;           ;    -1075.62313751;    -0.00129448;         3.0721;        15.3436;     0.008515
       119;      7;     74.65;     43.73;           ;    -1075.62334630;    -0.00020879;         4.0936;        36.0878;     0.005087
       120;      8;     79.26;     43.38;           ;    -1075.62454731;    -0.00120101;         2.9036;        13.0918;     0.016659
       121;      8;     77.60;     43.17;           ;    -1075.62491143;    -0.00036411;         4.0351;        23.2130;     0.015634
       122;      5;     65.44;     48.67;           ;    -1075.62610542;    -0.00119400;         2.8076;        14.1929;     0.009844
       123;      7;     74.23;     49.53;           ;    -1075.62648581;    -0.00038038;         3.8977;        29.4982;     0.009556
       124;      7;     66.85;     43.98;           ;    -1075.62762593;    -0.00114012;         2.7600;        10.7950;     0.015538
       125;      7;     75.66;     43.68;           ;    -1075.62796591;    -0.00033998;         3.8823;        29.1266;     0.014374
       126;      7;     67.52;     42.65;           ;    -1075.62905512;    -0.00108921;         2.7255;        10.6620;     0.008343
       127;      7;     71.71;     49.83;           ;    -1075.62932310;    -0.00026799;         3.7315;        32.1743;     0.006686
       128;      7;     68.02;     46.93;           ;    -1075.63036661;    -0.00104351;         2.7332;        11.3408;     0.017034
       129;      7;     74.27;     46.05;           ;    -1075.63072073;    -0.00035411;         3.9031;        31.7399;     0.017507
       130;      7;     71.26;     43.44;           ;    -1075.63187261;    -0.00115189;         2.8340;        14.9692;     0.009550
       131;      7;     69.93;     44.48;           ;    -1075.63220533;    -0.00033272;         3.9529;        35.6664;     0.008601
       132;      9;     83.64;     44.67;           ;    -1075.63335269;    -0.00114736;         2.8976;        15.8104;     0.022576
       133;      7;     66.56;     43.56;           ;    -1075.63353310;    -0.00018041;         3.8605;        46.1262;     0.013511
       134;      7;     70.79;     44.78;           ;    -1075.63461990;    -0.00108679;         2.9147;        18.4816;     0.010503
       135;      7;     68.40;     43.27;           ;    -1075.63489462;    -0.00027472;         3.9454;        45.4857;     0.008580
       136;      9;     80.46;     45.45;           ;    -1075.63609780;    -0.00120318;         3.0576;        17.4592;     0.027648
       137;      7;     69.06;     47.22;           ;    -1075.63624615;    -0.00014835;         4.0128;        45.5000;     0.014216
       138;      7;     70.37;     47.68;           ;    -1075.63735599;    -0.00110984;         2.7652;        13.1420;     0.010618
       139;      7;     67.98;     43.45;           ;    -1075.63756030;    -0.00020430;         3.6092;        30.2358;     0.006924
       140;      7;     69.33;     48.01;           ;    -1075.63852422;    -0.00096393;         2.6013;        10.5356;     0.019901
       141;      5;     64.65;     42.93;           ;    -1075.63877494;    -0.00025072;         3.6285;        29.9152;     0.016804
       142;      7;     67.28;     49.37;           ;    -1075.63972047;    -0.00094553;         2.5573;        12.6379;     0.009532
       143;      7;     70.23;     46.91;           ;    -1075.63999298;    -0.00027251;         3.5824;        27.0562;     0.008539
       144;      5;     63.05;     43.56;           ;    -1075.64090975;    -0.00091676;         2.4990;        14.5264;     0.015632
       145;      7;     75.11;     47.33;           ;    -1075.64121357;    -0.00030382;         3.4538;        21.2990;     0.015653
       146;      7;     71.53;     43.45;           ;    -1075.64209145;    -0.00087788;         2.4800;        13.0254;     0.008305
       147;      7;     72.66;     47.65;           ;    -1075.64232861;    -0.00023715;         3.4769;        33.9430;     0.007149
       148;      8;     75.20;     43.79;           ;    -1075.64320701;    -0.00087840;         2.5699;        12.9455;     0.020932
       149;      8;     77.78;     46.53;           ;    -1075.64343533;    -0.00022832;         3.5690;        40.7024;     0.017827
       150;      7;     73.82;     47.65;           ;    -1075.64433281;    -0.00089749;         2.6785;        15.0100;     0.012321
       151;      7;     74.51;     48.25;           ;    -1075.64445924;    -0.00012643;         3.3655;        44.6209;     0.006662
       152;      9;     84.24;     44.06;           ;    -1075.64538405;    -0.00092481;         2.8100;        16.8150;     0.035652
       153;      8;     73.61;     42.22;           ;    -1075.64543636;    -0.00005231;         3.4021;        38.8263;     0.011477
       154;      7;     69.54;     48.66;           ;    -1075.64631349;    -0.00087713;         2.5038;        13.0972;     0.009199
       155;      7;     67.52;     44.80;           ;    -1075.64641280;    -0.00009931;         3.2263;        23.1892;     0.004330
       156;      5;     63.36;     45.00;           ;    -1075.64719653;    -0.00078373;         2.3613;         9.5114;     0.017215
       157;      7;     71.93;     46.77;           ;    -1075.64747709;    -0.00028056;         3.4133;        25.6796;     0.018374
       158;      8;     77.99;     43.56;           ;    -1075.64831410;    -0.00083700;         2.3464;         7.7636;     0.009932
       159;      8;     78.87;     47.87;           ;    -1075.64853314;    -0.00021904;         3.1937;        22.9862;     0.008290
       160;      5;     63.86;     45.34;           ;    -1075.64928913;    -0.00075599;         2.2303;         9.8693;     0.015605
       161;      5;     69.81;     46.46;           ;    -1075.64952176;    -0.00023264;         3.0945;        24.0305;     0.014771
       162;      7;     72.83;     44.13;           ;    -1075.65023232;    -0.00071056;         2.1650;         7.8683;     0.008611
       163;      7;     78.01;     49.31;           ;    -1075.65044152;    -0.00020920;         2.9925;        23.4401;     0.007846
       164;      8;     80.23;     44.20;           ;    -1075.65111932;    -0.00067779;         2.2001;        11.5720;     0.023049
       165;      6;     71.01;     44.51;           ;    -1075.65125138;    -0.00013207;         2.9330;        32.1234;     0.016019
       166;      7;     78.47;     43.96;           ;    -1075.65190771;    -0.00065632;         2.3119;        15.4624;     0.010696
       167;      5;     62.29;     45.60;           ;    -1075.65197677;    -0.00006906;         2.8817;        36.4733;     0.004768
       168;      6;     65.44;     45.74;           ;    -1075.65265750;    -0.00068073;         2.2988;        14.6134;     0.028396
       169;      8;     75.15;     45.03;           ;    -1075.65273613;    -0.00007863;         2.9608;        22.2587;     0.014133
       170;      7;     73.72;     42.68;           ;    -1075.65339736;    -0.00066123;         2.2009;        14.9983;     0.009738
       171;      5;     60.70;     47.20;           ;    -1075.65347039;    -0.00007303;         2.8297;        30.6148;     0.004524
       172;      8;     76.10;     44.25;           ;    -1075.65406409;    -0.00059370;         2.0359;         9.2140;     0.015421
       173;      8;     75.91;     49.28;           ;    -1075.65425087;    -0.00018678;         2.8610;        35.6561;     0.014905
       174;      7;     73.83;     43.44;           ;    -1075.65484946;    -0.00059859;         2.0272;         9.5561;     0.008601
       175;      7;     66.71;     43.82;           ;    -1075.65500982;    -0.00016036;         2.8185;        34.2838;     0.007303
       176;      7;     72.61;     48.40;           ;    -1075.65558998;    -0.00058016;         2.0272;         7.6454;     0.013845
       177;      7;     71.39;     47.46;           ;    -1075.65578145;    -0.00019146;         2.8776;        30.4583;     0.013799
       178;      7;     72.22;     43.13;           ;    -1075.65637029;    -0.00058884;         1.9849;         6.8417;     0.008822
       179;      7;     70.38;     45.61;           ;    -1075.65652803;    -0.00015774;         2.7221;        18.0186;     0.007570
       180;      7;     67.90;     44.73;           ;    -1075.65707635;    -0.00054831;         1.9237;         6.7427;     0.014900
       181;      7;     68.44;     48.31;           ;    -1075.65726877;    -0.00019243;         2.6494;        14.9874;     0.015653
       182;      5;     59.26;     43.38;           ;    -1075.65781093;    -0.00054216;         1.9573;         8.5239;     0.009034
       183;      5;     58.00;     43.29;           ;    -1075.65790666;    -0.00009572;         2.5935;        18.6210;     0.005711
       184;      8;     73.65;     44.14;           ;    -1075.65843807;    -0.00053142;         1.9996;         8.2303;     0.020817
       185;      8;     77.33;     42.99;           ;    -1075.65852622;    -0.00008815;         2.6619;        22.8424;     0.012907
       186;      7;     80.24;     43.38;           ;    -1075.65904872;    -0.00052250;         1.9565;         9.0140;     0.009676
       187;      7;     72.51;     43.79;           ;    -1075.65911811;    -0.00006940;         2.4932;        16.7291;     0.005057
       188;      8;     79.25;     44.56;           ;    -1075.65960818;    -0.00049007;         1.8661;         9.1497;     0.019918
       189;      6;     63.75;     47.67;           ;    -1075.65969479;    -0.00008661;         2.4651;        18.3772;     0.012852
       190;      7;     74.20;     47.99;           ;    -1075.66016810;    -0.00047331;         1.8267;         9.6851;     0.007679
       191;      7;     65.48;     43.07;           ;    -1075.66024331;    -0.00007521;         2.4311;        23.7783;     0.004505
       192;      7;     68.36;     43.89;           ;    -1075.66068575;    -0.00044244;         1.7656;         8.0538;     0.013923
       193;      7;     66.49;     40.87;           ;    -1075.66080347;    -0.00011772;         2.4543;        26.4051;     0.011877
       194;      7;     71.79;     43.49;           ;    -1075.66124197;    -0.00043850;         1.7253;         7.3044;     0.007020
       195;      7;     69.18;     42.87;           ;    -1075.66135405;    -0.00011207;         2.3905;        23.2390;     0.005799
       196;      8;     62.64;     42.50;           ;    -1075.66175493;    -0.00040088;         1.6492;         6.6439;     0.010426
       197;      7;     59.98;     44.10;           ;    -1075.66186350;    -0.00010857;         2.2754;        16.2912;     0.009003
       198;      5;     47.21;     41.75;           ;    -1075.66223661;    -0.00037310;         1.6186;         5.6964;     0.007473
       199;      5;     46.19;     42.36;           ;    -1075.66238753;    -0.00015093;         2.2913;        11.4899;     0.008641
       200;      7;     49.56;     41.14;           ;    -1075.66278063;    -0.00039309;         1.5871;         7.4717;     0.011552
       201;      5;     40.64;     27.14;           ;    -1075.66289838;    -0.00011775;         2.1726;        20.6607;     0.010681
       202;      7;     37.35;     26.61;           ;    -1075.66325126;    -0.00035288;         1.5416;         6.1515;     0.006408
       203;      6;     34.72;     24.78;           ;    -1075.66332172;    -0.00007045;         2.0919;        20.2741;     0.004450
       204;      7;     35.94;     24.41;           ;    -1075.66363987;    -0.00031816;         1.5085;         5.8606;     0.012446
       205;      7;     35.10;     24.62;           ;    -1075.66372601;    -0.00008614;         2.0790;        20.5101;     0.010744
       206;      7;     35.34;     24.40;           ;    -1075.66405112;    -0.00032510;         1.5088;         7.8418;     0.006333
       207;      7;     34.79;     24.42;           ;    -1075.66413966;    -0.00008855;         2.0785;        16.1033;     0.005452
       208;      7;     33.20;     24.54;           ;    -1075.66447325;    -0.00033359;         1.5132;         8.1800;     0.013118
       209;      7;     33.44;     24.50;           ;    -1075.66456124;    -0.00008799;         2.0986;        14.8141;     0.011125
       210;      7;     33.91;     25.14;           ;    -1075.66488438;    -0.00032314;         1.4955;         6.2738;     0.006417
       211;      5;     32.12;     24.36;           ;    -1075.66494524;    -0.00006086;         2.0134;        18.0936;     0.004256
       212;      7;     35.32;     24.55;           ;    -1075.66523365;    -0.00028841;         1.4362;         5.9031;     0.012009
       213;      7;     35.31;     24.63;           ;    -1075.66530481;    -0.00007116;         1.9511;        12.1224;     0.009697
       214;      8;     35.91;     24.96;           ;    -1075.66558838;    -0.00028357;         1.4317;         7.6896;     0.005863
       215;      5;     30.55;     24.95;           ;    -1075.66567140;    -0.00008302;         1.9812;        16.8345;     0.005313
       216;      8;     35.82;     24.44;           ;    -1075.66596510;    -0.00029370;         1.4458;         6.3175;     0.013126
       217;      8;     35.40;     24.94;           ;    -1075.66601794;    -0.00005284;         1.9468;        19.5693;     0.008450
       218;      5;     30.56;     24.68;           ;    -1075.66628890;    -0.00027096;         1.3626;         6.5542;     0.006154
       219;      5;     29.92;     23.96;           ;    -1075.66636391;    -0.00007501;         1.8613;        16.1621;     0.005358
       220;      7;     34.99;     24.10;           ;    -1075.66662337;    -0.00025947;         1.3549;         5.9670;     0.009915
       221;      7;     34.24;     24.49;           ;    -1075.66670629;    -0.00008292;         1.9344;        20.2615;     0.009672
       222;      7;     34.58;     24.83;           ;    -1075.66697462;    -0.00026833;         1.3669;         6.3483;     0.007143
       223;      5;     29.95;     24.23;           ;    -1075.66704748;    -0.00007285;         1.9027;        25.7091;     0.006128
       224;      7;     34.27;     24.08;           ;    -1075.66730624;    -0.00025877;         1.3602;         6.7704;     0.010353
       225;      7;     34.62;     24.37;           ;    -1075.66739050;    -0.00008426;         1.9128;        21.9279;     0.010187
       226;      7;     33.86;     25.01;           ;    -1075.66765476;    -0.00026426;         1.3569;         6.4579;     0.007766
       227;      7;     38.57;     24.69;           ;    -1075.66774060;    -0.00008584;         1.9065;        21.4543;     0.007632
       228;      7;     33.82;     26.10;           ;    -1075.66800276;    -0.00026216;         1.3359;         5.5548;     0.012044
       229;      5;     30.02;     25.05;           ;    -1075.66807698;    -0.00007423;         1.8588;        19.5469;     0.010855
       230;      7;     34.57;     25.58;           ;    -1075.66832400;    -0.00024701;         1.3148;         5.2938;     0.007500
       231;      7;     34.97;     24.74;           ;    -1075.66839734;    -0.00007334;         1.8576;        19.0311;     0.006968
       232;      7;     32.61;     25.23;           ;    -1075.66863526;    -0.00023793;         1.2824;         5.8540;     0.011999
       233;      5;     30.41;     25.21;           ;    -1075.66869963;    -0.00006436;         1.7566;        18.2903;     0.010320
       234;      7;     33.29;     25.09;           ;    -1075.66891816;    -0.00021854;         1.2528;         5.7332;     0.007559
       235;      6;     30.63;     24.94;           ;    -1075.66899137;    -0.00007321;         1.7623;        18.8842;     0.007566
       236;      7;     33.39;     27.76;           ;    -1075.66921522;    -0.00022384;         1.2795;         5.7857;     0.014681
       237;      5;     28.84;     25.01;           ;    -1075.66927639;    -0.00006118;         1.7748;        19.1307;     0.012787
       238;      6;     31.54;     25.15;           ;    -1075.66949901;    -0.00022262;         1.2804;         7.3241;     0.006062
       239;      5;     28.81;     24.43;           ;    -1075.66954032;    -0.00004131;         1.7051;        16.6611;     0.003965
       240;      6;     32.13;     24.71;           ;    -1075.66975576;    -0.00021544;         1.2754;         6.3116;     0.016197
       241;      7;     36.85;     24.25;           ;    -1075.66982196;    -0.00006621;         1.7896;        18.3800;     0.015454
       242;      6;     31.61;     24.49;           ;    -1075.67005684;    -0.00023488;         1.3075;         5.2832;     0.007768
       243;      6;     31.09;     24.78;           ;    -1075.67010689;    -0.00005005;         1.7896;        16.6009;     0.005620
       244;      5;     30.16;     25.57;           ;    -1075.67033378;    -0.00022689;         1.2690;         6.1615;     0.017197
       245;      5;     29.09;     24.95;           ;    -1075.67038838;    -0.00005460;         1.7386;        14.9212;     0.013692
       246;      5;     31.99;     25.34;           ;    -1075.67060235;    -0.00021397;         1.2564;         4.9827;     0.008749
       247;      5;     30.25;     25.35;           ;    -1075.67066903;    -0.00006668;         1.7767;        14.4301;     0.008316
       248;      8;     35.37;     24.22;           ;    -1075.67089705;    -0.00022802;         1.2709;         4.9661;     0.017675
       249;      8;     35.06;     24.21;           ;    -1075.67097347;    -0.00007642;         1.7723;        12.5867;     0.017923
       250;      5;     30.38;     23.86;           ;    -1075.67120557;    -0.00023210;         1.2691;         6.1130;     0.009574
       251;      5;     29.91;     24.23;           ;    -1075.67126567;    -0.00006010;         1.7562;        13.5288;     0.007908
       252;      5;     31.00;     24.59;           ;    -1075.67149188;    -0.00022621;         1.3193;         7.2526;     0.020983
       253;      5;     31.13;     23.81;           ;    -1075.67154766;    -0.00005578;         1.8595;        18.7687;     0.017140
       254;      7;     33.01;     24.44;           ;    -1075.67178858;    -0.00024092;         1.3378;         7.0530;     0.007720
       255;      6;     33.77;     24.36;           ;    -1075.67185156;    -0.00006298;         1.8193;        16.3423;     0.006562
       256;      6;     32.90;     24.00;           ;    -1075.67209450;    -0.00024293;         1.3578;         7.3305;     0.025973
       257;      4;     29.59;     24.36;           ;    -1075.67213852;    -0.00004403;         1.8432;        18.7935;     0.017235
