idx	x	y	z	shell	standoff	nx	ny	nz
611	64.1629	27.1273	57.5110	4.0	3.999	0.4206	-0.8201	0.3879
612	55.1501	32.2273	48.8110	4.0	4.008	-0.1881	-0.2760	-0.9426
613	63.3325	38.2273	52.9703	4.0	3.999	0.5036	0.6748	-0.5394
614	62.1325	29.0277	48.8110	4.0	3.999	0.1369	-0.5598	-0.8172
615	67.0105	33.4273	55.1110	4.0	4.000	0.9358	0.3367	-0.1045
616	62.1325	38.8273	60.5817	4.0	3.999	0.3213	0.5879	0.7424
617	61.5325	26.5273	53.2410	4.0	3.999	0.0457	-0.9810	-0.1886
618	57.6325	42.0678	57.8110	4.0	4.000	-0.2398	0.9382	0.2493
619	54.6325	28.2209	59.9110	4.0	3.999	-0.4213	-0.6106	0.6706
620	53.4325	34.0273	60.9508	4.0	3.999	-0.5928	-0.3624	0.7192
621	53.5609	36.4273	61.4110	4.0	3.999	-0.5794	0.1298	0.8047
622	52.5983	38.8273	55.1110	4.0	3.999	-0.7674	0.5186	-0.3771
623	66.2393	30.1273	58.4110	4.0	3.999	0.7996	-0.2733	0.5348
624	57.9325	33.1273	63.3524	4.0	4.000	-0.0409	-0.0772	0.9962
625	55.2325	41.1058	57.5110	4.0	4.000	-0.3176	0.9410	0.1171
626	62.9560	40.0273	58.4110	4.0	3.999	0.7270	0.6116	0.3121
627	59.7325	32.8273	63.1358	4.0	4.000	0.2871	-0.1845	0.9400
628	57.3325	42.0061	55.4110	4.0	4.000	-0.2970	0.9250	-0.2368
629	53.4325	28.6273	51.1374	4.0	3.999	-0.3801	-0.6985	-0.6063
630	59.1325	40.9621	60.2110	4.0	4.000	0.0314	0.7746	0.6317
631	63.8321	27.1273	52.7110	4.0	3.998	0.4035	-0.9107	-0.0880
632	51.3325	31.3273	58.6490	4.0	3.999	-0.6825	-0.1365	0.7180
633	58.2325	28.3273	60.6365	4.0	3.999	-0.1920	-0.5843	0.7885
634	50.4325	29.8512	54.5110	4.0	3.999	-0.8948	-0.4285	-0.1251
635	62.4325	27.1273	58.6074	4.0	3.999	0.1530	-0.7978	0.5831
636	55.2325	26.8273	53.9368	4.0	3.999	-0.3017	-0.8589	-0.4139
637	62.7325	40.7640	56.6110	4.0	3.999	0.7081	0.7060	-0.0121
638	53.7325	30.1419	60.5110	4.0	4.000	-0.6395	-0.3020	0.7070
639	56.3375	41.5273	55.1110	4.0	3.999	-0.4037	0.8667	-0.2931
640	61.2325	41.4314	58.4110	4.0	3.999	0.4130	0.8322	0.3701
641	56.4325	26.8849	53.3110	4.0	4.000	-0.1651	-0.9075	-0.3863
642	57.0325	37.6273	62.2316	4.0	4.000	0.0079	0.2966	0.9550
643	59.0317	28.0273	50.6110	4.0	3.999	-0.4149	-0.7758	-0.4753
644	52.6186	35.2273	60.5110	4.0	3.999	-0.7718	-0.1426	0.6197
645	58.2325	37.3273	49.0209	4.0	3.999	0.1986	0.5395	-0.8182
646	55.5325	32.8273	62.5658	4.0	4.000	-0.4733	-0.1295	0.8713
647	55.5325	30.1273	61.4628	4.0	4.000	-0.2919	-0.3012	0.9078
648	59.4325	35.2273	48.0894	4.0	4.000	-0.0801	0.2838	-0.9555
649	63.6783	28.0273	50.3110	4.0	3.999	0.4641	-0.7147	-0.5233
650	57.6325	41.3198	53.6110	4.0	3.999	-0.2454	0.7838	-0.5705
651	53.4325	27.3677	56.6110	4.0	3.999	-0.6499	-0.7584	0.0506
652	52.5115	32.8273	59.6110	4.0	4.000	-0.4671	0.1524	0.8710
653	57.0325	39.8812	60.8110	4.0	3.999	-0.0665	0.6151	0.7856
654	55.8325	38.5273	61.7299	4.0	4.000	-0.2114	0.5127	0.8321
655	56.4325	35.8304	62.6110	4.0	4.000	-0.3095	0.3607	0.8798
656	61.8325	29.2273	60.6269	4.0	3.999	0.4231	-0.4129	0.8065
657	50.7702	33.4273	57.8110	4.0	4.000	-0.8472	0.2067	0.4893
658	58.8325	37.6273	62.2530	4.0	4.000	0.1047	0.3425	0.9337
659	60.9067	40.9273	59.6110	4.0	3.999	0.3503	0.7489	0.5625
660	63.6385	33.7273	48.5110	4.0	4.000	0.3996	0.2631	-0.8781
661	51.9325	37.0273	54.7747	4.0	3.999	-0.8816	0.1947	-0.4301
662	50.8419	29.5273	56.6110	4.0	3.999	-0.7843	-0.5363	0.3119
663	61.5325	26.9030	51.5110	4.0	4.000	0.0259	-0.9510	-0.3083
664	51.1794	33.4273	51.2110	4.0	3.999	-0.7722	0.1910	-0.6060
665	52.8325	28.1890	52.4110	4.0	3.999	-0.5350	-0.7504	-0.3883
666	55.8325	26.6082	58.4110	4.0	4.000	-0.1872	-0.8958	0.4032
667	58.5325	26.9098	53.0110	4.0	4.000	-0.0318	-0.8828	-0.4687
668	53.1325	27.3639	55.1110	4.0	4.000	-0.3383	-0.9406	-0.0294
669	63.3325	39.8821	55.4110	4.0	3.999	0.8162	0.5514	-0.1726
670	65.5440	35.2273	59.0110	4.0	4.000	0.9150	-0.0370	0.4018
671	65.1325	31.9273	49.1654	4.0	3.999	0.6754	-0.0052	-0.7374
672	64.9274	35.2273	50.3110	4.0	3.999	0.6193	0.5891	-0.5190
673	50.0564	33.7273	55.1110	4.0	4.000	-0.9475	0.3165	0.0459
674	63.3325	36.7273	50.6633	4.0	3.999	0.4782	0.7397	-0.4734
675	65.1325	37.6273	58.4900	4.0	3.998	0.8603	0.4216	0.2865
676	64.2325	31.3273	48.5973	4.0	4.000	0.4691	-0.1159	-0.8755
677	53.1389	35.8273	50.3110	4.0	4.000	-0.7639	0.2800	-0.5815
678	54.6325	36.4273	62.0359	4.0	4.000	-0.4313	0.0788	0.8988
679	52.1407	38.5273	58.1110	4.0	4.000	-0.8358	0.5016	0.2232
680	60.0325	31.3273	48.1006	4.0	4.000	-0.2997	-0.1131	-0.9473
681	51.9325	30.3173	50.9110	4.0	3.998	-0.6489	-0.4698	-0.5986
682	55.8325	27.6600	59.9110	4.0	3.999	-0.2401	-0.7543	0.6111
683	62.1325	27.5391	50.3110	4.0	3.999	0.1368	-0.8369	-0.5300
684	57.6325	38.8273	50.3409	4.0	3.999	0.0285	0.7875	-0.6156
685	55.8325	34.0273	62.7981	4.0	4.000	-0.4250	0.0322	0.9046
686	57.0325	34.0273	47.9621	4.0	4.000	-0.0024	-0.0711	-0.9975
687	63.5561	26.5273	54.8110	4.0	3.999	0.3581	-0.9278	-0.1051
688	54.0325	40.4951	56.0110	4.0	3.999	-0.5300	0.8228	-0.2049
689	51.9325	35.5273	51.5433	4.0	3.999	-0.6543	0.5215	-0.5476
690	51.9325	36.5663	53.6110	4.0	3.999	-0.6878	0.7185	-0.1028
691	64.4435	38.8273	56.3110	4.0	3.999	0.6924	0.7013	-0.1695
692	61.0876	37.6273	49.7110	4.0	3.998	0.2182	0.6386	-0.7380
693	57.3325	32.2273	63.1043	4.0	4.000	-0.2025	-0.2932	0.9344
694	57.6325	36.7273	48.6063	4.0	4.000	0.0563	0.4552	-0.8886
695	53.4325	38.8986	53.9110	4.0	3.999	-0.6640	0.5241	-0.5334
696	51.0325	31.9273	51.3650	4.0	3.999	-0.8427	-0.0832	-0.5319
697	59.9180	40.3273	52.4110	4.0	3.998	0.1803	0.6691	-0.7209
698	61.5325	31.0273	61.9019	4.0	4.000	0.1470	-0.4929	0.8576
699	55.2325	40.3273	54.1952	4.0	4.000	-0.3239	0.8250	-0.4630
700	60.0325	29.2273	48.8920	4.0	3.999	-0.2438	-0.5478	-0.8003
701	66.4385	32.8273	50.9110	4.0	4.000	0.9028	0.1048	-0.4172
702	51.3325	29.3921	52.7110	4.0	3.998	-0.6877	-0.5487	-0.4755
703	55.2325	40.0485	60.2110	4.0	4.000	-0.3169	0.7348	0.5998
704	54.1171	36.1273	49.4110	4.0	3.999	-0.6402	0.3305	-0.6935
705	51.4924	37.0273	56.3110	4.0	4.000	-0.9772	0.1871	-0.1001
706	65.6169	37.0273	56.9110	4.0	4.000	0.9303	0.3667	0.0003
707	52.2325	38.8623	56.6110	4.0	3.999	-0.8573	0.5128	-0.0456
708	62.3558	32.5273	47.9110	4.0	3.998	0.1343	0.0489	-0.9897
709	60.6325	28.2002	60.5110	4.0	3.999	0.1934	-0.5784	0.7925
710	64.5325	29.1286	59.6110	4.0	3.999	0.4784	-0.4753	0.7384
711	54.6325	26.5419	56.6110	4.0	4.000	-0.4729	-0.8747	0.1061
712	52.2325	37.3273	59.6648	4.0	3.999	-0.8157	0.2938	0.4983
713	57.0325	41.5273	58.8391	4.0	3.998	-0.2918	0.8642	0.4098
714	55.8325	39.3351	51.8110	4.0	4.000	-0.3207	0.9089	-0.2666
715	55.8091	33.4273	48.2110	4.0	3.999	-0.2362	-0.1885	-0.9532
716	59.4325	26.6295	59.0110	4.0	4.000	0.0435	-0.8768	0.4788
717	66.6325	34.0310	56.9110	4.0	4.000	0.9012	0.3803	0.2078
718	66.2423	28.6273	56.6110	4.0	3.999	0.7929	-0.5856	0.1682
719	58.2325	40.3273	60.8001	4.0	4.000	-0.0782	0.6084	0.7897
720	60.0586	26.2273	54.8110	4.0	3.999	0.1011	-0.9552	-0.2780
721	63.3325	34.6801	48.8110	4.0	3.999	0.3504	0.4832	-0.8024
722	59.4325	28.9273	61.1163	4.0	4.000	-0.0206	-0.4582	0.8886
723	58.2325	26.3473	58.1110	4.0	4.000	-0.1903	-0.9341	0.3022
724	50.0565	31.0273	56.0110	4.0	4.000	-0.9466	-0.2526	0.2001
725	60.9325	26.2192	55.7110	4.0	4.000	-0.0219	-0.9938	-0.1092
726	64.5325	36.5772	51.8110	4.0	3.999	0.5823	0.7658	-0.2729
727	67.0792	32.5273	56.9110	4.0	4.000	0.9590	0.1099	0.2610
728	60.6325	26.3837	58.1110	4.0	4.000	0.2706	-0.8952	0.3542
729	55.3119	38.5273	50.6110	4.0	3.999	-0.4248	0.7617	-0.4892
730	52.8325	34.6273	50.0677	4.0	3.999	-0.4928	0.2957	-0.8183
731	50.4921	34.0273	53.0110	4.0	4.000	-0.9314	0.2440	-0.2701
732	63.5849	29.2273	49.1110	4.0	3.999	0.3564	-0.5540	-0.7524
733	56.7325	25.9890	56.3110	4.0	4.000	-0.0111	-0.9987	0.0496
734	50.3029	33.7273	56.6110	4.0	4.000	-0.9283	0.2635	0.2622
735	65.4325	28.0568	57.5110	4.0	4.000	0.6915	-0.6411	0.3329
736	53.7325	27.9508	58.7110	4.0	3.999	-0.6456	-0.5852	0.4907
737	59.7325	31.6273	62.7875	4.0	4.000	0.2888	-0.3468	0.8924
738	65.4325	28.5096	51.8110	4.0	3.999	0.7202	-0.6480	-0.2478
739	55.8325	26.1069	56.0110	4.0	4.000	-0.2416	-0.9681	-0.0663
740	53.4325	34.0273	49.5021	4.0	4.000	-0.4307	0.2391	-0.8702
741	63.4894	33.4273	61.7110	4.0	3.999	0.5556	-0.1039	0.8249
742	57.2335	28.6273	50.6110	4.0	3.998	0.2224	-0.7118	-0.6662
743	61.5325	34.6273	48.2979	4.0	4.000	0.3628	0.3339	-0.8700
744	53.8958	32.8273	49.1110	4.0	3.998	-0.3742	0.0779	-0.9241
745	62.1325	31.0273	47.9717	4.0	4.000	0.1354	-0.2223	-0.9655
746	61.5325	41.4355	55.1110	4.0	3.999	0.4607	0.8562	-0.2337
747	59.7325	25.9655	56.9110	4.0	4.000	0.0426	-0.9910	0.1269
748	58.8325	41.5273	53.6818	4.0	3.999	0.0164	0.8577	-0.5139
749	57.0325	29.9445	61.7110	4.0	3.999	-0.2003	-0.6694	0.7154
750	55.2325	31.6273	61.9645	4.0	4.001	-0.5082	-0.3808	0.7725
751	54.3516	34.0273	61.7110	4.0	4.000	-0.5021	0.0150	0.8647
752	61.2325	32.9670	47.9110	4.0	3.998	-0.0838	0.1043	-0.9910
753	61.8325	34.3273	62.6439	4.0	4.000	0.3306	-0.0367	0.9430
754	64.8325	27.1031	55.7110	4.0	4.000	0.5239	-0.8498	0.0583
755	58.8325	26.2273	54.7485	4.0	3.999	-0.0719	-0.9411	-0.3304
756	51.4402	35.5273	58.1110	4.0	4.000	-0.9845	-0.0313	0.1728
757	63.0325	34.3273	62.1042	4.0	4.000	0.5300	-0.0357	0.8473
758	66.4377	30.7273	51.2110	4.0	4.000	0.8706	-0.2735	-0.4090
759	60.6116	30.1273	61.4110	4.0	4.003	0.1979	-0.2456	0.9489
760	54.0325	40.4718	58.1110	4.0	3.999	-0.4847	0.8439	0.2299
761	52.5325	30.1273	59.1662	4.0	3.999	-0.6474	-0.3751	0.6635
762	58.8325	38.9384	50.9110	4.0	3.999	0.3144	0.8417	-0.4390
763	57.0325	31.9273	48.5036	4.0	4.000	-0.0025	-0.4774	-0.8787
764	55.8325	37.6273	49.4019	4.0	4.000	-0.2648	0.6175	-0.7407
765	56.4325	31.3273	62.4913	4.0	3.999	-0.3158	-0.4605	0.8296
766	63.6325	27.3421	51.5110	4.0	4.000	0.4051	-0.8620	-0.3049
767	63.3325	28.0273	59.4031	4.0	3.999	0.3224	-0.6419	0.6957
768	66.3325	29.4444	52.7110	4.0	3.999	0.8874	-0.4386	-0.1418
769	56.1325	30.1273	49.3999	4.0	4.000	0.0611	-0.4545	-0.8886
770	57.9325	39.7273	51.9496	4.0	3.999	-0.1859	0.5517	-0.8130
771	49.8658	31.9273	54.5110	4.0	4.000	-0.9882	-0.0851	-0.1273
772	63.7699	36.4273	61.1110	4.0	3.999	0.6006	0.2155	0.7700
773	56.1325	27.3937	52.1110	4.0	4.000	0.0572	-0.8968	-0.4387
774	50.2736	31.6273	53.0110	4.0	4.000	-0.8989	-0.1425	-0.4144
775	66.5647	34.0273	52.1110	4.0	4.000	0.9124	0.3218	-0.2528
776	58.8325	42.1273	58.0882	4.0	3.999	0.0306	0.9516	0.3058
777	65.1642	31.0273	59.9110	4.0	4.000	0.5830	-0.1624	0.7961
778	65.7992	29.2273	58.4110	4.0	3.999	0.7581	-0.4263	0.4935
779	60.0325	41.8273	58.5465	4.0	3.998	0.2514	0.8974	0.3626
780	60.3325	38.1621	61.7110	4.0	3.999	0.2468	0.2266	0.9422
781	54.6325	30.1273	61.1031	4.0	4.000	-0.4141	-0.2510	0.8749
782	53.4325	31.3273	60.5088	4.0	4.000	-0.6417	-0.0746	0.7633
783	57.0325	27.8401	51.5110	4.0	3.999	0.2247	-0.8321	-0.5071
784	58.5325	35.8273	62.9647	4.0	4.000	0.0689	0.4166	0.9065
785	57.9325	33.4273	48.0731	4.0	4.000	0.1715	-0.1282	-0.9768
786	52.8325	37.0273	52.0490	4.0	3.999	-0.8323	0.4842	-0.2697
787	60.9325	26.3995	53.9110	4.0	4.000	-0.0600	-0.9947	-0.0830
788	59.7325	38.1810	50.0110	4.0	4.000	-0.0174	0.7744	-0.6325
789	63.1354	31.3273	61.4110	4.0	3.999	0.4945	-0.4397	0.7498
790	60.4295	34.6273	62.9110	4.0	4.015	0.1440	0.1479	0.9785
791	51.0889	35.2273	56.6110	4.0	3.999	-0.7451	0.6156	0.2567
792	57.9325	34.3273	63.3469	4.0	4.000	-0.0407	0.0863	0.9954
793	65.0146	36.7273	59.6110	4.0	3.999	0.8441	0.2557	0.4712
794	58.8325	30.4597	62.3110	4.0	3.999	0.0670	-0.5646	0.8226
795	65.9048	35.2273	57.5110	4.0	4.000	0.9518	0.0071	0.3066
796	55.2325	40.8479	58.7110	4.0	4.000	-0.2674	0.9205	0.2849
797	64.5325	29.8273	59.9895	4.0	3.999	0.5138	-0.3666	0.7756
798	55.7681	39.7273	53.0110	4.0	3.999	-0.4011	0.7363	-0.5450
799	63.3325	37.3273	61.0603	4.0	3.999	0.4798	0.4311	0.7641
800	52.9082	29.5273	50.6110	4.0	3.999	-0.4878	-0.5787	-0.6535
801	57.0325	26.2273	57.7704	4.0	3.999	-0.0111	-0.9408	0.3389
802	62.4325	38.0451	61.1110	4.0	3.999	0.3058	0.5535	0.7746
803	54.9325	28.2719	50.9110	4.0	3.999	-0.1599	-0.7523	-0.6391
804	66.7991	30.4273	53.3110	4.0	4.000	0.9648	-0.2630	0.0039
805	55.8325	28.3273	50.7099	4.0	3.999	0.0036	-0.7301	-0.6833
806	58.5325	42.0398	54.8110	4.0	4.000	-0.0234	0.9371	-0.3482
807	56.1325	39.4273	61.1523	4.0	4.000	-0.1029	0.6822	0.7238
808	51.0325	29.9214	57.5110	4.0	3.998	-0.7930	-0.4283	0.4333
809	62.3243	38.8273	52.7110	4.0	3.999	0.6078	0.3564	-0.7096
810	64.8010	28.6273	59.0110	4.0	3.999	0.5798	-0.5769	0.5753
811	57.3325	26.6393	53.6110	4.0	4.000	0.0380	-0.9028	-0.4283
812	53.4325	36.8389	50.6110	4.0	3.998	-0.7376	0.4654	-0.4893
813	62.2885	40.0273	53.6110	4.0	3.999	0.6136	0.6115	-0.4996
814	58.2325	39.1273	61.5587	4.0	4.000	-0.0785	0.4460	0.8916
815	52.8325	37.0273	60.6171	4.0	3.999	-0.7133	0.1901	0.6746
816	64.5733	35.8273	60.5110	4.0	4.000	0.7641	0.1078	0.6361
817	61.8325	32.5273	62.3568	4.0	4.000	0.2817	-0.1863	0.9413
818	65.9141	35.5273	53.0110	4.0	3.999	0.7906	0.6020	-0.1119
819	50.7954	35.2273	54.8110	4.0	4.000	-0.7996	0.5980	-0.0552
820	63.6325	35.5273	49.5602	4.0	3.999	0.3590	0.6087	-0.7075
821	51.6325	33.7273	58.7291	4.0	4.000	-0.6807	0.3177	0.6600
822	57.9325	30.7273	49.0345	4.0	4.000	-0.2286	-0.5144	-0.8265
823	63.6325	38.9465	59.3110	4.0	3.999	0.5421	0.7322	0.4123
824	51.8578	28.6273	53.0110	4.0	3.999	-0.6233	-0.6612	-0.4175
825	66.8901	30.4273	57.2110	4.0	4.000	0.9092	-0.2566	0.3279
826	61.5325	39.7273	60.3996	4.0	3.999	0.5070	0.5432	0.6692
827	61.8325	26.2273	56.2322	4.0	3.998	-0.0185	-0.9936	0.1117
828	65.7325	28.0273	54.3772	4.0	3.998	0.6951	-0.7002	-0.1630
829	52.3404	31.6273	50.0110	4.0	3.999	-0.5851	-0.1365	-0.7994
830	61.8325	27.7273	59.4696	4.0	3.999	0.4395	-0.6711	0.5970
831	60.6325	36.4273	48.6607	4.0	3.999	0.1527	0.4608	-0.8743
832	67.0736	30.1273	55.4110	4.0	4.000	0.9499	-0.3126	0.0032
833	67.2029	31.9273	54.5110	4.0	4.000	0.9766	0.0135	-0.2145
834	54.3325	27.2158	53.3110	4.0	4.000	-0.2203	-0.9468	-0.2346
835	52.5325	36.1273	51.5157	4.0	4.000	-0.5834	0.6151	-0.5303
836	61.5325	38.5530	51.2110	4.0	4.000	0.3857	0.8117	-0.4386
837	67.0344	32.5273	53.0110	4.0	4.000	0.9940	0.1036	-0.0349
838	60.3777	27.4273	59.9110	4.0	3.999	0.2167	-0.7327	0.6452
839	60.0325	28.3273	49.6242	4.0	3.999	-0.3042	-0.6586	-0.6883
840	52.7384	39.1273	58.7110	4.0	3.999	-0.7033	0.6238	0.3409
841	64.5325	31.6273	60.3991	4.0	4.000	0.5616	-0.2016	0.8025
842	51.8328	35.5273	59.3110	4.0	4.000	-0.9200	-0.0315	0.3907
843	53.4325	27.4783	53.6110	4.0	4.000	-0.3822	-0.9066	-0.1790
844	59.7325	35.8273	47.2169	5.0	5.000	0.0288	0.3332	-0.9424
845	57.3325	32.8273	64.2623	5.0	5.000	-0.1721	-0.1567	0.9725
846	66.9502	27.7273	55.7110	5.0	5.000	0.7869	-0.6152	0.0480
847	49.8325	29.2273	53.4655	5.0	4.998	-0.8545	-0.4560	-0.2488
848	59.1325	43.2127	57.8110	5.0	5.000	0.0260	0.9857	0.1663
849	50.6643	37.6273	58.1110	5.0	5.000	-0.9492	0.2487	0.1930
850	65.9367	36.4273	60.2110	5.0	5.000	0.8299	0.1600	0.5344
851	57.9325	25.2606	57.8110	5.0	5.000	-0.2049	-0.9463	0.2500
852	60.6325	26.8273	49.6375	5.0	4.999	-0.1180	-0.8364	-0.5353
853	66.9325	35.4308	51.8110	5.0	4.999	0.8380	0.4985	-0.2219
854	52.1935	36.1273	50.0110	5.0	5.000	-0.7386	0.3742	-0.5607
855	63.6325	29.8273	61.5688	5.0	5.000	0.3115	-0.3272	0.8921
856	52.6678	29.2273	60.5110	5.0	4.999	-0.6820	-0.3498	0.6422
857	56.7325	39.4273	62.4583	5.0	4.999	-0.0389	0.5664	0.8232
858	57.0325	40.8965	51.8110	5.0	5.000	-0.2610	0.6118	-0.7467
859	54.6325	30.7273	48.1583	5.0	5.000	-0.1792	-0.3034	-0.9359
860	63.0768	40.6273	53.3110	5.0	5.000	0.6676	0.5712	-0.4775
861	65.1325	30.7273	48.0895	5.0	4.999	0.5693	-0.1859	-0.8008
862	55.5325	26.0434	53.0110	5.0	5.006	-0.1059	-0.9392	-0.3265
863	60.6325	36.4273	63.5696	5.0	5.000	0.0995	0.2820	0.9542
864	54.0325	41.6917	56.3110	5.0	5.000	-0.4074	0.9037	-0.1318
865	68.1325	32.7575	56.6110	5.0	4.999	0.9669	0.1868	0.1737
866	62.4325	25.3529	54.2110	5.0	5.000	0.0760	-0.9708	-0.2274
867	49.1023	34.0273	55.1110	5.0	5.000	-0.9635	0.2676	-0.0096
868	52.3889	34.0273	61.4110	5.0	4.999	-0.6771	-0.2527	0.6912
869	62.7325	40.5688	60.2110	5.0	4.999	0.5706	0.5688	0.5924
870	57.6325	28.5120	62.0110	5.0	4.999	0.0905	-0.4506	0.8881
871	63.3325	37.3057	49.4110	5.0	5.000	0.5988	0.5194	-0.6097
872	67.8325	30.7273	52.3471	5.0	4.999	0.9745	-0.1891	-0.1210
873	59.3442	31.0273	47.3110	5.0	4.999	-0.3433	-0.1413	-0.9285
874	50.7325	31.6273	50.1468	5.0	4.999	-0.7600	-0.1611	-0.6296
875	63.0325	26.1247	58.7110	5.0	5.000	0.1798	-0.8735	0.4524
876	64.8325	27.1273	50.7325	5.0	4.999	0.4820	-0.7806	-0.3979
877	65.9818	38.5273	56.6110	5.0	5.000	0.8633	0.4956	-0.0952
878	51.9479	39.1273	54.2110	5.0	5.000	-0.7596	0.4731	-0.4462
879	53.2855	26.2273	56.9110	5.0	4.999	-0.6013	-0.7938	0.0915
880	55.8325	37.9273	48.3438	5.0	4.999	-0.2188	0.5607	-0.7986
881	50.2221	32.2273	59.0110	5.0	4.999	-0.7606	-0.0196	0.6489
882	66.3325	32.5523	60.2110	5.0	4.999	0.6760	0.1379	0.7239
883	53.4854	40.6273	59.9110	5.0	4.999	-0.4976	0.7560	0.4253
884	63.0325	33.1273	63.1073	5.0	5.000	0.4152	-0.2061	0.8861
885	52.5325	28.4672	50.3110	5.0	4.999	-0.4509	-0.6226	-0.6396
886	60.0325	42.4273	53.4422	5.0	4.999	0.2005	0.8565	-0.4756
887	59.4325	41.5273	61.0445	5.0	4.999	0.0710	0.6960	0.7145
888	63.0325	33.4273	47.1447	5.0	5.000	0.2069	0.1807	-0.9615
889	56.1325	34.0273	47.0506	5.0	5.000	-0.1463	-0.0111	-0.9892
890	60.0325	39.2015	49.7110	5.0	5.000	0.0816	0.8229	-0.5622
891	58.8325	26.0902	52.4110	5.0	5.000	0.0164	-0.8753	-0.4833
892	56.4325	28.0273	49.6201	5.0	4.999	0.0966	-0.6507	-0.7532
893	55.8325	36.4273	63.4253	5.0	5.000	-0.1781	0.1114	0.9777
894	63.0325	41.8230	56.9110	5.0	5.000	0.6116	0.7904	0.0351
895	50.7325	28.3273	57.3142	5.0	4.999	-0.6779	-0.6057	0.4166
896	54.3325	31.3273	62.4934	5.0	4.999	-0.5495	-0.3616	0.7532
897	60.1237	30.4273	63.2110	5.0	4.999	0.2844	-0.4761	0.8321
898	65.7325	28.4677	59.6110	5.0	4.999	0.6348	-0.5008	0.5885
899	65.4325	34.6999	48.8110	5.0	4.999	0.6188	0.4063	-0.6723
900	54.1050	39.1273	50.6110	5.0	4.999	-0.5616	0.7105	-0.4240
901	54.9325	26.8273	60.1310	5.0	5.000	-0.3009	-0.7422	0.5988
902	56.1958	42.1273	59.3110	5.0	4.999	-0.4269	0.8160	0.3898
903	53.7325	33.4273	48.0782	5.0	4.999	-0.5477	-0.0718	-0.8336
904	57.0325	42.8360	54.8110	5.0	5.000	-0.2976	0.9224	-0.2464
905	61.8325	28.9273	47.6682	5.0	5.000	0.0685	-0.5103	-0.8573
906	60.6325	27.1273	60.9652	5.0	4.999	0.1782	-0.6631	0.7270
907	53.0550	37.6273	62.0110	5.0	4.999	-0.5492	0.2531	0.7964
908	49.8163	34.0273	51.8110	5.0	5.000	-0.8769	0.2499	-0.4106
909	60.0325	33.7273	64.1629	5.0	5.000	0.2903	-0.0193	0.9567
910	52.1849	26.8273	53.9110	5.0	4.999	-0.4638	-0.8632	-0.1993
911	65.5392	37.6273	53.3110	5.0	4.999	0.7792	0.4503	-0.4360
912	60.0325	38.9664	62.6110	5.0	4.998	0.2087	0.3760	0.9028
913	66.8725	35.8273	55.7110	5.0	5.005	0.8042	0.5943	-0.0097
914	63.8360	37.3273	62.0110	5.0	4.999	0.4922	0.3066	0.8147
915	49.1415	31.0273	56.6110	5.0	5.000	-0.9494	-0.1659	0.2668
916	54.6325	40.5227	53.0110	5.0	4.999	-0.3722	0.7210	-0.5844
917	50.1325	34.8538	57.8110	5.0	4.999	-0.8103	0.4167	0.4122
918	65.0252	39.1273	59.3110	5.0	4.999	0.6944	0.6030	0.3928
919	51.8510	40.0273	56.6110	5.0	4.999	-0.7563	0.6489	-0.0829
920	65.2461	26.5273	53.6110	5.0	4.999	0.5390	-0.7786	-0.3213
921	49.5325	31.6273	52.2170	5.0	5.002	-0.9000	-0.1220	-0.4184
922	56.4325	25.1020	55.1110	5.0	5.000	-0.1067	-0.9826	-0.1518
923	59.7325	24.9773	55.7110	5.0	5.000	0.0840	-0.9872	-0.1356
924	67.4136	30.7273	58.7110	5.0	5.000	0.8796	-0.1383	0.4553
925	67.1378	32.2273	50.0110	5.0	5.000	0.8447	-0.0044	-0.5352
926	57.9325	36.9707	63.5110	5.0	5.006	-0.0815	0.4411	0.8937
927	67.8325	33.7273	53.8986	5.0	5.000	0.9721	0.2258	0.0629
928	50.4325	36.3976	53.6110	5.0	5.000	-0.7803	0.6193	-0.0876
929	64.5325	25.9500	56.9110	5.0	5.000	0.4497	-0.8817	0.1427
930	61.2325	40.6273	51.7973	5.0	5.000	0.3770	0.5593	-0.7383
931	66.5739	34.6273	59.0110	5.0	5.000	0.8386	0.3473	0.4198
932	55.2325	28.6273	61.8517	5.0	4.999	-0.2476	-0.4990	0.8305
933	66.8346	28.6273	51.8110	5.0	4.999	0.8157	-0.5150	-0.2633
934	68.1325	30.2954	56.0110	5.0	4.998	0.9709	-0.2195	0.0954
935	61.5325	25.7715	51.8110	5.0	5.000	-0.0242	-0.9654	-0.2598
936	52.0228	31.6273	60.5110	5.0	5.012	-0.6946	0.0366	0.7184
937	58.5325	28.9422	48.5110	5.0	5.000	-0.4364	-0.4689	-0.7679
938	61.2325	42.3620	59.0110	5.0	5.000	0.3489	0.8489	0.3970
939	58.5325	26.3055	60.2110	5.0	4.999	-0.1086	-0.7628	0.6375
940	62.7325	35.4935	47.9110	5.0	4.999	0.2256	0.3726	-0.9002
941	57.1945	30.1273	63.2110	5.0	4.998	-0.1709	-0.5245	0.8341
942	58.2325	37.9273	48.2017	5.0	5.000	0.1672	0.5096	-0.8440
943	51.0074	36.1273	59.9110	5.0	5.000	-0.8800	0.0666	0.4703
944	65.0684	34.6273	61.7110	5.0	4.999	0.7229	0.0137	0.6908
945	64.5325	28.6273	48.7216	5.0	4.999	0.4423	-0.5174	-0.7326
946	54.0325	35.8273	48.0625	5.0	4.999	-0.5331	0.2300	-0.8142
