idx	x	y	z	shell	standoff	nx	ny	nz
333	53.1578	26.4601	53.7071	5.0	4.999	-0.3192	-0.9255	-0.2038
334	52.5501	33.2468	49.8227	4.0	3.997	-0.5433	0.1354	-0.8286
335	59.7482	35.8274	47.2174	5.0	4.999	0.0288	0.3332	-0.9424
336	52.7444	29.6250	57.4972	3.0	2.995	-0.5726	-0.6114	0.5462
337	59.6142	26.8542	52.7879	4.0	3.996	-0.2734	-0.9150	-0.2968
338	62.1632	41.0438	57.8485	4.0	3.998	0.6021	0.7566	0.2551
339	57.1901	39.9005	60.8602	4.0	3.999	-0.3064	0.5868	0.7495
340	50.4281	35.5627	58.1510	5.0	4.999	-0.9813	-0.0262	0.1907
341	62.9624	25.3246	54.9004	5.0	4.997	0.1682	-0.9817	-0.0891
342	52.7886	28.3335	59.9525	5.0	4.999	-0.6777	-0.4952	0.5436
343	60.2652	32.9279	64.0430	5.0	4.997	0.2889	-0.1122	0.9508
344	52.4145	39.4046	53.8084	5.0	4.997	-0.6871	0.5266	-0.5005
345	61.7986	31.9849	61.1405	3.0	2.997	0.2583	-0.3243	0.9100
346	53.6211	27.2247	54.5451	4.0	3.998	-0.3249	-0.9421	-0.0827
347	59.5627	31.5944	61.6669	3.0	2.996	0.2801	-0.4916	0.8245
348	55.1104	27.9615	54.0434	3.0	3.014	-0.1651	-0.9658	-0.2001
349	53.5416	35.3742	49.6385	4.0	3.995	-0.6925	0.2138	-0.6890
350	55.5901	26.9876	50.8212	5.0	4.997	-0.0434	-0.8252	-0.5632
351	51.9325	35.0839	54.7948	3.0	2.998	-0.8136	0.5767	0.0732
352	53.6474	31.8415	62.1092	5.0	4.996	-0.6751	-0.2621	0.6896
353	53.8050	38.8396	55.5114	3.0	2.996	-0.6518	0.6887	-0.3175
354	54.6750	37.9309	50.3769	4.0	3.998	-0.4910	0.6684	-0.5587
355	57.8322	36.2661	47.3315	5.0	4.997	0.0958	0.3301	-0.9391
356	58.9081	34.9540	48.0829	4.0	3.997	-0.1377	0.2266	-0.9642
357	67.9678	33.1880	53.4052	5.0	4.997	0.9836	0.1798	0.0165
358	68.0171	30.8667	53.8320	5.0	4.997	0.9533	-0.1259	-0.2745
359	59.8197	25.7130	52.8511	5.0	4.997	-0.1844	-0.9502	-0.2513
360	64.1773	31.0301	60.5342	4.0	3.999	0.4246	-0.1071	0.8990
361	57.8474	40.1444	62.0985	5.0	4.996	-0.1559	0.5122	0.8446
362	66.8644	36.0168	56.5494	5.0	4.998	0.9902	0.1394	-0.0022
363	54.8254	32.9519	47.5777	5.0	4.996	-0.3861	-0.2026	-0.8999
364	65.6726	38.1814	59.3950	5.0	4.997	0.7974	0.4581	0.3928
365	67.2032	31.8347	54.5069	4.0	3.998	0.9766	0.0135	-0.2145
366	65.0987	33.1365	58.3502	3.0	2.998	0.7282	0.3420	0.5939
367	58.9562	29.1264	62.4680	5.0	4.995	0.1019	-0.7064	0.7005
368	61.3293	41.6598	52.9363	5.0	4.996	0.3769	0.7395	-0.5578
369	59.7929	36.8749	48.8483	4.0	3.996	0.0354	0.5794	-0.8143
370	57.0086	38.3600	60.7595	3.0	2.996	0.0097	0.5661	0.8243
371	64.4190	28.5937	53.5371	3.0	3.022	0.6154	-0.7815	-0.1026
372	56.3436	32.1365	48.4831	4.0	3.996	-0.1732	-0.4108	-0.8951
373	61.0187	41.8838	56.7823	4.0	3.996	0.3939	0.9182	0.0416
374	52.3048	27.8546	54.3164	4.0	3.996	-0.5128	-0.8476	-0.1362
375	60.7564	40.3946	58.5328	3.0	2.995	0.4232	0.7955	0.4336
376	61.0039	27.5862	48.6908	5.0	4.996	-0.0692	-0.6931	-0.7175
377	66.4185	34.8289	59.4659	5.0	4.997	0.9197	-0.0661	0.3869
378	51.5876	32.1137	60.2566	5.0	4.997	-0.5636	-0.0196	0.8258
379	49.5619	31.5942	52.1634	5.0	5.003	-0.9000	-0.1220	-0.4184
380	55.7124	38.7472	62.7359	5.0	4.996	-0.1795	0.4326	0.8835
381	60.9533	35.4934	47.2514	5.0	4.999	0.2214	0.2363	-0.9461
382	55.8905	39.2433	51.5116	4.0	3.998	-0.2628	0.9086	-0.3245
383	55.7629	42.4250	57.8988	5.0	4.998	-0.4828	0.8491	0.2145
384	57.4301	27.1779	57.3477	3.0	2.995	0.1284	-0.9527	0.2756
385	51.2017	33.9557	49.7816	5.0	4.996	-0.6901	0.2079	-0.6932
386	64.8277	38.3961	57.6977	4.0	3.996	0.7827	0.6111	0.1182
387	61.5709	39.2314	53.8259	3.0	2.995	0.6000	0.5342	-0.5955
388	65.2445	39.3043	55.7562	5.0	4.996	0.7366	0.6488	-0.1911
389	64.3440	26.9090	56.4901	4.0	3.996	0.4708	-0.8667	0.1651
390	53.8933	39.0488	58.2165	3.0	2.994	-0.6586	0.6976	0.2821
391	61.8671	35.6022	49.9426	3.0	2.996	0.5264	0.4110	-0.7443
392	56.9537	39.5958	53.5442	3.0	2.994	-0.4191	0.6026	-0.6791
393	50.7894	32.7866	58.0416	4.0	3.997	-0.8234	0.0936	0.5597
394	55.0358	27.9705	59.8996	4.0	3.997	-0.3602	-0.7143	0.6001
395	53.9628	27.6950	58.6464	4.0	3.997	-0.5798	-0.6819	0.4459
396	56.7478	33.4420	63.1630	4.0	3.999	-0.2603	-0.0229	0.9653
397	62.4270	26.9799	60.0465	5.0	4.997	0.1011	-0.7264	0.6798
398	56.7618	27.6519	58.4639	3.0	2.997	-0.0135	-0.8344	0.5510
399	52.2393	36.5280	50.1871	5.0	4.997	-0.7811	0.3508	-0.5165
400	59.6366	30.2833	48.5073	4.0	3.996	-0.3496	-0.3267	-0.8781
401	65.3525	31.3247	48.1238	5.0	4.998	0.5722	-0.1407	-0.8079
402	62.1365	28.3609	49.3445	4.0	3.998	0.1324	-0.6569	-0.7423
403	53.9557	37.7539	54.0876	3.0	2.994	-0.6530	0.4229	-0.6283
404	67.2323	28.1250	55.6435	5.0	4.998	0.8342	-0.5515	0.0027
405	59.8639	41.2224	53.3769	4.0	3.997	0.1827	0.8006	-0.5707
406	49.1356	34.0541	55.5431	5.0	4.997	-0.9452	0.3148	0.0866
407	64.0081	36.6838	59.2572	3.0	2.996	0.8027	0.3161	0.5056
408	51.0301	31.6956	51.4287	4.0	3.997	-0.8377	-0.1367	-0.5287
409	51.2370	34.4222	51.5989	4.0	3.996	-0.8003	0.3514	-0.4858
410	59.9897	26.1882	54.9145	4.0	3.997	0.1011	-0.9552	-0.2780
411	55.9753	28.0754	51.0078	4.0	3.996	0.0036	-0.7824	-0.6228
412	55.4728	32.1795	63.5435	5.0	4.998	-0.4408	-0.2460	0.8633
413	63.8364	32.2967	61.2935	4.0	3.995	0.6186	-0.2066	0.7581
414	51.8809	33.5369	49.1078	5.0	4.998	-0.5777	0.1563	-0.8011
415	53.5874	29.4846	60.0529	4.0	3.995	-0.6383	-0.4161	0.6476
416	63.6198	39.0941	59.0656	4.0	3.998	0.5420	0.7323	0.4124
417	59.9761	25.9666	56.3634	4.0	3.997	0.1005	-0.9949	0.0111
418	54.6254	41.6500	55.0276	5.0	4.998	-0.3587	0.8800	-0.3114
419	65.9816	27.8524	51.1931	5.0	4.998	0.6695	-0.6520	-0.3560
420	58.2942	40.3714	59.3203	3.0	2.998	-0.0932	0.7805	0.6182
421	67.0054	31.3411	53.3997	4.0	3.998	0.9933	-0.1142	0.0197
422	66.5155	31.7053	51.0033	4.0	3.996	0.9070	-0.0591	-0.4171
423	67.0395	33.3872	55.5329	4.0	3.998	0.9583	0.2856	-0.0065
424	64.4966	31.4410	48.7426	4.0	3.996	0.5139	-0.1157	-0.8500
425	52.3809	35.4561	55.9262	3.0	3.009	-0.8853	0.4610	0.0619
426	67.7798	32.6527	51.5481	5.0	4.997	0.9614	0.0883	-0.2606
427	56.0932	40.8891	61.0751	5.0	4.998	-0.1337	0.7743	0.6186
428	51.1472	38.5611	58.6595	5.0	4.998	-0.8683	0.4364	0.2357
429	66.0237	31.3383	59.1090	4.0	3.998	0.7585	-0.0535	0.6495
430	54.6490	33.0969	48.7708	4.0	3.998	-0.4639	-0.2447	-0.8514
431	62.4908	35.8818	50.6785	3.0	2.995	0.6779	0.4856	-0.5519
432	65.7893	29.6176	55.6033	3.0	2.995	0.8942	-0.4477	0.0039
433	67.5630	34.7430	55.7331	5.0	4.998	0.8889	0.4568	0.0357
434	56.6307	41.8791	56.3067	4.0	3.998	-0.4004	0.9133	-0.0748
435	66.4244	36.8764	58.8826	5.0	4.996	0.9212	0.2607	0.2888
436	66.6757	30.2550	52.5579	4.0	3.996	0.9327	-0.3309	-0.1431
437	64.8374	38.0174	58.6590	4.0	3.997	0.7987	0.5305	0.2840
438	66.3326	34.4715	57.1280	4.0	3.997	0.8361	0.4851	0.2563
439	60.7708	38.9590	49.5444	5.0	4.995	0.1814	0.7697	-0.6121
440	58.2550	26.0579	56.0975	4.0	3.997	-0.1881	-0.9810	-0.0469
441	63.8867	26.6757	50.6154	5.0	4.998	0.3479	-0.8471	-0.4018
442	58.8166	32.2345	49.3603	3.0	3.000	-0.1132	-0.2514	-0.9612
443	57.4003	39.0247	62.7402	5.0	4.996	-0.0901	0.4705	0.8778
444	57.3294	31.2255	63.8251	5.0	4.998	-0.1708	-0.3815	0.9084
445	64.6899	30.8049	58.9271	3.0	2.994	0.6550	-0.2016	0.7282
446	55.7298	40.0969	53.3896	4.0	3.996	-0.5642	0.6048	-0.5620
447	59.1821	38.5792	60.7215	3.0	2.997	0.1028	0.4110	0.9058
448	49.8797	31.8389	54.4626	4.0	3.997	-0.9882	-0.0851	-0.1273
449	53.4335	37.4509	51.3153	4.0	3.996	-0.7019	0.5981	-0.3869
450	59.5256	29.4226	47.7672	5.0	4.996	-0.3028	-0.4208	-0.8551
451	61.9689	25.7763	51.8630	5.0	4.997	0.0681	-0.9745	-0.2140
452	58.2957	32.8468	63.3267	4.0	3.998	0.0136	-0.1315	0.9912
453	59.6906	29.0077	50.6371	3.0	2.997	-0.4424	-0.6817	-0.5827
454	60.1693	27.7359	50.2775	4.0	3.997	-0.2469	-0.7800	-0.5750
455	51.0099	38.5924	56.0189	5.0	4.999	-0.8941	0.4291	-0.1287
456	58.8134	31.9390	64.1312	5.0	4.999	0.0578	-0.2489	0.9668
457	67.6920	31.1923	51.4056	5.0	4.996	0.9412	-0.1416	-0.3067
458	66.2970	36.6745	53.5456	5.0	4.998	0.7440	0.6681	-0.0044
459	63.7651	37.5183	52.7103	4.0	3.996	0.6872	0.5513	-0.4732
460	50.3536	31.8292	52.7955	4.0	3.996	-0.9060	-0.0863	-0.4143
461	56.1884	27.0331	60.8213	5.0	4.998	-0.1025	-0.7264	0.6796
462	62.6343	31.3480	62.8588	5.0	4.998	0.3229	-0.3192	0.8910
463	65.9085	28.4324	53.8901	4.0	3.996	0.7438	-0.5829	-0.3272
464	64.4044	28.0364	55.2422	3.0	2.996	0.5893	-0.8054	-0.0640
465	65.2717	26.7912	52.8073	5.0	4.997	0.5681	-0.8196	-0.0744
466	52.9488	34.6388	49.9993	4.0	3.999	-0.4928	0.2957	-0.8183
467	54.1787	33.3062	59.9250	3.0	2.996	-0.8398	-0.0509	0.5405
468	54.9956	30.6647	50.2820	3.0	2.997	-0.1216	-0.4281	-0.8955
469	57.1022	38.4759	51.7598	3.0	2.996	-0.0352	0.9132	-0.4059
470	62.6829	39.3382	59.6718	4.0	4.015	0.5193	0.6934	0.4995
471	56.4803	39.5052	62.3928	5.0	4.997	-0.0389	0.5664	0.8232
472	65.3099	32.1445	49.3263	4.0	3.995	0.6754	-0.0052	-0.7374
473	61.5910	28.3703	58.7064	3.0	3.021	0.1375	-0.7877	0.6005
474	65.1348	39.5301	57.9668	5.0	4.997	0.7191	0.6800	0.1431
475	64.9160	38.6959	53.5520	5.0	4.996	0.6980	0.5997	-0.3914
476	51.4410	37.4482	60.2897	5.0	4.996	-0.8223	0.2474	0.5124
477	60.0842	40.8087	60.1697	4.0	3.997	0.2530	0.7272	0.6381
478	60.8290	27.4160	53.9056	3.0	2.998	-0.0721	-0.9840	-0.1632
479	55.7138	30.8988	63.1551	5.0	4.996	-0.4040	-0.4347	0.8049
480	56.4152	27.1674	55.0979	3.0	2.999	-0.1554	-0.9417	-0.2985
481	53.6064	40.1062	55.6506	4.0	3.996	-0.5828	0.7705	-0.2582
482	53.7809	34.8876	60.1923	3.0	2.998	-0.6748	-0.2431	0.6968
483	55.7298	35.3619	49.3860	3.0	2.995	-0.3551	0.2654	-0.8963
484	59.0254	40.3089	52.2741	4.0	3.997	0.0164	0.6188	-0.7854
485	52.8358	28.5264	51.7983	4.0	3.999	-0.4759	-0.7331	-0.4859
486	65.8829	30.5681	50.3167	4.0	3.997	0.8001	-0.2819	-0.5295
487	57.1605	29.4662	62.6927	5.0	4.997	-0.1700	-0.6539	0.7372
488	53.1461	36.1756	59.5912	3.0	2.998	-0.8218	0.0970	0.5615
489	58.1148	42.2773	56.9627	4.0	3.997	-0.1321	0.9874	0.0872
490	62.2875	41.4928	53.5412	5.0	4.997	0.5226	0.7089	-0.4736
491	68.0047	31.5392	52.7319	5.0	4.998	0.9924	-0.0968	-0.0753
492	51.3159	35.6149	56.4327	4.0	4.024	-0.8585	0.4128	0.3042
493	50.3744	36.1413	52.9887	5.0	4.999	-0.7983	0.5594	-0.2231
494	56.0550	33.5898	47.0995	5.0	4.997	-0.1954	-0.1076	-0.9748
495	51.6655	32.3533	57.5965	3.0	2.995	-0.7888	0.0432	0.6131
496	63.2663	31.1766	59.8430	3.0	2.995	0.3162	-0.1324	0.9394
497	60.0735	29.3985	61.2799	4.0	3.996	0.1398	-0.3579	0.9232
498	58.2823	34.0300	48.0612	4.0	4.013	-0.0611	-0.0136	-0.9980
499	54.6837	39.7644	57.6525	3.0	2.996	-0.4551	0.8786	0.1446
500	62.8681	28.3267	59.8267	4.0	3.997	0.2063	-0.6378	0.7421
501	65.6966	35.1684	58.5660	4.0	3.996	0.9563	-0.0378	0.2900
502	54.7940	28.7527	49.1054	5.0	4.997	-0.1297	-0.5710	-0.8106
503	66.5682	33.0412	58.0201	4.0	3.996	0.8757	0.2227	0.4284
504	62.2022	39.8256	57.0581	3.0	2.995	0.7346	0.6686	0.1152
505	62.4851	40.4539	54.4833	4.0	3.997	0.6533	0.6513	-0.3860
506	65.2778	27.4455	55.2083	4.0	3.997	0.6446	-0.7627	-0.0522
507	52.0423	39.7963	55.0429	5.0	4.996	-0.7255	0.6143	-0.3103
508	53.5205	28.0225	50.1502	5.0	4.997	-0.3112	-0.7075	-0.6345
509	54.0922	31.2312	59.7382	3.0	2.994	-0.6595	-0.0967	0.7454
510	61.0113	35.8918	48.4909	4.0	3.997	0.2612	0.3907	-0.8827
511	61.4342	25.2586	56.6316	5.0	5.024	0.1795	-0.9820	0.0595
512	65.8714	35.4139	55.0498	4.0	4.002	0.7652	0.6343	-0.1099
513	63.2572	30.1811	60.7000	4.0	3.997	0.2667	-0.2636	0.9270
514	53.9802	26.1127	54.1628	5.0	5.013	-0.2937	-0.9274	-0.2318
515	51.6853	34.1664	60.6240	5.0	4.996	-0.7844	-0.2591	0.5635
516	63.3994	28.2195	60.8648	5.0	4.997	0.2660	-0.5356	0.8015
517	51.3138	39.2130	57.8116	5.0	4.999	-0.8446	0.5157	0.1440
518	65.3670	33.2008	49.5330	4.0	3.996	0.6857	0.2163	-0.6951
519	65.1302	36.5068	59.5235	4.0	3.997	0.8441	0.2557	0.4712
520	62.2602	27.2287	55.9317	3.0	2.996	0.1106	-0.9914	0.0702
521	60.6119	31.0203	63.3519	5.0	4.999	0.3310	-0.4309	0.8395
522	51.7693	28.6632	50.8141	5.0	4.996	-0.5959	-0.5821	-0.5531
523	63.7164	35.6861	59.9802	3.0	3.002	0.7611	0.1011	0.6407
524	56.4920	32.4307	47.2715	5.0	4.997	-0.0980	-0.3005	-0.9487
525	56.2781	39.8814	54.4410	3.0	2.994	-0.5556	0.6744	-0.4863
526	56.0619	36.6566	47.5592	5.0	4.997	-0.1938	0.3741	-0.9069
527	53.7453	36.2845	51.7278	3.0	2.995	-0.7985	0.4461	-0.4042
528	62.9660	31.3046	49.1416	3.0	2.997	0.2990	-0.2077	-0.9314
529	61.6459	25.4139	53.7690	5.0	5.012	-0.0161	-0.9895	-0.1438
530	50.2357	33.7438	50.8972	5.0	4.999	-0.8132	0.2019	-0.5458
531	65.8225	38.1707	54.7510	5.0	4.997	0.8234	0.4854	-0.2941
532	51.3110	27.4132	53.8157	5.0	4.998	-0.6036	-0.7719	-0.1994
533	56.8373	36.8483	62.4344	4.0	3.996	0.0078	0.1865	0.9824
534	51.0547	32.4004	53.6996	3.0	2.995	-0.9518	0.0378	-0.3042
535	62.9141	35.5831	49.2758	4.0	4.008	0.2779	0.4586	-0.8441
536	52.6624	29.0685	56.5678	3.0	2.994	-0.5692	-0.7539	0.3282
537	59.3648	33.9840	62.2576	3.0	2.997	0.2166	0.0391	0.9755
538	56.4877	35.5886	48.1840	4.0	3.997	-0.1168	0.2735	-0.9548
539	64.8450	28.4799	49.0620	5.0	4.998	0.5179	-0.5458	-0.6587
540	50.0699	30.7355	55.4997	4.0	3.998	-0.9630	-0.2552	0.0870
541	64.8648	27.8284	52.3130	4.0	3.996	0.6203	-0.7599	-0.1945
542	54.9462	38.8172	59.8413	3.0	2.998	-0.4041	0.6558	0.6376
543	68.0017	29.7953	56.0033	5.0	4.999	0.9491	-0.3111	0.0491
544	62.0693	40.7050	52.3888	5.0	4.997	0.4675	0.6030	-0.6464
545	52.6887	27.1155	52.2051	5.0	4.997	-0.4596	-0.8240	-0.3313
546	67.9676	31.2187	57.5523	5.0	4.998	0.9463	-0.0851	0.3118
547	52.2593	36.6721	52.9372	4.0	3.997	-0.6030	0.7496	-0.2730
548	58.4582	39.8606	50.2762	5.0	4.997	0.1672	0.8419	-0.5131
549	51.6920	29.9615	59.8192	5.0	4.996	-0.5327	-0.3643	0.7639
550	62.0847	26.4465	53.8684	4.0	4.004	0.0369	-0.9842	-0.1730
551	54.9034	25.9117	58.7490	5.0	4.999	-0.3403	-0.8422	0.4183
552	52.9358	38.1073	57.2377	3.0	2.996	-0.8659	0.4943	0.0769
553	57.2524	33.0933	47.0656	5.0	4.998	-0.0020	-0.2050	-0.9788
554	53.8651	32.3060	48.0727	5.0	4.997	-0.2700	-0.0257	-0.9625
555	63.3681	25.5533	57.0132	5.0	4.997	0.2589	-0.9378	0.2313
556	62.1829	34.4678	62.5162	4.0	3.997	0.3812	0.0162	0.9243
557	51.5170	32.8543	50.6873	4.0	3.996	-0.7566	0.0782	-0.6491
558	63.2856	32.7122	49.2318	3.0	2.996	0.3660	0.1283	-0.9217
559	54.5678	26.1680	53.0898	5.0	4.997	-0.1866	-0.9627	-0.1962
560	58.9510	40.6228	60.5721	4.0	3.997	0.0314	0.6664	0.7450
561	65.8934	30.0947	54.5757	3.0	2.997	0.9028	-0.3843	-0.1929
562	60.3223	39.2705	61.2842	4.0	3.997	0.2516	0.4492	0.8572
563	51.6862	30.6330	49.5239	5.0	4.997	-0.5969	-0.3063	-0.7416
564	50.6351	32.5311	59.4565	5.0	4.997	-0.7137	0.0757	0.6963
565	51.9630	38.0752	55.7032	4.0	3.998	-0.8754	0.4049	-0.2642
566	63.6413	34.1909	62.8996	5.0	4.998	0.5495	-0.0305	0.8349
567	65.3390	29.7914	52.5742	3.0	2.996	0.8265	-0.5358	-0.1725
568	51.0214	34.0795	59.4759	5.0	5.024	-0.6794	-0.1859	0.7098
569	54.6992	25.5234	55.0460	5.0	4.997	-0.3465	-0.9160	-0.2021
570	60.0418	32.8022	49.0661	3.0	3.006	-0.2980	-0.1498	-0.9427
571	52.3657	35.1959	56.9495	3.0	3.002	-0.9987	-0.0499	0.0115
572	53.4530	32.5007	60.4957	4.0	4.002	-0.8460	-0.0807	0.5271
573	59.0261	25.5822	53.5056	5.0	4.997	0.0180	-0.9380	-0.3460
574	59.1493	35.1435	62.0727	3.0	2.997	0.2136	0.3022	0.9290
575	61.1858	34.2646	62.8043	4.0	3.998	0.1704	-0.0365	0.9847
576	54.7477	39.4224	58.8106	3.0	2.995	-0.4637	0.7812	0.4180
577	51.7497	35.5788	59.1193	4.0	3.996	-0.9200	-0.0315	0.3907
578	57.5808	42.0054	55.1585	4.0	3.997	-0.2430	0.9405	-0.2376
579	67.4056	34.1063	57.9010	5.0	4.997	0.8593	0.3674	0.3559
580	50.9956	36.5997	52.2319	5.0	4.996	-0.7233	0.6147	-0.3146
581	53.2642	27.3918	51.1253	5.0	4.997	-0.3665	-0.7767	-0.5122
582	59.6303	40.8935	58.3440	3.0	2.996	0.1734	0.9088	0.3795
583	56.3116	35.8394	62.5608	4.0	4.003	-0.3455	0.3090	0.8861
584	53.1640	32.1388	58.8643	3.0	2.996	-0.4287	-0.0298	0.9030
585	51.6529	35.1513	60.8938	5.0	4.997	-0.7834	-0.1203	0.6098
586	58.6577	26.3491	58.3188	4.0	3.996	-0.1320	-0.9238	0.3594
587	52.5621	29.6954	52.6629	3.0	2.996	-0.6588	-0.6380	-0.3987
588	54.8358	36.1388	61.0470	3.0	2.997	-0.4555	0.0966	0.8850
589	55.4045	39.5434	50.1540	5.0	4.996	-0.3113	0.8001	-0.5127
590	67.3855	29.4051	52.3485	5.0	4.996	0.8929	-0.4172	-0.1691
591	52.6466	34.6000	51.6569	3.0	2.995	-0.6673	0.4373	-0.6028
592	55.5096	28.9738	51.5213	3.0	2.998	-0.1317	-0.7621	-0.6339
593	64.0034	39.4176	53.3307	5.0	4.998	0.5698	0.7160	-0.4034
594	49.1011	30.8161	53.8981	5.0	4.998	-0.9548	-0.2158	-0.2043
595	61.3633	30.2859	49.2256	3.0	2.994	-0.0357	-0.4063	-0.9130
596	63.7130	28.5216	58.1227	3.0	2.996	0.4446	-0.6941	0.5662
597	54.8331	26.8539	54.2497	4.0	3.997	-0.4219	-0.8319	-0.3605
598	50.7331	28.4279	52.6660	5.0	4.998	-0.6800	-0.6124	-0.4032
599	57.6481	30.8919	62.5774	4.0	3.997	-0.0968	-0.5187	0.8494
600	53.1820	36.2601	53.5987	3.0	2.997	-0.5202	0.8308	-0.1982
601	53.3378	29.9662	51.4350	3.0	2.994	-0.5135	-0.5598	-0.6503
602	59.9108	39.3427	49.9103	5.0	4.996	0.0338	0.8257	-0.5631
603	54.9620	30.7792	49.1543	4.0	3.998	-0.1023	-0.3054	-0.9467
604	66.0454	38.2384	58.2024	5.0	4.998	0.8514	0.4887	0.1905
605	55.0539	29.7381	49.6258	4.0	3.996	-0.0996	-0.5154	-0.8511
606	58.4022	29.5033	51.3094	3.0	3.041	-0.4857	-0.5895	-0.6455
607	63.1899	40.2598	56.5756	4.0	3.997	0.7869	0.6169	-0.0126
608	57.5597	28.1974	60.5664	4.0	3.996	0.1047	-0.6454	0.7567
609	56.8355	41.3408	54.1169	4.0	3.996	-0.3461	0.8217	-0.4529
610	57.0698	30.3945	49.3784	4.0	4.003	-0.0963	-0.4771	-0.8736
611	60.2614	34.0783	64.0819	5.0	4.998	0.2895	0.0735	0.9543
612	60.3927	38.6340	50.7487	4.0	3.996	0.1540	0.8550	-0.4952
613	58.9185	30.4717	60.9701	3.0	2.995	0.1530	-0.7033	0.6942
614	60.4086	42.2759	53.3358	5.0	4.998	0.2465	0.8456	-0.4735
615	55.3471	31.9167	48.8484	4.0	4.013	-0.1881	-0.2760	-0.9426
616	63.9298	38.4141	61.3325	5.0	4.997	0.5040	0.5119	0.6957
617	58.8625	27.5416	53.9787	3.0	2.997	0.0257	-0.9291	-0.3689
618	50.5448	30.5053	53.0392	4.0	3.997	-0.8752	-0.3206	-0.3622
619	50.1257	35.9978	53.9720	5.0	4.998	-0.8524	0.5213	-0.0420
620	56.9488	26.1344	57.4310	4.0	3.996	-0.0112	-0.9748	0.2229
621	52.2420	26.9266	56.7714	5.0	4.997	-0.4333	-0.8599	0.2697
622	62.0363	29.1589	61.7020	5.0	5.000	0.4047	-0.3587	0.8412
623	67.5160	34.2371	51.8558	5.0	4.998	0.9216	0.3223	-0.2161
624	52.0761	40.2576	56.4336	5.0	4.996	-0.7374	0.6700	-0.0856
625	65.6509	34.4103	50.4860	4.0	3.995	0.7338	0.4314	-0.5249
626	55.7442	34.7080	62.6554	4.0	3.996	-0.4684	0.1920	0.8624
627	58.1221	33.9582	63.3829	4.0	3.997	-0.0409	0.0317	0.9987
628	57.8521	30.1784	63.3385	5.0	4.997	-0.0816	-0.5270	0.8459
629	64.1477	35.6795	52.1446	3.0	2.995	0.5908	0.7574	-0.2781
630	59.6754	25.1897	54.6579	5.0	4.997	0.0361	-0.9589	-0.2815
631	62.1258	27.8749	48.4306	5.0	4.997	0.0667	-0.6460	-0.7604
632	65.6454	33.8791	52.7098	3.0	2.997	0.9038	0.3912	-0.1736
633	58.5849	38.4802	50.1325	4.0	3.996	0.2650	0.7370	-0.6218
634	61.7133	30.5057	60.1822	3.0	2.995	0.2631	-0.7041	0.6596
635	50.4584	34.4310	53.9065	4.0	4.001	-0.8962	0.4086	-0.1727
636	60.6919	39.4689	59.7148	3.0	2.996	0.4263	0.5936	0.6825
637	50.3687	36.4996	57.4343	5.0	4.997	-0.9923	0.1119	0.0538
638	60.3074	32.0346	62.7388	4.0	3.997	0.3377	-0.2979	0.8928
639	52.2055	39.2801	60.0449	5.0	4.996	-0.7185	0.5199	0.4621
640	63.6220	36.7526	53.6410	3.0	2.998	0.7048	0.4758	-0.5262
641	65.5000	37.2548	56.5413	4.0	3.997	0.9239	0.3654	-0.1139
642	52.9234	37.8700	50.3820	5.0	4.997	-0.6881	0.5512	-0.4719
643	63.3655	37.5836	59.3600	3.0	2.997	0.6450	0.5164	0.5633
644	58.9687	38.8109	62.8288	5.0	4.998	0.1346	0.4284	0.8935
645	58.3821	33.5144	49.1240	3.0	3.018	-0.2034	-0.1456	-0.9682
646	64.7290	39.2207	59.6597	5.0	4.996	0.6344	0.6417	0.4310
647	52.0117	35.5073	51.4262	4.0	3.997	-0.6543	0.5215	-0.5476
648	56.1974	40.4070	51.5026	5.0	4.998	-0.1680	0.9323	-0.3204
649	65.0444	36.4301	52.7001	4.0	3.999	0.6311	0.7579	-0.1653
650	63.3061	28.9819	50.6074	3.0	2.998	0.3645	-0.6798	-0.6364
651	60.9034	38.9806	51.7437	4.0	3.997	0.2159	0.9203	-0.3262
652	63.4295	34.6917	48.8605	4.0	3.996	0.3504	0.4832	-0.8024
653	57.9611	32.8231	64.3257	5.0	4.999	-0.0344	-0.1573	0.9870
654	64.0211	40.2747	54.4998	5.0	4.998	0.7916	0.5149	-0.3291
655	60.3042	27.1056	57.1456	3.0	2.997	0.1949	-0.9681	0.1577
656	49.2887	29.8962	55.1640	5.0	4.998	-0.9308	-0.3645	0.0280
657	65.3810	33.3568	59.5198	4.0	4.027	0.8240	0.1833	0.5362
658	58.2375	41.5360	53.7731	4.0	3.999	-0.0870	0.8621	-0.4992
659	54.2889	31.6942	49.0569	4.0	3.997	-0.2631	-0.1379	-0.9549
660	66.0472	27.7994	58.5557	5.0	4.997	0.6676	-0.5851	0.4603
661	64.7576	38.4247	60.5514	5.0	4.997	0.6414	0.5015	0.5806
662	61.9263	34.3466	47.2440	5.0	4.998	0.0671	0.3609	-0.9302
663	51.9635	37.4485	59.0357	4.0	3.997	-0.8729	0.2941	0.3893
664	53.1536	35.8834	52.5795	3.0	3.000	-0.6428	0.6786	-0.3555
665	56.3808	39.4255	49.5824	5.0	4.998	-0.1722	0.7658	-0.6196
666	65.9650	38.5786	57.1778	5.0	4.998	0.8351	0.5502	0.0003
667	55.8062	34.2062	61.6011	3.0	2.996	-0.5789	0.1031	0.8088
668	52.0350	34.6378	59.4357	4.0	3.997	-0.8724	-0.1970	0.4474
