#     Step;   Iter;    t_Ener;    t_Grad;       Temp;             E_Pot;        Delta E;      RMS(Grad);      Max(Grad);    Max(Step)
        37;     10;     37.42;     23.90;           ;    -1076.31682712;    -0.01495112;        10.2064;        52.1820;     0.034850
        38;     10;     39.00;     24.57;           ;    -1076.31941125;    -0.00258413;        13.6244;       158.6060;     0.021982
        39;     10;     41.53;     24.71;           ;    -1076.33236052;    -0.01294927;         9.6170;        74.8462;     0.016008
        40;     10;     42.93;     24.46;           ;    -1076.33678928;    -0.00442876;        12.9961;       104.7143;     0.016399
        41;      9;     39.77;     24.67;           ;    -1076.34925953;    -0.01247025;         9.9061;        83.3699;     0.045553
        42;      8;     36.56;     24.07;           ;    -1076.35061675;    -0.00135722;        12.7270;       117.8304;     0.022001
        43;     10;     40.42;     24.71;           ;    -1076.36247565;    -0.01185889;         9.6032;        72.4821;     0.015617
        44;     10;     40.79;     24.15;           ;    -1076.36388830;    -0.00141266;        12.1298;        98.2009;     0.007593
        45;     10;     40.48;     24.97;           ;    -1076.37518887;    -0.01130056;         8.9500;        66.5754;     0.037711
        46;     10;     37.85;     23.91;           ;    -1076.37734099;    -0.00215212;        12.3540;       181.2110;     0.026343
        47;      9;     36.07;     24.31;           ;    -1076.38755551;    -0.01021452;         8.6451;        76.7208;     0.014253
        48;      9;     35.25;     24.67;           ;    -1076.38916856;    -0.00161306;        11.2774;       155.2466;     0.008355
        49;     10;     36.96;     24.29;           ;    -1076.39803344;    -0.00886487;         7.8118;        36.4008;     0.029417
        50;      9;     35.00;     24.21;           ;    -1076.40026538;    -0.00223195;        10.6226;       124.7830;     0.024181
        51;      9;     35.52;     24.48;           ;    -1076.40836535;    -0.00809996;         7.4040;        47.9587;     0.015710
        52;      9;     35.14;     24.02;           ;    -1076.41140272;    -0.00303738;        10.0779;       100.9119;     0.017193
        53;      9;     35.23;     23.95;           ;    -1076.41943765;    -0.00803493;         7.3412;        37.5703;     0.032485
        54;      8;     33.78;     24.02;           ;    -1076.42136746;    -0.00192981;        10.2591;        73.4734;     0.026377
        55;     10;     36.64;     24.13;           ;    -1076.42892402;    -0.00755657;         7.8619;        46.5507;     0.015166
        56;      7;     33.22;     24.03;           ;    -1076.42972117;    -0.00079714;         9.9266;        85.8091;     0.006783
        57;      9;     35.85;     24.04;           ;    -1076.43681766;    -0.00709649;         7.6310;        67.1604;     0.042632
        58;      7;     32.27;     24.41;           ;    -1076.43745567;    -0.00063801;         9.5184;       101.5267;     0.018275
        59;      9;     35.40;     23.90;           ;    -1076.44433701;    -0.00688134;         7.0610;        36.9436;     0.016834
        60;      8;     34.03;     24.23;           ;    -1076.44551696;    -0.00117995;         9.3901;        88.2539;     0.010457
        61;      9;     36.77;     24.63;           ;    -1076.45206252;    -0.00654556;         6.3501;        33.9552;     0.029277
        62;      9;     35.69;     24.22;           ;    -1076.45354216;    -0.00147964;         8.4957;        59.6654;     0.022496
        63;     10;     38.31;     24.07;           ;    -1076.45894339;    -0.00540124;         5.8337;        30.8518;     0.010932
        64;      9;     36.47;     24.49;           ;    -1076.46033344;    -0.00139004;         7.8996;        63.4119;     0.009083
        65;      8;     34.61;     24.72;           ;    -1076.46513810;    -0.00480467;         5.6746;        23.9746;     0.020687
        66;      8;     34.49;     25.14;           ;    -1076.46639086;    -0.00125276;         8.0079;        84.2009;     0.017305
        67;      8;     34.48;     24.89;           ;    -1076.47088966;    -0.00449880;         5.6781;        34.5728;     0.013871
        68;      8;     33.60;     24.19;           ;    -1076.47205408;    -0.00116442;         7.9320;        81.0980;     0.011520
        69;      9;     35.00;     24.22;           ;    -1076.47637404;    -0.00431996;         5.5567;        29.3562;     0.018798
        70;      9;     36.56;     24.47;           ;    -1076.47787961;    -0.00150557;         7.6906;        57.3032;     0.019568
        71;      7;     33.64;     24.65;           ;    -1076.48216219;    -0.00428258;         5.4468;        28.7168;     0.011291
        72;      7;     33.96;     24.28;           ;    -1076.48327527;    -0.00111308;         7.3745;        57.5201;     0.009416
        73;     10;     39.33;     25.04;           ;    -1076.48719133;    -0.00391606;         5.4088;        29.7031;     0.030152
        74;      9;     36.60;     23.87;           ;    -1076.48770263;    -0.00051130;         6.9533;        76.6911;     0.015952
        75;      9;     36.20;     24.78;           ;    -1076.49132043;    -0.00361780;         5.5409;        35.8825;     0.014795
        76;      7;     33.01;     24.25;           ;    -1076.49173310;    -0.00041267;         6.9440;        68.3870;     0.006958
        77;     10;     39.96;     24.70;           ;    -1076.49541471;    -0.00368161;         5.2662;        29.3314;     0.027143
        78;      7;     32.32;     24.28;           ;    -1076.49579292;    -0.00037821;         6.7975;        60.1964;     0.012148
        79;     10;     35.28;     24.04;           ;    -1076.49908124;    -0.00328833;         4.7930;        22.2541;     0.011585
        80;     10;     36.16;     24.47;           ;    -1076.50024675;    -0.00116551;         6.6006;        50.0864;     0.012175
        81;      8;     34.02;     24.02;           ;    -1076.50360626;    -0.00335951;         4.7275;        22.1108;     0.018914
        82;      8;     34.85;     24.30;           ;    -1076.50463766;    -0.00103139;         6.6967;        89.5490;     0.017911
        83;      9;     35.43;     24.02;           ;    -1076.50782999;    -0.00319233;         4.6585;        25.0627;     0.013924
        84;      7;     32.57;     24.09;           ;    -1076.50842715;    -0.00059717;         6.2834;       100.4484;     0.009169
        85;      9;     35.92;     23.60;           ;    -1076.51122558;    -0.00279843;         4.5104;        20.8800;     0.018300
        86;      9;     35.89;     24.39;           ;    -1076.51224279;    -0.00101720;         6.3735;        86.0310;     0.019627
        87;      8;     34.07;     23.90;           ;    -1076.51518956;    -0.00294678;         4.4057;        21.0035;     0.014068
        88;      8;     34.78;     24.27;           ;    -1076.51605699;    -0.00086742;         6.0161;        54.2876;     0.012872
        89;      9;     35.60;     24.19;           ;    -1076.51876107;    -0.00270409;         4.1244;        18.3938;     0.020593
        90;      9;     34.98;     24.19;           ;    -1076.51944722;    -0.00068615;         5.5768;        42.1147;     0.016877
        91;      7;     32.39;     23.97;           ;    -1076.52179915;    -0.00235193;         4.0028;        16.4908;     0.012256
        92;      7;     31.13;     24.17;           ;    -1076.52238986;    -0.00059071;         5.5625;        44.7892;     0.009953
        93;      9;     34.89;     24.17;           ;    -1076.52466561;    -0.00227575;         4.0619;        24.5994;     0.021784
        94;      7;     31.07;     24.36;           ;    -1076.52528634;    -0.00062073;         5.6232;        35.5642;     0.018964
        95;      9;     63.57;     52.16;           ;    -1076.52766084;    -0.00237450;         4.1821;        32.4384;     0.013966
        96;      7;     66.70;     41.60;           ;    -1076.52815201;    -0.00049118;         5.6090;        45.6447;     0.009861
        97;      9;     74.77;     56.26;           ;    -1076.53053894;    -0.00238693;         4.1323;        24.5521;     0.028124
        98;      8;     85.54;     40.89;           ;    -1076.53099944;    -0.00046050;         5.5740;        58.8559;     0.019160
        99;      8;     72.83;     44.14;           ;    -1076.53334735;    -0.00234791;         3.9474;        13.4393;     0.012095
       100;      8;     82.53;     40.58;           ;    -1076.53403805;    -0.00069071;         5.3995;        42.3353;     0.011029
       101;      7;     70.05;     43.33;           ;    -1076.53635049;    -0.00231244;         3.8463;        20.0489;     0.025778
       102;      7;     83.23;     47.66;           ;    -1076.53693547;    -0.00058498;         5.2842;        31.9060;     0.021273
       103;      8;     69.34;     42.20;           ;    -1076.53900709;    -0.00207162;         3.8919;        27.1260;     0.013916
       104;      7;     72.72;     54.54;           ;    -1076.53929895;    -0.00029186;         5.1311;        38.4811;     0.007534
       105;      8;     76.54;     39.98;           ;    -1076.54113700;    -0.00183805;         3.6801;        16.6966;     0.026322
       106;      8;     72.95;     46.25;           ;    -1076.54148268;    -0.00034567;         4.8194;        34.8344;     0.017669
       107;      7;     78.43;     41.82;           ;    -1076.54327990;    -0.00179722;         3.6122;        17.7075;     0.011431
       108;      7;     74.04;     42.98;           ;    -1076.54374980;    -0.00046990;         5.0095;        34.7855;     0.009583
       109;      7;     79.88;     43.24;           ;    -1076.54564572;    -0.00189591;         3.6045;        18.0957;     0.024580
       110;      7;     70.77;     45.42;           ;    -1076.54604436;    -0.00039864;         4.9676;        40.9573;     0.017764
       111;      8;     83.82;     48.41;           ;    -1076.54777800;    -0.00173364;         3.4823;        20.4611;     0.016774
       112;      8;     75.16;     43.11;           ;    -1076.54824383;    -0.00046583;         4.7582;        40.6514;     0.014289
       113;      7;     80.25;     50.90;           ;    -1076.54990343;    -0.00165960;         3.4156;        14.2467;     0.019733
       114;      7;     71.66;     44.00;           ;    -1076.55041409;    -0.00051067;         4.7980;        45.8833;     0.018714
       115;      8;     73.06;     49.99;           ;    -1076.55211075;    -0.00169666;         3.4129;        15.6169;     0.016242
       116;      7;     75.30;     44.34;           ;    -1076.55266730;    -0.00055655;         4.8110;        51.4519;     0.016083
       117;      9;     77.07;     43.17;           ;    -1076.55431821;    -0.00165091;         3.4008;        15.6024;     0.022595
       118;      8;     83.53;     49.05;           ;    -1076.55467804;    -0.00035983;         4.6801;        44.0859;     0.016712
       119;      7;     70.56;     49.08;           ;    -1076.55620546;    -0.00152742;         3.2837;        14.0827;     0.011521
       120;      7;     77.57;     47.33;           ;    -1076.55675941;    -0.00055395;         4.4824;        29.1725;     0.012280
       121;      7;     70.92;     46.40;           ;    -1076.55831174;    -0.00155233;         3.3487;        20.5892;     0.026952
       122;      7;     69.06;     43.96;           ;    -1076.55870992;    -0.00039818;         4.7054;        45.8372;     0.022703
       123;      7;     72.39;     42.88;           ;    -1076.56020270;    -0.00149278;         3.4975;        17.8173;     0.011780
       124;      5;     64.51;     49.53;           ;    -1076.56033103;    -0.00012833;         4.3117;        37.5894;     0.004615
       125;      7;     81.07;     47.76;           ;    -1076.56170282;    -0.00137179;         3.3025;        19.7275;     0.036975
       126;      7;     70.83;     42.59;           ;    -1076.56190002;    -0.00019720;         4.2001;        35.4397;     0.021222
       127;      8;     80.02;     44.09;           ;    -1076.56327984;    -0.00137982;         3.2767;        22.4941;     0.013657
       128;      7;     73.03;     42.29;           ;    -1076.56341171;    -0.00013187;         4.1940;        37.5176;     0.005714
       129;      5;     65.56;     50.82;           ;    -1076.56468059;    -0.00126889;         2.9834;        13.4255;     0.020431
       130;      7;     75.77;     43.05;           ;    -1076.56511196;    -0.00043137;         4.1897;        41.8509;     0.020938
       131;      7;     70.92;     44.46;           ;    -1076.56637899;    -0.00126703;         2.9023;        13.0562;     0.014012
       132;      5;     69.83;     44.26;           ;    -1076.56671873;    -0.00033974;         4.0090;        39.2239;     0.012074
       133;      7;     72.67;     52.27;           ;    -1076.56787167;    -0.00115294;         2.8439;        13.2484;     0.017417
       134;      7;     77.82;     43.52;           ;    -1076.56821303;    -0.00034136;         4.0218;        35.9281;     0.016091
       135;      7;     72.14;     49.17;           ;    -1076.56935535;    -0.00114232;         2.8800;        12.0493;     0.012228
       136;      7;     74.12;     42.05;           ;    -1076.56976275;    -0.00040740;         4.0822;        28.8650;     0.012960
       137;      7;     76.39;     42.96;           ;    -1076.57096398;    -0.00120123;         2.9725;        16.4377;     0.026768
       138;      7;     69.99;     45.51;           ;    -1076.57124698;    -0.00028301;         4.0136;        43.3287;     0.021284
       139;      7;     77.63;     41.74;           ;    -1076.57239615;    -0.00114917;         3.1865;        23.3947;     0.011845
       140;      5;     62.33;     44.12;           ;    -1076.57247971;    -0.00008356;         3.8494;        46.6476;     0.004170
       141;      7;     72.88;     49.24;           ;    -1076.57361336;    -0.00113365;         3.0298;        14.3605;     0.036224
       142;      6;     73.44;     47.93;           ;    -1076.57371550;    -0.00010214;         3.8125;        27.9917;     0.015260
       143;      7;     71.49;     45.74;           ;    -1076.57479254;    -0.00107704;         2.7240;        13.3691;     0.009561
       144;      7;     73.65;     44.01;           ;    -1076.57503409;    -0.00024155;         3.6434;        27.1919;     0.007145
       145;      7;     73.55;     46.80;           ;    -1076.57611222;    -0.00107814;         2.6948;        11.3182;     0.026984
       146;      7;     70.40;     43.21;           ;    -1076.57643960;    -0.00032738;         3.8035;        42.6452;     0.025657
       147;      7;     78.04;     43.60;           ;    -1076.57754666;    -0.00110706;         2.7299;        10.8649;     0.011576
       148;      7;     76.00;     44.26;           ;    -1076.57773938;    -0.00019272;         3.6877;        32.4005;     0.007254
       149;      7;     73.33;     42.37;           ;    -1076.57875593;    -0.00101655;         2.6424;        10.5292;     0.025259
       150;      7;     75.72;     43.51;           ;    -1076.57910453;    -0.00034860;         3.6835;        22.0144;     0.026160
       151;      7;     71.43;     43.45;           ;    -1076.58017719;    -0.00107266;         2.5766;         9.8765;     0.013515
       152;      7;     73.55;     43.01;           ;    -1076.58049495;    -0.00031776;         3.5440;        16.8665;     0.012345
       153;      7;     73.37;     46.25;           ;    -1076.58149972;    -0.00100477;         2.5282;        10.9121;     0.029041
       154;      7;     75.36;     43.47;           ;    -1076.58173785;    -0.00023813;         3.4734;        19.1983;     0.023004
       155;      7;     72.61;     43.49;           ;    -1076.58267741;    -0.00093956;         2.5753;        12.0437;     0.009297
       156;      7;     72.53;     43.93;           ;    -1076.58284993;    -0.00017252;         3.4258;        23.8018;     0.006083
       157;      7;     77.72;     45.12;           ;    -1076.58377738;    -0.00092745;         2.6136;        10.9238;     0.036166
       158;      7;     70.88;     42.47;           ;    -1076.58391398;    -0.00013659;         3.4569;        22.7123;     0.020924
       159;      7;     80.91;     48.44;           ;    -1076.58482624;    -0.00091226;         2.5670;        11.3750;     0.009974
       160;      7;     70.01;     41.59;           ;    -1076.58500567;    -0.00017943;         3.4296;        21.1953;     0.006882
       161;      7;     71.84;     48.29;           ;    -1076.58593309;    -0.00092742;         2.5372;        11.4717;     0.034834
       162;      7;     70.85;     43.83;           ;    -1076.58611010;    -0.00017701;         3.4703;        25.2750;     0.023785
       163;      7;     77.62;     46.95;           ;    -1076.58699209;    -0.00088199;         2.4384;        11.0743;     0.016419
       164;      7;     71.94;     44.51;           ;    -1076.58721953;    -0.00022744;         3.3539;        21.8590;     0.013547
       165;      7;     68.41;     42.06;           ;    -1076.58806711;    -0.00084758;         2.3915;        11.3865;     0.026121
       166;      7;     73.87;     45.48;           ;    -1076.58837737;    -0.00031027;         3.3568;        27.9068;     0.028333
       167;      7;     74.64;     43.52;           ;    -1076.58922170;    -0.00084433;         2.4812;        14.3751;     0.017557
       168;      7;     74.70;     50.36;           ;    -1076.58938553;    -0.00016382;         3.4377;        42.8110;     0.011814
       169;      7;     70.42;     48.15;           ;    -1076.59019537;    -0.00080984;         2.4776;        11.4747;     0.029991
       170;      7;     71.30;     46.80;           ;    -1076.59044746;    -0.00025209;         3.4539;        42.4745;     0.028913
       171;      7;     72.69;     43.48;           ;    -1076.59130846;    -0.00086101;         2.5125;        11.9816;     0.011370
       172;      7;     68.97;     43.26;           ;    -1076.59155292;    -0.00024445;         3.3628;        26.7693;     0.010075
       173;      8;     76.96;     45.60;           ;    -1076.59243635;    -0.00088343;         2.5733;        13.3509;     0.049591
       174;      7;     82.93;     47.56;           ;    -1076.59252440;    -0.00008804;         3.2635;        29.3968;     0.022177
       175;      5;     63.39;     52.07;           ;    -1076.59334942;    -0.00082502;         2.4683;        12.0317;     0.013078
       176;      5;     66.51;     47.24;           ;    -1076.59350867;    -0.00015925;         3.3272;        22.3179;     0.008800
       177;      7;     76.03;     43.54;           ;    -1076.59436869;    -0.00086002;         2.4433;        11.3987;     0.037565
       178;      7;     69.53;     42.51;           ;    -1076.59458325;    -0.00021456;         3.3863;        28.7152;     0.031036
       179;      7;     72.03;     46.32;           ;    -1076.59542613;    -0.00084288;         2.4303;        12.2636;     0.012620
       180;      7;     74.82;     43.43;           ;    -1076.59557555;    -0.00014943;         3.2371;        29.3597;     0.008017
       181;      7;     72.94;     42.40;           ;    -1076.59634378;    -0.00076823;         2.3484;        12.9788;     0.036653
       182;      7;     73.70;     46.35;           ;    -1076.59651766;    -0.00017387;         3.1813;        19.8218;     0.028212
       183;      7;     73.20;     48.95;           ;    -1076.59727049;    -0.00075284;         2.2400;        10.2905;     0.012448
       184;      7;     74.64;     43.58;           ;    -1076.59743287;    -0.00016238;         2.9531;        16.5206;     0.009186
       185;      7;     70.98;     42.55;           ;    -1076.59813713;    -0.00070426;         2.1691;         9.6271;     0.035168
       186;      7;     76.03;     44.61;           ;    -1076.59828441;    -0.00014728;         2.9392;        19.5584;     0.025494
       187;      7;     75.82;     42.60;           ;    -1076.59894610;    -0.00066168;         2.1250;        10.7467;     0.013183
       188;      7;     75.99;     46.65;           ;    -1076.59904589;    -0.00009979;         2.8161;        21.3805;     0.007498
       189;      7;     71.62;     45.27;           ;    -1076.59961970;    -0.00057381;         1.9699;         8.7996;     0.020133
       190;      7;     77.55;     45.06;           ;    -1076.59976307;    -0.00014337;         2.6571;        24.5169;     0.016367
       191;      7;     70.98;     45.94;           ;    -1076.60027741;    -0.00051434;         1.9041;         8.1531;     0.011060
       192;      7;     72.40;     46.69;           ;    -1076.60038219;    -0.00010478;         2.5750;        17.4378;     0.007746
       193;      7;     71.56;     44.06;           ;    -1076.60085251;    -0.00047031;         1.7694;         8.8194;     0.017153
       194;      7;     69.43;     42.68;           ;    -1076.60096171;    -0.00010921;         2.3444;        17.2498;     0.013202
       195;      7;     75.21;     45.99;           ;    -1076.60136573;    -0.00040401;         1.6300;         7.8795;     0.009697
       196;      7;     72.74;     44.82;           ;    -1076.60145553;    -0.00008981;         2.1961;        15.3821;     0.007200
       197;      7;     72.16;     43.34;           ;    -1076.60181126;    -0.00035573;         1.5622;         6.5488;     0.012406
       198;      5;     64.50;     44.01;           ;    -1076.60191147;    -0.00010021;         2.1804;        18.8531;     0.010968
       199;      7;     73.28;     44.16;           ;    -1076.60224491;    -0.00033344;         1.5052;         5.9544;     0.008735
       200;      7;     71.91;     48.70;           ;    -1076.60232027;    -0.00007536;         2.0546;        18.4026;     0.006577
       201;      7;     76.29;     46.17;           ;    -1076.60261010;    -0.00028982;         1.4030;         6.2543;     0.008688
       202;      5;     61.11;     41.29;           ;    -1076.60270195;    -0.00009186;         1.9031;        14.2150;     0.008374
       203;      7;     56.72;     41.78;           ;    -1076.60296470;    -0.00026275;         1.3110;         6.9124;     0.007115
       204;      6;     56.38;     44.76;           ;    -1076.60303580;    -0.00007110;         1.7544;        11.0624;     0.006092
       205;      7;     55.07;     43.10;           ;    -1076.60327368;    -0.00023789;         1.3307;         8.0788;     0.016034
       206;      7;     49.96;     33.73;           ;    -1076.60331651;    -0.00004283;         1.7374;        14.8074;     0.010402
       207;      5;     43.24;     29.24;           ;    -1076.60356343;    -0.00024691;         1.4184;         8.2358;     0.017295
       208;      5;     32.15;     26.69;           ;    -1076.60358469;    -0.00002126;         1.7208;        15.3552;     0.006892
       209;      7;     35.49;     26.17;           ;    -1076.60384541;    -0.00026072;         1.3459;         7.0924;     0.018275
       210;      5;     30.23;     24.80;           ;    -1076.60386635;    -0.00002095;         1.6800;        11.6079;     0.006941
       211;      7;     33.63;     24.23;           ;    -1076.60409038;    -0.00022402;         1.2280;         7.4558;     0.006528
       212;      7;     35.53;     26.77;           ;    -1076.60413624;    -0.00004587;         1.6931;        13.1056;     0.004561
       213;      7;     33.02;     24.79;           ;    -1076.60435039;    -0.00021415;         1.2095;         7.9607;     0.009352
       214;      7;     32.76;     24.90;           ;    -1076.60442242;    -0.00007203;         1.7028;        13.4691;     0.009420
       215;      7;     33.51;     24.50;           ;    -1076.60464033;    -0.00021791;         1.1848;         6.9308;     0.008161
       216;      5;     29.96;     24.14;           ;    -1076.60470382;    -0.00006349;         1.6363;        10.5807;     0.007387
       217;      7;     36.00;     24.48;           ;    -1076.60490445;    -0.00020063;         1.1675;         8.0428;     0.010036
       218;      7;     33.59;     24.00;           ;    -1076.60495951;    -0.00005506;         1.6425;        12.0721;     0.008779
       219;      5;     31.12;     24.48;           ;    -1076.60515291;    -0.00019340;         1.1711;         7.1505;     0.009156
       220;      3;     27.59;     24.32;           ;    -1076.60520988;    -0.00005697;         1.6536;        13.2950;     0.008439
       221;      6;     32.46;     24.50;           ;    -1076.60540477;    -0.00019489;         1.1650;         7.3738;     0.011358
       222;      7;     33.39;     24.97;           ;    -1076.60547511;    -0.00007033;         1.6295;        12.6437;     0.012134
       223;      7;     33.54;     25.20;           ;    -1076.60567313;    -0.00019802;         1.1640;         6.5685;     0.010663
       224;      5;     31.12;     24.54;           ;    -1076.60573484;    -0.00006171;         1.6554;        14.9341;     0.010274
       225;      7;     34.55;     24.68;           ;    -1076.60593773;    -0.00020289;         1.1966;         6.5297;     0.013427
       226;      7;     38.04;     24.76;           ;    -1076.60600968;    -0.00007195;         1.7274;        13.4300;     0.014156
       227;      7;     34.15;     24.93;           ;    -1076.60622808;    -0.00021840;         1.2102;         6.3285;     0.010846
       228;      7;     34.47;     24.73;           ;    -1076.60630250;    -0.00007442;         1.6754;        13.1287;     0.011105
       229;      7;     34.37;     24.37;           ;    -1076.60651421;    -0.00021171;         1.1867;         6.6990;     0.018379
       230;      5;     31.45;     24.30;           ;    -1076.60655968;    -0.00004547;         1.6069;        13.9061;     0.013553
       231;      5;     30.17;     24.39;           ;    -1076.60674159;    -0.00018191;         1.2139;         8.7125;     0.008463
       232;      5;     30.39;     24.24;           ;    -1076.60676377;    -0.00002218;         1.5590;        18.6012;     0.004220
       233;      7;     35.40;     24.90;           ;    -1076.60693682;    -0.00017305;         1.2081;         6.3507;     0.023873
       234;      5;     29.79;     24.64;           ;    -1076.60695333;    -0.00001651;         1.4949;        16.6820;     0.010405
       235;      3;     26.97;     24.44;           ;    -1076.60711967;    -0.00016634;         1.0840;         6.4607;     0.008190
       236;      3;     28.28;     24.34;           ;    -1076.60714040;    -0.00002073;         1.3870;        10.4704;     0.004025
       237;      7;     34.90;     24.44;           ;    -1076.60728233;    -0.00014193;         0.9805;         5.6560;     0.013239
       238;      5;     30.93;     24.46;           ;    -1076.60731735;    -0.00003502;         1.3519;        12.8592;     0.010672
       239;      7;     35.67;     24.50;           ;    -1076.60744444;    -0.00012709;         0.9152;         4.6588;     0.007202
