#     Step;   Iter;    t_Ener;    t_Grad;       Temp;             E_Pot;        Delta E;      RMS(Grad);      Max(Grad);    Max(Step)
         1;     14;     75.89;     45.56;           ;    -1072.93206716;               ;               ;               ;             
         2;      5;     48.98;     44.10;           ;    -1072.97612805;    -0.04406090;       121.6223;       479.7731;     0.001917
         3;     13;     69.91;     51.42;           ;    -1073.92318434;    -0.94705629;        47.5027;       132.0638;     0.069747
         4;      9;     61.00;     44.46;           ;    -1073.93503974;    -0.01185540;        55.5143;       196.1184;     0.008765
         5;     11;     60.73;     43.19;           ;    -1074.11771209;    -0.18267235;        42.9242;       183.4688;     0.017661
         6;     11;     66.07;     42.41;           ;    -1074.33017924;    -0.21246715;        48.8964;       619.4159;     0.048558
         7;     12;     69.96;     45.21;           ;    -1074.49593420;    -0.16575496;        47.9820;       737.9378;     0.098378
         8;     11;     64.56;     41.26;           ;    -1074.60959505;    -0.11366086;        28.9632;       332.5181;     0.033735
         9;     11;     66.34;     44.71;           ;    -1074.66176794;    -0.05217288;        32.6282;       523.3212;     0.043397
        10;     12;     70.11;     43.06;           ;    -1074.72868662;    -0.06691869;        22.6607;       237.0987;     0.035979
        11;     11;     63.57;     43.27;           ;    -1074.74273884;    -0.01405222;        30.7345;       344.2989;     0.025736
        12;     11;     64.14;     48.31;           ;    -1074.80017313;    -0.05743428;        20.4993;       193.6623;     0.029840
        13;     11;     61.84;     50.81;           ;    -1074.81985469;    -0.01968156;        27.6494;       546.6829;     0.030894
        14;     11;     63.80;     50.16;           ;    -1074.86733172;    -0.04747703;        18.6191;       134.3325;     0.033951
        15;     11;     63.55;     41.63;           ;    -1074.87873046;    -0.01139874;        24.3195;       380.1089;     0.027802
        16;     11;     66.75;     43.89;           ;    -1074.91881039;    -0.04007994;        17.3173;       186.1980;     0.024519
        17;     12;     68.61;     48.64;           ;    -1074.93171987;    -0.01290948;        24.0693;       290.0492;     0.024294
        18;     11;     65.53;     42.06;           ;    -1074.97078928;    -0.03906941;        16.7988;       108.6484;     0.016823
        19;     12;     67.44;     42.42;           ;    -1074.99323856;    -0.02244927;        23.2796;       230.1300;     0.025795
        20;     11;     65.00;     43.43;           ;    -1075.03212087;    -0.03888232;        16.2243;       194.1401;     0.029855
        21;     12;     64.82;     41.32;           ;    -1075.03879502;    -0.00667415;        21.6785;       395.4719;     0.018699
        22;     10;     65.56;     48.79;           ;    -1075.06965044;    -0.03085542;        14.6369;       115.9037;     0.021705
        23;     10;     62.34;     42.12;           ;    -1075.07966182;    -0.01001138;        20.5610;       399.9259;     0.021319
        24;     11;     60.51;     43.61;           ;    -1075.10625333;    -0.02659152;        14.4938;       152.0258;     0.024269
        25;     11;     59.23;     46.84;           ;    -1075.11347469;    -0.00722136;        20.0058;       339.9209;     0.020930
        26;     10;     58.38;     42.75;           ;    -1075.13770727;    -0.02423258;        12.7828;        90.9453;     0.021255
        27;     11;     60.09;     45.42;           ;    -1075.14567879;    -0.00797152;        16.8166;       215.2741;     0.021453
        28;      9;     58.49;     44.61;           ;    -1075.16536791;    -0.01968912;        12.3290;       142.3454;     0.019846
        29;     10;     55.11;     39.12;           ;    -1075.17688512;    -0.01151722;        17.0380;       178.7771;     0.030989
        30;     11;     49.11;     28.41;           ;    -1075.19817049;    -0.02128537;        12.1326;       105.2727;     0.023135
        31;     10;     42.33;     28.06;           ;    -1075.20078574;    -0.00261525;        15.9552;       158.8569;     0.011477
        32;     10;     41.64;     27.95;           ;    -1075.21668605;    -0.01590031;        11.5726;        68.7505;     0.031019
        33;      8;     38.62;     28.04;           ;    -1075.21902421;    -0.00233816;        14.5119;        80.2854;     0.017888
        34;     11;     42.08;     27.22;           ;    -1075.23264968;    -0.01362548;        13.5919;       122.6980;     0.018228
        35;      9;     38.34;     25.88;           ;    -1075.24724885;    -0.01459916;         9.9863;        80.3116;     0.025498
        36;     10;     39.54;     25.42;           ;    -1075.25120565;    -0.00395680;        13.8073;       125.0914;     0.022292
