01	-1.787	-1076.129378
02	-1.705	-1076.130949
03	-1.629	-1076.130380
04	-1.546	-1076.129113
05	-1.493	-1076.126964
06	-1.400	-1076.124355
07	-1.310	-1076.121873
08	-1.241	-1076.118077
09	-1.157	-1076.113600
10	-1.072	-1076.108463
11	-0.947	-1076.102940
12	+0.416	-1076.107278
13	+0.548	-1076.114664
14	+0.650	-1076.121801
15	+0.717	-1076.128207
16	+0.792	-1076.133860
17	+0.844	-1076.138440
18	+0.901	-1076.141985
19	+0.960	-1076.144738
20	+1.004	-1076.146175
