#     Step;   Iter;    t_Ener;    t_Grad;       Temp;             E_Pot;        Delta E;      RMS(Grad);      Max(Grad);    Max(Step)
        18;     11;     68.19;     41.92;           ;    -1075.61051100;    -0.02733285;        22.1064;       207.5529;     0.036501
        19;     11;     69.81;     44.02;           ;    -1075.65211394;    -0.04160295;        15.7570;       131.2309;     0.027751
        20;     11;     67.81;     38.82;           ;    -1075.66246125;    -0.01034731;        22.4201;       219.8880;     0.022554
        21;     11;     66.39;     39.51;           ;    -1075.69631052;    -0.03384927;        14.9544;       114.5787;     0.025126
        22;     10;     63.06;     43.01;           ;    -1075.70192054;    -0.00561002;        19.8213;       159.0650;     0.015251
        23;     11;     60.05;     39.84;           ;    -1075.72808159;    -0.02616105;        13.9688;        86.2381;     0.018584
        24;     11;     57.71;     40.51;           ;    -1075.73835194;    -0.01027036;        19.7644;       231.8519;     0.021067
        25;     10;     56.16;     33.66;           ;    -1075.76362702;    -0.02527508;        12.8499;        64.2524;     0.017245
        26;     10;     52.95;     33.97;           ;    -1075.77143058;    -0.00780356;        16.9550;       151.7499;     0.016338
        27;      9;     49.63;     29.59;           ;    -1075.79171137;    -0.02028079;        12.5623;        85.1361;     0.019349
        28;      9;     42.69;     26.15;           ;    -1075.79806338;    -0.00635201;        18.0884;       270.8098;     0.018624
        29;      9;     38.80;     26.39;           ;    -1075.81854559;    -0.02048221;        11.9202;        66.2706;     0.017981
        30;      9;     39.10;     25.98;           ;    -1075.82270649;    -0.00416090;        15.6281;       155.3613;     0.012578
        31;      9;     38.58;     25.80;           ;    -1075.83918671;    -0.01648022;        11.5463;        96.7711;     0.020823
        32;      9;     36.82;     24.88;           ;    -1075.84430366;    -0.00511694;        15.6276;        87.8220;     0.020296
        33;     10;     39.40;     24.40;           ;    -1075.85911677;    -0.01481311;        12.9552;        91.2188;     0.018270
        34;     10;     38.69;     23.96;           ;    -1075.87255652;    -0.01343976;        10.1930;        74.1019;     0.024156
        35;     10;     38.09;     24.39;           ;    -1075.87553562;    -0.00297909;        13.9086;       109.9216;     0.018366
        36;     11;     39.39;     24.36;           ;    -1075.89020119;    -0.01466557;         9.9623;        65.2590;     0.019891
        37;      9;     37.80;     24.09;           ;    -1075.89423789;    -0.00403670;        13.8301;        92.0456;     0.017314
        38;     10;     37.60;     24.22;           ;    -1075.90806987;    -0.01383198;         9.2944;        44.0504;     0.021950
        39;     10;     37.80;     24.55;           ;    -1075.91195312;    -0.00388325;        12.7678;        83.4098;     0.019475
        40;      9;     36.18;     24.26;           ;    -1075.92363322;    -0.01168010;         9.0864;        55.8127;     0.018479
        41;      9;     36.06;     24.48;           ;    -1075.92732747;    -0.00369426;        12.6453;        96.5755;     0.017750
        42;     10;     36.96;     24.51;           ;    -1075.93874062;    -0.01141315;         8.8336;        38.7527;     0.027114
        43;      9;     38.73;     24.97;           ;    -1075.94152285;    -0.00278223;        12.0734;        99.2635;     0.021916
        44;      9;     38.73;     24.48;           ;    -1075.95184533;    -0.01032248;         8.5910;        46.4127;     0.015714
        45;      9;     38.05;     24.90;           ;    -1075.95413734;    -0.00229201;        11.3963;        79.4968;     0.011708
        46;      9;     38.00;     23.89;           ;    -1075.96343477;    -0.00929744;         8.5450;        54.1362;     0.032475
        47;      8;     36.43;     24.39;           ;    -1075.96442969;    -0.00099492;        10.9190;        81.0457;     0.015284
        48;     10;     39.15;     24.85;           ;    -1075.97300503;    -0.00857534;         8.0010;        57.0261;     0.012407
        49;      9;     37.83;     24.54;           ;    -1075.97444237;    -0.00143734;        10.3379;        99.8687;     0.007563
        50;     10;     37.61;     24.06;           ;    -1075.98238225;    -0.00793988;         7.7120;        44.9570;     0.027423
        51;      8;     34.09;     23.99;           ;    -1075.98393941;    -0.00155716;        10.6306;       110.4936;     0.019056
        52;     10;     35.77;     24.44;           ;    -1075.99155089;    -0.00761148;         7.3391;        32.6626;     0.014592
        53;     10;     36.32;     24.25;           ;    -1075.99339775;    -0.00184686;         9.9374;        98.2945;     0.011605
        54;      9;     35.10;     24.53;           ;    -1076.00021218;    -0.00681443;         6.9470;        37.6289;     0.024824
        55;      9;     35.11;     24.59;           ;    -1076.00242538;    -0.00221320;         9.6073;        71.1280;     0.024641
        56;     10;     36.68;     24.01;           ;    -1076.00921547;    -0.00679009;         6.7930;        35.8746;     0.015306
        57;     10;     36.24;     24.64;           ;    -1076.01147226;    -0.00225679;         9.5382;        86.1979;     0.015311
        58;      9;     90.80;     41.40;           ;    -1076.01820476;    -0.00673250;         6.7702;        33.1643;     0.027625
        59;      9;     75.72;     39.43;           ;    -1076.02017140;    -0.00196664;         9.4380;        57.4893;     0.025554
        60;      9;     92.10;     45.55;           ;    -1076.02647234;    -0.00630094;         6.6708;        46.5271;     0.011104
        61;      9;     73.35;     40.07;           ;    -1076.02728538;    -0.00081303;         8.4181;        62.6198;     0.005681
        62;     10;     87.47;     56.16;           ;    -1076.03270397;    -0.00541859;         6.5293;        33.6187;     0.034611
        63;      9;     77.83;     40.46;           ;    -1076.03343318;    -0.00072921;         8.5571;        84.0045;     0.018859
        64;      9;     81.05;     55.59;           ;    -1076.03856177;    -0.00512859;         6.1923;        39.8361;     0.010217
        65;      7;     67.11;     39.96;           ;    -1076.03922045;    -0.00065868;         7.8301;        54.9404;     0.005204
        66;      9;     77.08;     48.80;           ;    -1076.04397480;    -0.00475436;         5.6785;        26.1819;     0.030103
        67;      9;     84.16;     39.97;           ;    -1076.04492988;    -0.00095508;         7.6990;        61.8754;     0.021299
        68;      7;     67.08;     41.01;           ;    -1076.04941787;    -0.00448798;         5.4029;        34.0206;     0.013444
        69;      7;     79.93;     41.97;           ;    -1076.05082612;    -0.00140825;         7.6440;        66.2787;     0.012915
        70;      9;     74.79;     39.78;           ;    -1076.05500635;    -0.00418024;         5.3577;        28.5201;     0.021441
        71;      9;     85.20;     47.52;           ;    -1076.05597715;    -0.00097079;         7.4102;        64.1758;     0.016547
        72;      9;     78.90;     40.81;           ;    -1076.05981285;    -0.00383570;         5.1420;        24.0598;     0.012585
        73;      9;     83.01;     46.14;           ;    -1076.06123414;    -0.00142129;         7.0457;        70.9652;     0.013601
        74;      7;     73.00;     44.72;           ;    -1076.06486698;    -0.00363285;         4.9392;        24.3540;     0.017984
        75;      7;     74.55;     47.09;           ;    -1076.06574846;    -0.00088147;         6.8747;        69.1306;     0.014298
        76;      7;     74.32;     40.80;           ;    -1076.06899592;    -0.00324746;         4.7653;        21.4742;     0.010906
        77;      7;     73.66;     46.82;           ;    -1076.06985292;    -0.00085700;         6.4920;        55.4404;     0.009190
        78;      9;     82.70;     41.29;           ;    -1076.07294662;    -0.00309370;         4.7790;        17.1909;     0.021420
        79;      9;     76.59;     42.94;           ;    -1076.07392048;    -0.00097386;         6.6133;        52.8976;     0.021015
        80;      7;     74.74;     42.42;           ;    -1076.07715945;    -0.00323897;         5.2094;        32.0182;     0.015594
        81;      7;     68.86;     40.56;           ;    -1076.07745845;    -0.00029900;         6.3887;        51.2058;     0.006415
        82;      9;     81.04;     42.22;           ;    -1076.08076155;    -0.00330310;         5.1539;        37.6322;     0.030010
        83;      7;     71.41;     43.40;           ;    -1076.08100319;    -0.00024164;         6.4438;        64.8908;     0.010990
        84;      9;     78.92;     49.56;           ;    -1076.08396324;    -0.00296006;         4.6115;        24.1160;     0.013322
        85;      9;     79.29;     40.62;           ;    -1076.08462763;    -0.00066439;         6.2527;        55.3871;     0.010033
        86;      5;     64.73;     42.99;           ;    -1076.08747019;    -0.00284256;         4.4367;        21.5663;     0.020011
        87;      7;     76.63;     42.67;           ;    -1076.08830291;    -0.00083271;         6.1671;        44.8010;     0.018404
        88;      7;     71.43;     45.05;           ;    -1076.09105637;    -0.00275346;         4.2990;        23.7644;     0.013122
        89;      7;     79.15;     41.00;           ;    -1076.09185954;    -0.00080317;         5.8818;        62.3379;     0.011852
        90;      7;     71.17;     44.07;           ;    -1076.09442017;    -0.00256063;         4.2155;        23.4584;     0.025214
        91;      7;     71.42;     45.64;           ;    -1076.09485944;    -0.00043927;         5.6569;        63.3859;     0.016066
        92;      8;     79.06;     41.10;           ;    -1076.09714172;    -0.00228228;         4.0554;        20.9648;     0.010070
        93;      7;     72.37;     48.50;           ;    -1076.09764165;    -0.00049993;         5.3367;        62.9298;     0.007428
        94;      9;     79.83;     40.41;           ;    -1076.09988659;    -0.00224494;         4.3607;        28.7625;     0.030227
        95;      7;     75.64;     44.43;           ;    -1076.10015023;    -0.00026364;         5.7557;        79.3458;     0.015432
        96;      9;     79.46;     44.65;           ;    -1076.10257006;    -0.00241983;         4.1311;        18.7430;     0.010976
        97;      7;     68.24;     43.01;           ;    -1076.10308532;    -0.00051526;         5.4255;        45.9377;     0.007941
        98;      8;     76.88;     45.69;           ;    -1076.10541489;    -0.00232957;         3.9776;        21.6419;     0.029432
        99;      7;     68.00;     43.01;           ;    -1076.10579442;    -0.00037953;         5.3793;        59.3184;     0.018376
       100;      8;     75.26;     40.38;           ;    -1076.10793472;    -0.00214030;         3.8421;        18.1847;     0.011890
       101;      8;     73.54;     43.17;           ;    -1076.10846671;    -0.00053199;         5.1852;        37.7365;     0.009746
       102;      9;     78.06;     44.42;           ;    -1076.11059108;    -0.00212437;         3.8753;        23.2400;     0.028969
       103;      8;     77.27;     40.37;           ;    -1076.11094585;    -0.00035477;         5.2480;        63.6072;     0.018451
       104;      8;     77.33;     41.19;           ;    -1076.11289799;    -0.00195214;         3.7575;        20.5252;     0.012613
       105;      8;     75.72;     42.84;           ;    -1076.11320464;    -0.00030666;         4.8285;        43.2991;     0.007330
       106;      8;     76.56;     41.79;           ;    -1076.11504753;    -0.00184289;         3.8185;        33.8139;     0.031482
       107;      7;     73.92;     40.49;           ;    -1076.11531091;    -0.00026338;         5.1435;        86.1798;     0.018664
       108;      9;     80.96;     43.70;           ;    -1076.11711290;    -0.00180199;         3.8910;        27.1648;     0.010970
       109;      7;     70.98;     41.65;           ;    -1076.11727652;    -0.00016362;         4.7233;        51.6233;     0.004453
       110;      7;     70.87;     40.58;           ;    -1076.11912264;    -0.00184612;         3.7586;        23.7344;     0.034215
       111;      7;     70.00;     42.11;           ;    -1076.11934084;    -0.00021820;         5.0371;        65.9276;     0.017699
       112;      7;     71.99;     39.77;           ;    -1076.12110052;    -0.00175968;         3.4899;        25.3771;     0.012557
       113;      7;     74.39;     43.95;           ;    -1076.12158985;    -0.00048933;         4.6240;        27.6455;     0.010999
       114;      7;     85.16;     45.12;           ;    -1076.12318184;    -0.00159200;         3.4004;        30.7899;     0.030330
       115;      7;     81.56;     44.83;           ;    -1076.12337845;    -0.00019661;         4.4713;        56.7807;     0.015573
       116;      8;     85.29;     44.05;           ;    -1076.12474401;    -0.00136556;         3.2366;        19.5988;     0.009548
       117;      8;     83.83;     44.64;           ;    -1076.12511314;    -0.00036913;         4.4130;        57.8955;     0.008201
       118;      7;     80.66;     43.43;           ;    -1076.12657128;    -0.00145814;         3.4674;        33.2585;     0.039210
       119;      7;     78.24;     42.17;           ;    -1076.12671677;    -0.00014549;         4.4456;        74.4771;     0.018605
       120;      7;     77.45;     50.95;           ;    -1076.12806773;    -0.00135096;         3.4066;        17.0797;     0.010563
       121;      5;     65.77;     45.41;           ;    -1076.12814006;    -0.00007232;         3.9976;        39.9917;     0.003077
       122;      9;     89.68;     47.32;           ;    -1076.12943646;    -0.00129641;         3.1604;        17.3288;     0.034336
       123;      7;     78.98;     45.85;           ;    -1076.12961999;    -0.00018353;         4.2531;        48.6109;     0.019769
       124;      7;     78.39;     44.96;           ;    -1076.13090671;    -0.00128672;         3.0291;        14.1025;     0.013550
       125;      7;     78.56;     47.76;           ;    -1076.13120029;    -0.00029357;         4.1238;        32.7630;     0.010327
       126;      8;     79.70;     44.52;           ;    -1076.13243802;    -0.00123773;         2.9566;        11.6779;     0.027726
       127;      7;     75.49;     42.84;           ;    -1076.13275992;    -0.00032190;         4.1351;        39.6138;     0.023601
       128;      7;     72.15;     44.51;           ;    -1076.13397672;    -0.00121680;         2.9050;        15.1779;     0.014226
       129;      7;     78.19;     41.83;           ;    -1076.13435730;    -0.00038058;         3.9624;        33.2327;     0.013550
       130;      9;     88.34;     42.96;           ;    -1076.13555771;    -0.00120041;         2.9395;        22.5419;     0.036711
       131;      5;     72.72;     46.03;           ;    -1076.13576594;    -0.00020823;         3.9671;        59.8347;     0.024067
       132;      7;     77.49;     41.14;           ;    -1076.13686564;    -0.00109970;         3.1984;        23.5526;     0.009695
       133;      5;     67.30;     44.22;           ;    -1076.13694971;    -0.00008406;         3.8670;        53.0235;     0.003519
       134;      8;     84.65;     41.58;           ;    -1076.13815455;    -0.00120485;         3.2209;        30.1926;     0.047187
       135;      7;     73.76;     41.01;           ;    -1076.13824954;    -0.00009499;         4.0696;        43.8797;     0.018756
       136;      7;     71.23;     45.15;           ;    -1076.13941515;    -0.00116561;         2.9184;        15.3527;     0.016429
       137;      7;     72.72;     45.92;           ;    -1076.13961203;    -0.00019687;         3.8774;        51.3893;     0.010103
       138;      3;     54.37;     45.07;           ;    -1076.14070010;    -0.00108807;         2.8200;        14.5502;     0.032430
       139;      8;     76.02;     42.28;           ;    -1076.14106946;    -0.00036937;         3.9926;        48.3444;     0.033184
       140;      7;     71.84;     41.36;           ;    -1076.14220885;    -0.00113939;         2.7865;        13.2776;     0.017274
       141;      5;     67.41;     41.88;           ;    -1076.14247703;    -0.00026818;         3.7558;        35.7116;     0.013361
       142;      7;     79.08;     44.70;           ;    -1076.14351538;    -0.00103834;         2.7664;        12.3997;     0.037209
       143;      7;     78.00;     40.93;           ;    -1076.14372538;    -0.00021001;         3.7942;        40.5599;     0.026526
       144;      7;     75.64;     43.92;           ;    -1076.14472469;    -0.00099931;         2.7208;        17.4895;     0.011455
       145;      7;     80.51;     44.67;           ;    -1076.14493697;    -0.00021228;         3.5894;        36.0041;     0.008266
       146;      7;     75.10;     42.93;           ;    -1076.14590466;    -0.00096769;         2.8443;        21.2401;     0.048351
       147;      7;     82.28;     50.83;           ;    -1076.14601512;    -0.00011046;         3.6868;        46.8463;     0.023993
       148;      7;     80.08;     49.60;           ;    -1076.14697391;    -0.00095879;         2.7403;        16.9364;     0.008966
       149;      7;     77.32;     43.50;           ;    -1076.14709087;    -0.00011696;         3.4628;        27.7843;     0.004408
       150;      7;     77.35;     43.86;           ;    -1076.14802441;    -0.00093354;         2.6048;        11.9885;     0.041052
       151;      7;     74.75;     48.91;           ;    -1076.14824102;    -0.00021661;         3.6177;        33.2067;     0.032399
       152;      7;     80.91;     49.18;           ;    -1076.14920023;    -0.00095920;         2.6106;        13.2132;     0.016670
       153;      5;     68.63;     46.07;           ;    -1076.14941433;    -0.00021410;         3.6171;        35.8824;     0.012501
       154;      7;     70.52;     43.73;           ;    -1076.15032700;    -0.00091267;         2.5226;        11.9908;     0.033792
       155;      7;     68.98;     42.48;           ;    -1076.15057054;    -0.00024353;         3.4551;        22.7040;     0.029038
       156;      7;     73.30;     43.71;           ;    -1076.15143423;    -0.00086369;         2.4422;        12.2092;     0.014160
       157;      7;     72.26;     43.45;           ;    -1076.15170931;    -0.00027508;         3.3615;        26.1747;     0.013681
       158;      7;     72.65;     43.73;           ;    -1076.15255108;    -0.00084177;         2.4276;        12.8959;     0.037057
       159;      7;     72.83;     44.83;           ;    -1076.15272677;    -0.00017569;         3.3138;        24.1951;     0.026764
       160;      7;     72.12;     42.30;           ;    -1076.15353418;    -0.00080741;         2.4149;        13.0248;     0.012599
       161;      7;     73.29;     43.97;           ;    -1076.15372076;    -0.00018659;         3.2490;        33.1867;     0.009685
       162;      8;     66.09;     41.01;           ;    -1076.15453028;    -0.00080952;         2.5015;        13.8816;     0.042545
       163;      8;     67.57;     42.24;           ;    -1076.15468177;    -0.00015149;         3.3991;        45.4990;     0.028870
       164;      5;     52.53;     39.80;           ;    -1076.15550985;    -0.00082808;         2.4704;        12.2654;     0.012075
       165;      7;     54.16;     46.99;           ;    -1076.15561254;    -0.00010270;         3.1264;        20.6705;     0.006057
       166;      7;     50.03;     38.53;           ;    -1076.15637373;    -0.00076119;         2.2765;        13.4477;     0.038444
       167;      7;     46.80;     30.56;           ;    -1076.15655523;    -0.00018150;         3.1205;        21.7647;     0.030715
       168;      7;     37.34;     26.57;           ;    -1076.15730250;    -0.00074727;         2.2399;        12.5983;     0.013205
       169;      7;     32.81;     25.51;           ;    -1076.15748831;    -0.00018581;         3.0282;        33.1950;     0.010621
       170;      7;     32.21;     23.79;           ;    -1076.15820634;    -0.00071803;         2.2792;        12.6513;     0.038096
       171;      7;     41.89;     26.38;           ;    -1076.15831936;    -0.00011302;         3.0908;        36.7220;     0.022580
       172;      5;     39.82;     26.99;           ;    -1076.15899692;    -0.00067757;         2.1903;        11.6949;     0.016764
       173;      7;     43.64;     26.07;           ;    -1076.15922107;    -0.00022414;         3.0270;        29.6160;     0.016817
       174;      7;     43.66;     27.15;           ;    -1076.15989854;    -0.00067748;         2.1168;         9.1707;     0.033701
       175;      7;     51.98;     27.75;           ;    -1076.16005659;    -0.00015805;         2.8849;        21.5638;     0.026161
       176;      7;     44.75;     25.60;           ;    -1076.16068184;    -0.00062525;         2.0472;        10.6100;     0.015574
       177;      7;     37.49;     23.49;           ;    -1076.16090729;    -0.00022545;         2.8418;        16.0099;     0.016681
       178;      7;     30.65;     23.72;           ;    -1076.16154475;    -0.00063747;         2.0756;        11.1012;     0.038836
       179;      7;     41.96;     27.28;           ;    -1076.16166834;    -0.00012358;         2.7945;        16.8600;     0.026647
       180;      7;     47.42;     26.35;           ;    -1076.16227812;    -0.00060979;         2.0242;        11.8845;     0.012113
       181;      7;     42.08;     26.10;           ;    -1076.16239033;    -0.00011221;         2.6634;        18.0256;     0.007857
       182;      8;     44.85;     25.81;           ;    -1076.16296451;    -0.00057418;         1.9977;        12.1352;     0.038430
       183;      8;     45.67;     26.60;           ;    -1076.16308364;    -0.00011913;         2.6947;        18.6115;     0.027739
       184;      5;     37.83;     27.58;           ;    -1076.16367828;    -0.00059464;         1.9886;        13.0765;     0.012484
       185;      5;     38.81;     26.21;           ;    -1076.16379806;    -0.00011978;         2.7129;        23.7084;     0.008670
       186;      7;     39.84;     24.98;           ;    -1076.16435377;    -0.00055571;         1.9737;        12.4008;     0.031441
       187;      7;     30.61;     25.59;           ;    -1076.16447446;    -0.00012069;         2.7158;        27.6908;     0.023260
       188;      7;     30.73;     23.82;           ;    -1076.16502014;    -0.00054568;         1.9656;        13.1732;     0.011210
       189;      7;     30.69;     23.55;           ;    -1076.16518963;    -0.00016949;         2.7318;        23.3032;     0.010794
       190;      5;     27.64;     23.87;           ;    -1076.16576248;    -0.00057285;         1.9874;        14.8322;     0.033272
       191;      7;     30.73;     23.91;           ;    -1076.16590136;    -0.00013889;         2.7489;        25.8441;     0.026657
       192;      7;     31.21;     23.99;           ;    -1076.16646122;    -0.00055986;         1.9986;        15.1414;     0.014352
       193;      7;     31.39;     23.54;           ;    -1076.16658066;    -0.00011944;         2.7123;        30.6312;     0.010331
       194;      7;     30.83;     24.17;           ;    -1076.16711813;    -0.00053747;         1.9418;        13.9680;     0.029244
       195;      7;     31.30;     23.70;           ;    -1076.16724934;    -0.00013120;         2.6634;        27.4698;     0.023486
       196;      7;     30.95;     24.33;           ;    -1076.16776563;    -0.00051629;         1.9345;        12.6033;     0.015910
       197;      7;     34.40;     24.53;           ;    -1076.16790729;    -0.00014166;         2.6949;        32.2030;     0.013747
       198;      7;     32.52;     24.08;           ;    -1076.16842575;    -0.00051846;         1.9580;        11.4894;     0.029179
       199;      7;     32.06;     23.49;           ;    -1076.16854423;    -0.00011848;         2.6637;        36.3226;     0.022433
       200;      5;     29.41;     23.67;           ;    -1076.16905273;    -0.00050850;         1.9052;        12.0210;     0.015689
       201;      5;     28.31;     23.65;           ;    -1076.16914898;    -0.00009625;         2.4673;        23.9434;     0.010480
       202;      5;     32.04;     24.35;           ;    -1076.16964064;    -0.00049166;         1.9014;        12.6353;     0.035335
       203;      5;     28.29;     24.37;           ;    -1076.16973379;    -0.00009314;         2.5695;        28.7390;     0.024080
       204;      7;     32.17;     23.55;           ;    -1076.17024232;    -0.00050854;         1.8364;        12.7697;     0.016662
       205;      5;     27.26;     24.79;           ;    -1076.17032833;    -0.00008601;         2.4340;        19.1040;     0.010237
       206;      7;     31.40;     24.02;           ;    -1076.17076878;    -0.00044044;         1.6965;        12.4370;     0.023857
       207;      7;     35.77;     23.95;           ;    -1076.17086781;    -0.00009904;         2.2931;        15.1793;     0.018008
       208;      7;     31.44;     23.45;           ;    -1076.17126045;    -0.00039264;         1.6452;        12.6192;     0.012752
       209;      7;     33.64;     24.42;           ;    -1076.17136927;    -0.00010882;         2.2867;        21.9410;     0.011103
       210;      7;     31.85;     24.20;           ;    -1076.17176105;    -0.00039178;         1.6569;        11.3836;     0.022678
       211;      7;     32.73;     23.56;           ;    -1076.17186515;    -0.00010411;         2.2939;        22.4380;     0.019380
       212;      7;     33.58;     23.77;           ;    -1076.17225161;    -0.00038645;         1.6029;        10.3697;     0.014973
       213;      7;     33.62;     23.94;           ;    -1076.17233114;    -0.00007954;         2.1304;        14.5793;     0.010698
       214;      7;     33.90;     24.14;           ;    -1076.17267860;    -0.00034745;         1.5055;         9.8278;     0.022492
       215;      7;     34.31;     23.33;           ;    -1076.17275934;    -0.00008074;         2.0355;        18.4862;     0.017427
       216;      3;     30.15;     23.48;           ;    -1076.17307447;    -0.00031513;         1.4911;         8.6298;     0.013374
       217;      5;     29.84;     23.88;           ;    -1076.17314499;    -0.00007053;         2.0647;        24.7262;     0.009993
       218;      3;     26.69;     24.68;           ;    -1076.17345031;    -0.00030531;         1.4803;         7.7481;     0.019990
       219;      5;     30.22;     23.66;           ;    -1076.17352383;    -0.00007353;         2.0344;        23.2528;     0.015975
       220;      8;     32.61;     23.80;           ;    -1076.17381448;    -0.00029064;         1.4451;         6.7730;     0.012948
       221;      8;     36.76;     23.89;           ;    -1076.17388699;    -0.00007251;         1.9609;        14.3165;     0.010444
       222;      5;     27.80;     24.05;           ;    -1076.17416890;    -0.00028191;         1.4483;         7.8758;     0.021285
       223;      5;     27.72;     25.06;           ;    -1076.17423895;    -0.00007006;         1.9891;        16.8070;     0.017341
       224;      7;     31.77;     24.37;           ;    -1076.17452851;    -0.00028956;         1.4719;         9.1346;     0.015677
       225;      3;     24.85;     23.60;           ;    -1076.17458508;    -0.00005657;         1.9662;        17.1204;     0.010746
       226;      7;     34.28;     27.54;           ;    -1076.17487207;    -0.00028700;         1.4429;         7.3732;     0.024328
       227;      7;     31.81;     23.46;           ;    -1076.17492364;    -0.00005156;         1.9250;        23.2063;     0.015814
       228;      7;     32.40;     24.34;           ;    -1076.17519464;    -0.00027100;         1.4070;         6.0600;     0.013961
       229;      6;     29.50;     23.80;           ;    -1076.17525477;    -0.00006013;         1.9212;        20.5909;     0.010484
       230;      7;     32.02;     24.15;           ;    -1076.17552769;    -0.00027292;         1.3684;         5.7707;     0.020628
       231;      7;     36.29;     24.17;           ;    -1076.17560514;    -0.00007745;         1.8860;        14.0405;     0.018477
       232;      8;     33.95;     24.70;           ;    -1076.17586967;    -0.00026453;         1.3234;         6.0923;     0.013952
       233;      5;     29.32;     24.56;           ;    -1076.17593170;    -0.00006203;         1.7883;        10.1719;     0.010741
       234;      7;     31.82;     24.33;           ;    -1076.17618197;    -0.00025026;         1.3017;         6.0432;     0.019037
       235;      7;     33.36;     24.19;           ;    -1076.17626114;    -0.00007918;         1.8313;        12.7571;     0.018496
       236;      7;     34.18;     24.01;           ;    -1076.17651409;    -0.00025295;         1.3307;         8.0403;     0.012476
       237;      7;     31.59;     23.81;           ;    -1076.17656325;    -0.00004917;         1.8214;        13.8775;     0.008488
       238;      7;     83.26;     42.21;           ;    -1076.17680475;    -0.00024150;         1.3313;         8.0100;     0.020198
       239;      7;     65.98;     42.20;           ;    -1076.17687386;    -0.00006910;         1.8734;        13.3850;     0.018320
       240;      5;     59.56;     52.34;           ;    -1076.17712730;    -0.00025344;         1.3613;         8.9175;     0.009836
       241;      5;     53.72;     41.28;           ;    -1076.17719760;    -0.00007030;         1.8569;        17.3674;     0.008541
       242;      5;     54.66;     40.80;           ;    -1076.17746582;    -0.00026822;         1.4390;         8.9168;     0.026677
       243;      5;     69.91;     48.00;           ;    -1076.17751608;    -0.00005027;         1.9804;        19.9752;     0.018269
       244;      7;     66.07;     40.98;           ;    -1076.17779497;    -0.00027889;         1.4517;         8.3041;     0.010870
       245;      7;     68.09;     48.25;           ;    -1076.17784944;    -0.00005447;         1.9260;        15.4272;     0.007403
       246;      7;     69.18;     41.66;           ;    -1076.17813558;    -0.00028614;         1.4593;         9.2686;     0.028679
       247;      5;     57.52;     46.06;           ;    -1076.17819778;    -0.00006220;         2.0357;        19.7725;     0.021744
       248;      7;     75.09;     42.50;           ;    -1076.17849178;    -0.00029400;         1.4703;        10.0681;     0.010332
       249;      7;     63.37;     40.04;           ;    -1076.17856001;    -0.00006823;         2.0283;        17.4786;     0.008002
       250;      7;     72.15;     51.10;           ;    -1076.17885980;    -0.00029979;         1.4851;        10.1491;     0.026912
       251;      7;     62.64;     42.09;           ;    -1076.17895724;    -0.00009745;         2.1331;        20.3962;     0.027305
       252;      7;     74.88;     48.42;           ;    -1076.17927878;    -0.00032154;         1.5502;        10.7211;     0.009542
       253;      7;     73.12;     40.25;           ;    -1076.17936030;    -0.00008152;         2.1357;        31.5042;     0.007841
       254;      5;     61.40;     42.95;           ;    -1076.17970050;    -0.00034020;         1.6698;         9.1914;     0.036244
       255;      3;     56.41;     48.47;           ;    -1076.17977086;    -0.00007036;         2.3533;        26.1089;     0.027365
       256;      7;     65.89;     42.27;           ;    -1076.18013180;    -0.00036094;         1.6945;        10.2343;     0.015387
       257;      5;     66.40;     44.30;           ;    -1076.18017687;    -0.00004507;         2.1076;        15.7900;     0.007651
