#     Step;   Iter;    t_Ener;    t_Grad;       Temp;             E_Pot;        Delta E;      RMS(Grad);      Max(Grad);    Max(Step)
        28;      8;     37.11;     27.11;           ;    -1075.65988536;    -0.01871398;        11.8714;        55.9354;     0.015806
        29;      9;     38.74;     27.04;           ;    -1075.66826646;    -0.00838109;        16.3493;       134.8710;     0.019931
        30;     10;     39.32;     26.28;           ;    -1075.68706992;    -0.01880346;        11.6888;        54.1905;     0.031050
        31;      8;     36.38;     25.83;           ;    -1075.68916757;    -0.00209765;        14.8461;       106.8283;     0.014799
        32;      9;     37.26;     25.02;           ;    -1075.70453296;    -0.01536539;        11.6891;        95.5248;     0.015522
        33;     10;     38.09;     25.11;           ;    -1075.70600169;    -0.00146873;        14.3777;       105.7567;     0.006521
        34;      9;     36.63;     24.48;           ;    -1075.72097312;    -0.01497144;        11.0441;        75.1810;     0.033773
        35;      9;     35.91;     24.63;           ;    -1075.72211996;    -0.00114684;        13.7848;       110.3597;     0.012686
        36;      9;     35.53;     24.55;           ;    -1075.73541562;    -0.01329566;         9.7944;        55.9649;     0.017058
        37;      9;     36.11;     24.42;           ;    -1075.73949914;    -0.00408352;        13.4730;       139.4172;     0.016125
        38;      9;     37.25;     24.70;           ;    -1075.75246075;    -0.01296161;         9.4005;        41.9084;     0.025737
        39;     10;     36.60;     24.41;           ;    -1075.75558667;    -0.00312592;        13.0154;       116.8019;     0.020558
        40;      9;     34.70;     25.22;           ;    -1075.76723767;    -0.01165099;         8.9375;        46.5272;     0.017807
        41;      9;     34.98;     25.26;           ;    -1075.77085310;    -0.00361544;        12.3045;       109.9458;     0.016908
        42;     11;     40.40;     24.92;           ;    -1075.78205265;    -0.01119954;         8.7214;        39.8816;     0.023084
        43;      9;     37.59;     24.82;           ;    -1075.78652466;    -0.00447201;        12.1018;       101.1590;     0.026856
        44;      9;     38.08;     24.99;           ;    -1075.79774284;    -0.01121818;         8.7586;        48.9117;     0.016153
        45;      8;     36.73;     24.72;           ;    -1075.79987179;    -0.00212895;        11.9293;       114.5051;     0.010771
        46;      8;     36.75;     25.37;           ;    -1075.80987757;    -0.01000578;         8.6314;        39.6657;     0.032281
        47;      7;     35.56;     25.68;           ;    -1075.81122955;    -0.00135198;        11.1907;        82.8738;     0.017747
        48;      8;     36.67;     25.87;           ;    -1075.81985390;    -0.00862435;         8.3500;        79.3333;     0.013254
        49;      7;     33.04;     24.87;           ;    -1075.82062356;    -0.00076966;        10.0931;       104.7912;     0.005329
        50;     10;     37.20;     25.48;           ;    -1075.82878494;    -0.00816138;         7.7476;        54.5643;     0.032483
        51;      8;     34.15;     24.59;           ;    -1075.82967541;    -0.00089047;        10.1522;        95.6875;     0.015405
        52;      8;     34.51;     25.00;           ;    -1075.83711211;    -0.00743670;         7.1826;        35.4384;     0.015031
        53;      8;     33.94;     24.45;           ;    -1075.83966703;    -0.00255492;        10.1422;       113.8262;     0.015477
        54;     10;     37.47;     24.42;           ;    -1075.84707935;    -0.00741233;         6.8039;        25.3303;     0.023508
        55;      8;     33.99;     24.59;           ;    -1075.84893050;    -0.00185114;         9.1818;        62.0608;     0.019182
        56;      9;     35.85;     24.84;           ;    -1075.85544559;    -0.00651510;         6.5131;        35.6526;     0.015960
        57;      9;     36.19;     59.39;           ;    -1075.85824967;    -0.00280407;         9.1728;        72.9432;     0.019396
        58;      9;     77.67;     40.38;           ;    -1075.86474953;    -0.00649987;         6.4959;        25.3353;     0.026467
        59;      9;     78.03;     47.52;           ;    -1075.86583974;    -0.00109021;         8.8124;        63.2373;     0.016410
        60;      9;     90.57;     41.63;           ;    -1075.87129696;    -0.00545722;         6.2221;        38.6948;     0.009491
        61;      9;     74.73;     41.47;           ;    -1075.87246673;    -0.00116977;         8.1094;        76.6048;     0.006891
        62;     10;     99.74;     42.02;           ;    -1075.87764514;    -0.00517841;         6.5975;        51.2714;     0.035940
        63;      8;     72.51;     41.82;           ;    -1075.87809561;    -0.00045047;         8.3509;       108.8929;     0.014954
        64;      9;     97.68;     41.21;           ;    -1075.88295693;    -0.00486133;         6.0202;        33.8822;     0.010876
        65;      7;     68.50;     41.95;           ;    -1075.88350604;    -0.00054911;         7.5151;        48.6906;     0.005086
        66;      9;     86.54;     51.89;           ;    -1075.88798616;    -0.00448012;         5.4836;        30.6049;     0.028010
        67;      7;     67.77;     39.77;           ;    -1075.88909736;    -0.00111120;         7.6241;        83.3924;     0.023087
        68;      9;     85.35;     52.70;           ;    -1075.89340541;    -0.00430806;         5.3598;        35.9766;     0.015436
        69;      7;     64.76;     40.48;           ;    -1075.89437521;    -0.00096980;         7.4820;       125.4435;     0.011656
        70;      9;     76.27;     48.53;           ;    -1075.89814170;    -0.00376648;         5.2545;        24.7811;     0.019836
        71;      9;     84.55;     42.65;           ;    -1075.89909455;    -0.00095285;         7.3255;       117.8781;     0.016266
        72;      8;     74.28;     44.75;           ;    -1075.90268834;    -0.00359378;         5.0760;        31.6490;     0.012740
        73;      8;     86.95;     41.52;           ;    -1075.90420127;    -0.00151293;         6.8351;        71.6081;     0.015260
        74;      7;     71.44;     43.90;           ;    -1075.90769775;    -0.00349648;         4.7138;        27.5191;     0.017304
        75;      7;     75.67;     43.69;           ;    -1075.90863073;    -0.00093299;         6.5122;        51.0058;     0.014731
        76;      7;     70.98;     42.55;           ;    -1075.91169342;    -0.00306269;         4.4810;        18.8909;     0.013121
        77;      7;     74.20;     48.15;           ;    -1075.91246490;    -0.00077147;         6.1010;        44.3816;     0.010681
        78;      7;     71.70;     41.42;           ;    -1075.91520996;    -0.00274506;         4.4521;        19.2057;     0.018426
        79;      7;     72.78;     43.98;           ;    -1075.91598174;    -0.00077177;         6.2548;        70.3663;     0.016422
        80;      7;     73.70;     42.46;           ;    -1075.91872716;    -0.00274543;         4.7138;        23.5357;     0.013481
        81;      7;     72.92;     49.08;           ;    -1075.91919800;    -0.00047084;         6.1490;        57.4502;     0.008350
        82;      9;     86.58;     42.27;           ;    -1075.92197149;    -0.00277349;         5.0505;        38.9122;     0.033058
        83;      5;     60.30;     42.38;           ;    -1075.92211182;    -0.00014033;         5.9941;        59.3255;     0.009750
        84;      8;     78.79;     43.63;           ;    -1075.92477067;    -0.00265885;         4.5518;        35.2813;     0.013131
        85;      8;     72.73;     41.97;           ;    -1075.92506078;    -0.00029012;         5.7680;        62.1054;     0.006003
        86;      7;     74.80;     49.71;           ;    -1075.92756454;    -0.00250375;         4.1043;        20.1556;     0.023410
        87;      7;     77.00;     41.19;           ;    -1075.92818347;    -0.00061893;         5.6539;        62.7782;     0.019067
        88;      7;     71.94;     46.29;           ;    -1075.93049882;    -0.00231535;         3.9429;        17.7729;     0.012977
        89;      7;     73.33;     45.00;           ;    -1075.93108610;    -0.00058728;         5.4273;        48.9509;     0.010599
        90;      8;     73.34;     45.56;           ;    -1075.93320365;    -0.00211755;         3.7494;        16.4684;     0.017848
        91;      8;     76.45;     42.07;           ;    -1075.93383780;    -0.00063415;         5.1547;        38.4148;     0.016579
        92;      7;     74.68;     41.81;           ;    -1075.93578117;    -0.00194337;         3.5819;        14.8158;     0.013549
        93;      8;     77.56;     41.13;           ;    -1075.93633871;    -0.00055754;         4.9727;        35.3533;     0.012219
        94;      7;     70.60;     44.62;           ;    -1075.93816371;    -0.00182500;         3.5782;        20.0183;     0.019742
        95;      7;     73.32;     48.25;           ;    -1075.93871839;    -0.00055468;         5.0622;        52.1438;     0.018678
        96;      7;     72.94;     41.46;           ;    -1075.94056020;    -0.00184182;         3.6793;        14.7082;     0.009383
        97;      7;     70.91;     43.46;           ;    -1075.94094362;    -0.00038342;         4.9177;        33.3840;     0.006679
        98;      7;     79.04;     42.44;           ;    -1075.94278736;    -0.00184374;         3.7121;        17.9431;     0.029081
        99;      7;     68.91;     43.74;           ;    -1075.94312927;    -0.00034191;         4.9785;        41.3072;     0.019742
       100;      7;     70.01;     44.37;           ;    -1075.94491198;    -0.00178272;         3.6853;        24.1883;     0.010296
       101;      7;     71.68;     45.72;           ;    -1075.94510070;    -0.00018872;         4.6321;        38.3511;     0.004618
       102;      8;     75.59;     48.83;           ;    -1075.94673371;    -0.00163300;         3.4643;        14.1300;     0.027011
       103;      7;     72.71;     43.90;           ;    -1075.94708009;    -0.00034639;         4.7761;        39.8231;     0.019828
       104;      7;     74.56;     49.19;           ;    -1075.94867711;    -0.00159702;         3.2718;        14.2204;     0.015215
       105;      7;     69.85;     44.71;           ;    -1075.94904531;    -0.00036819;         4.4202;        39.1796;     0.011583
       106;      7;     73.27;     42.69;           ;    -1075.95047969;    -0.00143438;         3.1863;        18.3833;     0.022284
       107;      7;     73.28;     42.81;           ;    -1075.95102134;    -0.00054165;         4.5270;        43.6724;     0.024713
       108;      8;     75.08;     45.27;           ;    -1075.95252169;    -0.00150035;         3.1933;        16.1529;     0.014868
       109;      7;     73.42;     44.45;           ;    -1075.95286807;    -0.00034638;         4.3660;        41.0490;     0.011366
       110;      7;     70.28;     42.92;           ;    -1075.95425955;    -0.00139148;         3.1733;        15.3471;     0.028100
       111;      7;     71.86;     47.39;           ;    -1075.95460164;    -0.00034209;         4.3906;        38.2575;     0.022910
       112;      7;     69.93;     45.13;           ;    -1075.95596326;    -0.00136162;         3.0934;        15.2265;     0.010506
       113;      7;     77.73;     48.12;           ;    -1075.95626052;    -0.00029726;         4.0550;        39.9018;     0.007693
       114;      7;     84.35;     43.78;           ;    -1075.95756777;    -0.00130725;         3.2923;        23.7634;     0.040350
       115;      5;     69.60;     49.10;           ;    -1075.95775176;    -0.00018399;         4.4051;        58.1750;     0.023037
       116;      7;     75.96;     45.79;           ;    -1075.95917290;    -0.00142114;         3.2346;        16.8211;     0.012119
       117;      7;     80.82;     45.33;           ;    -1075.95942711;    -0.00025421;         4.2412;        43.4951;     0.007756
       118;      7;     79.55;     49.08;           ;    -1075.96082876;    -0.00140165;         3.1608;        12.6335;     0.042334
       119;      7;     76.31;     44.97;           ;    -1075.96106851;    -0.00023975;         4.2884;        37.4650;     0.027324
       120;      7;     78.50;     45.74;           ;    -1075.96238497;    -0.00131646;         3.0184;        13.8243;     0.015025
       121;      7;     84.30;     44.20;           ;    -1075.96264960;    -0.00026463;         4.0539;        28.0067;     0.010454
       122;      7;     77.48;     46.05;           ;    -1075.96388326;    -0.00123366;         2.9444;        14.0409;     0.033885
       123;      7;     76.13;     43.65;           ;    -1075.96427476;    -0.00039150;         4.1481;        38.8502;     0.033697
       124;      7;     79.75;     46.62;           ;    -1075.96551702;    -0.00124225;         2.9647;        15.7035;     0.012619
       125;      6;     75.82;     43.33;           ;    -1075.96573182;    -0.00021480;         3.9128;        34.7217;     0.007891
       126;      7;     80.21;     46.28;           ;    -1075.96688581;    -0.00115399;         2.9501;        18.1853;     0.041691
       127;      7;     81.51;     47.38;           ;    -1075.96710830;    -0.00022249;         4.0341;        49.7434;     0.029343
       128;      7;     78.28;     45.29;           ;    -1075.96822701;    -0.00111871;         2.8728;        15.2355;     0.009705
       129;      7;     84.70;     44.73;           ;    -1075.96842591;    -0.00019889;         3.6969;        37.5713;     0.006183
       130;      7;     75.12;     43.68;           ;    -1075.96958154;    -0.00115563;         3.0790;        21.6401;     0.050520
       131;      7;     77.06;     44.80;           ;    -1075.96977282;    -0.00019129;         4.2777;        57.3329;     0.032843
       132;      8;     82.16;     44.74;           ;    -1075.97102204;    -0.00124921;         3.0200;        13.5297;     0.012537
       133;      5;     73.94;     48.29;           ;    -1075.97122861;    -0.00020657;         3.8761;        32.8051;     0.007579
       134;      7;     69.52;     42.86;           ;    -1075.97242062;    -0.00119202;         2.9113;        15.1998;     0.049233
       135;      5;     59.87;     46.76;           ;    -1075.97263422;    -0.00021360;         3.9798;        39.4795;     0.032868
       136;      7;     71.32;     42.42;           ;    -1075.97377869;    -0.00114447;         2.8741;        12.5203;     0.015474
       137;      7;     72.26;     44.06;           ;    -1075.97408881;    -0.00031012;         3.9946;        42.5539;     0.013226
       138;      7;     73.53;     40.37;           ;    -1075.97529870;    -0.00120989;         2.9974;        13.9831;     0.049235
       139;      7;     67.07;     42.78;           ;    -1075.97560264;    -0.00030393;         4.2523;        44.4051;     0.041949
       140;      7;     69.52;     44.74;           ;    -1075.97682776;    -0.00122513;         2.9975;        15.9792;     0.011423
       141;      7;     75.02;     43.94;           ;    -1075.97700444;    -0.00017667;         3.8137;        43.9557;     0.006303
       142;      7;     74.32;     50.76;           ;    -1075.97810709;    -0.00110265;         3.0926;        21.8912;     0.063046
       143;      5;     60.42;     44.07;           ;    -1075.97820624;    -0.00009915;         3.9475;        46.2899;     0.027522
       144;      7;     78.25;     45.91;           ;    -1075.97930723;    -0.00110100;         2.9306;        19.3988;     0.011313
       145;      5;     73.63;     46.01;           ;    -1075.97947295;    -0.00016571;         3.7905;        45.1241;     0.006418
       146;      7;     82.14;     43.15;           ;    -1075.98055913;    -0.00108618;         2.8210;        13.4068;     0.052099
       147;      5;     73.54;     45.30;           ;    -1075.98074978;    -0.00019065;         3.8392;        35.6635;     0.034227
       148;      7;     83.12;     43.95;           ;    -1075.98179994;    -0.00105016;         2.7191;        11.2772;     0.015056
       149;      7;     79.05;     45.80;           ;    -1075.98210173;    -0.00030179;         3.7605;        39.3302;     0.013515
       150;      7;     71.28;     46.68;           ;    -1075.98314950;    -0.00104778;         2.7442;        11.0972;     0.042337
       151;      7;     79.51;     48.58;           ;    -1075.98341821;    -0.00026870;         3.8729;        38.4601;     0.035775
       152;      7;     79.53;     47.74;           ;    -1075.98446324;    -0.00104504;         2.6962;        13.1717;     0.014167
       153;      7;     73.10;     45.86;           ;    -1075.98473585;    -0.00027261;         3.6129;        25.4030;     0.011789
       154;      7;     68.77;     43.89;           ;    -1075.98571992;    -0.00098407;         2.6966;        12.5568;     0.047378
       155;      7;     75.25;     42.04;           ;    -1075.98591501;    -0.00019509;         3.6786;        34.6595;     0.033698
       156;      7;     72.50;     46.05;           ;    -1075.98684740;    -0.00093239;         2.7474;        13.6686;     0.011425
       157;      6;     67.16;     47.96;           ;    -1075.98695290;    -0.00010550;         3.4663;        31.3395;     0.005390
       158;      7;     72.56;     44.15;           ;    -1075.98787286;    -0.00091996;         2.6233;        11.2827;     0.049278
       159;      7;     73.37;     41.40;           ;    -1075.98804476;    -0.00017190;         3.4958;        30.1736;     0.033981
       160;      7;     70.38;     46.73;           ;    -1075.98894972;    -0.00090496;         2.5795;        14.5160;     0.011395
       161;      5;     58.99;     42.10;           ;    -1075.98906243;    -0.00011271;         3.3534;        33.0992;     0.005668
       162;      7;     61.58;     40.36;           ;    -1075.98985907;    -0.00079664;         2.3880;         9.5780;     0.032759
       163;      7;     58.37;     42.81;           ;    -1075.99004532;    -0.00018625;         3.2378;        20.4427;     0.025670
       164;      7;     54.91;     41.18;           ;    -1075.99081130;    -0.00076599;         2.3140;         9.3683;     0.009973
       165;      7;     54.21;     43.20;           ;    -1075.99103805;    -0.00022675;         3.2135;        21.0489;     0.009124
       166;      7;     48.55;     41.77;           ;    -1075.99179122;    -0.00075317;         2.2509;         8.5962;     0.024366
       167;      5;     42.92;     28.84;           ;    -1075.99196863;    -0.00017741;         3.0590;        18.1206;     0.019068
       168;      8;     35.38;     27.14;           ;    -1075.99265872;    -0.00069009;         2.2062;        10.1812;     0.010698
       169;      8;     33.74;     24.84;           ;    -1075.99284369;    -0.00018497;         3.0451;        21.5223;     0.009101
       170;      7;     34.03;     28.15;           ;    -1075.99351526;    -0.00067157;         2.1735;         8.4511;     0.025599
       171;      6;     42.09;     28.01;           ;    -1075.99364943;    -0.00013417;         2.8996;        19.8513;     0.017890
       172;      5;     39.95;     27.79;           ;    -1075.99429162;    -0.00064220;         2.1609;         9.2720;     0.012869
       173;      5;     39.84;     27.60;           ;    -1075.99445411;    -0.00016249;         2.9490;        27.5257;     0.010611
       174;      7;     48.54;     31.04;           ;    -1075.99512138;    -0.00066727;         2.2177;        12.0039;     0.031153
       175;      6;     48.13;     27.51;           ;    -1075.99522325;    -0.00010186;         2.9351;        22.5783;     0.018239
       176;      7;     43.05;     25.46;           ;    -1075.99586266;    -0.00063941;         2.1372;        14.4816;     0.011566
       177;      5;     27.43;     24.49;           ;    -1075.99598806;    -0.00012541;         2.8451;        21.4504;     0.007883
       178;      7;     31.57;     27.82;           ;    -1075.99661729;    -0.00062922;         2.0990;        13.1878;     0.024814
       179;      7;     49.06;     28.15;           ;    -1075.99678392;    -0.00016664;         2.9285;        26.1190;     0.021340
       180;      5;     39.47;     28.37;           ;    -1075.99740509;    -0.00062117;         2.0872;        12.9914;     0.009436
       181;      5;     37.98;     27.34;           ;    -1075.99751265;    -0.00010756;         2.7623;        24.0588;     0.005932
       182;      7;     43.57;     26.67;           ;    -1075.99806965;    -0.00055700;         2.0039;        11.7139;     0.029510
       183;      5;     41.10;     26.33;           ;    -1075.99817343;    -0.00010377;         2.6553;        21.9699;     0.019916
       184;      6;     41.02;     27.24;           ;    -1075.99870412;    -0.00053070;         1.9355;        11.6120;     0.012643
       185;      6;     40.55;     26.70;           ;    -1075.99881511;    -0.00011099;         2.5865;        22.5038;     0.009038
       186;      7;     31.88;     24.92;           ;    -1075.99931971;    -0.00050460;         1.8929;        11.5376;     0.027331
       187;      7;     33.41;     24.05;           ;    -1075.99939682;    -0.00007711;         2.5230;        23.2058;     0.015904
       188;      5;     27.99;     24.24;           ;    -1075.99984732;    -0.00045050;         1.7995;        10.7955;     0.009529
       189;      5;     28.67;     24.35;           ;    -1075.99997205;    -0.00012473;         2.4662;        31.2446;     0.008281
       190;      7;     30.88;     24.33;           ;    -1076.00041486;    -0.00044281;         1.7547;         9.4749;     0.021794
       191;      5;     27.82;     24.68;           ;    -1076.00052380;    -0.00010893;         2.3914;        31.4544;     0.017644
       192;      7;     32.45;     24.41;           ;    -1076.00093477;    -0.00041097;         1.7238;         8.7957;     0.012886
       193;      5;     27.82;     24.19;           ;    -1076.00102159;    -0.00008683;         2.3480;        23.8858;     0.009292
       194;      5;     28.34;     24.71;           ;    -1076.00141904;    -0.00039745;         1.6382;         9.0124;     0.020796
       195;      5;     28.14;     24.07;           ;    -1076.00153163;    -0.00011259;         2.1994;        16.8648;     0.018677
       196;      7;     30.58;     24.60;           ;    -1076.00190818;    -0.00037655;         1.5765;         7.8595;     0.012825
       197;      7;     34.16;     24.80;           ;    -1076.00200437;    -0.00009619;         2.1487;        21.8781;     0.010549
       198;      7;     31.09;     24.15;           ;    -1076.00236302;    -0.00035865;         1.6225;         8.4315;     0.023713
       199;      5;     27.81;     24.91;           ;    -1076.00242000;    -0.00005698;         2.1896;        25.6709;     0.014243
       200;      5;     29.18;     24.09;           ;    -1076.00275100;    -0.00033100;         1.5764;         7.4714;     0.012276
       201;      5;     28.70;     24.63;           ;    -1076.00280498;    -0.00005398;         2.0210;        15.7144;     0.007456
       202;      7;     34.66;     24.33;           ;    -1076.00312417;    -0.00031920;         1.6372;         9.6379;     0.026967
       203;      5;     28.37;     24.72;           ;    -1076.00316770;    -0.00004352;         2.1264;        23.0463;     0.014834
       204;      8;     33.93;     24.20;           ;    -1076.00350163;    -0.00033393;         1.6498;         8.4768;     0.009381
       205;      5;     28.34;     24.06;           ;    -1076.00352572;    -0.00002409;         2.0087;        14.4317;     0.003279
       206;      5;     28.82;     26.52;           ;    -1076.00383427;    -0.00030855;         1.4384;         7.3932;     0.018971
       207;      5;     29.34;     24.09;           ;    -1076.00390691;    -0.00007263;         1.9572;        13.6165;     0.015021
       208;      5;     28.44;     24.88;           ;    -1076.00419699;    -0.00029009;         1.4210;         7.5723;     0.009226
       209;      5;     29.41;     24.79;           ;    -1076.00427195;    -0.00007496;         1.9983;        16.0693;     0.007691
       210;      7;     30.89;     25.11;           ;    -1076.00456886;    -0.00029691;         1.4567;         8.2678;     0.018760
       211;      7;     32.06;     26.96;           ;    -1076.00466389;    -0.00009503;         2.0715;        16.8633;     0.018659
       212;      6;     29.90;     24.23;           ;    -1076.00496998;    -0.00030609;         1.4540;         8.4152;     0.006882
       213;      5;     29.31;     23.55;           ;    -1076.00503560;    -0.00006562;         1.9103;        15.1492;     0.004962
       214;      5;     30.24;     24.48;           ;    -1076.00533002;    -0.00029442;         1.6155;        13.2451;     0.030160
       215;      3;     27.22;     24.07;           ;    -1076.00536508;    -0.00003506;         2.1320;        25.9023;     0.015701
       216;      7;     34.85;     24.18;           ;    -1076.00568582;    -0.00032074;         1.5707;         8.9637;     0.012002
       217;      5;     30.94;     24.11;           ;    -1076.00572349;    -0.00003766;         1.9519;        11.1300;     0.005762
       218;      7;     33.80;     24.37;           ;    -1076.00604772;    -0.00032424;         1.4629;         7.9599;     0.029850
       219;      7;     33.54;     24.00;           ;    -1076.00611729;    -0.00006957;         2.0615;        17.5157;     0.022711
       220;      7;     32.85;     24.36;           ;    -1076.00643162;    -0.00031433;         1.4341;         7.8352;     0.010770
       221;      7;     38.83;     24.12;           ;    -1076.00652254;    -0.00009092;         1.9542;        13.6936;     0.009657
       222;      7;     32.35;     24.73;           ;    -1076.00683065;    -0.00030811;         1.4629;         8.9339;     0.029404
       223;      6;     31.97;     23.83;           ;    -1076.00690174;    -0.00007108;         2.0770;        18.3507;     0.023436
       224;      7;     33.53;     24.48;           ;    -1076.00719818;    -0.00029644;         1.4885;        13.6489;     0.007985
       225;      5;     30.63;     25.84;           ;    -1076.00723990;    -0.00004173;         1.9003;        27.6810;     0.004372
       226;      6;     32.16;     24.38;           ;    -1076.00751112;    -0.00027121;         1.6857;        12.9757;     0.040346
       227;      3;     29.05;     24.96;           ;    -1076.00752354;    -0.00001242;         2.0293;        24.6389;     0.011885
       228;      6;     30.48;     24.80;           ;    -1076.00780689;    -0.00028335;         1.5136;         8.4179;     0.009642
       229;      5;     29.45;     24.88;           ;    -1076.00783533;    -0.00002845;         1.8718;        14.7445;     0.004190
       230;      7;     32.22;     24.41;           ;    -1076.00810954;    -0.00027421;         1.4753;        10.8234;     0.032718
       231;      5;     30.30;     24.72;           ;    -1076.00815554;    -0.00004600;         2.0367;        22.2412;     0.021154
       232;      5;     29.47;     24.47;           ;    -1076.00843218;    -0.00027664;         1.3916;         8.9686;     0.010447
       233;      5;     29.22;     24.13;           ;    -1076.00849114;    -0.00005895;         1.7859;        12.8848;     0.007511
       234;      6;     31.50;     24.43;           ;    -1076.00874592;    -0.00025478;         1.3368;         8.3199;     0.029395
       235;      5;     29.28;     25.55;           ;    -1076.00879473;    -0.00004882;         1.8526;        21.4027;     0.020454
       236;      7;     32.47;     24.82;           ;    -1076.00903168;    -0.00023695;         1.2800;         7.7452;     0.006683
       237;      6;     30.41;     32.02;           ;    -1076.00908759;    -0.00005591;         1.6893;        15.0225;     0.005158
       238;      6;     74.31;     43.22;           ;    -1076.00931063;    -0.00022304;         1.3781;        12.2703;     0.035461
       239;      5;     60.76;     41.19;           ;    -1076.00933579;    -0.00002516;         1.8165;        24.1699;     0.017863
       240;      5;     63.47;     54.89;           ;    -1076.00955382;    -0.00021802;         1.2918;         9.7222;     0.005974
       241;      3;     49.50;     41.33;           ;    -1076.00957497;    -0.00002115;         1.5707;        19.4673;     0.002522
       242;      6;     59.78;     42.97;           ;    -1076.00977583;    -0.00020086;         1.2205;         8.5049;     0.030681
       243;      6;     76.01;     44.35;           ;    -1076.00981228;    -0.00003644;         1.6833;        19.5529;     0.020863
       244;      5;     64.97;     40.84;           ;    -1076.01001258;    -0.00020031;         1.1749;         7.7267;     0.007298
       245;      5;     68.39;     55.16;           ;    -1076.01005153;    -0.00003895;         1.5908;        13.1657;     0.005026
       246;      5;     55.75;     41.14;           ;    -1076.01023225;    -0.00018072;         1.1243;         7.5823;     0.021964
       247;      5;     59.17;     49.92;           ;    -1076.01028443;    -0.00005217;         1.5531;        13.4786;     0.020205
       248;      5;     67.46;     42.99;           ;    -1076.01045491;    -0.00017048;         1.1148;         8.5580;     0.006049
       249;      5;     57.89;     42.48;           ;    -1076.01048786;    -0.00003295;         1.5215;        14.8658;     0.004145
       250;      5;     62.27;     47.20;           ;    -1076.01064674;    -0.00015888;         1.0902;         6.3747;     0.022461
       251;      5;     59.30;     42.29;           ;    -1076.01068427;    -0.00003753;         1.4689;        16.4558;     0.018031
       252;      6;     61.15;     47.22;           ;    -1076.01084008;    -0.00015581;         1.0884;         8.6616;     0.006476
       253;      5;     58.97;     48.27;           ;    -1076.01086665;    -0.00002657;         1.4383;        15.0986;     0.004064
       254;      5;     61.24;     46.96;           ;    -1076.01101979;    -0.00015314;         1.0617;         6.6060;     0.024983
       255;      5;     67.93;     49.65;           ;    -1076.01104859;    -0.00002880;         1.4331;        13.1433;     0.017179
       256;      5;     56.16;     42.04;           ;    -1076.01119633;    -0.00014774;         1.0286;         5.1514;     0.007530
       257;      5;     57.51;     46.07;           ;    -1076.01122223;    -0.00002589;         1.3662;        10.5014;     0.004727
