#     Step;   Iter;    t_Ener;    t_Grad;       Temp;             E_Pot;        Delta E;      RMS(Grad);      Max(Grad);    Max(Step)
        43;     10;     87.12;     48.15;           ;    -1075.83478894;    -0.00334790;        12.0189;        81.3537;     0.023105
        44;     10;     86.90;     43.19;           ;    -1075.84548354;    -0.01069460;         8.2519;        42.0530;     0.016892
        45;     10;     91.63;     41.81;           ;    -1075.84790929;    -0.00242575;        11.0654;        83.5088;     0.012781
        46;     10;     90.84;     43.48;           ;    -1075.85725451;    -0.00934523;         8.4656;        45.1845;     0.040994
        47;      9;     86.02;     43.59;           ;    -1075.85848948;    -0.00123497;        11.0054;       100.9110;     0.022301
        48;      9;     80.44;     42.57;           ;    -1075.86707890;    -0.00858942;         8.1525;        61.7845;     0.015135
        49;      7;     73.42;     49.28;           ;    -1075.86756942;    -0.00049052;         9.7277;        84.3238;     0.004593
        50;     10;     84.37;     44.55;           ;    -1075.87495360;    -0.00738418;         7.3226;        35.8714;     0.032856
        51;      9;     85.91;     48.37;           ;    -1075.87690021;    -0.00194660;        10.3104;        71.4900;     0.028427
        52;     10;     82.89;     43.79;           ;    -1075.88480945;    -0.00790924;         7.2046;        33.7224;     0.017258
        53;     10;     85.11;     44.14;           ;    -1075.88674796;    -0.00193851;         9.9219;        98.1203;     0.013809
        54;      9;     80.55;     41.24;           ;    -1075.89399869;    -0.00725073;         6.9842;        34.7568;     0.029395
        55;      9;     85.82;     45.21;           ;    -1075.89619351;    -0.00219482;         9.7560;       129.2864;     0.027733
        56;     10;     87.50;     44.11;           ;    -1075.90290069;    -0.00670718;         6.8565;        34.8384;     0.017198
        57;      9;     80.69;     43.99;           ;    -1075.90426279;    -0.00136210;         9.3883;       117.9930;     0.012032
        58;      9;     76.02;     43.60;           ;    -1075.91034868;    -0.00608589;         6.5807;        32.9678;     0.028083
        59;      9;     80.13;     47.96;           ;    -1075.91249922;    -0.00215053;         9.0652;        67.5606;     0.029752
        60;     10;     86.73;     41.29;           ;    -1075.91861693;    -0.00611771;         6.2805;        25.7599;     0.014164
        61;      9;     68.03;     42.10;           ;    -1075.92047753;    -0.00186060;         8.4891;        58.0486;     0.013218
        62;      9;     71.25;     44.05;           ;    -1075.92612589;    -0.00564836;         6.1483;        41.7265;     0.038798
        63;      9;     63.65;     44.93;           ;    -1075.92705595;    -0.00093007;         8.2184;       106.1701;     0.024151
        64;     10;     64.96;     42.03;           ;    -1075.93173796;    -0.00468201;         6.4726;        44.8209;     0.013754
        65;      7;     52.20;     47.37;           ;    -1075.93208381;    -0.00034585;         7.8771;        95.8788;     0.004895
        66;      9;     59.63;     43.09;           ;    -1075.93698456;    -0.00490076;         6.1439;        27.1056;     0.041479
        67;      9;     54.60;     47.36;           ;    -1075.93783679;    -0.00085223;         8.2502;        67.8599;     0.027254
        68;      9;     64.99;     47.35;           ;    -1075.94289646;    -0.00505966;         5.8299;        42.1392;     0.013961
        69;      8;     52.73;     41.21;           ;    -1075.94389347;    -0.00099701;         7.9176;        64.2545;     0.009562
        70;     10;     60.26;     44.39;           ;    -1075.94843676;    -0.00454329;         5.5109;        25.5330;     0.029517
        71;     10;     59.27;     29.48;           ;    -1075.94980469;    -0.00136793;         7.5774;        51.1940;     0.027689
        72;      9;     40.38;     27.81;           ;    -1075.95415632;    -0.00435163;         5.2644;        27.2792;     0.016347
        73;      9;     39.79;     27.19;           ;    -1075.95555835;    -0.00140203;         7.2925;        47.6253;     0.016089
        74;      9;     37.33;     26.34;           ;    -1075.95951317;    -0.00395482;         5.0292;        24.7478;     0.025201
        75;      9;     37.14;     25.87;           ;    -1075.96029302;    -0.00077985;         6.8368;        44.1277;     0.017367
        76;      9;     36.32;     26.13;           ;    -1075.96362297;    -0.00332995;         4.8282;        23.6699;     0.011219
        77;      7;     32.97;     25.36;           ;    -1075.96462925;    -0.00100627;         6.6122;        52.6713;     0.010409
        78;      5;     28.14;     24.40;           ;    -1075.96789540;    -0.00326616;         5.2395;        43.1568;     0.036280
        79;      5;     32.44;     24.44;           ;    -1075.96833075;    -0.00043534;         6.8938;        94.6123;     0.019815
        80;      9;     35.30;     24.94;           ;    -1075.97154803;    -0.00321729;         5.3523;        32.1803;     0.014957
        81;      7;     31.09;     24.51;           ;    -1075.97176207;    -0.00021404;         6.2788;        64.5883;     0.004996
        82;      8;     33.26;     24.43;           ;    -1075.97510703;    -0.00334496;         5.1203;        31.4963;     0.040478
        83;      5;     28.77;     24.49;           ;    -1075.97540633;    -0.00029930;         6.5583;        61.5990;     0.017118
        84;      9;     36.38;     24.82;           ;    -1075.97849991;    -0.00309358;         4.5654;        23.9644;     0.013896
        85;      9;     34.71;     24.14;           ;    -1075.97908892;    -0.00058900;         6.1510;        53.4151;     0.009281
        86;      9;     35.08;     24.45;           ;    -1075.98181924;    -0.00273032;         4.3426;        18.4383;     0.019400
        87;      9;     34.97;     24.00;           ;    -1075.98282542;    -0.00100618;         6.1145;        47.3922;     0.021155
        88;      7;     35.47;     24.67;           ;    -1075.98548960;    -0.00266419;         4.2033;        15.5628;     0.014541
        89;      7;     33.44;     24.26;           ;    -1075.98608536;    -0.00059575;         5.7455;        46.6896;     0.010866
        90;      9;     35.77;     24.07;           ;    -1075.98838939;    -0.00230403;         3.9669;        18.7069;     0.017514
        91;      9;     37.28;     24.29;           ;    -1075.98911000;    -0.00072061;         5.4664;        45.2667;     0.016813
        92;      7;     32.04;     24.45;           ;    -1075.99126086;    -0.00215086;         3.9015;        19.0731;     0.010641
        93;      7;     36.71;     24.15;           ;    -1075.99188367;    -0.00062281;         5.3982;        46.0238;     0.009574
        94;      7;     32.90;     24.51;           ;    -1075.99403655;    -0.00215289;         4.1746;        26.1298;     0.026216
        95;      7;     32.80;     24.25;           ;    -1075.99441075;    -0.00037419;         5.5498;        65.7762;     0.017046
        96;      8;     34.99;     24.59;           ;    -1075.99654195;    -0.00213120;         4.5725;        25.5084;     0.016044
        97;      6;     32.63;     25.66;           ;    -1075.99661483;    -0.00007288;         5.2156;        36.4360;     0.003584
        98;      7;     33.97;     24.49;           ;    -1075.99880935;    -0.00219453;         4.0508;        25.1496;     0.030305
        99;      5;     30.66;     24.38;           ;    -1075.99911912;    -0.00030977;         5.3797;        54.0950;     0.017338
       100;      7;     32.13;     25.12;           ;    -1076.00123044;    -0.00211132;         3.9125;        17.5575;     0.011601
       101;      5;     28.65;     25.50;           ;    -1076.00162699;    -0.00039655;         5.3269;        57.0413;     0.007654
       102;      7;     36.20;     24.12;           ;    -1076.00359908;    -0.00197209;         3.6661;        11.8916;     0.020411
       103;      7;     31.66;     25.18;           ;    -1076.00412661;    -0.00052753;         5.0071;        33.2000;     0.017590
       104;      7;     33.57;     25.48;           ;    -1076.00594179;    -0.00181518;         3.4893;        17.8301;     0.013018
       105;      7;     32.74;     25.67;           ;    -1076.00664498;    -0.00070319;         4.8170;        33.0535;     0.014582
       106;      8;     35.33;     25.05;           ;    -1076.00845938;    -0.00181440;         3.4500;        14.1560;     0.017707
       107;      7;     34.68;     24.70;           ;    -1076.00901255;    -0.00055317;         4.9054;        44.5906;     0.016659
       108;      9;     35.37;     24.64;           ;    -1076.01077242;    -0.00175987;         3.3896;        14.8848;     0.015762
       109;      8;     35.10;     25.25;           ;    -1076.01117336;    -0.00040094;         4.6043;        35.9190;     0.011995
       110;      7;     33.55;     25.06;           ;    -1076.01271308;    -0.00153971;         3.2697;        13.1773;     0.015201
       111;      7;     40.25;     24.80;           ;    -1076.01318165;    -0.00046858;         4.5438;        44.2203;     0.014307
       112;      5;     30.07;     24.84;           ;    -1076.01468613;    -0.00150447;         3.2990;        15.0663;     0.008571
       113;      5;     30.94;     26.08;           ;    -1076.01501332;    -0.00032719;         4.4438;        45.8413;     0.006279
       114;      8;     36.52;     24.66;           ;    -1076.01631615;    -0.00130284;         4.4126;        55.9500;     0.039781
       115;      9;     35.92;     25.04;           ;    -1076.01779982;    -0.00148366;         3.8134;        28.6064;     0.015138
       116;      5;     29.73;     25.09;           ;    -1076.01784084;    -0.00004102;         4.2999;        36.0445;     0.002983
       117;      8;     35.69;     25.23;           ;    -1076.01932228;    -0.00148144;         3.1998;        20.5686;     0.025453
       118;      7;     32.59;     24.89;           ;    -1076.01957411;    -0.00025183;         4.3214;        43.8703;     0.016117
       119;      5;     28.76;     24.94;           ;    -1076.02090812;    -0.00133402;         2.9582;        15.9037;     0.011103
       120;      7;     33.16;     24.61;           ;    -1076.02129070;    -0.00038258;         4.0222;        24.4146;     0.009944
       121;      8;     34.25;     24.69;           ;    -1076.02253594;    -0.00124524;         2.8340;        10.9365;     0.016124
       122;      8;     34.12;     24.95;           ;    -1076.02299441;    -0.00045847;         4.0337;        39.1164;     0.017465
       123;      7;     32.89;     23.95;           ;    -1076.02420612;    -0.00121171;         2.7933;        10.3022;     0.015805
       124;      7;     33.41;     24.56;           ;    -1076.02449160;    -0.00028548;         3.8399;        39.2660;     0.012240
       125;      7;     36.94;     24.62;           ;    -1076.02553280;    -0.00104120;         2.7476;        13.3539;     0.014957
       126;      7;     32.14;     25.22;           ;    -1076.02580428;    -0.00027148;         3.8425;        33.8316;     0.012563
       127;      3;     27.31;     24.85;           ;    -1076.02676049;    -0.00095621;         2.7921;        18.2720;     0.007487
       128;      7;     31.57;     24.23;           ;    -1076.02691220;    -0.00015171;         3.5374;        42.6208;     0.004380
       129;      7;     33.14;     25.14;           ;    -1076.02780417;    -0.00089197;         3.5505;        47.0675;     0.040382
       130;      7;     34.33;     24.21;           ;    -1076.02879222;    -0.00098805;         2.6863;        11.6841;     0.008020
       131;      5;     30.55;     24.72;           ;    -1076.02892552;    -0.00013330;         3.4519;        28.9559;     0.004222
       132;      7;     33.15;     24.15;           ;    -1076.02986008;    -0.00093456;         2.5024;        14.4124;     0.018765
       133;      5;     30.65;     24.43;           ;    -1076.03008941;    -0.00022933;         3.5015;        35.6587;     0.015265
       134;      7;     34.42;     25.68;           ;    -1076.03097511;    -0.00088570;         2.4655;        10.0663;     0.009889
       135;      5;     29.96;     24.12;           ;    -1076.03122906;    -0.00025395;         3.4662;        23.5612;     0.008922
       136;      7;     31.75;     24.21;           ;    -1076.03209842;    -0.00086936;         2.4050;         8.9810;     0.014065
       137;      7;     77.75;     42.18;           ;    -1076.03241595;    -0.00031753;         3.3645;        27.9891;     0.015147
       138;      8;     67.81;     41.95;           ;    -1076.03324159;    -0.00082564;         2.3211;        12.0383;     0.013215
       139;      8;     76.03;     56.01;           ;    -1076.03345930;    -0.00021770;         3.1727;        29.8274;     0.011136
       140;      7;     62.83;     41.90;           ;    -1076.03419939;    -0.00074009;         2.2851;         9.3775;     0.011333
       141;      7;     63.71;     48.45;           ;    -1076.03441362;    -0.00021424;         3.2370;        26.0056;     0.010196
       142;      7;     75.22;     44.80;           ;    -1076.03515040;    -0.00073678;         2.2388;         8.1820;     0.008755
       143;      7;     63.81;     44.50;           ;    -1076.03539310;    -0.00024269;         3.0500;        23.6795;     0.008670
       144;      7;     78.25;     45.32;           ;    -1076.03605888;    -0.00066578;         2.6318;        43.7372;     0.029201
       145;      5;     59.02;     43.32;           ;    -1076.03609237;    -0.00003349;         3.1440;        62.6248;     0.008791
       146;      7;     66.75;     50.16;           ;    -1076.03671455;    -0.00062218;         3.0511;        35.4509;     0.015560
       147;      7;     66.92;     40.56;           ;    -1076.03740127;    -0.00068673;         2.1667;         8.2128;     0.019851
       148;      7;     62.95;     44.97;           ;    -1076.03753266;    -0.00013139;         2.9690;        22.7307;     0.013664
       149;      7;     77.84;     43.89;           ;    -1076.03814104;    -0.00060838;         2.0294;        14.4030;     0.009797
       150;      7;     66.88;     45.44;           ;    -1076.03834264;    -0.00020160;         2.7936;        21.5407;     0.009766
       151;      7;     71.50;     48.37;           ;    -1076.03889893;    -0.00055629;         1.9455;         9.3179;     0.009735
       152;      7;     66.01;     41.66;           ;    -1076.03906190;    -0.00016297;         2.7262;        19.5797;     0.008823
       153;      7;     65.40;     43.49;           ;    -1076.03958607;    -0.00052416;         1.8856;         8.7924;     0.010817
       154;      7;     78.01;     41.87;           ;    -1076.03975954;    -0.00017347;         2.5980;        17.7233;     0.010770
       155;      7;     75.27;     48.99;           ;    -1076.04025316;    -0.00049362;         1.7940;         6.9294;     0.009028
       156;      7;     73.67;     44.89;           ;    -1076.04040350;    -0.00015034;         2.5004;        17.3769;     0.008590
       157;      7;     71.31;     43.43;           ;    -1076.04086311;    -0.00045960;         1.7581;         7.0666;     0.007449
       158;      7;     73.04;     46.38;           ;    -1076.04101224;    -0.00014913;         2.4979;        17.4194;     0.007393
       159;      7;     67.59;     42.28;           ;    -1076.04146588;    -0.00045364;         1.7487;         8.7688;     0.012717
       160;      7;     71.38;     43.66;           ;    -1076.04159565;    -0.00012977;         2.4073;        18.8113;     0.011422
       161;      7;     72.68;     42.62;           ;    -1076.04201917;    -0.00042352;         1.7147;         7.1378;     0.009010
       162;      7;     72.25;     44.05;           ;    -1076.04211101;    -0.00009184;         2.2840;        24.4165;     0.006582
       163;      5;     61.80;     46.38;           ;    -1076.04251235;    -0.00040134;         1.8094;        15.8376;     0.020120
       164;      5;     60.40;     44.44;           ;    -1076.04256558;    -0.00005322;         2.3578;        39.2968;     0.010935
       165;      5;     66.01;     43.70;           ;    -1076.04297597;    -0.00041039;         1.9034;        10.5834;     0.010277
       166;      5;     59.34;     41.09;           ;    -1076.04299790;    -0.00002193;         2.2536;        21.4019;     0.002993
       167;      6;     65.00;     45.34;           ;    -1076.04339753;    -0.00039963;         1.6748;         7.1456;     0.015851
       168;      5;     63.47;     49.02;           ;    -1076.04347471;    -0.00007718;         2.2803;        15.5315;     0.010889
       169;      7;     64.92;     44.97;           ;    -1076.04386225;    -0.00038754;         1.6041;         6.5313;     0.007199
       170;      7;     69.88;     48.54;           ;    -1076.04397785;    -0.00011560;         2.2237;        17.4101;     0.006626
       171;      7;     67.93;     43.20;           ;    -1076.04434335;    -0.00036550;         1.5928;         7.0526;     0.013609
       172;      7;     69.68;     47.27;           ;    -1076.04442534;    -0.00008199;         2.2154;        22.2727;     0.010274
       173;      5;     62.38;     43.89;           ;    -1076.04476547;    -0.00034013;         1.5713;         7.5346;     0.006051
       174;      5;     63.44;     46.42;           ;    -1076.04486885;    -0.00010338;         2.1869;        21.1726;     0.005699
       175;      7;     73.74;     41.86;           ;    -1076.04522002;    -0.00035117;         1.5523;         7.9237;     0.013504
       176;      5;     57.03;     43.14;           ;    -1076.04533969;    -0.00011967;         2.1803;        19.5589;     0.013813
       177;      5;     60.47;     43.78;           ;    -1076.04567681;    -0.00033712;         1.5297;         6.1651;     0.009210
       178;      5;     57.86;     49.36;           ;    -1076.04574849;    -0.00007168;         2.0839;        19.6830;     0.006649
       179;      3;     53.38;     49.06;           ;    -1076.04605374;    -0.00030525;         1.4862;         7.2279;     0.011584
       180;      6;     61.89;     42.98;           ;    -1076.04614847;    -0.00009473;         2.0833;        18.5726;     0.011242
       181;      7;     65.72;     44.44;           ;    -1076.04646810;    -0.00031963;         1.5085;         8.1856;     0.011607
       182;      3;     50.57;     45.88;           ;    -1076.04656416;    -0.00009606;         2.1211;        22.6317;     0.010916
       183;      6;     64.34;     46.07;           ;    -1076.04688893;    -0.00032477;         1.5308;         6.5765;     0.009323
       184;      5;     57.59;     48.65;           ;    -1076.04695475;    -0.00006582;         2.0698;        21.9818;     0.006590
       185;      7;     69.40;     44.17;           ;    -1076.04726489;    -0.00031014;         1.5001;         6.8293;     0.016097
       186;      7;     70.20;     44.82;           ;    -1076.04734833;    -0.00008344;         2.0847;        24.0044;     0.014043
       187;      7;     66.71;     47.68;           ;    -1076.04765985;    -0.00031153;         1.6193;        12.4726;     0.009778
       188;      5;     60.60;     45.88;           ;    -1076.04771040;    -0.00005055;         2.0958;        20.3573;     0.005788
       189;      7;     73.32;     44.44;           ;    -1076.04804559;    -0.00033519;         1.6681;         7.6354;     0.027119
       190;      5;     64.56;     48.05;           ;    -1076.04807281;    -0.00002723;         2.0861;        17.2756;     0.010698
       191;      7;     68.60;     47.00;           ;    -1076.04839359;    -0.00032077;         1.5124;         7.9267;     0.008171
       192;      6;     64.78;     45.73;           ;    -1076.04846733;    -0.00007374;         2.0548;        13.4516;     0.006184
       193;      5;     60.68;     47.69;           ;    -1076.04878966;    -0.00032234;         1.4672;         6.1018;     0.018111
       194;      5;     66.81;     46.00;           ;    -1076.04888518;    -0.00009552;         2.0526;        15.7919;     0.016872
       195;      7;     70.04;     47.10;           ;    -1076.04920950;    -0.00032431;         1.4682;         7.1151;     0.008020
       196;      7;     71.43;     42.37;           ;    -1076.04931589;    -0.00010639;         2.0914;        15.0831;     0.007966
       197;      7;     74.63;     44.57;           ;    -1076.04964047;    -0.00032459;         1.4702;         7.6711;     0.016091
       198;      7;     70.41;     43.51;           ;    -1076.04972339;    -0.00008291;         2.0460;        18.9645;     0.013342
       199;      5;     63.98;     43.92;           ;    -1076.05002316;    -0.00029977;         1.4256;         6.1892;     0.008687
       200;      5;     64.27;     45.32;           ;    -1076.05011540;    -0.00009224;         1.9738;        22.4004;     0.008293
       201;      5;     65.75;     42.86;           ;    -1076.05040038;    -0.00028498;         1.4419;         7.9334;     0.017393
       202;      5;     60.33;     48.27;           ;    -1076.05046952;    -0.00006914;         2.0223;        22.8907;     0.013974
       203;      5;     62.33;     43.43;           ;    -1076.05074338;    -0.00027386;         1.4667;         8.8704;     0.008825
       204;      5;     61.72;     43.65;           ;    -1076.05079294;    -0.00004956;         1.8862;        21.3513;     0.005756
       205;      5;     63.38;     45.11;           ;    -1076.05106791;    -0.00027497;         1.6883;        20.6609;     0.032634
       206;      3;     51.69;     45.58;           ;    -1076.05108043;    -0.00001252;         2.0082;        33.8944;     0.009324
       207;      5;     55.58;     47.83;           ;    -1076.05137456;    -0.00029413;         1.5418;         9.9596;     0.007080
       208;      5;     54.43;     49.19;           ;    -1076.05139556;    -0.00002100;         1.8646;        16.7281;     0.002468
       209;      5;     62.10;     46.69;           ;    -1076.05167387;    -0.00027831;         1.3825;         5.0397;     0.017927
       210;      5;     62.16;     42.40;           ;    -1076.05174988;    -0.00007601;         1.9657;        19.7481;     0.015705
       211;      7;     70.48;     44.68;           ;    -1076.05203300;    -0.00028312;         1.3667;         5.4812;     0.010842
       212;      6;     61.08;     45.32;           ;    -1076.05210981;    -0.00007681;         1.8810;        13.0024;     0.009300
       213;      7;     70.26;     47.98;           ;    -1076.05237846;    -0.00026864;         1.3277;         5.4860;     0.014575
       214;      7;     70.60;     42.17;           ;    -1076.05247210;    -0.00009364;         1.8597;        12.0135;     0.015059
       215;      7;     68.15;     49.72;           ;    -1076.05273640;    -0.00026430;         1.3349;         6.1644;     0.012634
       216;      7;     67.21;     47.92;           ;    -1076.05281359;    -0.00007719;         1.8993;        17.9638;     0.011429
       217;      7;     76.60;     42.89;           ;    -1076.05307757;    -0.00026399;         1.3755;         6.4510;     0.015906
       218;      7;     68.64;     46.86;           ;    -1076.05316265;    -0.00008507;         1.9682;        23.7182;     0.015564
       219;      7;     66.60;     47.96;           ;    -1076.05343291;    -0.00027026;         1.3579;         5.5323;     0.010394
       220;      7;     72.44;     45.43;           ;    -1076.05350342;    -0.00007051;         1.8353;        20.0861;     0.008697
       221;      5;     59.87;     44.05;           ;    -1076.05374395;    -0.00024053;         1.3581;        11.0220;     0.022605
       222;      5;     58.68;     45.43;           ;    -1076.05378859;    -0.00004464;         1.8221;        16.8836;     0.015294
       223;      5;     65.37;     43.74;           ;    -1076.05401039;    -0.00022179;         1.5712;        11.5465;     0.011742
       224;      3;     51.54;     44.33;           ;    -1076.05401904;    -0.00000865;         1.7980;        18.0220;     0.002862
       225;      5;     62.32;     47.80;           ;    -1076.05427347;    -0.00025443;         1.4836;        13.0762;     0.031815
       226;      3;     55.29;     45.50;           ;    -1076.05428965;    -0.00001618;         1.8288;        20.6572;     0.010866
       227;      5;     59.14;     46.35;           ;    -1076.05453489;    -0.00024524;         1.3171;         6.4071;     0.011004
       228;      5;     63.74;     43.71;           ;    -1076.05460804;    -0.00007315;         1.8850;        19.2733;     0.010368
       229;      5;     62.11;     45.59;           ;    -1076.05485696;    -0.00024892;         1.2998;         5.3395;     0.018088
       230;      5;     65.30;     42.31;           ;    -1076.05493532;    -0.00007837;         1.8024;        16.2811;     0.017432
       231;      5;     62.73;     45.89;           ;    -1076.05517059;    -0.00023526;         1.2641;         5.5666;     0.010521
       232;      5;     62.93;     46.80;           ;    -1076.05524838;    -0.00007780;         1.7603;        15.1392;     0.010447
       233;      7;     73.13;     43.12;           ;    -1076.05547987;    -0.00023149;         1.2359;         5.4072;     0.015736
       234;      7;     69.12;     44.71;           ;    -1076.05555346;    -0.00007359;         1.7376;        15.0348;     0.015299
       235;      6;     70.42;     44.17;           ;    -1076.05576971;    -0.00021625;         1.2243;         6.7271;     0.010941
       236;      5;     60.60;     43.92;           ;    -1076.05582312;    -0.00005341;         1.6959;        13.7687;     0.008807
       237;      7;     70.95;     42.81;           ;    -1076.05602629;    -0.00020317;         1.2181;         6.6773;     0.018216
       238;      7;     70.51;     45.32;           ;    -1076.05609111;    -0.00006482;         1.7093;        12.7760;     0.017779
       239;      5;     59.59;     46.28;           ;    -1076.05629441;    -0.00020330;         1.2442;         9.3411;     0.005612
       240;      5;     62.05;     43.11;           ;    -1076.05634117;    -0.00004676;         1.6607;        24.2202;     0.004256
       241;      7;     69.76;     50.47;           ;    -1076.05652558;    -0.00018440;         1.5415;        19.1756;     0.043233
       242;      7;     67.30;     48.37;           ;    -1076.05672535;    -0.00019977;         1.2624;         7.8321;     0.007670
       243;      5;     61.18;     47.01;           ;    -1076.05675069;    -0.00002534;         1.6456;        13.1911;     0.003934
       244;      5;     60.42;     46.71;           ;    -1076.05695486;    -0.00020417;         1.2284;         5.5581;     0.025599
       245;      5;     63.96;     44.60;           ;    -1076.05699332;    -0.00003846;         1.6714;        14.9057;     0.017464
       246;      7;     67.07;     44.85;           ;    -1076.05719773;    -0.00020441;         1.1795;         5.4406;     0.006750
       247;      6;     65.70;     46.75;           ;    -1076.05724813;    -0.00005039;         1.6080;        11.5727;     0.005465
       248;      5;     59.84;     44.01;           ;    -1076.05744497;    -0.00019685;         1.1487;         6.0307;     0.020748
       249;      5;     58.43;     42.40;           ;    -1076.05750480;    -0.00005983;         1.6276;        16.8213;     0.019731
       250;      5;     48.13;     43.90;           ;    -1076.05769305;    -0.00018825;         1.1281;         5.2565;     0.009951
       251;      5;     47.73;     44.44;           ;    -1076.05773323;    -0.00004018;         1.5297;        21.2605;     0.007220
       252;      6;     45.44;     47.81;           ;    -1076.05789492;    -0.00016169;         1.1228;         6.5028;     0.019002
       253;      5;     45.38;     40.89;           ;    -1076.05793260;    -0.00003767;         1.5557;        15.5120;     0.014890
       254;      7;     51.73;     37.67;           ;    -1076.05809377;    -0.00016117;         1.1399;         8.5323;     0.008949
       255;      5;     41.19;     30.43;           ;    -1076.05812130;    -0.00002753;         1.4314;        21.9967;     0.005511
       256;      5;     31.80;     25.92;           ;    -1076.05828344;    -0.00016214;         1.1371;         7.7322;     0.034408
       257;      5;     29.18;     25.14;           ;    -1076.05829333;    -0.00000989;         1.3988;        18.5376;     0.011717
