#     Step;   Iter;    t_Ener;    t_Grad;       Temp;             E_Pot;        Delta E;      RMS(Grad);      Max(Grad);    Max(Step)
        60;     10;     55.38;     34.28;           ;    -1076.33784794;    -0.00657704;         6.8647;        43.8403;     0.014408
        61;     10;     83.70;    138.31;           ;    -1076.33991479;    -0.00206685;         9.5360;        75.2054;     0.013796
        62;     10;    506.41;    145.31;           ;    -1076.34624687;    -0.00633208;         6.5727;        41.3863;     0.021008
        63;      8;    470.98;    135.01;           ;    -1076.34792564;    -0.00167877;         8.9667;        70.6036;     0.017898
        64;      9;    495.06;    140.74;           ;    -1076.35359384;    -0.00566820;         6.2800;        40.6787;     0.010071
        65;      9;    492.51;    130.57;           ;    -1076.35509190;    -0.00149806;         8.3062;        51.6681;     0.008471
        66;      9;    453.28;    112.59;           ;    -1076.36042557;    -0.00533366;         6.5590;        49.3700;     0.027795
        67;      7;    391.86;    107.11;           ;    -1076.36116227;    -0.00073670;         8.7565;        77.5128;     0.015282
        68;     10;    439.62;     96.98;           ;    -1076.36632047;    -0.00515820;         6.2696;        36.3804;     0.010143
        69;      9;    336.48;     96.61;           ;    -1076.36719957;    -0.00087910;         8.0295;        55.3838;     0.006266
        70;      7;    280.91;     95.53;           ;    -1076.37214709;    -0.00494752;         6.1350;        35.4597;     0.029048
        71;      7;    299.05;     99.89;           ;    -1076.37300311;    -0.00085602;         8.2633;        58.3348;     0.018650
        72;     10;    383.91;    104.61;           ;    -1076.37798622;    -0.00498311;         5.8515;        36.1248;     0.012614
        73;      9;    338.40;    100.47;           ;    -1076.37910556;    -0.00111934;         8.0026;        83.7181;     0.009467
        74;      8;    367.26;     73.60;           ;    -1076.38351523;    -0.00440967;         5.5139;        26.3628;     0.022978
        75;      8;    338.15;     72.60;           ;    -1076.38437350;    -0.00085827;         7.3539;        74.3030;     0.015700
        76;      8;    341.33;     74.81;           ;    -1076.38826926;    -0.00389575;         5.1660;        27.4644;     0.009814
        77;     10;    388.13;     82.10;           ;    -1076.38963333;    -0.00136407;         7.0306;        61.9490;     0.010219
        78;      9;    356.68;     79.26;           ;    -1076.39337882;    -0.00374549;         5.0015;        23.3310;     0.019134
        79;      9;    373.28;    101.74;           ;    -1076.39407833;    -0.00069952;         6.8203;        77.2206;     0.012743
        80;      7;    338.90;     83.63;           ;    -1076.39733388;    -0.00325555;         4.9324;        33.3035;     0.009401
        81;      7;    327.22;     81.52;           ;    -1076.39818306;    -0.00084918;         6.8228;        62.5245;     0.007880
        82;     10;    390.13;     82.54;           ;    -1076.40155796;    -0.00337490;         4.9827;        26.1708;     0.021250
        83;      9;    362.70;     80.01;           ;    -1076.40244750;    -0.00088955;         6.7823;        47.7134;     0.018330
        84;      9;    360.22;     84.29;           ;    -1076.40590946;    -0.00346195;         5.0362;        34.2188;     0.010214
        85;      7;    333.12;     85.76;           ;    -1076.40650537;    -0.00059592;         6.6792;        51.0152;     0.006355
        86;     10;    366.29;     71.08;           ;    -1076.40986071;    -0.00335534;         5.0712;        25.8392;     0.027374
        87;      8;    349.60;     79.40;           ;    -1076.41039027;    -0.00052956;         6.7493;        71.6161;     0.016663
        88;      9;    371.27;     92.43;           ;    -1076.41378369;    -0.00339342;         4.8342;        24.5172;     0.012149
        89;      9;    347.91;    102.26;           ;    -1076.41451457;    -0.00073088;         6.4622;        58.1787;     0.008857
        90;      9;    353.14;     94.49;           ;    -1076.41769516;    -0.00318059;         4.5413;        27.3210;     0.024493
        91;      9;    207.90;     47.00;           ;    -1076.41833875;    -0.00064359;         6.1966;        51.5941;     0.017355
        92;      9;     84.53;     41.26;           ;    -1076.42110954;    -0.00277079;         4.3282;        18.8700;     0.012852
        93;      9;     62.10;     42.04;           ;    -1076.42188052;    -0.00077097;         5.8605;        46.4470;     0.011171
        94;      9;     55.65;     46.10;           ;    -1076.42454173;    -0.00266121;         4.3486;        24.8537;     0.024771
        95;      9;     52.49;     38.43;           ;    -1076.42522888;    -0.00068715;         6.1257;        42.1744;     0.021025
        96;      9;     54.96;     32.03;           ;    -1076.42799192;    -0.00276305;         4.3609;        26.2835;     0.011792
        97;      9;     51.18;     30.50;           ;    -1076.42864452;    -0.00065260;         5.8705;        44.8784;     0.009217
        98;      9;     43.28;     27.59;           ;    -1076.43121904;    -0.00257451;         4.3843;        23.1313;     0.034314
        99;      7;     37.21;     26.46;           ;    -1076.43152145;    -0.00030242;         5.6614;        46.9420;     0.017261
       100;      9;     38.81;     26.03;           ;    -1076.43395659;    -0.00243514;         4.1101;        19.9809;     0.008519
       101;      9;     37.35;     26.67;           ;    -1076.43445785;    -0.00050126;         5.4158;        37.6577;     0.006033
       102;      9;     37.34;     25.95;           ;    -1076.43681949;    -0.00236164;         4.0957;        27.8338;     0.030478
       103;      7;     33.22;     25.87;           ;    -1076.43722057;    -0.00040108;         5.5990;        54.9697;     0.019355
       104;      9;     37.10;     26.02;           ;    -1076.43944944;    -0.00222887;         3.8557;        22.7915;     0.010251
       105;      8;     35.27;     26.25;           ;    -1076.43990236;    -0.00045292;         5.1208;        57.3384;     0.007181
       106;      7;     33.50;     26.46;           ;    -1076.44181780;    -0.00191544;         3.6066;        16.2797;     0.022016
       107;      7;     33.17;     26.14;           ;    -1076.44228265;    -0.00046485;         4.9575;        53.7819;     0.017639
       108;      7;     36.88;     26.70;           ;    -1076.44408234;    -0.00179969;         3.5780;        18.6861;     0.009076
       109;      7;     36.32;     27.33;           ;    -1076.44468511;    -0.00060277;         5.0718;        48.6976;     0.009090
       110;      8;    274.73;    107.65;           ;    -1076.44654255;    -0.00185744;         3.5233;        14.0952;     0.023268
       111;      7;    330.65;     95.81;           ;    -1076.44696059;    -0.00041805;         4.7309;        53.8848;     0.017667
       112;      9;    343.34;     98.41;           ;    -1076.44865397;    -0.00169337;         3.4494;        16.2322;     0.006635
       113;      9;    332.13;     94.41;           ;    -1076.44912274;    -0.00046878;         4.6271;        35.5599;     0.005790
       114;      9;    372.15;     99.30;           ;    -1076.45087461;    -0.00175187;         3.6058;        21.5755;     0.030005
       115;      7;    304.17;     93.27;           ;    -1076.45104244;    -0.00016783;         4.5910;        37.9189;     0.013096
       116;      7;    319.27;     93.38;           ;    -1076.45260435;    -0.00156191;         3.4152;        22.5613;     0.008329
       117;      7;    321.50;     94.03;           ;    -1076.45280643;    -0.00020208;         4.3426;        37.0096;     0.004255
       118;      7;    299.94;     92.10;           ;    -1076.45433389;    -0.00152745;         3.2067;        15.1579;     0.021700
       119;      7;    310.09;     95.12;           ;    -1076.45465588;    -0.00032199;         4.3735;        45.2761;     0.015845
       120;      9;    352.94;    102.57;           ;    -1076.45612015;    -0.00146426;         3.0970;        19.0503;     0.009862
       121;      7;    291.68;     88.01;           ;    -1076.45645934;    -0.00033919;         4.2469;        36.0268;     0.007540
       122;      9;    353.72;    104.09;           ;    -1076.45783847;    -0.00137913;         3.0680;        12.8071;     0.017721
       123;      9;    346.96;     79.99;           ;    -1076.45825425;    -0.00041578;         4.3324;        32.3386;     0.016599
       124;      8;    289.16;     89.99;           ;    -1076.45967756;    -0.00142331;         3.0907;        15.8253;     0.011941
       125;      8;    320.57;     97.93;           ;    -1076.46011505;    -0.00043749;         4.3106;        29.9498;     0.011303
       126;      7;    306.79;     85.39;           ;    -1076.46153321;    -0.00141816;         3.1280;        18.4209;     0.021316
       127;      7;    293.26;     87.21;           ;    -1076.46187175;    -0.00033854;         4.3544;        42.3518;     0.016921
       128;      9;    339.08;     98.93;           ;    -1076.46322829;    -0.00135654;         3.1136;        11.6238;     0.010561
       129;      7;    324.36;     63.82;           ;    -1076.46351730;    -0.00028901;         4.1661;        37.6920;     0.007624
       130;      8;    326.88;     88.48;           ;    -1076.46481970;    -0.00130240;         3.1070;        17.3816;     0.025752
       131;      7;    310.60;     90.92;           ;    -1076.46508060;    -0.00026090;         4.2041;        29.4092;     0.018319
       132;      8;    329.28;     87.90;           ;    -1076.46641714;    -0.00133653;         3.0841;        14.9293;     0.011834
       133;      7;    289.80;     71.99;           ;    -1076.46671622;    -0.00029908;         4.0940;        34.7484;     0.008932
       134;      7;    314.27;     85.14;           ;    -1076.46811177;    -0.00139555;         3.2659;        14.6227;     0.031327
       135;      7;    296.50;     81.00;           ;    -1076.46830222;    -0.00019045;         4.3533;        42.5686;     0.017339
       136;      7;    294.75;     75.89;           ;    -1076.46969935;    -0.00139713;         3.1715;        15.4565;     0.012568
       137;      7;    317.41;     85.93;           ;    -1076.46993457;    -0.00023522;         4.1200;        32.5495;     0.007671
       138;      7;    338.15;     81.72;           ;    -1076.47128062;    -0.00134606;         3.0617;        13.2498;     0.028494
       139;      7;    301.60;     84.67;           ;    -1076.47154287;    -0.00026225;         4.1551;        28.7521;     0.019830
       140;      7;    330.81;     82.52;           ;    -1076.47285206;    -0.00130919;         2.9860;        14.6959;     0.011722
       141;      7;    324.40;     77.80;           ;    -1076.47316899;    -0.00031692;         4.0625;        35.7761;     0.009230
       142;      7;    315.15;     75.96;           ;    -1076.47443712;    -0.00126814;         2.9744;        15.7473;     0.030819
       143;      7;    312.92;     70.05;           ;    -1076.47466304;    -0.00022592;         3.9751;        39.9321;     0.020285
       144;      8;    147.42;     46.20;           ;    -1076.47583885;    -0.00117580;         3.0134;        14.5637;     0.012099
       145;      7;     69.81;     42.68;           ;    -1076.47600023;    -0.00016139;         3.8839;        35.1574;     0.006453
       146;      7;     61.49;     41.53;           ;    -1076.47717005;    -0.00116981;         3.0071;        14.5460;     0.035993
       147;      7;     55.14;     39.33;           ;    -1076.47730039;    -0.00013035;         3.8755;        39.2107;     0.017621
       148;      7;     64.55;     33.59;           ;    -1076.47843640;    -0.00113600;         2.8430;        18.8495;     0.010151
       149;      7;     47.28;     27.79;           ;    -1076.47866695;    -0.00023055;         3.7733;        31.7030;     0.007121
       150;      8;     40.90;     27.54;           ;    -1076.47981798;    -0.00115103;         2.8558;        16.0222;     0.031262
       151;      7;     39.87;     27.88;           ;    -1076.48004304;    -0.00022506;         3.9453;        49.6250;     0.022029
       152;      7;     39.46;     27.29;           ;    -1076.48119191;    -0.00114887;         2.8265;        19.3609;     0.010956
       153;      7;     39.99;     27.41;           ;    -1076.48144813;    -0.00025623;         3.8093;        56.1679;     0.008137
       154;      9;     40.13;     26.60;           ;    -1076.48254735;    -0.00109921;         2.8281;        13.8060;     0.031096
       155;      7;     33.69;     26.63;           ;    -1076.48274331;    -0.00019596;         3.7936;        33.5648;     0.020526
       156;      7;     33.80;     26.86;           ;    -1076.48379609;    -0.00105278;         2.7818;        14.5827;     0.014335
       157;      7;     32.73;     26.12;           ;    -1076.48394783;    -0.00015174;         3.4709;        34.6266;     0.007889
       158;      9;     36.26;     26.44;           ;    -1076.48498859;    -0.00104076;         2.9556;        21.5095;     0.037897
       159;      5;     29.24;     26.28;           ;    -1076.48506362;    -0.00007503;         3.6752;        40.3145;     0.014088
       160;      6;     31.00;     26.41;           ;    -1076.48610660;    -0.00104298;         2.7371;        12.5258;     0.012711
       161;      7;     32.59;     26.41;           ;    -1076.48624457;    -0.00013798;         3.4752;        31.8255;     0.006610
       162;      7;    273.10;    107.85;           ;    -1076.48725084;    -0.00100627;         2.6132;        13.2258;     0.030326
       163;      7;    290.39;     97.69;           ;    -1076.48743228;    -0.00018144;         3.5577;        27.0942;     0.020090
       164;      9;    336.61;     98.90;           ;    -1076.48835133;    -0.00091905;         2.5256;        13.3629;     0.009501
       165;      8;    294.75;     94.70;           ;    -1076.48849371;    -0.00014238;         3.2867;        24.9379;     0.005491
       166;      9;    344.49;     97.69;           ;    -1076.48932192;    -0.00082821;         2.5040;        15.4085;     0.030121
       167;      5;    295.14;    106.34;           ;    -1076.48945933;    -0.00013741;         3.3179;        36.2024;     0.018977
       168;      3;    234.47;     96.05;           ;    -1076.49024786;    -0.00078852;         2.4721;        12.6606;     0.006012
       169;      7;    297.49;     95.20;           ;    -1076.49032082;    -0.00007296;         3.0457;        23.2197;     0.002406
       170;      5;    280.63;     98.46;           ;    -1076.49104904;    -0.00072822;         2.3535;        12.0305;     0.028110
       171;      5;    265.12;     76.11;           ;    -1076.49120906;    -0.00016002;         3.2596;        31.1321;     0.021554
       172;      7;    325.87;     85.74;           ;    -1076.49199665;    -0.00078759;         2.3404;        12.1856;     0.006548
       173;      7;    299.10;    101.54;           ;    -1076.49214706;    -0.00015041;         3.0680;        34.0110;     0.004358
       174;      7;    304.29;     99.04;           ;    -1076.49288310;    -0.00073604;         2.3083;        12.1457;     0.030208
       175;      7;    308.65;    109.24;           ;    -1076.49297839;    -0.00009528;         3.0063;        24.9332;     0.016007
       176;      7;    298.67;    104.14;           ;    -1076.49363455;    -0.00065617;         2.1983;        10.9451;     0.007035
       177;      7;    297.25;     97.88;           ;    -1076.49373039;    -0.00009584;         2.8255;        25.1629;     0.003957
       178;      7;    307.12;    100.09;           ;    -1076.49437136;    -0.00064097;         2.1252;        11.1644;     0.024733
       179;      7;    300.01;    105.07;           ;    -1076.49450893;    -0.00013757;         2.8586;        18.9818;     0.018402
       180;      7;    297.79;     95.14;           ;    -1076.49517129;    -0.00066236;         2.1593;        10.5696;     0.009364
       181;      7;    288.89;     97.07;           ;    -1076.49528844;    -0.00011715;         2.8766;        26.4570;     0.005916
       182;      5;    285.06;     82.77;           ;    -1076.49594649;    -0.00065805;         2.0552;         8.5360;     0.024863
       183;      5;    287.10;     76.12;           ;    -1076.49607357;    -0.00012708;         2.7605;        23.6367;     0.016970
       184;      3;    257.12;     96.07;           ;    -1076.49666337;    -0.00058981;         1.9991;         9.2081;     0.008634
       185;      5;    289.01;     77.95;           ;    -1076.49680689;    -0.00014351;         2.7652;        28.6770;     0.006855
       186;      7;    316.16;     85.20;           ;    -1076.49737235;    -0.00056547;         2.1922;        16.1981;     0.029193
       187;      5;    269.10;     73.94;           ;    -1076.49745688;    -0.00008453;         2.9057;        38.3420;     0.017284
       188;      8;    350.19;     73.21;           ;    -1076.49805599;    -0.00059911;         2.3349;        15.0527;     0.015587
       189;      7;    323.92;     70.99;           ;    -1076.49808155;    -0.00002556;         2.6858;        27.4605;     0.003977
       190;      5;    292.13;     81.82;           ;    -1076.49866532;    -0.00058377;         2.0660;        13.4775;     0.028872
       191;      5;    294.78;     95.04;           ;    -1076.49874183;    -0.00007651;         2.7472;        26.4638;     0.015517
       192;      7;    311.81;     93.08;           ;    -1076.49928821;    -0.00054638;         1.9182;         9.2617;     0.008120
       193;      7;    309.74;     83.15;           ;    -1076.49943947;    -0.00015126;         2.6084;        19.3819;     0.007123
       194;      5;    277.28;     68.70;           ;    -1076.49996457;    -0.00052510;         1.8786;         7.7246;     0.017383
       195;      5;    293.89;     79.30;           ;    -1076.50012884;    -0.00016427;         2.6804;        19.2535;     0.016746
       196;      7;    266.70;     83.59;           ;    -1076.50063874;    -0.00050990;         1.8414;         7.8617;     0.011119
       197;      5;    196.63;     54.17;           ;    -1076.50075625;    -0.00011751;         2.5113;        19.6614;     0.008541
       198;      7;    142.70;     45.87;           ;    -1076.50120781;    -0.00045155;         1.7993;         9.0024;     0.016413
       199;      7;     68.27;     45.96;           ;    -1076.50135794;    -0.00015014;         2.5253;        24.2917;     0.016529
       200;      7;     54.83;     40.60;           ;    -1076.50179670;    -0.00043876;         1.7834;        10.3909;     0.009037
       201;      7;     49.79;     38.69;           ;    -1076.50186751;    -0.00007081;         2.3139;        25.4416;     0.005381
       202;      3;     42.37;     31.11;           ;    -1076.50225917;    -0.00039165;         1.9113;        17.8121;     0.028930
       203;      5;     36.03;     26.87;           ;    -1076.50229595;    -0.00003679;         2.3753;        37.5053;     0.012574
       204;      3;     27.45;     26.14;           ;    -1076.50269919;    -0.00040324;         1.9156;        12.8872;     0.010422
       205;      5;     31.67;     28.55;           ;    -1076.50271420;    -0.00001501;         2.1735;        20.8091;     0.002290
       206;      7;     35.32;     26.16;           ;    -1076.50309383;    -0.00037962;         1.5904;         7.7054;     0.020813
       207;      7;     35.97;     25.69;           ;    -1076.50316648;    -0.00007265;         2.1732;        20.7302;     0.014192
       208;      5;     29.71;     25.52;           ;    -1076.50350842;    -0.00034194;         1.5307;         7.3605;     0.008415
       209;      5;     29.43;     26.31;           ;    -1076.50359641;    -0.00008799;         2.1233;        24.2269;     0.006945
       210;      7;     33.23;     26.30;           ;    -1076.50391272;    -0.00031631;         1.4868;         7.6905;     0.014104
       211;      7;     33.86;     25.97;           ;    -1076.50399904;    -0.00008631;         2.0531;        22.6028;     0.012209
       212;      7;     35.18;     26.15;           ;    -1076.50429912;    -0.00030008;         1.4660;         6.0708;     0.006916
       213;      7;     34.85;     26.15;           ;    -1076.50440139;    -0.00010228;         2.0542;        18.3493;     0.007050
       214;      7;     34.61;     26.04;           ;    -1076.50470632;    -0.00030493;         1.4974;         7.0746;     0.019997
       215;      7;     33.61;     26.07;           ;    -1076.50476627;    -0.00005995;         2.0346;        23.8255;     0.013922
       216;      7;     32.62;     26.10;           ;    -1076.50505444;    -0.00028817;         1.4451;         7.0488;     0.007128
       217;      7;     35.22;     25.72;           ;    -1076.50511091;    -0.00005646;         1.8644;        19.9610;     0.004838
       218;      8;     34.51;     26.00;           ;    -1076.50539425;    -0.00028334;         1.4260;         6.8303;     0.023471
       219;      5;     32.81;     26.65;           ;    -1076.50544681;    -0.00005256;         1.9521;        22.9811;     0.015968
       220;      7;     33.48;     25.97;           ;    -1076.50572580;    -0.00027899;         1.3880;         6.7239;     0.007271
       221;      7;     35.09;     26.59;           ;    -1076.50578166;    -0.00005586;         1.8192;        15.0490;     0.005075
       222;      5;     29.33;     25.94;           ;    -1076.50605639;    -0.00027474;         1.4211;         8.7029;     0.022542
       223;      5;     29.94;     26.71;           ;    -1076.50611242;    -0.00005603;         2.0017;        23.6384;     0.016286
       224;      5;     30.30;     25.86;           ;    -1076.50639505;    -0.00028263;         1.4193;         7.7422;     0.005698
       225;      5;     29.61;     26.47;           ;    -1076.50646454;    -0.00006949;         1.8906;        13.1928;     0.004536
       226;      7;     33.92;     25.94;           ;    -1076.50674814;    -0.00028360;         1.4011;         8.2296;     0.022804
       227;      5;     29.37;     25.93;           ;    -1076.50681784;    -0.00006969;         1.9585;        23.3077;     0.018769
       228;      6;     31.59;     25.96;           ;    -1076.50708999;    -0.00027215;         1.3942;         7.1743;     0.006080
       229;      6;     31.38;     25.68;           ;    -1076.50715287;    -0.00006287;         1.8733;        14.2467;     0.004635
       230;      7;     33.17;     26.07;           ;    -1076.50743014;    -0.00027728;         1.4675;         9.9116;     0.025793
       231;      7;     32.50;     27.23;           ;    -1076.50749358;    -0.00006344;         2.0826;        25.9285;     0.020345
       232;      7;     34.05;     27.08;           ;    -1076.50778438;    -0.00029080;         1.4567;         6.7495;     0.007725
       233;      7;     35.13;     26.12;           ;    -1076.50784677;    -0.00006239;         1.9022;        17.4660;     0.005583
       234;      7;     34.72;     26.24;           ;    -1076.50812762;    -0.00028085;         1.5377;        14.0305;     0.032800
       235;      5;     30.30;     26.36;           ;    -1076.50815790;    -0.00003029;         1.9941;        30.7465;     0.015822
       236;      7;     32.78;     26.07;           ;    -1076.50842987;    -0.00027197;         1.4518;        10.7081;     0.008791
       237;      6;     30.25;     26.02;           ;    -1076.50846771;    -0.00003784;         1.8603;        19.1261;     0.004718
       238;      7;     34.02;     25.61;           ;    -1076.50873559;    -0.00026788;         1.4191;         6.0533;     0.028911
       239;      7;     34.75;     26.03;           ;    -1076.50879332;    -0.00005773;         1.9909;        24.3141;     0.022266
       240;      5;     29.85;     26.22;           ;    -1076.50906948;    -0.00027616;         1.3998;         6.1847;     0.006629
       241;      7;     33.16;     25.85;           ;    -1076.50912839;    -0.00005891;         1.8827;        18.0484;     0.004904
       242;      5;     29.59;     25.68;           ;    -1076.50938953;    -0.00026114;         1.3866;         6.5299;     0.028711
       243;      5;     29.33;     25.90;           ;    -1076.50943619;    -0.00004666;         1.8893;        19.2418;     0.019166
       244;      5;     30.48;     25.54;           ;    -1076.50968195;    -0.00024576;         1.3704;         7.8354;     0.006365
       245;      5;     28.72;     26.03;           ;    -1076.50973801;    -0.00005607;         1.8382;        16.7393;     0.004945
       246;      6;     31.09;     25.80;           ;    -1076.50999656;    -0.00025854;         1.4440;         9.2326;     0.031651
       247;      6;     31.62;     25.83;           ;    -1076.51003631;    -0.00003975;         1.9620;        25.8108;     0.019435
       248;      5;     29.65;     25.82;           ;    -1076.51029459;    -0.00025828;         1.4210;         6.8018;     0.007995
       249;      5;     29.29;     25.68;           ;    -1076.51033298;    -0.00003839;         1.8269;        19.0868;     0.004521
       250;      7;     33.72;     26.07;           ;    -1076.51059087;    -0.00025790;         1.4210;         6.8396;     0.028680
       251;      7;     32.85;     26.62;           ;    -1076.51064724;    -0.00005637;         2.0148;        24.0446;     0.022179
       252;      5;     29.84;     26.37;           ;    -1076.51092433;    -0.00027709;         1.4178;         6.5203;     0.007805
       253;      5;     29.35;     26.21;           ;    -1076.51099733;    -0.00007300;         1.9376;        14.9211;     0.006600
       254;      7;     32.64;     26.31;           ;    -1076.51128129;    -0.00028396;         1.4335;         6.6832;     0.026651
       255;      7;     32.84;     25.92;           ;    -1076.51136851;    -0.00008721;         2.0698;        19.8607;     0.026131
       256;      7;     33.92;     25.63;           ;    -1076.51165937;    -0.00029087;         1.4550;         9.0038;     0.007241
       257;      7;     32.25;     25.52;           ;    -1076.51171404;    -0.00005466;         1.9167;        16.1969;     0.004761
