#     Step;   Iter;    t_Ener;    t_Grad;       Temp;             E_Pot;        Delta E;      RMS(Grad);      Max(Grad);    Max(Step)
        24;     11;     59.84;     49.32;           ;    -1075.65239772;    -0.02674979;        13.6580;       165.1844;     0.018742
        25;     11;     60.30;     41.36;           ;    -1075.66458558;    -0.01218786;        19.6370;       232.7445;     0.023859
        26;     11;     55.10;     37.94;           ;    -1075.69076477;    -0.02617918;        13.2987;       205.1859;     0.022632
        27;     11;     51.80;     28.11;           ;    -1075.69645594;    -0.00569118;        17.4540;       190.8276;     0.016777
        28;     10;     41.70;     26.90;           ;    -1075.71773805;    -0.02128211;        12.1102;       106.0009;     0.022832
        29;      9;     39.46;     26.87;           ;    -1075.72404847;    -0.00631042;        16.8717;       206.8121;     0.021272
        30;     11;     39.91;     25.87;           ;    -1075.74250526;    -0.01845679;        12.3691;       157.6319;     0.016163
        31;      9;     38.49;     24.93;           ;    -1075.74505950;    -0.00255424;        15.7419;       164.4159;     0.008682
        32;     10;     39.57;     25.08;           ;    -1075.76364442;    -0.01858492;        12.1962;       110.2266;     0.036299
        33;      9;     37.44;     24.71;           ;    -1075.76635293;    -0.00270851;        15.5053;       116.3277;     0.021204
        34;     11;     39.16;     24.22;           ;    -1075.78349473;    -0.01714179;        11.4621;        80.2317;     0.020282
        35;      9;     36.51;     24.75;           ;    -1075.78396291;    -0.00046818;        13.2607;       101.5966;     0.003959
        36;     10;     38.55;     24.14;           ;    -1075.79640455;    -0.01244164;         9.7978;       105.9871;     0.019251
        37;     10;     39.65;     24.76;           ;    -1075.80212582;    -0.00572128;        14.1392;       181.3024;     0.024907
        38;     11;     44.23;     25.07;           ;    -1075.81567145;    -0.01354563;         9.7257;        53.1207;     0.019229
        39;     10;     43.14;     24.80;           ;    -1075.81819576;    -0.00252431;        13.2053;       174.4020;     0.012653
        40;     10;     42.36;     24.87;           ;    -1075.82996720;    -0.01177144;         9.2808;        80.6108;     0.020075
        41;     10;     42.76;     24.65;           ;    -1075.83461561;    -0.00464841;        12.7658;       121.7898;     0.022920
        42;     10;     41.28;     24.52;           ;    -1075.84594134;    -0.01132573;         8.9873;        71.7824;     0.016564
        43;     10;     41.42;     24.75;           ;    -1075.84943252;    -0.00349118;        12.4883;        94.7523;     0.015625
        44;     10;     40.38;     24.99;           ;    -1075.86020304;    -0.01077052;         8.4413;        58.4250;     0.022823
        45;      9;     36.02;     24.21;           ;    -1075.86302105;    -0.00281802;        11.6960;       140.6425;     0.019300
        46;      9;     35.86;     24.90;           ;    -1075.87234228;    -0.00932123;         8.2812;        78.8253;     0.012909
        47;     11;     37.64;     24.17;           ;    -1075.87764515;    -0.00530287;        11.2170;        95.8174;     0.019745
        48;      9;     35.23;     24.43;           ;    -1075.88719759;    -0.00955244;         8.2882;        64.1476;     0.030000
        49;     10;     36.31;     24.22;           ;    -1075.88852575;    -0.00132816;        10.9279;        98.8634;     0.016597
        50;      9;     35.52;     24.33;           ;    -1075.89636425;    -0.00783850;         8.8483;        87.6923;     0.017084
        51;      7;     32.11;     24.22;           ;    -1075.89657542;    -0.00021117;         9.8880;        91.1957;     0.003303
        52;      9;     34.64;     23.69;           ;    -1075.90448226;    -0.00790684;         7.4909;        46.9485;     0.029793
        53;     10;     37.09;     24.06;           ;    -1075.90572372;    -0.00124146;        10.0860;        65.5312;     0.017979
        54;     10;     36.74;     24.29;           ;    -1075.91305118;    -0.00732746;         7.0847;        54.9715;     0.013839
        55;      9;     35.67;     24.27;           ;    -1075.91501994;    -0.00196876;         9.8347;       111.1520;     0.011835
        56;     10;     36.64;     24.18;           ;    -1075.92176396;    -0.00674402;         6.8904;        36.5477;     0.021317
        57;     10;     37.19;     24.27;           ;    -1075.92346895;    -0.00170499;         9.4878;       127.2359;     0.017449
        58;      9;     34.81;     24.48;           ;    -1075.92980517;    -0.00633622;         6.7315;        45.1487;     0.015387
        59;      9;     36.03;     24.93;           ;    -1075.93220202;    -0.00239686;         9.6860;       132.5725;     0.016952
        60;      9;     35.98;     25.29;           ;    -1075.93856952;    -0.00636750;         6.6371;        24.7293;     0.018283
        61;      9;     35.94;     25.18;           ;    -1075.94012366;    -0.00155414;         9.0414;       108.2352;     0.014598
        62;      9;     36.59;     25.30;           ;    -1075.94585461;    -0.00573095;         6.3550;        38.0366;     0.013636
        63;      9;     35.84;     25.19;           ;    -1075.94822901;    -0.00237440;         8.8534;        86.4020;     0.016165
        64;      9;     35.99;     24.94;           ;    -1075.95390758;    -0.00567857;         6.3310;        38.3853;     0.024614
        65;      9;     35.39;     24.53;           ;    -1075.95491376;    -0.00100618;         8.5120;        66.2089;     0.015919
        66;      9;     35.86;     25.11;           ;    -1075.95969562;    -0.00478186;         6.0662;        34.8223;     0.010423
        67;      9;     34.93;     24.52;           ;    -1075.96052125;    -0.00082563;         7.6338;        65.5697;     0.006486
        68;      9;     36.46;     24.54;           ;    -1075.96507071;    -0.00454946;         7.6528;        53.5156;     0.047217
        69;      9;     36.50;     25.02;           ;    -1075.97027948;    -0.00520877;         5.9127;        33.4125;     0.023155
        70;      9;     36.13;     25.00;           ;    -1075.97157078;    -0.00129131;         8.2012;        61.9187;     0.018817
        71;     10;     37.98;     24.87;           ;    -1075.97686094;    -0.00529016;         5.9370;        28.5591;     0.028892
        72;      8;     36.45;     24.78;           ;    -1075.97781380;    -0.00095285;         8.1155;        69.8604;     0.018777
        73;      9;     36.22;     25.33;           ;    -1075.98250378;    -0.00468998;         5.5341;        25.8164;     0.014091
        74;      9;     35.71;     25.02;           ;    -1075.98355516;    -0.00105138;         7.2431;        41.5849;     0.010590
        75;      9;     37.97;     24.44;           ;    -1075.98785180;    -0.00429664;         5.3745;        35.1529;     0.035264
        76;      7;     32.41;     24.97;           ;    -1075.98866097;    -0.00080917;         7.4085;        74.4260;     0.025181
        77;     10;     36.80;     24.51;           ;    -1075.99251530;    -0.00385432;         5.4335;        28.2181;     0.012455
        78;      7;     32.00;     24.59;           ;    -1075.99279943;    -0.00028413;         6.5717;        63.3474;     0.004429
        79;      9;     37.13;     24.71;           ;    -1075.99620070;    -0.00340127;         5.2810;        31.2452;     0.032321
        80;      7;     31.80;     24.41;           ;    -1075.99669318;    -0.00049247;         7.1322;        67.6576;     0.018961
        81;      8;     32.69;     24.56;           ;    -1076.00021833;    -0.00352515;         5.1140;        26.7165;     0.011528
        82;      7;     31.55;     25.02;           ;    -1076.00088561;    -0.00066728;         6.6764;        61.9188;     0.007637
        83;      9;     35.32;     25.06;           ;    -1076.00429468;    -0.00340906;         4.9875;        28.0093;     0.036841
        84;      7;     32.33;     25.16;           ;    -1076.00478882;    -0.00049414;         6.6703;        55.7562;     0.021741
        85;      9;     35.23;     25.08;           ;    -1076.00799979;    -0.00321097;         4.6729;        18.6764;     0.012184
        86;      7;     33.04;     25.09;           ;    -1076.00880052;    -0.00080073;         6.1244;        42.4433;     0.009917
        87;      9;     35.31;     24.38;           ;    -1076.01201096;    -0.00321044;         4.5825;        24.8721;     0.034851
        88;      8;     33.06;     24.40;           ;    -1076.01257438;    -0.00056343;         6.3727;        59.4487;     0.023270
        89;      9;     35.01;     24.49;           ;    -1076.01543530;    -0.00286091;         4.4226;        24.0886;     0.010534
        90;      7;     32.11;     24.69;           ;    -1076.01591697;    -0.00048167;         5.7365;        39.2242;     0.006452
        91;      7;     32.18;     24.67;           ;    -1076.01847209;    -0.00255512;         4.4995;        25.2620;     0.033780
        92;      7;     32.08;     24.55;           ;    -1076.01889233;    -0.00042024;         6.1377;        61.5311;     0.021741
        93;     10;     36.30;     37.49;           ;    -1076.02133297;    -0.00244064;         4.5221;        31.4650;     0.009296
        94;      7;     82.00;     41.63;           ;    -1076.02150786;    -0.00017489;         5.4099;        56.5596;     0.003250
        95;      7;     67.24;     41.11;           ;    -1076.02382775;    -0.00231989;         4.4179;        22.9200;     0.035418
        96;      7;     86.01;     43.58;           ;    -1076.02412552;    -0.00029777;         5.8673;        52.3512;     0.019424
        97;      9;     78.33;     41.20;           ;    -1076.02664864;    -0.00252312;         4.1639;        22.9164;     0.012156
        98;      7;     78.85;     52.22;           ;    -1076.02725084;    -0.00060220;         5.6228;        35.9089;     0.009549
        99;      9;     77.86;     42.39;           ;    -1076.02966376;    -0.00241292;         4.1886;        24.3873;     0.032506
       100;      7;     74.06;     51.90;           ;    -1076.03008057;    -0.00041681;         5.7624;        62.1663;     0.021482
       101;      7;     75.28;     42.35;           ;    -1076.03232719;    -0.00224662;         4.0661;        22.9109;     0.010683
       102;      7;     68.86;     48.38;           ;    -1076.03270148;    -0.00037428;         5.2824;        39.6586;     0.006523
       103;      7;     81.95;     42.25;           ;    -1076.03484060;    -0.00213912;         3.9967;        21.1609;     0.030897
       104;      7;     68.35;     45.47;           ;    -1076.03528192;    -0.00044132;         5.5245;        67.9661;     0.023803
       105;      9;     93.03;     42.99;           ;    -1076.03741707;    -0.00213516;         4.0452;        25.0714;     0.012612
       106;      7;     64.61;     47.57;           ;    -1076.03760918;    -0.00019210;         4.9660;        39.6943;     0.005071
       107;      7;     77.16;     51.67;           ;    -1076.03961570;    -0.00200652;         3.8526;        21.5549;     0.030547
       108;      7;     70.53;     46.33;           ;    -1076.03993765;    -0.00032195;         5.3058;        42.7459;     0.019240
       109;      7;     74.75;     49.20;           ;    -1076.04190366;    -0.00196601;         3.6699;        19.7068;     0.013285
       110;      7;     70.46;     41.71;           ;    -1076.04242187;    -0.00051822;         4.8996;        31.8085;     0.011235
       111;      7;     80.08;     48.63;           ;    -1076.04431895;    -0.00189708;         3.5975;        17.6521;     0.023918
       112;      7;     74.35;     41.03;           ;    -1076.04475936;    -0.00044041;         4.9946;        37.7334;     0.018872
       113;      8;     75.22;     45.88;           ;    -1076.04652693;    -0.00176757;         3.5863;        14.3463;     0.012975
       114;      7;     69.06;     47.25;           ;    -1076.04680996;    -0.00028303;         4.6851;        33.7555;     0.007676
       115;      7;     75.24;     42.85;           ;    -1076.04851476;    -0.00170480;         3.5878;        25.1353;     0.025930
       116;      7;     70.82;     46.92;           ;    -1076.04890749;    -0.00039273;         4.9767;        47.6882;     0.020901
       117;      7;     76.71;     43.03;           ;    -1076.05059007;    -0.00168258;         3.8299;        27.6738;     0.009885
       118;      7;     73.58;     49.98;           ;    -1076.05069810;    -0.00010803;         4.5844;        46.2889;     0.003236
       119;      8;     80.98;     41.61;           ;    -1076.05241949;    -0.00172139;         3.9058;        19.6369;     0.036641
       120;      7;     72.88;     44.62;           ;    -1076.05256229;    -0.00014280;         4.9696;        44.4749;     0.015243
       121;      7;     78.82;     43.26;           ;    -1076.05434600;    -0.00178371;         3.4979;        16.1596;     0.014100
       122;      7;     72.51;     40.72;           ;    -1076.05471234;    -0.00036634;         4.7066;        30.8914;     0.009857
       123;      8;     74.66;     52.25;           ;    -1076.05633978;    -0.00162743;         3.3227;        10.9185;     0.025993
       124;      8;     76.39;     45.57;           ;    -1076.05678117;    -0.00044139;         4.6150;        30.1962;     0.022740
       125;      8;     72.03;     44.74;           ;    -1076.05835218;    -0.00157101;         3.2218;        12.8166;     0.013700
       126;      8;     74.40;     42.02;           ;    -1076.05886512;    -0.00051293;         4.5073;        28.8200;     0.013628
       127;      7;     75.59;     44.81;           ;    -1076.06038478;    -0.00151966;         3.1863;        13.7784;     0.025417
       128;      7;     77.23;     43.62;           ;    -1076.06075923;    -0.00037445;         4.4380;        31.1080;     0.020941
       129;      7;     75.14;     45.68;           ;    -1076.06211451;    -0.00135528;         3.2865;        17.4702;     0.009064
       130;      7;     81.26;     43.46;           ;    -1076.06228926;    -0.00017475;         4.1500;        26.2166;     0.004633
       131;      7;     72.79;     42.40;           ;    -1076.06360197;    -0.00131271;         3.6573;        24.6387;     0.038042
       132;      5;     65.57;     48.01;           ;    -1076.06366310;    -0.00006113;         4.3579;        39.9214;     0.011092
       133;      7;     73.52;     44.70;           ;    -1076.06508148;    -0.00141838;         3.3428;        23.1322;     0.010172
       134;      7;     70.63;     44.32;           ;    -1076.06522811;    -0.00014663;         4.1845;        36.1631;     0.004490
       135;      7;     79.59;     44.34;           ;    -1076.06660838;    -0.00138027;         3.1074;        11.5652;     0.027111
       136;      7;     71.56;     46.94;           ;    -1076.06692231;    -0.00031393;         4.3844;        43.8222;     0.021065
       137;      8;     80.11;     47.47;           ;    -1076.06826416;    -0.00134184;         3.0017;        12.7004;     0.014859
       138;      7;     68.94;     43.19;           ;    -1076.06862297;    -0.00035881;         4.1048;        43.2404;     0.012632
       139;      7;     78.19;     43.81;           ;    -1076.06983172;    -0.00120875;         2.9464;        11.7340;     0.020588
       140;      7;     73.16;     45.79;           ;    -1076.07022287;    -0.00039116;         4.2376;        41.0373;     0.020246
       141;      7;     73.28;     43.79;           ;    -1076.07146079;    -0.00123792;         2.9291;        12.4242;     0.018526
       142;      7;     69.29;     42.43;           ;    -1076.07187857;    -0.00041778;         4.0526;        30.1676;     0.018834
       143;      7;     75.32;     44.67;           ;    -1076.07306290;    -0.00118433;         2.8939;        12.9485;     0.023973
       144;      5;     71.02;     43.67;           ;    -1076.07342585;    -0.00036295;         4.0598;        45.1161;     0.022950
       145;      7;     72.09;     45.27;           ;    -1076.07450768;    -0.00108183;         3.3209;        19.3931;     0.011803
       146;      5;     62.56;     43.93;           ;    -1076.07456364;    -0.00005596;         3.8748;        25.8278;     0.003367
       147;      7;     72.36;     45.49;           ;    -1076.07572980;    -0.00116616;         3.6234;        29.3392;     0.050350
       148;      5;     62.31;     46.19;           ;    -1076.07574829;    -0.00001849;         4.0239;        30.2577;     0.007920
       149;      7;     72.17;     43.35;           ;    -1076.07702060;    -0.00127231;         3.0023;        15.5555;     0.012626
       150;      7;     77.12;     48.71;           ;    -1076.07724335;    -0.00022275;         4.0071;        43.8565;     0.007923
       151;      7;     76.70;     43.62;           ;    -1076.07844940;    -0.00120605;         2.9197;         9.9932;     0.029941
       152;      7;     70.42;     45.89;           ;    -1076.07870178;    -0.00025238;         4.0683;        45.1856;     0.021822
       153;      7;     76.86;     44.31;           ;    -1076.07985626;    -0.00115448;         2.8681;        10.8151;     0.013103
       154;      8;     74.34;     46.67;           ;    -1076.08027075;    -0.00041449;         4.0030;        34.4473;     0.013882
       155;      7;     70.09;     43.99;           ;    -1076.08150844;    -0.00123769;         2.9364;        11.7124;     0.030486
       156;      7;     76.71;     41.96;           ;    -1076.08194531;    -0.00043686;         4.2404;        28.5578;     0.033031
       157;      7;     76.96;     43.25;           ;    -1076.08323185;    -0.00128654;         3.0612;        14.8067;     0.011011
       158;      7;     73.90;     42.45;           ;    -1076.08341523;    -0.00018338;         3.9768;        31.3721;     0.006024
       159;      7;     75.21;     46.96;           ;    -1076.08456115;    -0.00114592;         3.2547;        19.7737;     0.045708
       160;      5;     66.86;     44.79;           ;    -1076.08464201;    -0.00008086;         4.0090;        34.5195;     0.017289
       161;      7;     73.31;     43.29;           ;    -1076.08579658;    -0.00115457;         3.2057;        21.8308;     0.015256
       162;      5;     63.32;     48.07;           ;    -1076.08586848;    -0.00007190;         3.8147;        27.0108;     0.004898
       163;      7;     74.53;     48.55;           ;    -1076.08705731;    -0.00118882;         2.9405;        16.3234;     0.036096
       164;      7;     71.65;     43.80;           ;    -1076.08727704;    -0.00021973;         4.0969;        38.6047;     0.024895
       165;      7;     73.71;     49.49;           ;    -1076.08846139;    -0.00118435;         2.8824;        12.1985;     0.012674
       166;      7;     70.97;     46.61;           ;    -1076.08875884;    -0.00029745;         3.9182;        47.5313;     0.010317
       167;      5;     66.92;     48.38;           ;    -1076.08989259;    -0.00113375;         2.8347;        13.4101;     0.025014
       168;      7;     73.38;     46.07;           ;    -1076.09019553;    -0.00030293;         4.0419;        43.1874;     0.021785
       169;      7;     73.34;     44.93;           ;    -1076.09130671;    -0.00111118;         2.8383;        12.2642;     0.012254
       170;      5;     64.34;     43.59;           ;    -1076.09165740;    -0.00035070;         3.8785;        27.4313;     0.011762
       171;      7;     72.78;     45.42;           ;    -1076.09275112;    -0.00109371;         3.1915;        26.4333;     0.036861
       172;      7;     78.93;     45.14;           ;    -1076.09287096;    -0.00011984;         4.1408;        50.7899;     0.018506
       173;      8;     77.10;     46.71;           ;    -1076.09393285;    -0.00106189;         3.4997;        27.1620;     0.013909
       174;      5;     65.99;     49.94;           ;    -1076.09503399;    -0.00110114;         2.8660;        17.2923;     0.034346
       175;      5;     60.36;     44.08;           ;    -1076.09515022;    -0.00011624;         3.7226;        27.3843;     0.016292
       176;      7;     73.73;     47.72;           ;    -1076.09618640;    -0.00103617;         2.6107;        11.8430;     0.011279
       177;      7;     73.77;     44.19;           ;    -1076.09637016;    -0.00018377;         3.5096;        27.6211;     0.007186
       178;      7;     78.83;     50.82;           ;    -1076.09727904;    -0.00090888;         2.4915;        11.7018;     0.016952
       179;      7;     71.31;     43.80;           ;    -1076.09755029;    -0.00027125;         3.4831;        27.0884;     0.016066
       180;      7;     72.10;     50.07;           ;    -1076.09844338;    -0.00089309;         2.4527;        15.5864;     0.007604
       181;      7;     77.22;     44.11;           ;    -1076.09863994;    -0.00019656;         3.2756;        33.6222;     0.005661
       182;      8;     79.66;     51.62;           ;    -1076.09945398;    -0.00081404;         2.4598;        12.7269;     0.019887
       183;      3;     54.52;     47.60;           ;    -1076.09956103;    -0.00010705;         3.2667;        32.9368;     0.010709
       184;      7;     77.66;     46.94;           ;    -1076.10027934;    -0.00071831;         2.3110;        13.4986;     0.007774
       185;      7;     76.40;     41.45;           ;    -1076.10040230;    -0.00012296;         2.9495;        24.8270;     0.004791
       186;      7;     77.44;     48.83;           ;    -1076.10106743;    -0.00066512;         2.2469;        11.3202;     0.019020
       187;      7;     72.46;     47.11;           ;    -1076.10116895;    -0.00010152;         2.9954;        26.9616;     0.011273
       188;      5;     63.35;     43.26;           ;    -1076.10178452;    -0.00061558;         2.1969;        17.6918;     0.008142
       189;      5;     71.91;     47.69;           ;    -1076.10186161;    -0.00007708;         2.7508;        24.6978;     0.004113
       190;      7;     75.49;     43.42;           ;    -1076.10243213;    -0.00057053;         2.3973;        23.4802;     0.024943
       191;      5;     65.73;     51.04;           ;    -1076.10246091;    -0.00002878;         2.8761;        31.9424;     0.007370
       192;      7;     73.25;     41.77;           ;    -1076.10305140;    -0.00059049;         2.2090;        14.0293;     0.010948
       193;      7;     79.48;     46.90;           ;    -1076.10313516;    -0.00008377;         2.8154;        24.1839;     0.005981
       194;      7;     73.18;     50.56;           ;    -1076.10374926;    -0.00061409;         2.1311;        12.5198;     0.020839
       195;      6;     69.05;     46.90;           ;    -1076.10385671;    -0.00010745;         2.8826;        27.3079;     0.013247
       196;      7;     69.46;     43.13;           ;    -1076.10445610;    -0.00059939;         2.0600;        18.8232;     0.015698
       197;      7;     75.49;     48.86;           ;    -1076.10462657;    -0.00017047;         2.8504;        23.3753;     0.014007
       198;      7;     80.26;     46.67;           ;    -1076.10520853;    -0.00058196;         1.9892;        10.8171;     0.014220
       199;      7;     70.34;     43.54;           ;    -1076.10535034;    -0.00014181;         2.6961;        22.2628;     0.011226
       200;      7;     69.53;     45.38;           ;    -1076.10590651;    -0.00055617;         2.0602;        13.6320;     0.026612
       201;      7;     56.08;     46.71;           ;    -1076.10603760;    -0.00013109;         2.8577;        32.3086;     0.021919
       202;      7;     56.27;     44.12;           ;    -1076.10662081;    -0.00058321;         2.2673;        17.9610;     0.012050
       203;      6;     47.97;     45.75;           ;    -1076.10665431;    -0.00003349;         2.7144;        25.5526;     0.003671
       204;      5;     48.30;     39.45;           ;    -1076.10722086;    -0.00056655;         2.0239;        12.9829;     0.029424
       205;      7;     45.57;     33.02;           ;    -1076.10734002;    -0.00011916;         2.7789;        24.2573;     0.022029
       206;      7;     39.99;     28.21;           ;    -1076.10790443;    -0.00056441;         1.9855;        12.5824;     0.015666
       207;      7;     36.45;     26.05;           ;    -1076.10803373;    -0.00012930;         2.7558;        23.8370;     0.012171
       208;      5;     32.54;     25.21;           ;    -1076.10856725;    -0.00053351;         1.9495;        11.9905;     0.027039
       209;      5;     32.04;     24.86;           ;    -1076.10870300;    -0.00013575;         2.6853;        25.0284;     0.022682
       210;      7;     36.15;     24.74;           ;    -1076.10921737;    -0.00051437;         1.9358;         9.3423;     0.011179
       211;      7;     34.38;     24.51;           ;    -1076.10935898;    -0.00014161;         2.6334;        22.7923;     0.009661
       212;      7;     33.92;     24.54;           ;    -1076.10989082;    -0.00053185;         2.0754;        18.2295;     0.036788
       213;      5;     30.82;     24.61;           ;    -1076.10997659;    -0.00008576;         2.8442;        42.3141;     0.023325
       214;      5;     29.89;     25.26;           ;    -1076.11049406;    -0.00051747;         2.1717;        12.4083;     0.014288
       215;      5;     33.66;     25.32;           ;    -1076.11052758;    -0.00003352;         2.5733;        25.4513;     0.004658
       216;      7;     33.00;     24.72;           ;    -1076.11103319;    -0.00050561;         1.9736;        15.4784;     0.038106
       217;      7;     36.47;     24.27;           ;    -1076.11109540;    -0.00006221;         2.5826;        30.4383;     0.019863
       218;      5;     31.74;     24.19;           ;    -1076.11154774;    -0.00045234;         1.8331;        12.0475;     0.010894
       219;      5;     29.95;     24.80;           ;    -1076.11162632;    -0.00007859;         2.4345;        31.0965;     0.006804
       220;      7;     34.67;     25.39;           ;    -1076.11204661;    -0.00042029;         1.7652;         9.3499;     0.028832
       221;      5;     31.79;     24.51;           ;    -1076.11217094;    -0.00012433;         2.4548;        25.8882;     0.027221
       222;      7;     35.59;     24.31;           ;    -1076.11259871;    -0.00042777;         1.7048;         8.9621;     0.008412
       223;      7;     32.17;     25.13;           ;    -1076.11270301;    -0.00010430;         2.2917;        18.2725;     0.006664
       224;      7;     34.41;     28.22;           ;    -1076.11310480;    -0.00040180;         1.6873;         8.6910;     0.032523
       225;      7;     33.61;     24.68;           ;    -1076.11319246;    -0.00008766;         2.3221;        28.8971;     0.024916
       226;      5;     29.96;     25.75;           ;    -1076.11356999;    -0.00037752;         1.6948;        10.6121;     0.006547
       227;      5;     29.82;     25.13;           ;    -1076.11361546;    -0.00004548;         2.1760;        21.5329;     0.003234
       228;      7;     32.84;     24.58;           ;    -1076.11395374;    -0.00033827;         1.5987;         8.2590;     0.030606
       229;      7;     36.94;     24.47;           ;    -1076.11401196;    -0.00005823;         2.1059;        19.5512;     0.019729
       230;      7;     34.40;     24.46;           ;    -1076.11432704;    -0.00031508;         1.5362;         7.6974;     0.007779
       231;      6;     32.01;     24.57;           ;    -1076.11436813;    -0.00004109;         1.9981;        15.9507;     0.004019
       232;      7;     32.60;     24.77;           ;    -1076.11464533;    -0.00027720;         1.4255;         7.4859;     0.022976
       233;      7;     32.42;     24.66;           ;    -1076.11471408;    -0.00006874;         1.9095;        16.4045;     0.018914
       234;      7;     33.50;     24.53;           ;    -1076.11498815;    -0.00027407;         1.4089;         6.8906;     0.006144
       235;      5;     30.40;     24.64;           ;    -1076.11504620;    -0.00005805;         1.9321;        18.3255;     0.004468
       236;      7;     34.59;     24.38;           ;    -1076.11531148;    -0.00026528;         1.3520;         6.5755;     0.019605
       237;      7;     33.30;     24.91;           ;    -1076.11536974;    -0.00005826;         1.8236;        16.3855;     0.014664
       238;      7;     35.90;     23.36;           ;    -1076.11560692;    -0.00023718;         1.2548;         5.4517;     0.004949
       239;      5;     28.43;     23.10;           ;    -1076.11566776;    -0.00006084;         1.6776;         9.9779;     0.004069
       240;      6;     29.09;     22.94;           ;    -1076.11588487;    -0.00021711;         1.2101;         5.7012;     0.013700
       241;      6;     28.71;     22.87;           ;    -1076.11595032;    -0.00006545;         1.7128;        16.6817;     0.012769
       242;      5;     27.00;     23.15;           ;    -1076.11616234;    -0.00021203;         1.1946;         5.5304;     0.006044
       243;      3;     25.02;     24.05;           ;    -1076.11621168;    -0.00004933;         1.6268;        20.5405;     0.004650
       244;      7;     31.01;     24.38;           ;    -1076.11640560;    -0.00019392;         1.1793;         6.0098;     0.015213
       245;      7;     30.51;     25.34;           ;    -1076.11645606;    -0.00005046;         1.6366;        19.8917;     0.012745
       246;      5;     27.74;     24.60;           ;    -1076.11665561;    -0.00019954;         1.1963;         6.2025;     0.005739
       247;      5;     28.39;     26.12;           ;    -1076.11672834;    -0.00007274;         1.6949;        14.9649;     0.006130
       248;      6;     30.37;     25.53;           ;    -1076.11694675;    -0.00021840;         1.2023;         5.6126;     0.017364
       249;      5;     29.12;     24.91;           ;    -1076.11699970;    -0.00005295;         1.6274;        14.3510;     0.013860
       250;      6;     30.95;     23.82;           ;    -1076.11720125;    -0.00020156;         1.2221;         7.4907;     0.007723
       251;      5;     29.15;     24.25;           ;    -1076.11723853;    -0.00003728;         1.6865;        20.9685;     0.005107
       252;      3;     25.97;     23.68;           ;    -1076.11743803;    -0.00019950;         1.2198;         8.5610;     0.012870
       253;      5;     29.65;     23.99;           ;    -1076.11750996;    -0.00007192;         1.7363;        18.8418;     0.013951
       254;      7;     34.50;     24.41;           ;    -1076.11772919;    -0.00021923;         1.2602;         7.6062;     0.008950
       255;      7;     32.86;     24.36;           ;    -1076.11779955;    -0.00007036;         1.8050;        13.8837;     0.008783
       256;      5;     29.44;     24.62;           ;    -1076.11803022;    -0.00023066;         1.3054;         7.8095;     0.018042
       257;      5;     29.12;     24.82;           ;    -1076.11809254;    -0.00006233;         1.8234;        11.8212;     0.015727
